"user";"data";"pstrat";"no.terms"
15.0400000000009;"n18";"p16";401
29.7099999999991;"n19";"p16";398
24.4799999999996;"n20";"p16";435
18.5100000000002;"n21";"p16";208
28.1100000000006;"n22";"p16";228
16.2399999999998;"n23";"p16";565
18.7299999999996;"r1";"p16";268
5.81999999999971;"r2";"p16";243
7.25;"r3";"p16";311
3.67000000000007;"r4";"p16";103
6.19000000000051;"r5";"p16";289
56.2899999999991;"o1";"p17";1282
30.8999999999996;"o2";"p17";1223
25.7100000000009;"o3";"p17";1182
22.3299999999999;"o4";"p17";1199
21.9500000000007;"o5";"p17";1203
22.3500000000004;"o6";"p17";1238
19.6700000000001;"o7";"p17";1245
14.1800000000003;"o8";"p17";1172
14.0799999999999;"o9";"p17";1129
21.1599999999999;"o10";"p17";1144
14.1100000000006;"o11";"p17";1175
10.8899999999994;"o12";"p17";1247
10.1499999999996;"o13";"p17";1239
9.09000000000015;"o14";"p17";1149
8.1200000000008;"o15";"p17";1176
6.90999999999985;"o16";"p17";1257
4.5;"o17";"p17";1258
4.02999999999884;"o18";"p17";1217
4.18000000000029;"o19";"p17";1319
6.42000000000007;"o20";"p17";1267
27.5100000000002;"o21";"p17";1230
15.6900000000005;"o22";"p17";1222
8;"n1";"p17";1578
8.53000000000065;"n2";"p17";1983
11.4499999999989;"n3";"p17";1859
9.36000000000058;"n4";"p17";1142
7.63999999999942;"n5";"p17";938
12.7099999999991;"n6";"p17";913
8.1200000000008;"n7";"p17";1085
8.55999999999949;"n8";"p17";1646
8.17000000000007;"n9";"p17";1226
8.72999999999956;"n10";"p17";1811
13.3299999999999;"n11";"p17";2375
9.35000000000036;"n12";"p17";2434
8.43000000000029;"n13";"p17";1568
7.93999999999869;"n14";"p17";1285
7.82000000000153;"n15";"p17";1585
7.27999999999884;"n16";"p17";1599
8.20000000000073;"n17";"p17";1383
7.71999999999935;"n18";"p17";1068
12.8000000000011;"n19";"p17";1620
11.1000000000004;"n20";"p17";1464
8.32999999999993;"n21";"p17";1407
12.8799999999992;"n22";"p17";1536
7.38999999999942;"n23";"p17";1283
22.2800000000007;"r1";"p17";500
3.69000000000051;"r2";"p17";1399
5.05000000000109;"r3";"p17";1448
2.43000000000029;"r4";"p17";997
4.26000000000022;"r5";"p17";1271
115.009999999998;"o1";"p18";657
61.7300000000014;"o2";"p18";375
51.3299999999999;"o3";"p18";272
45.6000000000004;"o4";"p18";223
44.75;"o5";"p18";290
46.0900000000001;"o6";"p18";188
40.7099999999991;"o7";"p18";286
29.7999999999993;"o8";"p18";270
27.7799999999988;"o9";"p18";234
41.3700000000008;"o10";"p18";270
28.8599999999988;"o11";"p18";144
23.5;"o12";"p18";216
22.2299999999996;"o13";"p18";315
19.2700000000004;"o14";"p18";230
17.8700000000008;"o15";"p18";240
16.2199999999993;"o16";"p18";238
11.7900000000009;"o17";"p18";203
10.6599999999999;"o18";"p18";162
11.6899999999987;"o19";"p18";96
15.369999999999;"o20";"p18";231
54.7199999999993;"o21";"p18";325
32.7399999999998;"o22";"p18";327
22;"n1";"p18";387
28.3499999999985;"n2";"p18";187
33.5299999999988;"n3";"p18";159
19;"n4";"p18";51
15.0100000000002;"n5";"p18";99
22.9499999999989;"n6";"p18";190
17.3600000000006;"n7";"p18";434
24.5299999999988;"n8";"p18";666
18.6100000000006;"n9";"p18";146
26.5699999999997;"n10";"p18";337
48.3199999999997;"n11";"p18";440
37.4499999999989;"n12";"p18";433
23.6400000000012;"n13";"p18";342
19.1299999999992;"n14";"p18";273
22.3299999999999;"n15";"p18";347
20.7200000000012;"n16";"p18";366
20.8199999999997;"n17";"p18";743
16.8099999999995;"n18";"p18";561
33.3300000000017;"n19";"p18";598
27.7299999999996;"n20";"p18";552
21.4099999999999;"n21";"p18";409
32.6500000000015;"n22";"p18";386
18.0099999999984;"n23";"p18";429
31.1700000000001;"r1";"p18";366
11.2799999999988;"r2";"p18";263
13.75;"r3";"p18";424
6.45999999999913;"r4";"p18";110
11.0799999999999;"r5";"p18";336
55.4800000000014;"o1";"p19";658
30.8999999999996;"o2";"p19";607
25.5599999999995;"o3";"p19";603
22.2800000000007;"o4";"p19";641
21.8099999999995;"o5";"p19";603
22.1500000000015;"o6";"p19";603
19.5900000000001;"o7";"p19";629
14.1999999999989;"o8";"p19";580
13.9399999999987;"o9";"p19";580
21.0600000000013;"o10";"p19";540
14.0699999999997;"o11";"p19";556
10.8299999999999;"o12";"p19";632
10.1600000000017;"o13";"p19";621
9.04999999999927;"o14";"p19";564
8.11000000000058;"o15";"p19";588
6.84000000000015;"o16";"p19";614
4.61000000000058;"o17";"p19";613
4.04000000000087;"o18";"p19";555
4.15999999999985;"o19";"p19";667
6.36000000000058;"o20";"p19";596
27.2200000000012;"o21";"p19";630
15.6400000000012;"o22";"p19";610
7.97999999999956;"n1";"p19";662
8.40999999999985;"n2";"p19";926
11.3599999999988;"n3";"p19";875
9.34000000000015;"n4";"p19";473
7.54999999999927;"n5";"p19";443
12.7199999999993;"n6";"p19";432
8.14999999999964;"n7";"p19";433
8.55000000000109;"n8";"p19";712
8.11999999999898;"n9";"p19";491
8.69000000000051;"n10";"p19";809
13.119999999999;"n11";"p19";1172
9.26000000000022;"n12";"p19";1182
8.43000000000029;"n13";"p19";661
7.86999999999898;"n14";"p19";509
7.72999999999956;"n15";"p19";662
7.26000000000022;"n16";"p19";727
8.23999999999978;"n17";"p19";593
7.63000000000102;"n18";"p19";455
12.75;"n19";"p19";656
11.0799999999999;"n20";"p19";575
8.35000000000036;"n21";"p19";640
12.7299999999996;"n22";"p19";618
7.42000000000007;"n23";"p19";544
22.2200000000012;"r1";"p19";259
3.68000000000029;"r2";"p19";769
5.01000000000022;"r3";"p19";758
2.42999999999847;"r4";"p19";515
4.27000000000044;"r5";"p19";691
78.8899999999994;"o1";"p20";393
42.8900000000012;"o2";"p20";198
35.6399999999994;"o3";"p20";153
32.1599999999999;"o4";"p20";132
30.7900000000009;"o5";"p20";159
31.0599999999995;"o6";"p20";89
27.9200000000001;"o7";"p20";176
20.2199999999993;"o8";"p20";146
19.8700000000008;"o9";"p20";137
28.5;"o10";"p20";133
20.0499999999993;"o11";"p20";91
16.1499999999996;"o12";"p20";127
14.9500000000007;"o13";"p20";189
13.1999999999989;"o14";"p20";138
12.1499999999996;"o15";"p20";155
10.6700000000001;"o16";"p20";155
7.44000000000051;"o17";"p20";168
6.57999999999993;"o18";"p20";109
7.32000000000153;"o19";"p20";79
9.82999999999993;"o20";"p20";157
38.2600000000002;"o21";"p20";180
23.3299999999999;"o22";"p20";181
13.2399999999998;"n1";"p20";364
16.2299999999996;"n2";"p20";112
19.8000000000011;"n3";"p20";87
12.6499999999996;"n4";"p20";86
10.6000000000004;"n5";"p20";56
16.7800000000007;"n6";"p20";123
11.0799999999999;"n7";"p20";216
13.9300000000003;"n8";"p20";317
11.5600000000013;"n9";"p20";134
14.7800000000007;"n10";"p20";316
25.6700000000001;"n11";"p20";456
19.1800000000003;"n12";"p20";457
13.3999999999996;"n13";"p20";304
11.5;"n14";"p20";91
12.3999999999996;"n15";"p20";325
12.0799999999999;"n16";"p20";362
12.4800000000014;"n17";"p20";392
10.8999999999996;"n18";"p20";305
19.5799999999981;"n19";"p20";405
16.119999999999;"n20";"p20";411
12.9700000000012;"n21";"p20";202
18.7200000000012;"n22";"p20";252
11.0299999999988;"n23";"p20";399
26.4599999999991;"r1";"p20";221
6.98999999999796;"r2";"p20";242
8.84000000000015;"r3";"p20";302
4.31000000000131;"r4";"p20";110
7.52000000000044;"r5";"p20";280
69.130000000001;"o1";"p21";1125
37.6100000000006;"o2";"p21";1114
31.4199999999983;"o3";"p21";1076
27.8600000000006;"o4";"p21";1084
26.9700000000012;"o5";"p21";1084
27.25;"o6";"p21";1096
24.2000000000007;"o7";"p21";1113
17.2099999999991;"o8";"p21";1070
16.7000000000007;"o9";"p21";1054
25.5199999999968;"o10";"p21";1066
16.9200000000019;"o11";"p21";1074
13.1000000000022;"o12";"p21";1103
12.1599999999999;"o13";"p21";1104
10.9599999999991;"o14";"p21";1061
9.75;"o15";"p21";1084
8.30999999999767;"o16";"p21";1130
5.45000000000073;"o17";"p21";1128
4.83000000000175;"o18";"p21";1099
5.09999999999854;"o19";"p21";1175
7.77000000000044;"o20";"p21";1139
33.4300000000003;"o21";"p21";1115
18.8899999999994;"o22";"p21";1105
15.630000000001;"n1";"p21";1483
16.369999999999;"n2";"p21";1755
22.0500000000029;"n3";"p21";1665
17.5699999999997;"n4";"p21";1061
12.2200000000012;"n5";"p21";884
22.0900000000001;"n6";"p21";867
15.1100000000006;"n7";"p21";1053
15.5;"n8";"p21";1526
14.3299999999981;"n9";"p21";1163
16.130000000001;"n10";"p21";1721
27.5900000000001;"n11";"p21";2133
18.8300000000017;"n12";"p21";2157
15.130000000001;"n13";"p21";1537
13.119999999999;"n14";"p21";1279
13.8600000000006;"n15";"p21";1540
13.6700000000019;"n16";"p21";1571
14.9300000000003;"n17";"p21";1335
13.0200000000004;"n18";"p21";1111
24.5799999999981;"n19";"p21";1533
20.4900000000016;"n20";"p21";1478
14.9300000000003;"n21";"p21";1384
22.8300000000017;"n22";"p21";1518
13.380000000001;"n23";"p21";1279
23.5999999999985;"r1";"p21";473
3.79999999999927;"r2";"p21";1233
5.31000000000131;"r3";"p21";1248
2.5;"r4";"p21";883
4.5199999999968;"r5";"p21";1087
116.75;"o1";"p22";605
64.7099999999991;"o2";"p22";381
53.7200000000012;"o3";"p22";269
46.7100000000028;"o4";"p22";114
47.0499999999993;"o5";"p22";170
47.1100000000006;"o6";"p22";202
41.7599999999984;"o7";"p22";279
30.2200000000012;"o8";"p22";248
29.7799999999988;"o9";"p22";131
44.2099999999991;"o10";"p22";176
30.0599999999977;"o11";"p22";72
23.9200000000019;"o12";"p22";205
22.2200000000012;"o13";"p22";291
19.9099999999999;"o14";"p22";112
18.3400000000001;"o15";"p22";89
16.4900000000016;"o16";"p22";228
11.7999999999993;"o17";"p22";55
10.7400000000016;"o18";"p22";56
11.3999999999978;"o19";"p22";40
15.5099999999984;"o20";"p22";96
57.5900000000001;"o21";"p22";320
33.4099999999999;"o22";"p22";324
28.1900000000023;"n1";"p22";398
32.8300000000017;"n2";"p22";183
41.2700000000004;"n3";"p22";166
26.6800000000003;"n4";"p22";57
19.239999999998;"n5";"p22";95
31.369999999999;"n6";"p22";177
24;"n7";"p22";405
30.1899999999987;"n8";"p22";330
24.1999999999971;"n9";"p22";143
33.2000000000007;"n10";"p22";314
57.0600000000013;"n11";"p22";411
42.1899999999987;"n12";"p22";417
29.7200000000012;"n13";"p22";320
24.4500000000007;"n14";"p22";263
27.3899999999994;"n15";"p22";338
27.0299999999988;"n16";"p22";361
27.5499999999993;"n17";"p22";403
22.4599999999991;"n18";"p22";551
44.0200000000004;"n19";"p22";600
37.1499999999978;"n20";"p22";574
27.7700000000004;"n21";"p22";386
42.5499999999993;"n22";"p22";395
24.2700000000004;"n23";"p22";443
32.2900000000009;"r1";"p22";349
9.77000000000044;"r2";"p22";248
12.3500000000022;"r3";"p22";383
6.09000000000015;"r4";"p22";95
10.1100000000006;"r5";"p22";311
68.8799999999974;"o1";"p23";656
37.5400000000009;"o2";"p23";603
31.2900000000009;"o3";"p23";609
27.6900000000023;"o4";"p23";611
26.6599999999999;"o5";"p23";585
27.1700000000019;"o6";"p23";591
24.0200000000004;"o7";"p23";611
17.1599999999999;"o8";"p23";576
16.7099999999991;"o9";"p23";576
25.489999999998;"o10";"p23";552
16.8899999999994;"o11";"p23";566
13.0600000000013;"o12";"p23";620
12.119999999999;"o13";"p23";609
10.8299999999981;"o14";"p23";569
9.76000000000204;"o15";"p23";569
8.29999999999927;"o16";"p23";610
5.43999999999869;"o17";"p23";617
4.81999999999971;"o18";"p23";568
5.11000000000058;"o19";"p23";659
7.7400000000016;"o20";"p23";605
33.2900000000009;"o21";"p23";615
18.8300000000017;"o22";"p23";612
15.7000000000007;"n1";"p23";741
16.2799999999988;"n2";"p23";939
22.0599999999977;"n3";"p23";903
17.5;"n4";"p23";522
12.2299999999996;"n5";"p23";485
22.1699999999983;"n6";"p23";479
15.0200000000004;"n7";"p23";489
15.4499999999971;"n8";"p23";812
14.3299999999981;"n9";"p23";581
16.3499999999985;"n10";"p23";923
27.5800000000017;"n11";"p23";1198
18.8600000000006;"n12";"p23";1206
15.0200000000004;"n13";"p23";763
13.1699999999983;"n14";"p23";581
13.7799999999988;"n15";"p23";761
13.7800000000025;"n16";"p23";805
14.7799999999988;"n17";"p23";681
13.0999999999985;"n18";"p23";511
24.489999999998;"n19";"p23";746
20.5200000000004;"n20";"p23";701
14.880000000001;"n21";"p23";676
22.9399999999987;"n22";"p23";733
13.3400000000001;"n23";"p23";622
23.5900000000001;"r1";"p23";272
3.81999999999971;"r2";"p23";741
5.27000000000044;"r3";"p23";744
2.5199999999968;"r4";"p23";516
4.52000000000044;"r5";"p23";676
92.0900000000001;"o1";"p24";389
49.4000000000015;"o2";"p24";223
41.75;"o3";"p24";168
36.4499999999971;"o4";"p24";133
35.4599999999991;"o5";"p24";169
35.9699999999975;"o6";"p24";104
31.9099999999999;"o7";"p24";175
23.5800000000017;"o8";"p24";143
22.6500000000015;"o9";"p24";80
33.7300000000032;"o10";"p24";155
22.6699999999983;"o11";"p24";50
18.1700000000019;"o12";"p24";128
16.9599999999991;"o13";"p24";190
15;"o14";"p24";88
13.6000000000022;"o15";"p24";71
12.1599999999999;"o16";"p24";143
8.45000000000073;"o17";"p24";53
7.44000000000233;"o18";"p24";49
8.27000000000044;"o19";"p24";86
11.2200000000012;"o20";"p24";167
43.9900000000016;"o21";"p24";193
25.7799999999988;"o22";"p24";195
20.9700000000012;"n1";"p24";267
23.2999999999993;"n2";"p24";117
30.3899999999994;"n3";"p24";90
21.0999999999985;"n4";"p24";99
15.6599999999999;"n5";"p24";57
26.6000000000022;"n6";"p24";119
18.2299999999996;"n7";"p24";236
21.7299999999996;"n8";"p24";364
19.0400000000009;"n9";"p24";170
23.3300000000017;"n10";"p24";209
40.6399999999994;"n11";"p24";457
29.1100000000006;"n12";"p24";458
20.8100000000013;"n13";"p24";209
17.3400000000001;"n14";"p24";93
19.3000000000029;"n15";"p24";369
19.0800000000017;"n16";"p24";404
20.3300000000017;"n17";"p24";448
16.6599999999999;"n18";"p24";307
32.1900000000023;"n19";"p24";350
26.5200000000004;"n20";"p24";349
20.1099999999969;"n21";"p24";197
30.2900000000009;"n22";"p24";213
17.5999999999985;"n23";"p24";440
27.75;"r1";"p24";232
6.95999999999913;"r2";"p24";230
9.5099999999984;"r3";"p24";294
4.45999999999913;"r4";"p24";95
7.68999999999869;"r5";"p24";270
20.4799999999996;"o1";"p25";1471
10.4399999999987;"o2";"p25";1424
8.72000000000116;"o3";"p25";1381
7.59000000000015;"o4";"p25";1386
7.5099999999984;"o5";"p25";1389
7.68999999999869;"o6";"p25";1427
6.72999999999956;"o7";"p25";1436
4.64999999999782;"o8";"p25";1365
4.58000000000175;"o9";"p25";1316
6.94000000000233;"o10";"p25";1335
4.63000000000102;"o11";"p25";1370
3.68999999999869;"o12";"p25";1440
3.34000000000015;"o13";"p25";1436
2.95000000000073;"o14";"p25";1341
2.71000000000276;"o15";"p25";1365
2.38000000000102;"o16";"p25";1454
1.54999999999927;"o17";"p25";1456
1.34000000000015;"o18";"p25";1405
1.43000000000029;"o19";"p25";1515
2.22000000000116;"o20";"p25";1466
9.2400000000016;"o21";"p25";1426
5.25;"o22";"p25";1417
4.04999999999927;"n1";"p25";1946
4.48999999999796;"n2";"p25";2379
6;"n3";"p25";2251
4.72999999999956;"n4";"p25";1464
3.16999999999825;"n5";"p25";1248
5.97000000000116;"n6";"p25";1225
3.68000000000029;"n7";"p25";1387
4.11999999999898;"n8";"p25";2004
3.70000000000073;"n9";"p25";1564
4.42000000000189;"n10";"p25";2188
7.36000000000058;"n11";"p25";2773
5.06999999999971;"n12";"p25";2829
4;"n13";"p25";1935
3.47000000000116;"n14";"p25";1615
3.78999999999724;"n15";"p25";1937
3.61000000000058;"n16";"p25";1965
3.78000000000247;"n17";"p25";1725
3.22999999999956;"n18";"p25";1387
6.53000000000247;"n19";"p25";1984
5.18999999999869;"n20";"p25";1818
3.86000000000058;"n21";"p25";1754
6.13999999999942;"n22";"p25";1895
3.9900000000016;"n23";"p25";1625
6.25;"r1";"p25";634
1.04999999999927;"r2";"p25";1650
1.44000000000233;"r3";"p25";1705
0.700000000000728;"r4";"p25";1230
1.22000000000116;"r5";"p25";1522
87.989999999998;"o1";"p26";641
47.9700000000012;"o2";"p26";355
39.0999999999985;"o3";"p26";259
35.4000000000015;"o4";"p26";205
34.6100000000006;"o5";"p26";267
35.6899999999987;"o6";"p26";172
32.4799999999996;"o7";"p26";262
22.8099999999977;"o8";"p26";249
21.760000000002;"o9";"p26";221
31.9699999999975;"o10";"p26";258
22.7200000000012;"o11";"p26";132
19.0400000000009;"o12";"p26";190
18.1599999999999;"o13";"p26";303
15.3300000000017;"o14";"p26";220
14.5499999999993;"o15";"p26";243
13.8300000000017;"o16";"p26";230
10.380000000001;"o17";"p26";182
9.47999999999956;"o18";"p26";145
10.2000000000007;"o19";"p26";88
12.9099999999999;"o20";"p26";206
43.0499999999993;"o21";"p26";312
26.1699999999983;"o22";"p26";318
22.4099999999999;"n1";"p26";437
30.2200000000012;"n2";"p26";167
35.9399999999987;"n3";"p26";146
18.1100000000006;"n4";"p26";29
13.8400000000001;"n5";"p26";86
20.3899999999994;"n6";"p26";166
16.4500000000007;"n7";"p26";532
25.1100000000006;"n8";"p26";677
18.3899999999994;"n9";"p26";132
28.4499999999971;"n10";"p26";296
51.2299999999996;"n11";"p26";364
40.130000000001;"n12";"p26";385
24.0699999999997;"n13";"p26";295
19.0300000000025;"n14";"p26";255
22.6999999999971;"n15";"p26";362
21.4000000000015;"n16";"p26";381
20.8100000000013;"n17";"p26";920
15.8199999999997;"n18";"p26";712
33.4599999999991;"n19";"p26";598
27.7799999999988;"n20";"p26";644
21.5200000000004;"n21";"p26";380
32.6899999999987;"n22";"p26";355
18.5;"n23";"p26";566
17.4499999999971;"r1";"p26";431
9.62000000000262;"r2";"p26";242
12.3299999999981;"r3";"p26";379
6.06000000000131;"r4";"p26";80
9.90999999999985;"r5";"p26";304
18.880000000001;"o1";"p27";808
10.2299999999996;"o2";"p27";760
8.59000000000015;"o3";"p27";749
7.45000000000073;"o4";"p27";790
7.36000000000058;"o5";"p27";749
7.54000000000087;"o6";"p27";753
6.59999999999854;"o7";"p27";781
4.63999999999942;"o8";"p27";722
4.5;"o9";"p27";723
6.87000000000262;"o10";"p27";681
4.52999999999884;"o11";"p27";696
3.65000000000146;"o12";"p27";785
3.27999999999884;"o13";"p27";772
2.92000000000189;"o14";"p27";707
2.68999999999869;"o15";"p27";736
2.34000000000015;"o16";"p27";760
1.5;"o17";"p27";754
1.30999999999767;"o18";"p27";693
1.44000000000233;"o19";"p27";819
2.15000000000146;"o20";"p27";741
9.09000000000015;"o21";"p27";785
5.13000000000102;"o22";"p27";764
3.98999999999796;"n1";"p27";971
4.43000000000029;"n2";"p27";1270
5.9800000000032;"n3";"p27";1216
4.66999999999825;"n4";"p27";732
3.16999999999825;"n5";"p27";700
5.90999999999985;"n6";"p27";672
3.65999999999985;"n7";"p27";675
4.06999999999971;"n8";"p27";1014
3.68000000000029;"n9";"p27";753
4.38999999999942;"n10";"p27";1129
7.18000000000029;"n11";"p27";1518
5.02999999999884;"n12";"p27";1524
3.94000000000233;"n13";"p27";952
3.47000000000116;"n14";"p27";780
3.75;"n15";"p27";969
3.56999999999971;"n16";"p27";1034
3.72999999999956;"n17";"p27";868
3.22999999999956;"n18";"p27";702
6.42000000000189;"n19";"p27";968
5.17000000000189;"n20";"p27";875
3.79999999999927;"n21";"p27";913
6.08000000000175;"n22";"p27";912
3.37000000000262;"n23";"p27";826
6.77999999999884;"r1";"p27";353
1.06000000000131;"r2";"p27";960
1.41999999999825;"r3";"p27";958
0.700000000000728;"r4";"p27";686
1.18999999999869;"r5";"p27";889
48.8899999999994;"o1";"p28";392
25.7299999999996;"o2";"p28";192
21.9599999999991;"o3";"p28";147
19.989999999998;"o4";"p28";120
19;"o5";"p28";151
19.2700000000004;"o6";"p28";81
17.5099999999984;"o7";"p28";168
12.369999999999;"o8";"p28";131
12.0800000000017;"o9";"p28";134
17.5;"o10";"p28";130
11.9599999999991;"o11";"p28";83
10.4900000000016;"o12";"p28";115
9.71999999999753;"o13";"p28";186
8.38000000000102;"o14";"p28";134
7.93000000000029;"o15";"p28";164
7.2400000000016;"o16";"p28";153
5.29999999999927;"o17";"p28";153
4.62000000000262;"o18";"p28";98
5.63999999999942;"o19";"p28";74
6.77000000000044;"o20";"p28";147
23.6399999999994;"o21";"p28";176
13.9799999999996;"o22";"p28";180
11.2599999999984;"n1";"p28";483
15.0999999999985;"n2";"p28";106
18.0600000000013;"n3";"p28";82
10.1100000000006;"n4";"p28";78
8.22999999999956;"n5";"p28";51
12.4700000000012;"n6";"p28";109
8.67000000000189;"n7";"p28";332
12.3600000000006;"n8";"p28";357
9.29999999999927;"n9";"p28";129
13.6599999999999;"n10";"p28";338
25.0499999999993;"n11";"p28";433
18.8600000000006;"n12";"p28";431
12.2200000000012;"n13";"p28";322
9.52000000000044;"n14";"p28";92
11.0499999999993;"n15";"p28";404
11.1399999999994;"n16";"p28";461
10.5299999999988;"n17";"p28";581
8.5;"n18";"p28";451
16.5199999999968;"n19";"p28";527
13.6100000000006;"n20";"p28";607
11.1100000000006;"n21";"p28";186
15.7700000000004;"n22";"p28";284
9.37999999999738;"n23";"p28";591
12.1699999999983;"r1";"p28";276
5.36000000000058;"r2";"p28";220
6.58000000000175;"r3";"p28";277
3.28999999999724;"r4";"p28";80
5.54999999999927;"r5";"p28";263
33.0999999999985;"o1";"p29";1289
17.6899999999987;"o2";"p29";1288
14.7200000000012;"o3";"p29";1239
12.8400000000001;"o4";"p29";1241
12.7099999999991;"o5";"p29";1245
12.75;"o6";"p29";1259
11.369999999999;"o7";"p29";1276
7.79999999999927;"o8";"p29";1233
7.5;"o9";"p29";1214
11.6100000000006;"o10";"p29";1229
7.63999999999942;"o11";"p29";1238
6.04999999999927;"o12";"p29";1272
5.54000000000087;"o13";"p29";1267
4.88999999999942;"o14";"p29";1224
4.42000000000189;"o15";"p29";1248
3.89000000000306;"o16";"p29";1295
2.52000000000044;"o17";"p29";1296
2.20000000000073;"o18";"p29";1256
2.44999999999709;"o19";"p29";1343
3.54999999999927;"o20";"p29";1308
16.130000000001;"o21";"p29";1287
8.66999999999825;"o22";"p29";1269
11.3199999999997;"n1";"p29";1759
12.5600000000013;"n2";"p29";2028
17.0600000000013;"n3";"p29";1938
13.0600000000013;"n4";"p29";1315
8.06000000000131;"n5";"p29";1137
15.4500000000007;"n6";"p29";1121
10.6700000000019;"n7";"p29";1295
11.119999999999;"n8";"p29";1793
10.5299999999988;"n9";"p29";1429
12;"n10";"p29";1987
21.7299999999996;"n11";"p29";2414
14.9399999999987;"n12";"p29";2439
10.7299999999996;"n13";"p29";1817
8.84999999999854;"n14";"p29";1544
9.98999999999796;"n15";"p29";1805
10.1900000000023;"n16";"p29";1848
10.5299999999988;"n17";"p29";1604
8.75;"n18";"p29";1379
18.8500000000022;"n19";"p29";1799
14.1700000000019;"n20";"p29";1745
10.6399999999994;"n21";"p29";1660
16.4399999999987;"n22";"p29";1779
9.43999999999869;"n23";"p29";1549
7.61000000000058;"r1";"p29";605
1.22000000000116;"r2";"p29";1443
1.77000000000044;"r3";"p29";1459
0.819999999999709;"r4";"p29";1072
1.43999999999869;"r5";"p29";1293
90.630000000001;"o1";"p30";600
49.8400000000001;"o2";"p30";368
41.5699999999997;"o3";"p30";260
36.0300000000025;"o4";"p30";105
35.9799999999996;"o5";"p30";164
36.5600000000013;"o6";"p30";188
32.5900000000001;"o7";"p30";265
23.7000000000007;"o8";"p30";234
23.380000000001;"o9";"p30";123
33.6500000000015;"o10";"p30";166
23.3199999999997;"o11";"p30";66
19.2199999999975;"o12";"p30";187
17.8600000000006;"o13";"p30";282
15.869999999999;"o14";"p30";105
14.8199999999997;"o15";"p30";87
13.7700000000004;"o16";"p30";218
10.130000000001;"o17";"p30";48
9.20000000000073;"o18";"p30";47
9.9900000000016;"o19";"p30";33
13.25;"o20";"p30";86
44.7599999999984;"o21";"p30";308
26.3100000000013;"o22";"p30";314
27.8900000000031;"n1";"p30";418
32.5299999999988;"n2";"p30";156
41.0800000000017;"n3";"p30";136
24.8000000000029;"n4";"p30";32
17.5200000000004;"n5";"p30";79
28.3100000000013;"n6";"p30";151
22.1700000000019;"n7";"p30";496
29.380000000001;"n8";"p30";305
23.1100000000006;"n9";"p30";139
32.760000000002;"n10";"p30";280
59.3999999999978;"n11";"p30";355
42.3299999999981;"n12";"p30";373
29.25;"n13";"p30";258
23.5300000000025;"n14";"p30";242
27.0200000000004;"n15";"p30";342
26.6399999999994;"n16";"p30";365
26.5799999999981;"n17";"p30";488
21.3700000000026;"n18";"p30";680
42.1499999999978;"n19";"p30";612
35.7299999999996;"n20";"p30";634
27.1899999999987;"n21";"p30";356
41.8099999999977;"n22";"p30";369
23.0200000000004;"n23";"p30";555
18.4000000000015;"r1";"p30";408
8.33000000000175;"r2";"p30";220
10.4599999999991;"r3";"p30";330
5.31000000000131;"r4";"p30";71
8.44000000000233;"r5";"p30";282
32.9300000000003;"o1";"p31";793
17.2299999999996;"o2";"p31";746
14.5799999999981;"o3";"p31";747
12.7900000000009;"o4";"p31";746
13.0499999999993;"o5";"p31";720
12.6900000000023;"o6";"p31";731
11.3400000000001;"o7";"p31";748
7.7400000000016;"o8";"p31";709
7.47000000000116;"o9";"p31";708
11.5799999999981;"o10";"p31";684
7.57999999999811;"o11";"p31";695
6.02999999999884;"o12";"p31";754
5.5;"o13";"p31";748
4.81000000000131;"o14";"p31";701
4.43000000000029;"o15";"p31";706
3.88000000000102;"o16";"p31";745
2.47999999999956;"o17";"p31";752
2.18000000000029;"o18";"p31";703
2.34999999999854;"o19";"p31";794
3.59999999999854;"o20";"p31";744
15.5;"o21";"p31";754
8.63000000000102;"o22";"p31";747
11.3100000000013;"n1";"p31";989
12.5;"n2";"p31";1205
17.3199999999997;"n3";"p31";1170
12.989999999998;"n4";"p31";747
7.96999999999753;"n5";"p31";704
15.4799999999996;"n6";"p31";694
10.5800000000017;"n7";"p31";700
11.1200000000026;"n8";"p31";1063
9.88000000000102;"n9";"p31";805
12.1500000000015;"n10";"p31";1178
21.6700000000019;"n11";"p31";1473
15.3500000000022;"n12";"p31";1477
10.6900000000023;"n13";"p31";1016
8.84000000000015;"n14";"p31";826
10.0200000000004;"n15";"p31";1008
10.1700000000019;"n16";"p31";1060
10.5299999999988;"n17";"p31";916
8.68999999999869;"n18";"p31";730
18.3900000000031;"n19";"p31";987
14.2299999999996;"n20";"p31";953
10.6699999999983;"n21";"p31";918
16.869999999999;"n22";"p31";978
9.48999999999796;"n23";"p31";868
7.48999999999796;"r1";"p31";367
1.23999999999796;"r2";"p31";908
1.71999999999753;"r3";"p31";915
0.790000000000873;"r4";"p31";675
1.41999999999825;"r5";"p31";846
63.0900000000001;"o1";"p32";391
33.2000000000007;"o2";"p32";216
28.4500000000007;"o3";"p32";162
24.4200000000019;"o4";"p32";125
23.6100000000006;"o5";"p32";156
24.0299999999988;"o6";"p32";97
21.8999999999978;"o7";"p32";174
15.3899999999994;"o8";"p32";133
15.1100000000006;"o9";"p32";77
21.5500000000029;"o10";"p32";151
15.1399999999994;"o11";"p32";47
12.510000000002;"o12";"p32";123
12.2799999999988;"o13";"p32";186
10.119999999999;"o14";"p32";86
9.52000000000044;"o15";"p32";70
8.58000000000175;"o16";"p32";143
