data;pstrat;workflow;no. class;similar;algorithm;repr;stop;stem;spar;info;accuracy;a3r
r1;p4;w28;2;1;knn;tf_idf;none;none;0.98;>0;0.950282428;0.843135983
r1;p4;w27;2;1;JRip;tf_idf;none;none;0.98;>0;0.948348922;0.855614432
r1;p4;w30;2;1;lda;tf_idf;none;none;0.98;>0;0.976347415;0.903709855
r1;p4;w26;2;1;J48;tf_idf;none;none;0.98;>0;0.954141774;0.874632988
r1;p4;w31;2;1;svmLinear2;tf_idf;none;none;0.98;>0;0.964602699;0.885239794
r1;p4;w32;2;1;ranger;tf_idf;none;none;0.98;>0;0.980853577;0.889699687
r1;p4;w25;2;1;nnet;tf_idf;none;none;0.98;>0;0.970876416;0.897034188
r1;p4;w29;2;1;C5.0Tree;tf_idf;none;none;0.98;>0;0.952050811;0.861997916
r1;p40;w316;2;1;knn;freq;default;simple;0.98;>0;0.961223078;0.873042955
r1;p40;w315;2;1;JRip;freq;default;simple;0.98;>0;0.962027039;0.873014329
r1;p40;w318;2;1;lda;freq;default;simple;0.98;>0;0.972164557;0.897177744
r1;p40;w314;2;1;J48;freq;default;simple;0.98;>0;0.952534887;0.874270839
r1;p40;w319;2;1;svmLinear2;freq;default;simple;0.98;>0;0.974256452;0.89471333
r1;p40;w320;2;1;ranger;freq;default;simple;0.98;>0;0.982623411;0.893141216
r1;p40;w313;2;1;nnet;freq;default;simple;0.98;>0;0.97683004;0.897948794
r1;p40;w317;2;1;C5.0Tree;freq;default;simple;0.98;>0;0.954305239;0.871488195
r1;p41;w324;2;1;knn;freq;smart;none;0.99;none;0.959130147;0.830747098
r1;p41;w323;2;1;JRip;freq;smart;none;0.99;none;0.958970411;0.85197053
r1;p41;w326;2;1;lda;freq;smart;none;0.99;none;0.97007318;0.885527134
r1;p41;w322;2;1;J48;freq;smart;none;0.99;none;0.951247782;0.856653234
r1;p41;w327;2;1;svmLinear2;freq;smart;none;0.99;none;0.969108136;0.879255558
r1;p41;w328;2;1;ranger;freq;smart;none;0.99;none;0.982140578;0.880565928
r1;p41;w321;2;1;nnet;freq;smart;none;0.99;none;0.97860091;0.88783199
r1;p41;w325;2;1;C5.0Tree;freq;smart;none;0.99;none;0.949799284;0.862194666
r1;p42;w332;2;1;knn;freq;smart;none;0.99;>0;0.964119452;0.846269384
r1;p42;w331;2;1;JRip;freq;smart;none;0.99;>0;0.961062721;0.859243485
r1;p42;w334;2;1;lda;freq;smart;none;0.99;>0;0.96926839;0.883511477
r1;p42;w330;2;1;J48;freq;smart;none;0.99;>0;0.951891076;0.860512647
r1;p42;w335;2;1;svmLinear2;freq;smart;none;0.99;>0;0.970234055;0.880362571
r1;p42;w336;2;1;ranger;freq;smart;none;0.99;>0;0.982462328;0.883419055
r1;p42;w329;2;1;nnet;freq;smart;none;0.99;>0;0.969425225;0.879914335
r1;p42;w333;2;1;C5.0Tree;freq;smart;none;0.99;>0;0.951086389;0.863318117
r1;p43;w340;2;1;knn;freq;smart;none;0.98;none;0.963959199;0.867800216
r1;p43;w339;2;1;JRip;freq;smart;none;0.98;none;0.954465596;0.862699603
r1;p43;w342;2;1;lda;freq;smart;none;0.98;none;0.975704225;0.896199383
r1;p43;w338;2;1;J48;freq;smart;none;0.98;none;0.95044206;0.868255394
r1;p43;w343;2;1;svmLinear2;freq;smart;none;0.98;none;0.969429576;0.886561133
r1;p43;w344;2;1;ranger;freq;smart;none;0.98;none;0.980853473;0.887968008
r1;p43;w337;2;1;nnet;freq;smart;none;0.98;none;0.975544075;0.892228118
r1;p43;w341;2;1;C5.0Tree;freq;smart;none;0.98;none;0.951890868;0.870748616
r1;p44;w348;2;1;knn;freq;smart;none;0.98;>0;0.962993534;0.874428557
r1;p44;w347;2;1;JRip;freq;smart;none;0.98;>0;0.960096745;0.866373011
r1;p44;w350;2;1;lda;freq;smart;none;0.98;>0;0.972807851;0.892180528
r1;p44;w346;2;1;J48;freq;smart;none;0.98;>0;0.95189004;0.869082108
r1;p44;w351;2;1;svmLinear2;freq;smart;none;0.98;>0;0.970073387;0.88620701
r1;p44;w352;2;1;ranger;freq;smart;none;0.98;>0;0.981818828;0.888862727
r1;p44;w345;2;1;nnet;freq;smart;none;0.98;>0;0.976992262;0.893240678
r1;p44;w349;2;1;C5.0Tree;freq;smart;none;0.98;>0;0.952856223;0.871059196
r1;p45;w356;2;1;knn;freq;smart;simple;0.99;none;0.965728722;0.837446741
r1;p45;w355;2;1;JRip;freq;smart;simple;0.99;none;0.960257102;0.858013521
r1;p45;w358;2;1;lda;freq;smart;simple;0.99;none;0.971521678;0.886895653
r1;p45;w354;2;1;J48;freq;smart;simple;0.99;none;0.956073415;0.861997498
r1;p45;w359;2;1;svmLinear2;freq;smart;simple;0.99;none;0.972968726;0.88340731
r1;p45;w360;2;1;ranger;freq;smart;simple;0.99;none;0.983910516;0.883178957
r1;p45;w353;2;1;nnet;freq;smart;simple;0.99;none;0.945138462;0.86023756
r1;p45;w357;2;1;C5.0Tree;freq;smart;simple;0.99;none;0.953499827;0.865789721
r1;p46;w364;2;1;knn;freq;smart;simple;0.99;>0;0.967016552;0.851319623
r1;p46;w363;2;1;JRip;freq;smart;simple;0.99;>0;0.961705807;0.862097334
r1;p46;w366;2;1;lda;freq;smart;simple;0.99;>0;0.970716888;0.884869925
r1;p46;w362;2;1;J48;freq;smart;simple;0.99;>0;0.95510775;0.86502314
r1;p46;w367;2;1;svmLinear2;freq;smart;simple;0.99;>0;0.968302621;0.878968462
r1;p46;w368;2;1;ranger;freq;smart;simple;0.99;>0;0.982140475;0.883931313
r1;p46;w361;2;1;nnet;freq;smart;simple;0.99;>0;0.9789238;0.888903116
r1;p46;w365;2;1;C5.0Tree;freq;smart;simple;0.99;>0;0.95366091;0.865995368
r1;p47;w372;2;1;knn;freq;smart;simple;0.98;none;0.967176288;0.865135243
r1;p47;w371;2;1;JRip;freq;smart;simple;0.98;none;0.963154719;0.868997255
r1;p47;w374;2;1;lda;freq;smart;simple;0.98;none;0.974577788;0.89454613
r1;p47;w370;2;1;J48;freq;smart;simple;0.98;none;0.955751769;0.871389825
r1;p47;w375;2;1;svmLinear2;freq;smart;simple;0.98;none;0.976508912;0.892638378
r1;p47;w376;2;1;ranger;freq;smart;simple;0.98;none;0.983266808;0.889081355
r1;p47;w369;2;1;nnet;freq;smart;simple;0.98;none;0.964283746;0.882406067
r1;p47;w373;2;1;C5.0Tree;freq;smart;simple;0.98;none;0.952855912;0.870837735
r1;p48;w380;2;1;knn;freq;smart;simple;0.98;>0;0.966211865;0.876361188
r1;p48;w379;2;1;JRip;freq;smart;simple;0.98;>0;0.962188536;0.870095889
r1;p48;w382;2;1;lda;freq;smart;simple;0.98;>0;0.972808161;0.891094567
r1;p48;w378;2;1;J48;freq;smart;simple;0.98;>0;0.955429293;0.871313073
r1;p48;w383;2;1;svmLinear2;freq;smart;simple;0.98;>0;0.972647597;0.887779083
r1;p48;w384;2;1;ranger;freq;smart;simple;0.98;>0;0.983266808;0.89002835
r1;p48;w377;2;1;nnet;freq;smart;simple;0.98;>0;0.971521782;0.886895748
r1;p48;w381;2;1;C5.0Tree;freq;smart;simple;0.98;>0;0.953499931;0.870666473
r1;p5;w36;2;1;knn;tf_idf;none;simple;0.99;none;0.929044731;0.801825222
r1;p5;w35;2;1;JRip;tf_idf;none;simple;0.99;none;0.957360417;0.854633004
r1;p5;w38;2;1;lda;tf_idf;none;simple;0.99;none;0.976026183;0.897279524
r1;p5;w34;2;1;J48;tf_idf;none;simple;0.99;none;0.954624192;0.862842951
r1;p5;w39;2;1;svmLinear2;tf_idf;none;simple;0.99;none;0.965890012;0.874967968
r1;p5;w40;2;1;ranger;tf_idf;none;simple;0.99;none;0.981175224;0.884222538
r1;p5;w33;2;1;nnet;tf_idf;none;simple;0.99;none;0.843462149;0.771029374
r1;p5;w37;2;1;C5.0Tree;tf_idf;none;simple;0.99;none;0.954624296;0.850072228
r1;p6;w44;2;1;knn;tf_idf;none;simple;0.99;>0;0.935641131;0.812604625
r1;p6;w43;2;1;JRip;tf_idf;none;simple;0.99;>0;0.959452208;0.858518426
r1;p6;w46;2;1;lda;tf_idf;none;simple;0.99;>0;0.97811756;0.896281991
r1;p6;w42;2;1;J48;tf_idf;none;simple;0.99;>0;0.952854566;0.860004445
r1;p6;w47;2;1;svmLinear2;tf_idf;none;simple;0.99;>0;0.96765912;0.878129812
r1;p6;w48;2;1;ranger;tf_idf;none;simple;0.99;>0;0.981175224;0.883631406
r1;p6;w41;2;1;nnet;tf_idf;none;simple;0.99;>0;0.889154217;0.815319829
r1;p6;w45;2;1;C5.0Tree;tf_idf;none;simple;0.99;>0;0.952050293;0.853447268
r1;p7;w52;2;1;knn;tf_idf;none;simple;0.98;none;0.946260963;0.829494752
r1;p7;w51;2;1;JRip;tf_idf;none;simple;0.98;none;0.95591368;0.862097679
r1;p7;w54;2;1;lda;tf_idf;none;simple;0.98;none;0.97699133;0.908447445
r1;p7;w50;2;1;J48;tf_idf;none;simple;0.98;none;0.955589754;0.872419946
r1;p7;w55;2;1;svmLinear2;tf_idf;none;simple;0.98;none;0.970877038;0.892057701
r1;p7;w56;2;1;ranger;tf_idf;none;simple;0.98;none;0.982140475;0.891075035
r1;p7;w49;2;1;nnet;tf_idf;none;simple;0.98;none;0.977151687;0.905248469
r1;p7;w53;2;1;C5.0Tree;tf_idf;none;simple;0.98;none;0.954302753;0.862776734
r1;p8;w60;2;1;knn;tf_idf;none;simple;0.98;>0;0.950444339;0.839504072
r1;p8;w59;2;1;JRip;tf_idf;none;simple;0.98;>0;0.959613291;0.867348577
r1;p8;w62;2;1;lda;tf_idf;none;simple;0.98;>0;0.976829937;0.90272638
r1;p8;w58;2;1;J48;tf_idf;none;simple;0.98;>0;0.953981002;0.873003241
r1;p8;w63;2;1;svmLinear2;tf_idf;none;simple;0.98;>0;0.969107515;0.888933927
r1;p8;w64;2;1;ranger;tf_idf;none;simple;0.98;>0;0.982301557;0.890527855
r1;p8;w57;2;1;nnet;tf_idf;none;simple;0.98;>0;0.899932749;0.827802838
r1;p8;w61;2;1;C5.0Tree;tf_idf;none;simple;0.98;>0;0.952693898;0.861637439
r1;p9;w68;2;1;knn;tf_idf;default;none;0.99;none;0.938215651;0.810625244
r1;p9;w67;2;1;JRip;tf_idf;default;none;0.99;none;0.953499206;0.84962726
r1;p9;w70;2;1;lda;tf_idf;default;none;0.99;none;0.98117512;0.900224821
r1;p9;w66;2;1;J48;tf_idf;default;none;0.99;none;0.954464975;0.864998852
r1;p9;w71;2;1;svmLinear2;tf_idf;default;none;0.99;none;0.967176391;0.875804127
r1;p9;w72;2;1;ranger;tf_idf;default;none;0.99;none;0.98165816;0.883289246
r1;p9;w65;2;1;nnet;tf_idf;default;none;0.99;none;0.887060043;0.809586111
r1;p9;w69;2;1;C5.0Tree;tf_idf;default;none;0.99;none;0.951407829;0.850993546
r2;p1;w2;2;0;J48;tf_idf;none;none;0.99;none;0.978546705;0.905931317
r2;p1;w7;2;0;svmLinear2;tf_idf;none;none;0.99;none;0.959974623;0.900436328
r2;p1;w4;2;0;knn;tf_idf;none;none;0.99;none;0.932806669;0.881388164
r2;p1;w1;2;0;nnet;tf_idf;none;none;0.99;none;0.991436595;0.925717918
r2;p1;w6;2;0;lda;tf_idf;none;none;0.99;none;0.675570608;0.630973277
r2;p1;w3;2;0;JRip;tf_idf;none;none;0.99;none;0.961428012;0.889961092
r2;p1;w8;2;0;ranger;tf_idf;none;none;0.99;none;0.995706076;0.94544364
r2;p1;w5;2;0;C5.0Tree;tf_idf;none;none;0.99;none;0.969991323;0.894496876
r2;p10;w74;2;0;J48;tf_idf;default;none;0.99;>0;0.978554915;0.918438581
r2;p10;w79;2;0;svmLinear2;tf_idf;default;none;0.99;>0;0.981436408;0.92304457
r2;p10;w76;2;0;knn;tf_idf;default;none;0.99;>0;0.9642525;0.907656696
r2;p10;w73;2;0;nnet;tf_idf;default;none;0.99;>0;0.991436595;0.932630899
r2;p10;w78;2;0;lda;tf_idf;default;none;0.99;>0;0.962831859;0.903663571
r2;p10;w75;2;0;JRip;tf_idf;default;none;0.99;>0;0.959999347;0.900634044
r2;p10;w80;2;0;ranger;tf_idf;default;none;0.99;>0;0.997142857;0.936201713
r2;p10;w77;2;0;C5.0Tree;tf_idf;default;none;0.99;>0;0.981420175;0.917514889
r2;p11;w82;2;0;J48;tf_idf;default;none;0.98;none;0.977118133;0.921979849
r2;p11;w87;2;0;svmLinear2;tf_idf;default;none;0.98;none;0.978587382;0.932120717
r2;p11;w84;2;0;knn;tf_idf;default;none;0.98;none;0.952823742;0.908574827
r2;p11;w81;2;0;nnet;tf_idf;default;none;0.98;none;0.989999907;0.94184182
r2;p11;w86;2;0;lda;tf_idf;default;none;0.98;none;0.913050922;0.861359831
r2;p11;w83;2;0;JRip;tf_idf;default;none;0.98;none;0.960015767;0.903508422
r2;p11;w88;2;0;ranger;tf_idf;default;none;0.98;none;0.997142857;0.952224729
r2;p11;w85;2;0;C5.0Tree;tf_idf;default;none;0.98;none;0.975722029;0.911369816
r2;p12;w90;2;0;J48;tf_idf;default;none;0.98;>0;0.978554915;0.92804509
r2;p12;w95;2;0;svmLinear2;tf_idf;default;none;0.98;>0;0.981444619;0.933639271
r2;p12;w92;2;0;knn;tf_idf;default;none;0.98;>0;0.9642525;0.918532205
r2;p12;w89;2;0;nnet;tf_idf;default;none;0.98;>0;0.997134647;0.948823906
r2;p12;w94;2;0;lda;tf_idf;default;none;0.98;>0;0.97999972;0.929138086
r2;p12;w91;2;0;JRip;tf_idf;default;none;0.98;>0;0.971403661;0.920528575
r2;p12;w96;2;0;ranger;tf_idf;default;none;0.98;>0;0.997142857;0.945987912
r2;p12;w93;2;0;C5.0Tree;tf_idf;default;none;0.98;>0;0.981420175;0.925880961
r2;p13;w98;2;0;J48;tf_idf;default;simple;0.99;none;0.977126157;0.909456689
r2;p13;w103;2;0;svmLinear2;tf_idf;default;simple;0.99;none;0.974309692;0.915096857
r2;p13;w100;2;0;knn;tf_idf;default;simple;0.99;none;0.938513024;0.887838172
r2;p13;w97;2;0;nnet;tf_idf;default;simple;0.99;none;0.992856956;0.933906394
r2;p13;w102;2;0;lda;tf_idf;default;simple;0.99;none;0.732698537;0.68579584
r2;p13;w99;2;0;JRip;tf_idf;default;simple;0.99;none;0.959982927;0.890513444
r2;p13;w104;2;0;ranger;tf_idf;default;simple;0.99;none;0.998571429;0.948134518
r2;p13;w101;2;0;C5.0Tree;tf_idf;default;simple;0.99;none;0.974260804;0.901534239
r2;p14;w106;2;0;J48;tf_idf;default;simple;0.99;>0;0.975721936;0.918048062
r2;p14;w111;2;0;svmLinear2;tf_idf;default;simple;0.99;>0;0.97861192;0.922787004
r2;p14;w108;2;0;knn;tf_idf;default;simple;0.99;>0;0.96712597;0.912934675
r2;p14;w105;2;0;nnet;tf_idf;default;simple;0.99;>0;0.989991697;0.933629239
r2;p14;w110;2;0;lda;tf_idf;default;simple;0.99;>0;0.97287291;0.914833771
r2;p14;w107;2;0;JRip;tf_idf;default;simple;0.99;>0;0.965779034;0.908124354
r2;p14;w112;2;0;ranger;tf_idf;default;simple;0.99;>0;0.997142857;0.938470915
r2;p14;w109;2;0;C5.0Tree;tf_idf;default;simple;0.99;>0;0.970032001;0.908873868
r2;p15;w114;2;0;J48;tf_idf;default;simple;0.98;none;0.977126157;0.922979739
r2;p15;w119;2;0;svmLinear2;tf_idf;default;simple;0.98;none;0.97860371;0.932404167
r2;p15;w116;2;0;knn;tf_idf;default;simple;0.98;none;0.951394984;0.907348241
r2;p15;w113;2;0;nnet;tf_idf;default;simple;0.98;none;0.992865166;0.945219392
r2;p15;w118;2;0;lda;tf_idf;default;simple;0.98;none;0.878668085;0.829064997
r2;p15;w115;2;0;JRip;tf_idf;default;simple;0.98;none;0.9728647;0.916891298
r2;p15;w120;2;0;ranger;tf_idf;default;simple;0.98;none;0.998571429;0.953401103
r2;p15;w117;2;0;C5.0Tree;tf_idf;default;simple;0.98;none;0.975697585;0.911843254
r2;p16;w122;2;0;J48;tf_idf;default;simple;0.98;>0;0.975721936;0.925553586
r2;p16;w127;2;0;svmLinear2;tf_idf;default;simple;0.98;>0;0.981460946;0.933909589
r2;p16;w124;2;0;knn;tf_idf;default;simple;0.98;>0;0.968570962;0.92277848
r2;p16;w121;2;0;nnet;tf_idf;default;simple;0.98;>0;0.988571242;0.940804795
r2;p16;w126;2;0;lda;tf_idf;default;simple;0.98;>0;0.981436408;0.93294517
r2;p16;w123;2;0;JRip;tf_idf;default;simple;0.98;>0;0.975746473;0.925023426
r2;p16;w128;2;0;ranger;tf_idf;default;simple;0.98;>0;0.998571429;0.947429795
r2;p16;w125;2;0;C5.0Tree;tf_idf;default;simple;0.98;>0;0.970032001;0.915496206
r2;p17;w130;2;0;J48;tf_idf;smart;none;0.99;none;0.974269014;0.905116199
r2;p17;w135;2;0;svmLinear2;tf_idf;smart;none;0.99;none;0.967125784;0.90611742
r2;p17;w132;2;0;knn;tf_idf;smart;none;0.99;none;0.937068219;0.882684915
r2;p17;w129;2;0;nnet;tf_idf;smart;none;0.99;none;0.988571335;0.925921483
r2;p17;w134;2;0;lda;tf_idf;smart;none;0.99;none;0.705497462;0.657746214
r2;p17;w131;2;0;JRip;tf_idf;smart;none;0.99;none;0.964309692;0.89440554
r2;p17;w136;2;0;ranger;tf_idf;smart;none;0.99;none;0.997142857;0.94195958
r2;p17;w133;2;0;C5.0Tree;tf_idf;smart;none;0.99;none;0.97000765;0.895846801
r2;p18;w138;2;0;J48;tf_idf;smart;none;0.99;>0;0.977142577;0.915067425
r2;p18;w143;2;0;svmLinear2;tf_idf;smart;none;0.99;>0;0.9828814;0.922119043
r2;p18;w140;2;0;knn;tf_idf;smart;none;0.99;>0;0.96424429;0.905350126
r2;p18;w137;2;0;nnet;tf_idf;smart;none;0.99;>0;0.992848839;0.931725624
r2;p18;w142;2;0;lda;tf_idf;smart;none;0.99;>0;0.967133994;0.905288525
r2;p18;w139;2;0;JRip;tf_idf;smart;none;0.99;>0;0.968579172;0.906464665
r2;p18;w144;2;0;ranger;tf_idf;smart;none;0.99;>0;0.997142857;0.934223721
r2;p18;w141;2;0;C5.0Tree;tf_idf;smart;none;0.99;>0;0.974301668;0.909255353
r2;p19;w146;2;0;J48;tf_idf;smart;none;0.98;none;0.974269014;0.917310809
r2;p19;w151;2;0;svmLinear2;tf_idf;smart;none;0.98;none;0.971428105;0.922304242
r2;p19;w148;2;0;knn;tf_idf;smart;none;0.98;none;0.954260431;0.906061627
r2;p19;w145;2;0;nnet;tf_idf;smart;none;0.98;none;0.990024257;0.937875912
r2;p19;w150;2;0;lda;tf_idf;smart;none;0.98;none;0.905891738;0.852589017
r2;p19;w147;2;0;JRip;tf_idf;smart;none;0.98;none;0.968579172;0.911070096
r2;p19;w152;2;0;ranger;tf_idf;smart;none;0.98;none;0.997142857;0.947350829
r2;p19;w149;2;0;C5.0Tree;tf_idf;smart;none;0.98;none;0.97000765;0.90601754
r2;p2;w10;2;0;J48;tf_idf;none;none;0.99;>0;0.978546705;0.919170119
r2;p2;w15;2;0;svmLinear2;tf_idf;none;none;0.99;>0;0.984293645;0.926645532
r2;p2;w12;2;0;knn;tf_idf;none;none;0.99;>0;0.964260617;0.90861303
r2;p2;w9;2;0;nnet;tf_idf;none;none;0.99;>0;0.994277504;0.936128535
r2;p2;w14;2;0;lda;tf_idf;none;none;0.99;>0;0.949990857;0.892255978
r2;p2;w11;2;0;JRip;tf_idf;none;none;0.99;>0;0.968587289;0.909209625
r2;p2;w16;2;0;ranger;tf_idf;none;none;0.99;>0;0.997134647;0.937016344
r2;p2;w13;2;0;C5.0Tree;tf_idf;none;none;0.99;>0;0.974252687;0.911124394
r2;p20;w154;2;0;J48;tf_idf;smart;none;0.98;>0;0.977142577;0.923787629
r2;p20;w159;2;0;svmLinear2;tf_idf;smart;none;0.98;>0;0.984310065;0.933114291
r2;p20;w156;2;0;knn;tf_idf;smart;none;0.98;>0;0.965681072;0.916420548
r2;p20;w153;2;0;nnet;tf_idf;smart;none;0.98;>0;0.991428478;0.93989022
r2;p20;w158;2;0;lda;tf_idf;smart;none;0.98;>0;0.977142484;0.923836472
r2;p20;w155;2;0;JRip;tf_idf;smart;none;0.98;>0;0.967166928;0.913854405
r2;p20;w160;2;0;ranger;tf_idf;smart;none;0.98;>0;0.997142857;0.942795806
r2;p20;w157;2;0;C5.0Tree;tf_idf;smart;none;0.98;>0;0.974301668;0.917034593
r2;p21;w162;2;0;J48;tf_idf;smart;simple;0.99;none;0.974269014;0.908202579
r2;p21;w167;2;0;svmLinear2;tf_idf;smart;simple;0.99;none;0.972889237;0.913781339
r2;p21;w164;2;0;knn;tf_idf;smart;simple;0.99;none;0.948545772;0.895041739
r2;p21;w161;2;0;nnet;tf_idf;smart;simple;0.99;none;0.991420361;0.93079163
r2;p21;w166;2;0;lda;tf_idf;smart;simple;0.99;none;0.753025825;0.703372672
r2;p21;w163;2;0;JRip;tf_idf;smart;simple;0.99;none;0.975697399;0.907706416
r2;p21;w168;2;0;ranger;tf_idf;smart;simple;0.99;none;0.998571429;0.944348065
r2;p21;w165;2;0;C5.0Tree;tf_idf;smart;simple;0.99;none;0.9799833;0.907219822
r2;p22;w170;2;0;J48;tf_idf;smart;simple;0.99;>0;0.978595499;0.918898773
r2;p22;w175;2;0;svmLinear2;tf_idf;smart;simple;0.99;>0;0.974326112;0.917098287
r2;p22;w172;2;0;knn;tf_idf;smart;simple;0.99;>0;0.96999944;0.913809695
r2;p22;w169;2;0;nnet;tf_idf;smart;simple;0.99;>0;0.985714099;0.927796801
r2;p22;w174;2;0;lda;tf_idf;smart;simple;0.99;>0;0.974244383;0.914465377
r2;p22;w171;2;0;JRip;tf_idf;smart;simple;0.99;>0;0.970015674;0.910805642
r2;p22;w176;2;0;ranger;tf_idf;smart;simple;0.99;>0;0.997150974;0.936799199
r2;p22;w173;2;0;C5.0Tree;tf_idf;smart;simple;0.99;>0;0.980048421;0.917182221
r2;p23;w178;2;0;J48;tf_idf;smart;simple;0.98;none;0.974269014;0.918387105
r2;p23;w183;2;0;svmLinear2;tf_idf;smart;simple;0.98;none;0.981452735;0.931531513
r2;p23;w180;2;0;knn;tf_idf;smart;simple;0.98;none;0.961395171;0.912807311
r2;p23;w177;2;0;nnet;tf_idf;smart;simple;0.98;none;0.98999972;0.939154171
r2;p23;w182;2;0;lda;tf_idf;smart;simple;0.98;none;0.870039651;0.820271711
r2;p23;w179;2;0;JRip;tf_idf;smart;simple;0.98;none;0.972848373;0.915504954
r2;p23;w184;2;0;ranger;tf_idf;smart;simple;0.98;none;0.998571429;0.948194226
r2;p23;w181;2;0;C5.0Tree;tf_idf;smart;simple;0.98;none;0.9799833;0.915681102
r2;p24;w186;2;0;J48;tf_idf;smart;simple;0.98;>0;0.978595499;0.925481658
r2;p24;w191;2;0;svmLinear2;tf_idf;smart;simple;0.98;>0;0.975746567;0.92510567
r2;p24;w188;2;0;knn;tf_idf;smart;simple;0.98;>0;0.96999944;0.920632282
r2;p24;w185;2;0;nnet;tf_idf;smart;simple;0.98;>0;0.984285528;0.933423945
r2;p24;w190;2;0;lda;tf_idf;smart;simple;0.98;>0;0.982856863;0.929561656
r2;p24;w187;2;0;JRip;tf_idf;smart;simple;0.98;>0;0.975738263;0.92216904
r2;p24;w192;2;0;ranger;tf_idf;smart;simple;0.98;>0;0.997142857;0.942521919
r2;p24;w189;2;0;C5.0Tree;tf_idf;smart;simple;0.98;>0;0.980048421;0.922814604
r2;p25;w194;2;0;J48;freq;none;none;0.99;none;0.965680979;0.894632345
r2;p25;w199;2;0;svmLinear2;freq;none;none;0.99;none;0.932929728;0.884146866
r2;p25;w196;2;0;knn;freq;none;none;0.99;none;0.964317809;0.911687263
r2;p25;w193;2;0;nnet;freq;none;none;0.99;none;0.977101713;0.906881614
r2;p25;w198;2;0;lda;freq;none;none;0.99;none;0.675701411;0.630699972
r2;p25;w195;2;0;JRip;freq;none;none;0.99;none;0.972848559;0.899836784
r2;p25;w200;2;0;ranger;freq;none;none;0.99;none;0.992840722;0.943507922
r2;p25;w197;2;0;C5.0Tree;freq;none;none;0.99;none;0.965680979;0.909512631
r2;p26;w202;2;0;J48;freq;none;none;0.99;>0;0.969974996;0.911456325
r2;p26;w207;2;0;svmLinear2;freq;none;none;0.99;>0;0.979999534;0.922747798
r2;p26;w204;2;0;knn;freq;none;none;0.99;>0;0.981420081;0.924911268
r2;p26;w201;2;0;nnet;freq;none;none;0.99;>0;0.988554915;0.930532706
r2;p26;w206;2;0;lda;freq;none;none;0.99;>0;0.917149388;0.862015296
r2;p26;w203;2;0;JRip;freq;none;none;0.99;>0;0.972840443;0.913866213
r2;p26;w208;2;0;ranger;freq;none;none;0.99;>0;0.995714286;0.935818139
r2;p26;w205;2;0;C5.0Tree;freq;none;none;0.99;>0;0.969974996;0.911914858
r2;p27;w210;2;0;J48;freq;none;none;0.98;none;0.965689189;0.911442625
r2;p27;w215;2;0;svmLinear2;freq;none;none;0.98;none;0.937150228;0.899352676
r2;p27;w212;2;0;knn;freq;none;none;0.98;none;0.961444245;0.919023284
r2;p27;w209;2;0;nnet;freq;none;none;0.98;none;0.947134367;0.898875348
r2;p27;w214;2;0;lda;freq;none;none;0.98;none;0.639863226;0.60460811
r2;p27;w211;2;0;JRip;freq;none;none;0.98;none;0.968521888;0.911453555
r2;p27;w216;2;0;ranger;freq;none;none;0.98;none;0.994277504;0.954221877
r2;p27;w213;2;0;C5.0Tree;freq;none;none;0.98;none;0.965689189;0.919155495
r2;p28;w218;2;0;J48;freq;none;none;0.98;>0;0.972840349;0.924531453
r2;p28;w223;2;0;svmLinear2;freq;none;none;0.98;>0;0.975713819;0.930332567
r2;p28;w220;2;0;knn;freq;none;none;0.98;>0;0.982848653;0.938206141
r2;p28;w217;2;0;nnet;freq;none;none;0.98;>0;0.98426099;0.938273672
r2;p28;w222;2;0;lda;freq;none;none;0.98;>0;0.941451989;0.895084205
r2;p28;w219;2;0;JRip;freq;none;none;0.98;>0;0.965705422;0.917277257
r2;p28;w224;2;0;ranger;freq;none;none;0.98;>0;0.995714286;0.946455331
r2;p28;w221;2;0;C5.0Tree;freq;none;none;0.98;>0;0.972840349;0.925204354
r2;p29;w226;2;0;J48;freq;none;simple;0.99;none;0.971411871;0.904215111
r2;p29;w231;2;0;svmLinear2;freq;none;simple;0.99;none;0.945737983;0.898687215
r2;p29;w228;2;0;knn;freq;none;simple;0.99;none;0.965713726;0.915216589
r2;p29;w225;2;0;nnet;freq;none;simple;0.99;none;0.99000793;0.916167664
r2;p29;w230;2;0;lda;freq;none;simple;0.99;none;0.684223392;0.640042389
r2;p29;w227;2;0;JRip;freq;none;simple;0.99;none;0.97999151;0.910588714
r2;p29;w232;2;0;ranger;freq;none;simple;0.99;none;0.995714192;0.947504787
r2;p29;w229;2;0;C5.0Tree;freq;none;simple;0.99;none;0.975714006;0.921018572
r2;p3;w18;2;0;J48;tf_idf;none;none;0.98;none;0.978546705;0.923509405
r2;p3;w23;2;0;svmLinear2;tf_idf;none;none;0.98;none;0.972848466;0.927190121
r2;p3;w20;2;0;knn;tf_idf;none;none;0.98;none;0.939990764;0.898259271
r2;p3;w17;2;0;nnet;tf_idf;none;none;0.98;none;0.992840722;0.946382844
r2;p3;w22;2;0;lda;tf_idf;none;none;0.98;none;0.878731994;0.829024142
r2;p3;w19;2;0;JRip;tf_idf;none;none;0.98;none;0.961468783;0.905197995
r2;p3;w24;2;0;ranger;tf_idf;none;none;0.98;none;0.997142857;0.955844811
r2;p3;w21;2;0;C5.0Tree;tf_idf;none;none;0.98;none;0.969991323;0.905548948
