1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50
0.975725928;0.951578947;0.829705656;0.9691874;0.979304101;0.936055851;0.979323932;0.98094764;0.966941533;0.977657691;0.78430276;0.928185927;0.828587426;0.964878488;0.749407302;0.985342526;0.712457707;0.883541789;0.859130606;0.625235763;0.952619602;0.979303112;0.922835024;0.885508664;0.577865539;0.727164043;0.848452847;0.917592418;0.880512471;0.888356639;0.925950714;0.925390727;0.92969217;0.8489142;0.834938879;0.653891314;0.879293405;0.571041172;0.851088791;0.74614833;0.832547562;0.857253389;0.819470836;0.876092156;0.852469136;0.97666989;0.991436595;0.905310759;0.879630442;0.781158452
0.882627114;0.877368421;0.798475378;0.895669126;0.885913336;0.872607622;0.908325869;0.909650694;0.90539777;0.901453433;0.844068376;0.869173223;0.842862714;0.861043129;0.781824689;0.904720048;0.753708456;0.752269897;0.781490565;0.744026253;0.888933455;0.909145894;0.78998581;0.903049156;0.745426747;0.755387435;0.846399024;0.90695412;0.863715961;0.877081314;0.896833463;0.872043193;0.841527197;0.814579436;0.887181641;0.750485473;0.870455115;0.769955558;0.849402225;0.803862127;0.857453126;0.875266654;0.829833432;0.882457627;0.861419753;0.955107647;0.978546705;0.929496211;0.85112305;0.855029636
0.85832761;0.813684211;0.776762098;0.874042804;0.813239919;0.769394593;0.852426019;0.837123734;0.809276323;0.811576103;0.78537775;0.761114243;0.757151359;0.825871226;0.738938888;0.863012617;0.677364425;0.781903506;0.716724339;0.622186687;0.805923979;0.835946155;0.766476775;0.850028701;0.602483015;0.647949132;0.748361694;0.807711981;0.79747954;0.788513545;0.827847517;0.708379961;0.78807883;0.752421041;0.789579721;0.648394927;0.691789167;0.66808347;0.695102606;0.687074646;0.779161924;0.760132241;0.747798822;0.794607455;0.773765432;0.931618526;0.938513024;0.890254567;0.82277798;0.807827198
0.903479513;0.891052632;0.821717688;0.904853066;0.911147582;0.88217815;0.9156103;0.920707205;0.922673157;0.901484446;0.850192814;0.879737429;0.833985679;0.875550022;0.807161615;0.927288431;0.735156986;0.838604076;0.786633542;0.755288358;0.876215761;0.919736681;0.817568132;0.919060274;0.761283878;0.781488147;0.864795413;0.90606838;0.850300509;0.876542526;0.879754429;0.871089253;0.840476776;0.79524779;0.897086938;0.750508054;0.880444807;0.772502729;0.851593381;0.813999037;0.870894206;0.890737653;0.841109938;0.895174628;0.881790123;0.955108786;0.974260804;0.930520469;0.829821125;0.827002459
0.817921964;0.755789474;0.582546196;0.828756557;0.841480995;0.682268003;0.808373684;0.858534755;0.614443106;0.818682714;0.792584952;0.757390149;0.767949057;0.6809225;0.80175165;0.787472993;0.379533018;0.72825168;0.749108508;0.755971884;0.82169978;0.720831297;0.715889362;0.930726597;0.740743846;0.726856221;0.753264289;0.789984623;0.762002161;0.708002215;0.61009495;0.838188296;0.828974895;0.806027842;0.87455215;0.544200662;0.884377191;0.745329387;0.866623401;0.799183004;0.865953651;0.873898249;0.831189664;0.849439431;0.828703704;0.978600289;0.732698537;0.589049747;0.782047962;0.676567573
0.974611269;0.965263158;0.885718296;0.963776145;0.974250513;0.93050744;0.978195354;0.98093705;0.967957793;0.967999075;0.945264135;0.913148796;0.926640287;0.951827244;0.914554838;0.981401084;0.792902664;0.867213108;0.816985449;0.774749048;0.917466437;0.971738555;0.901891616;0.873762602;0.681781077;0.707738088;0.826387985;0.89321377;0.853163932;0.859368222;0.886726125;0.925432056;0.922348019;0.845672389;0.817427218;0.820414346;0.839338499;0.744764096;0.820192939;0.74439554;0.837484365;0.847268898;0.79828931;0.884274708;0.839197531;0.967981699;0.974309692;0.958730082;0.799854446;0.847257719
0.967843045;0.965789474;0.897143682;0.969727357;0.979307156;0.947125292;0.975969453;0.974183319;0.962866143;0.95682636;0.937696183;0.944321834;0.92393788;0.957859417;0.908469198;0.969564021;0.829211092;0.902441285;0.893050591;0.853239923;0.956187913;0.975270854;0.915174659;0.937726349;0.794632096;0.788464828;0.895416019;0.937969937;0.91697442;0.921633439;0.93165176;0.937961524;0.919214338;0.883157258;0.896943672;0.834797908;0.903374901;0.83107484;0.893635486;0.827257287;0.896993827;0.927353797;0.864097745;0.936074547;0.906790123;0.982623722;0.998571429;0.98389121;0.902403606;0.921315756
0.968983175;0.949473684;0.812187929;0.943788393;0.972229288;0.826391819;0.960871228;0.9778779;0.965423352;0.956848063;0.819595505;0.924851378;0.806946114;0.946819244;0.855108145;0.872151563;0.744211127;0.820716663;0.869397546;0.733456992;0.937337379;0.972744583;0.896768707;0.917771745;0.750515159;0.803030515;0.879906464;0.89632053;0.884834795;0.913045134;0.82596032;0.921507363;0.922356809;0.873509776;0.893786299;0.770372949;0.807207487;0.791169168;0.892960609;0.852604806;0.876818838;0.716230825;0.875817585;0.922751486;0.897530864;0.974578928;0.989991697;0.856972244;0.870664412;0.759509778
0.909698667;0.893684211;0.805716231;0.89135064;0.912162783;0.883693289;0.930136751;0.927471527;0.925722973;0.904018887;0.849484274;0.892538721;0.846344477;0.877078227;0.804459824;0.922218316;0.771046093;0.776801444;0.783026381;0.768602439;0.894039653;0.923273053;0.804796336;0.908922601;0.760269933;0.771776829;0.860291937;0.908728739;0.862753503;0.900170751;0.90696334;0.906972246;0.865682465;0.850977587;0.888905284;0.802591073;0.875204381;0.780424804;0.848387457;0.806590868;0.872676928;0.894850999;0.848548467;0.896091056;0.862037037;0.953821578;0.975721936;0.933532517;0.849299877;0.842728007
0.888265365;0.906842105;0.719239568;0.874590942;0.88943544;0.890229482;0.911124797;0.877686968;0.917085796;0.879147286;0.831120809;0.892533783;0.810431455;0.81986424;0.743328501;0.913183829;0.691418029;0.742595763;0.808219467;0.713989779;0.867048714;0.909137748;0.78742227;0.912462787;0.734033222;0.728375055;0.862742913;0.879479696;0.851243637;0.898554386;0.846184432;0.890450537;0.861498365;0.848863761;0.894934404;0.78751129;0.87504152;0.769396353;0.786937127;0.806591932;0.867933688;0.88643099;0.839982185;0.898816861;0.786111111;0.957843871;0.965779034;0.943621259;0.854631691;0.851742521
0.918729312;0.912105263;0.83694767;0.92377376;0.938922367;0.899793925;0.937394977;0.92870608;0.909981289;0.867943604;0.857036676;0.867499094;0.832438892;0.91621178;0.842273042;0.923902409;0.712864098;0.776774372;0.820563034;0.736173391;0.887930712;0.927808325;0.840579483;0.851959151;0.682186423;0.710467933;0.830067136;0.849362957;0.821474681;0.861512991;0.884157679;0.886596929;0.89612707;0.804936539;0.796900379;0.742958754;0.840809617;0.711095517;0.81462101;0.751027021;0.824633981;0.860192261;0.779133372;0.864279844;0.819135802;0.934353922;0.96712597;0.934532485;0.854668436;0.828052245
0.913652848;0.891578947;0.8106705;0.879994016;0.90154649;0.88772149;0.927337834;0.925627262;0.926748547;0.912656089;0.843720067;0.893097978;0.84596106;0.88259428;0.798378287;0.929538135;0.77517286;0.777821857;0.780971937;0.766207069;0.886403217;0.921252851;0.812462961;0.9190603;0.770028181;0.771774986;0.865597055;0.907397383;0.86179841;0.896411925;0.908879687;0.901139499;0.864632045;0.852055134;0.897086773;0.804657158;0.881754457;0.793442501;0.85919325;0.814976204;0.872481957;0.895634084;0.852833027;0.899418152;0.85462963;0.954625643;0.970032001;0.933532517;0.854606718;0.843839074
0.865693232;0.881578947;0.703615728;0.83298505;0.880359809;0.862541174;0.876490329;0.848186296;0.897269758;0.886230153;0.793291937;0.885858444;0.817754546;0.813371379;0.713271875;0.898544189;0.689365546;0.726769999;0.792796875;0.673027606;0.867552683;0.854111681;0.752663704;0.915198752;0.736477373;0.723824821;0.874185511;0.851568286;0.863236129;0.875477641;0.843007007;0.875960607;0.848862558;0.818834599;0.894072583;0.779999624;0.856536901;0.760335049;0.758571181;0.797232926;0.851126826;0.867437028;0.810229695;0.882460929;0.791666667;0.949315208;0.968587289;0.931524485;0.856492679;0.848288028
0.95317033;0.949473684;0.860561797;0.943242593;0.973749543;0.936055851;0.957515524;0.969883565;0.939473532;0.945669155;0.931219808;0.918717995;0.923554463;0.946318246;0.912187694;0.954333293;0.787129782;0.821737075;0.864770029;0.808185446;0.941412777;0.967192082;0.895753516;0.937324083;0.813337236;0.811833114;0.904410976;0.938854108;0.897308062;0.908748673;0.937359191;0.932140001;0.899273936;0.866021973;0.900101786;0.847139846;0.920243717;0.837578404;0.903428221;0.856894065;0.911229174;0.940865242;0.890469214;0.936684643;0.890432099;0.980852541;0.97287291;0.944617178;0.891941543;0.855089963
0.960504142;0.946842105;0.826662096;0.931347181;0.963141397;0.925472188;0.95695372;0.959432227;0.954731923;0.964455576;0.918614849;0.923169831;0.911197455;0.936286114;0.874360798;0.97631823;0.792075531;0.821232075;0.864771085;0.79966024;0.939880086;0.955073925;0.890641042;0.924450187;0.804797343;0.805456962;0.885212272;0.896762223;0.880027092;0.909822788;0.906312782;0.926352353;0.902429591;0.874582737;0.900819847;0.810146018;0.909106378;0.780990094;0.896000123;0.856892545;0.901740194;0.929117734;0.878751811;0.914872698;0.886111111;0.96621114;0.97861192;0.970802565;0.86885319;0.90230769
0.965023928;0.957368421;0.87885854;0.956208568;0.97526878;0.94108299;0.970379097;0.969273853;0.960831553;0.956833591;0.925454046;0.934857559;0.920079259;0.955851377;0.892596291;0.971258306;0.82302569;0.818657096;0.869915118;0.840271099;0.951091068;0.968205238;0.878893827;0.937485062;0.790565897;0.788770069;0.888069075;0.93752589;0.893460059;0.916807421;0.93923228;0.933105252;0.912916213;0.874591908;0.89866616;0.83686211;0.903866596;0.826264265;0.89228539;0.823554723;0.891655983;0.928529039;0.867252929;0.940013574;0.884876543;0.983267119;0.997142857;0.983887162;0.904226957;0.919088573
0.959375491;0.957894737;0.731391766;0.965404196;0.975267745;0.922456108;0.955861413;0.982793418;0.964397778;0.96242924;0.738205171;0.892006736;0.744423455;0.935793188;0.710906554;0.975752619;0.667084207;0.84222654;0.840102965;0.528025034;0.897115425;0.889921391;0.899846626;0.905382468;0.647008276;0.717439453;0.80760046;0.887900113;0.839248367;0.850787992;0.918985476;0.91474669;0.908718927;0.854242324;0.84570072;0.620958151;0.842127206;0.626476802;0.822045231;0.761744546;0.749468092;0.874486637;0.793334146;0.866403258;0.80462963;0.98149687;0.992865166;0.871137777;0.870715249;0.705464226
0.902357188;0.888947368;0.806096169;0.904855404;0.92175368;0.875130825;0.899972827;0.920711744;0.919620237;0.900480563;0.855235523;0.873068282;0.839389895;0.8725803;0.811212022;0.925036179;0.717420453;0.823295807;0.793823569;0.754604366;0.879780955;0.917212447;0.825750177;0.903048095;0.722857998;0.747490975;0.837008262;0.898976182;0.842610976;0.88513314;0.891122836;0.87208835;0.828930945;0.786691611;0.872829249;0.743656857;0.850965067;0.739115674;0.830828444;0.784560611;0.843416346;0.882120339;0.807977037;0.875794262;0.849382716;0.954304617;0.977126157;0.930516421;0.838686374;0.827037628
0.880922644;0.889473684;0.672006673;0.855669079;0.858671132;0.876626696;0.907781565;0.88443616;0.915559336;0.878125877;0.824990152;0.890863394;0.812361063;0.801814051;0.738263213;0.927846398;0.658829322;0.798261342;0.802057191;0.712961462;0.863989567;0.888951002;0.760850966;0.910049737;0.716144727;0.704098417;0.863562583;0.862638863;0.847403013;0.896411925;0.84618921;0.895340569;0.833141416;0.85635615;0.883737819;0.79437754;0.858338354;0.752982749;0.788789304;0.80464079;0.865955527;0.879184075;0.810450449;0.892150928;0.811728395;0.956396409;0.9728647;0.92952455;0.854644355;0.856156079
0.86172893;0.837368421;0.783614313;0.890796658;0.827357905;0.765366392;0.862518196;0.856800934;0.842341;0.848151267;0.808785997;0.778376071;0.77877836;0.860005857;0.756826057;0.87542803;0.695533267;0.789584713;0.724944229;0.650516908;0.835469055;0.858652045;0.764429698;0.84133875;0.562017504;0.62366844;0.756936112;0.80238891;0.776375464;0.753616918;0.796213103;0.786816305;0.781789494;0.711671435;0.78713975;0.629871669;0.713567751;0.645167582;0.694928098;0.672449365;0.71352379;0.733313102;0.723463928;0.771276689;0.745061728;0.948029968;0.951394984;0.911379389;0.835189506;0.832567076
0.901789052;0.890526316;0.810287082;0.904853066;0.911651615;0.878151976;0.901636947;0.920707205;0.924704643;0.906565747;0.856674891;0.880852258;0.83630765;0.870540002;0.811212022;0.927288431;0.725257373;0.836559086;0.784062582;0.758357935;0.885379692;0.919231631;0.818080422;0.913266386;0.756406325;0.779058382;0.864795413;0.908725601;0.837820806;0.87922493;0.879752823;0.866244292;0.836261911;0.79848043;0.893642538;0.740224673;0.868980136;0.757505393;0.850414941;0.815949267;0.857059745;0.882317031;0.831195964;0.89851273;0.87654321;0.955269661;0.975697585;0.930520469;0.829821125;0.829239607
0.895613188;0.866842105;0.793906267;0.613527671;0.910150731;0.866556192;0.90663298;0.88628799;0.925732287;0.941085657;0.893409077;0.759473549;0.8864894;0.900149499;0.852074899;0.941370103;0.693891269;0.81664959;0.793837301;0.763825677;0.913397273;0.92175892;0.852321481;0.925255572;0.738308791;0.742633657;0.820265876;0.864419758;0.821496774;0.826085652;0.824050106;0.716139382;0.694609015;0.596997542;0.883450793;0.669629685;0.879629749;0.761464669;0.857674006;0.812049719;0.863579764;0.876832058;0.838400122;0.874583608;0.85617284;0.980048476;0.878668085;0.497473766;0.750207629;0.543895146
0.948646737;0.957368421;0.867440115;0.954589867;0.946987906;0.897786923;0.959746424;0.9662026;0.957268433;0.967501265;0.914652831;0.880848524;0.913902246;0.936265973;0.873679195;0.972932208;0.746284066;0.833022003;0.808224749;0.743348318;0.924603059;0.961641618;0.872765118;0.909404942;0.657178981;0.715318616;0.806784112;0.868408335;0.821983996;0.836824496;0.882292525;0.901180886;0.867805281;0.826349914;0.864648585;0.755308219;0.851786884;0.696945317;0.835387088;0.792552739;0.825620091;0.846678362;0.7879198;0.853379191;0.80617284;0.968625407;0.97860371;0.939601147;0.82108074;0.845015385
