data;pstrat;workflow;no_class;similar;algorithm;repr;stop;stem;spar;info;accuracy;a3r;no.terms;time
o16;p40;w315;2;1;JRip;freq;default;simple;0.98;>0;0.879733603;0.821806241;135;15.25
o16;p40;w318;2;1;lda;freq;default;simple;0.98;>0;0.931648539;0.875661179;135;11.93
o16;p40;w314;2;1;J48;freq;default;simple;0.98;>0;0.908868475;0.853390885;135;12.42
o16;p41;w324;2;1;knn;freq;smart;none;0.99;none;0.757608599;0.68931537;1257;43.76
o16;p41;w328;2;1;ranger;freq;smart;none;0.99;none;0.930384314;0.852497184;1257;33.02
o16;p41;w325;2;1;C5.0Tree;freq;smart;none;0.99;none;0.902542525;0.831390183;1257;26.7
o16;p41;w321;2;1;nnet;freq;smart;none;0.99;none;0.891782967;0.809908498;1257;47.09
o16;p41;w327;2;1;svmLinear2;freq;smart;none;0.99;none;0.84813603;0.777635113;1257;32.18
o16;p41;w323;2;1;JRip;freq;smart;none;0.99;none;0.836054555;0.75329549;1257;64.68
o16;p41;w326;2;1;lda;freq;smart;none;0.99;none;0.605037979;0.551646405;1257;40.26
o16;p41;w322;2;1;J48;freq;smart;none;0.99;none;0.899373149;0.821448713;1257;37.53
o16;p42;w332;2;1;knn;freq;smart;none;0.99;>0;0.849363422;0.789870756;218;18.26
o16;p42;w336;2;1;ranger;freq;smart;none;0.99;>0;0.932912764;0.862040043;218;23.58
o16;p42;w333;2;1;C5.0Tree;freq;smart;none;0.99;>0;0.904446103;0.83882993;218;20.34
o16;p42;w329;2;1;nnet;freq;smart;none;0.99;>0;0.927851079;0.861677934;218;19.29
o16;p42;w335;2;1;svmLinear2;freq;smart;none;0.99;>0;0.915820894;0.850341042;218;19.44
o16;p42;w331;2;1;JRip;freq;smart;none;0.99;>0;0.875341679;0.807855789;218;24.76
o16;p42;w334;2;1;lda;freq;smart;none;0.99;>0;0.929129679;0.863078899;218;19.1
o16;p42;w330;2;1;J48;freq;smart;none;0.99;>0;0.902547352;0.837017553;218;20.39
o16;p43;w340;2;1;knn;freq;smart;none;0.98;none;0.760125828;0.701459061;614;24.85
o16;p43;w344;2;1;ranger;freq;smart;none;0.98;none;0.928483966;0.861681596;614;19.82
o16;p43;w341;2;1;C5.0Tree;freq;smart;none;0.98;none;0.904438047;0.837592095;614;21.57
o16;p43;w337;2;1;nnet;freq;smart;none;0.98;none;0.916457011;0.850242883;614;20.08
o16;p43;w343;2;1;svmLinear2;freq;smart;none;0.98;none;0.849993136;0.792057784;614;16.84
o16;p43;w339;2;1;JRip;freq;smart;none;0.98;none;0.851241297;0.779873625;614;33.2
o16;p43;w342;2;1;lda;freq;smart;none;0.98;none;0.816480749;0.761815383;614;15.99
o16;p43;w338;2;1;J48;freq;smart;none;0.98;none;0.903806733;0.839955605;614;18.74
o16;p44;w348;2;1;knn;freq;smart;none;0.98;>0;0.848740116;0.797436529;141;12.11
o16;p44;w352;2;1;ranger;freq;smart;none;0.98;>0;0.929113673;0.866161551;141;16.55
o16;p44;w349;2;1;C5.0Tree;freq;smart;none;0.98;>0;0.903177067;0.846171523;141;13.57
o16;p44;w345;2;1;nnet;freq;smart;none;0.98;>0;0.912029844;0.855514721;141;12.92
o16;p44;w351;2;1;svmLinear2;freq;smart;none;0.98;>0;0.90759299;0.851090885;141;13.08
o16;p44;w347;2;1;JRip;freq;smart;none;0.98;>0;0.884822531;0.824697664;141;16.69
o16;p44;w350;2;1;lda;freq;smart;none;0.98;>0;0.920892209;0.863777833;141;12.95
o16;p44;w346;2;1;J48;freq;smart;none;0.98;>0;0.904449299;0.847441658;141;13.52
o16;p45;w356;2;1;knn;freq;smart;simple;0.99;none;0.779755752;0.710488753;1130;41.31
o16;p45;w360;2;1;ranger;freq;smart;simple;0.99;none;0.932922394;0.856436935;1130;30.62
o16;p45;w357;2;1;C5.0Tree;freq;smart;simple;0.99;none;0.884171982;0.816396362;1130;24.29
o16;p45;w353;2;1;nnet;freq;smart;simple;0.99;none;0.910762455;0.830557908;1130;39.94
o16;p45;w359;2;1;svmLinear2;freq;smart;simple;0.99;none;0.856359124;0.786983681;1130;29.35
o16;p45;w355;2;1;JRip;freq;smart;simple;0.99;none;0.856955154;0.773701245;1130;59.62
o16;p45;w358;2;1;lda;freq;smart;simple;0.99;none;0.587987802;0.538610301;1130;33.4
o16;p45;w354;2;1;J48;freq;smart;simple;0.99;none;0.879739996;0.806116983;1130;32.98
o16;p46;w364;2;1;knn;freq;smart;simple;0.99;>0;0.862652987;0.802306504;205;18.19
o16;p46;w368;2;1;ranger;freq;smart;simple;0.99;>0;0.936074132;0.865443581;205;23.06
o16;p46;w365;2;1;C5.0Tree;freq;smart;simple;0.99;>0;0.898748269;0.833658476;205;20.23
o16;p46;w361;2;1;nnet;freq;smart;simple;0.99;>0;0.922781354;0.856726851;205;19.51
o16;p46;w367;2;1;svmLinear2;freq;smart;simple;0.99;>0;0.929740183;0.863454701;205;19.27
o16;p46;w363;2;1;JRip;freq;smart;simple;0.99;>0;0.8803922;0.81250873;205;24.77
o16;p46;w366;2;1;lda;freq;smart;simple;0.99;>0;0.938621785;0.871691787;205;19.28
o16;p46;w362;2;1;J48;freq;smart;simple;0.99;>0;0.904447669;0.839017812;205;20.16
o16;p47;w372;2;1;knn;freq;smart;simple;0.98;none;0.781005551;0.719760988;610;26.22
o16;p47;w376;2;1;ranger;freq;smart;simple;0.98;none;0.929116902;0.860687685;610;21.33
o16;p47;w373;2;1;C5.0Tree;freq;smart;simple;0.98;none;0.887334965;0.82681761;610;16.87
o16;p47;w369;2;1;nnet;freq;smart;simple;0.98;none;0.882326153;0.815884204;610;22.91
o16;p47;w375;2;1;svmLinear2;freq;smart;simple;0.98;none;0.862056925;0.80177419;610;18.17
o16;p47;w371;2;1;JRip;freq;smart;simple;0.98;none;0.872805239;0.800173051;610;32.31
o16;p47;w374;2;1;lda;freq;smart;simple;0.98;none;0.805706855;0.749792315;610;17.76
o16;p47;w370;2;1;J48;freq;smart;simple;0.98;none;0.887971089;0.824835433;610;19.11
o16;p48;w380;2;1;knn;freq;smart;simple;0.98;>0;0.853785818;0.800105096;129;13.43
o16;p48;w384;2;1;ranger;freq;smart;simple;0.98;>0;0.934170579;0.869537605;129;17.6
o16;p48;w381;2;1;C5.0Tree;freq;smart;simple;0.98;>0;0.905080604;0.846146178;129;14.78
o16;p48;w377;2;1;nnet;freq;smart;simple;0.98;>0;0.925316196;0.865899869;129;14.22
o16;p48;w383;2;1;svmLinear2;freq;smart;simple;0.98;>0;0.924045579;0.864499074;129;14.36
o16;p48;w379;2;1;JRip;freq;smart;simple;0.98;>0;0.879759273;0.81861365;129;17.84
o16;p48;w382;2;1;lda;freq;smart;simple;0.98;>0;0.932914362;0.872720504;129;14.41
o16;p48;w378;2;1;J48;freq;smart;simple;0.98;>0;0.906351222;0.847449038;129;14.7
o16;p5;w36;2;1;knn;tf_idf;none;simple;0.99;none;0.810129146;0.737762032;1295;42.22
o16;p5;w40;2;1;ranger;tf_idf;none;simple;0.99;none;0.927226167;0.853067679;1295;28.06
o16;p5;w37;2;1;C5.0Tree;tf_idf;none;simple;0.99;none;0.893034381;0.810788343;1295;47.69
o16;p5;w33;2;1;nnet;tf_idf;none;simple;0.99;none;0.918365399;0.840580828;1295;34.47
o16;p5;w39;2;1;svmLinear2;tf_idf;none;simple;0.99;none;0.873430134;0.800298809;1295;33.04
o16;p5;w35;2;1;JRip;tf_idf;none;simple;0.99;none;0.836685909;0.758127072;1295;51.62
o16;p5;w38;2;1;lda;tf_idf;none;simple;0.99;none;0.686092581;0.627044933;1295;36.59
o16;p5;w34;2;1;J48;tf_idf;none;simple;0.99;none;0.876593069;0.800894658;1295;37.06
o16;p6;w44;2;1;knn;tf_idf;none;simple;0.99;>0;0.886705348;0.827055687;236;16.21
o16;p6;w48;2;1;ranger;tf_idf;none;simple;0.99;>0;0.939865191;0.870120257;236;21.85
o16;p6;w45;2;1;C5.0Tree;tf_idf;none;simple;0.99;>0;0.899363535;0.831885136;236;22.64
o16;p6;w41;2;1;nnet;tf_idf;none;simple;0.99;>0;0.922159655;0.859562152;236;16.64
o16;p6;w47;2;1;svmLinear2;tf_idf;none;simple;0.99;>0;0.912645133;0.849842106;236;17.32
o16;p6;w43;2;1;JRip;tf_idf;none;simple;0.99;>0;0.847463049;0.784052601;236;22.44
o16;p6;w46;2;1;lda;tf_idf;none;simple;0.99;>0;0.934191421;0.870094888;236;17.17
o16;p6;w42;2;1;J48;tf_idf;none;simple;0.99;>0;0.905691067;0.842391842;236;18.14
o16;p7;w52;2;1;knn;tf_idf;none;simple;0.98;none;0.789885555;0.728245632;745;25.79
o16;p7;w56;2;1;ranger;tf_idf;none;simple;0.98;none;0.925320999;0.858359838;745;20.18
o16;p7;w53;2;1;C5.0Tree;tf_idf;none;simple;0.98;none;0.891140441;0.818926374;745;29.38
o16;p7;w49;2;1;nnet;tf_idf;none;simple;0.98;none;0.918355777;0.8544917;745;17.87
o16;p7;w55;2;1;svmLinear2;tf_idf;none;simple;0.98;none;0.877227619;0.815461945;745;18.55
o16;p7;w51;2;1;JRip;tf_idf;none;simple;0.98;none;0.831676999;0.765421291;745;27.68
o16;p7;w54;2;1;lda;tf_idf;none;simple;0.98;none;0.794940871;0.74130492;745;16.35
o16;p7;w50;2;1;J48;tf_idf;none;simple;0.98;none;0.881015457;0.819272138;745;18.29
o16;p8;w60;2;1;knn;tf_idf;none;simple;0.98;>0;0.872781224;0.823672271;154;10.14
o16;p8;w64;2;1;ranger;tf_idf;none;simple;0.98;>0;0.932275033;0.871031253;154;15.15
o16;p8;w61;2;1;C5.0Tree;tf_idf;none;simple;0.98;>0;0.901262269;0.842662165;154;14.72
o16;p8;w57;2;1;nnet;tf_idf;none;simple;0.98;>0;0.901260703;0.84940701;154;10.7
o16;p8;w63;2;1;svmLinear2;tf_idf;none;simple;0.98;>0;0.906952119;0.853757513;154;11.22
o16;p8;w59;2;1;JRip;tf_idf;none;simple;0.98;>0;0.846839792;0.792588383;154;14.13
o16;p8;w62;2;1;lda;tf_idf;none;simple;0.98;>0;0.932917591;0.879407508;154;10.62
o16;p8;w58;2;1;J48;tf_idf;none;simple;0.98;>0;0.901276719;0.847526929;154;11.7
o16;p9;w68;2;1;knn;tf_idf;default;none;0.99;none;0.762055026;0.692819157;1381;45.15
o16;p9;w72;2;1;ranger;tf_idf;default;none;0.99;none;0.929118492;0.852965797;1381;30.59
o16;p9;w69;2;1;C5.0Tree;tf_idf;default;none;0.99;none;0.887987113;0.804681727;1381;51.44
o16;p9;w65;2;1;nnet;tf_idf;default;none;0.99;none;0.916468247;0.83870491;1381;34.7
o16;p9;w71;2;1;svmLinear2;tf_idf;default;none;0.99;none;0.869639051;0.794621721;1381;36.91
o16;p9;w67;2;1;JRip;tf_idf;default;none;0.99;none;0.827227441;0.744583261;1381;67.37
o16;p9;w70;2;1;lda;tf_idf;default;none;0.99;none;0.700636684;0.63909322;1381;39.55
o16;p9;w66;2;1;J48;tf_idf;default;none;0.99;none;0.881654794;0.80479907;1381;38.41
o17;p1;w4;2;1;knn;tf_idf;none;none;0.99;none;0.727752265;0.677039214;1456;17.98
o17;p1;w2;2;1;J48;tf_idf;none;none;0.99;none;0.855585319;0.788134869;1456;26.7
o17;p1;w6;2;1;lda;tf_idf;none;none;0.99;none;0.858514743;0.794688751;1456;21.98
o17;p1;w8;2;1;ranger;tf_idf;none;none;0.99;none;0.929229254;0.868000129;1456;15.28
o17;p1;w7;2;1;svmLinear2;tf_idf;none;none;0.99;none;0.911820978;0.844874557;1456;21.12
o17;p1;w5;2;1;C5.0Tree;tf_idf;none;none;0.99;none;0.853639823;0.782100527;1456;33.15
o17;p1;w1;2;1;nnet;tf_idf;none;none;0.99;none;0.925390727;0.855180306;1456;23.48
o17;p1;w3;2;1;JRip;tf_idf;none;none;0.99;none;0.882724817;0.809864708;1456;31.37
o17;p10;w76;2;1;knn;tf_idf;default;none;0.99;>0;0.848869862;0.797525531;205;12.13
o17;p10;w74;2;1;J48;tf_idf;default;none;0.99;>0;0.888508753;0.832245823;205;13.69
o17;p10;w78;2;1;lda;tf_idf;default;none;0.99;>0;0.934059192;0.875088355;205;13.58
o17;p10;w80;2;1;ranger;tf_idf;default;none;0.99;>0;0.939907021;0.877632305;205;15.52
o17;p10;w79;2;1;svmLinear2;tf_idf;default;none;0.99;>0;0.904035222;0.84822992;205;12.79
o17;p10;w77;2;1;C5.0Tree;tf_idf;default;none;0.99;>0;0.878826255;0.819343333;205;16.5
o17;p10;w73;2;1;nnet;tf_idf;default;none;0.99;>0;0.916639779;0.860480953;205;12.54
o17;p10;w75;2;1;JRip;tf_idf;default;none;0.99;>0;0.893402671;0.835356203;205;14.69
o17;p11;w84;2;1;knn;tf_idf;default;none;0.98;none;0.783834065;0.738979747;695;10.56
o17;p11;w82;2;1;J48;tf_idf;default;none;0.98;none;0.858499836;0.807335678;695;11.68
o17;p11;w86;2;1;lda;tf_idf;default;none;0.98;none;0.690930385;0.649586876;695;11.8
o17;p11;w88;2;1;ranger;tf_idf;default;none;0.98;none;0.93601974;0.883243913;695;10.19
o17;p11;w87;2;1;svmLinear2;tf_idf;default;none;0.98;none;0.895355505;0.846421641;695;9.47
o17;p11;w85;2;1;C5.0Tree;tf_idf;default;none;0.98;none;0.861391819;0.80134389;695;18
o17;p11;w81;2;1;nnet;tf_idf;default;none;0.98;none;0.920583266;0.868891997;695;10.09
o17;p11;w83;2;1;JRip;tf_idf;default;none;0.98;none;0.887547244;0.83032384;695;14.38
o17;p12;w92;2;1;knn;tf_idf;default;none;0.98;>0;0.828502114;0.786979559;172;7.82
o17;p12;w90;2;1;J48;tf_idf;default;none;0.98;>0;0.880771751;0.833237259;172;9.2
o17;p12;w94;2;1;lda;tf_idf;default;none;0.98;>0;0.928237668;0.878309173;172;9.13
o17;p12;w96;2;1;ranger;tf_idf;default;none;0.98;>0;0.935069513;0.88058173;172;11.04
o17;p12;w95;2;1;svmLinear2;tf_idf;default;none;0.98;>0;0.880824304;0.835035675;172;8.46
o17;p12;w93;2;1;C5.0Tree;tf_idf;default;none;0.98;>0;0.876895724;0.824688245;172;11.65
o17;p12;w89;2;1;nnet;tf_idf;default;none;0.98;>0;0.908884129;0.861996369;172;8.32
o17;p12;w91;2;1;JRip;tf_idf;default;none;0.98;>0;0.890510543;0.841576501;172;9.59
o17;p13;w100;2;1;knn;tf_idf;default;simple;0.99;none;0.708379961;0.659229006;1228;17.75
o17;p13;w98;2;1;J48;tf_idf;default;simple;0.99;none;0.882736041;0.817324236;1228;21.75
o17;p13;w102;2;1;lda;tf_idf;default;simple;0.99;none;0.838188296;0.777359925;1228;20.36
o17;p13;w104;2;1;ranger;tf_idf;default;simple;0.99;none;0.937961524;0.876171349;1228;15.27
o17;p13;w103;2;1;svmLinear2;tf_idf;default;simple;0.99;none;0.925432056;0.860018774;1228;18.77
o17;p13;w101;2;1;C5.0Tree;tf_idf;default;simple;0.99;none;0.871089253;0.800222748;1228;29.79
o17;p13;w97;2;1;nnet;tf_idf;default;simple;0.99;none;0.891250065;0.826867439;1228;20.07
o17;p13;w99;2;1;JRip;tf_idf;default;simple;0.99;none;0.882728559;0.813569274;1228;26.14
o17;p14;w108;2;1;knn;tf_idf;default;simple;0.99;>0;0.886596929;0.833955522;55;11.57
o17;p14;w106;2;1;J48;tf_idf;default;simple;0.99;>0;0.906972246;0.852254536;55;12.05
o17;p14;w110;2;1;lda;tf_idf;default;simple;0.99;>0;0.932140001;0.875489992;55;12.28
o17;p14;w112;2;1;ranger;tf_idf;default;simple;0.99;>0;0.933105252;0.874146415;55;13.61
o17;p14;w111;2;1;svmLinear2;tf_idf;default;simple;0.99;>0;0.926352353;0.870811372;55;11.86
o17;p14;w109;2;1;C5.0Tree;tf_idf;default;simple;0.99;>0;0.901139499;0.845612348;55;12.73
o17;p14;w105;2;1;nnet;tf_idf;default;simple;0.99;>0;0.921507363;0.866220383;55;11.88
o17;p14;w107;2;1;JRip;tf_idf;default;simple;0.99;>0;0.890450537;0.836232267;55;12.34
o17;p15;w116;2;1;knn;tf_idf;default;simple;0.98;none;0.786816305;0.740259971;691;11.47
o17;p15;w114;2;1;J48;tf_idf;default;simple;0.98;none;0.87208835;0.819221778;691;12.2
o17;p15;w118;2;1;lda;tf_idf;default;simple;0.98;none;0.716139382;0.67211764;691;12.65
o17;p15;w120;2;1;ranger;tf_idf;default;simple;0.98;none;0.931163497;0.876784509;691;11.1
o17;p15;w119;2;1;svmLinear2;tf_idf;default;simple;0.98;none;0.901180886;0.850079345;691;10.33
o17;p15;w117;2;1;C5.0Tree;tf_idf;default;simple;0.98;none;0.866244292;0.805165327;691;18.63
o17;p15;w113;2;1;nnet;tf_idf;default;simple;0.98;none;0.91474669;0.862421421;691;10.55
o17;p15;w115;2;1;JRip;tf_idf;default;simple;0.98;none;0.895340569;0.836927413;691;14.86
o17;p16;w124;2;1;knn;tf_idf;default;simple;0.98;>0;0.885631707;0.840846457;54;7.97
o17;p16;w122;2;1;J48;tf_idf;default;simple;0.98;>0;0.902134738;0.855187826;54;8.48
o17;p16;w126;2;1;lda;tf_idf;default;simple;0.98;>0;0.936042275;0.886085546;54;8.97
o17;p16;w128;2;1;ranger;tf_idf;default;simple;0.98;>0;0.930183223;0.878392451;54;9.89
o17;p16;w127;2;1;svmLinear2;tf_idf;default;simple;0.98;>0;0.933131557;0.885260489;54;8.22
o17;p16;w125;2;1;C5.0Tree;tf_idf;default;simple;0.98;>0;0.904061499;0.855456841;54;9.12
o17;p16;w121;2;1;nnet;tf_idf;default;simple;0.98;>0;0.825169927;0.782885132;54;8.2
o17;p16;w123;2;1;JRip;tf_idf;default;simple;0.98;>0;0.884644066;0.83814294;54;8.67
o17;p17;w132;2;1;knn;tf_idf;smart;none;0.99;none;0.723883808;0.672896958;1258;18.57
o17;p17;w130;2;1;J48;tf_idf;smart;none;0.99;none;0.867220796;0.800993381;1258;23.99
o17;p17;w134;2;1;lda;tf_idf;smart;none;0.99;none;0.830376177;0.768381679;1258;22.28
o17;p17;w136;2;1;ranger;tf_idf;smart;none;0.99;none;0.937965237;0.873904363;1258;16.94
o17;p17;w135;2;1;svmLinear2;tf_idf;smart;none;0.99;none;0.916669738;0.850062527;1258;20.44
o17;p17;w133;2;1;C5.0Tree;tf_idf;smart;none;0.99;none;0.860430309;0.788882935;1258;32.22
o17;p17;w129;2;1;nnet;tf_idf;smart;none;0.99;none;0.832326288;0.772325693;1258;19.94
o17;p17;w131;2;1;JRip;tf_idf;smart;none;0.99;none;0.8943415;0.820307915;1258;31.7
o17;p18;w140;2;1;knn;tf_idf;smart;none;0.99;>0;0.852723296;0.799744377;203;13.01
o17;p18;w138;2;1;J48;tf_idf;smart;none;0.99;>0;0.8768845;0.819967148;203;14.65
o17;p18;w142;2;1;lda;tf_idf;smart;none;0.99;>0;0.940845966;0.879807012;203;14.63
o17;p18;w144;2;1;ranger;tf_idf;smart;none;0.99;>0;0.93601597;0.872941683;203;16.29
o17;p18;w143;2;1;svmLinear2;tf_idf;smart;none;0.99;>0;0.902082215;0.845006118;203;13.66
o17;p18;w141;2;1;C5.0Tree;tf_idf;smart;none;0.99;>0;0.878833709;0.818157586;203;17.49
o17;p18;w137;2;1;nnet;tf_idf;smart;none;0.99;>0;0.925356997;0.867079692;203;13.49
o17;p18;w139;2;1;JRip;tf_idf;smart;none;0.99;>0;0.888520035;0.829797571;203;15.41
o17;p19;w148;2;1;knn;tf_idf;smart;none;0.98;none;0.793524134;0.746089157;613;11.77
o17;p19;w146;2;1;J48;tf_idf;smart;none;0.98;none;0.867217025;0.814380439;613;12.36
o17;p19;w150;2;1;lda;tf_idf;smart;none;0.98;none;0.767424857;0.721170993;613;12.02
o17;p19;w152;2;1;ranger;tf_idf;smart;none;0.98;none;0.935050719;0.878988213;613;11.86
o17;p19;w151;2;1;svmLinear2;tf_idf;smart;none;0.98;none;0.901139499;0.849592588;613;10.55
o17;p19;w149;2;1;C5.0Tree;tf_idf;smart;none;0.98;none;0.857515763;0.797397562;613;18.31
o17;p19;w145;2;1;nnet;tf_idf;smart;none;0.98;none;0.912782487;0.860427309;613;10.62
o17;p19;w147;2;1;JRip;tf_idf;smart;none;0.98;none;0.890465502;0.832286554;613;14.92
o17;p2;w12;2;1;knn;tf_idf;none;none;0.99;>0;0.840111344;0.790401514;218;11.47
o17;p2;w10;2;1;J48;tf_idf;none;none;0.99;>0;0.872043193;0.817629588;218;13.16
o17;p2;w14;2;1;lda;tf_idf;none;none;0.99;>0;0.939884544;0.88159225;218;12.95
o17;p2;w16;2;1;ranger;tf_idf;none;none;0.99;>0;0.932151283;0.871498414;218;14.75
o17;p2;w15;2;1;svmLinear2;tf_idf;none;none;0.99;>0;0.889522845;0.835650816;218;12.17
o17;p2;w13;2;1;C5.0Tree;tf_idf;none;none;0.99;>0;0.875896714;0.817317295;218;15.94
o17;p2;w9;2;1;nnet;tf_idf;none;none;0.99;>0;0.916654802;0.86126378;218;12.1
o17;p2;w11;2;1;JRip;tf_idf;none;none;0.99;>0;0.875960607;0.819843621;218;14.13
o17;p20;w156;2;1;knn;tf_idf;smart;none;0.98;>0;0.828453245;0.785087702;168;8.59
o17;p20;w154;2;1;J48;tf_idf;smart;none;0.98;>0;0.872050734;0.82333082;168;9.97
o17;p20;w158;2;1;lda;tf_idf;smart;none;0.98;>0;0.926303454;0.874839545;168;9.84
o17;p20;w160;2;1;ranger;tf_idf;smart;none;0.98;>0;0.929232995;0.873815966;168;11.7
o17;p20;w159;2;1;svmLinear2;tf_idf;smart;none;0.98;>0;0.887551014;0.839605068;168;9.22
o17;p20;w157;2;1;C5.0Tree;tf_idf;smart;none;0.98;>0;0.87979893;0.826262727;168;12.32
o17;p20;w153;2;1;nnet;tf_idf;smart;none;0.98;>0;0.900174306;0.851942724;168;9.05
o17;p20;w155;2;1;JRip;tf_idf;smart;none;0.98;>0;0.887543473;0.837033696;168;10.42
o17;p21;w164;2;1;knn;tf_idf;smart;simple;0.99;none;0.719057786;0.668913442;1128;18.02
o17;p21;w162;2;1;J48;tf_idf;smart;simple;0.99;none;0.884666572;0.819074087;1128;21.79
o17;p21;w166;2;1;lda;tf_idf;smart;simple;0.99;none;0.819769786;0.759146403;1128;21.61
o17;p21;w168;2;1;ranger;tf_idf;smart;simple;0.99;none;0.938926775;0.875737125;1128;16.23
o17;p21;w167;2;1;svmLinear2;tf_idf;smart;simple;0.99;none;0.928324067;0.862466439;1128;18.98
o17;p21;w165;2;1;C5.0Tree;tf_idf;smart;simple;0.99;none;0.885635564;0.81373644;1128;29.57
o17;p21;w161;2;1;nnet;tf_idf;smart;simple;0.99;none;0.838200422;0.779693514;1128;18.07
o17;p21;w163;2;1;JRip;tf_idf;smart;simple;0.99;none;0.879866535;0.810517049;1128;26.68
o17;p22;w172;2;1;knn;tf_idf;smart;simple;0.99;>0;0.904050217;0.848277177;55;12.77
o17;p22;w170;2;1;J48;tf_idf;smart;simple;0.99;>0;0.897267271;0.84107302;55;13.29
o17;p22;w174;2;1;lda;tf_idf;smart;simple;0.99;>0;0.938930517;0.879635946;55;13.59
o17;p22;w176;2;1;ranger;tf_idf;smart;simple;0.99;>0;0.931155985;0.870406186;55;14.86
o17;p22;w175;2;1;svmLinear2;tf_idf;smart;simple;0.99;>0;0.930224581;0.872363625;55;13.05
o17;p22;w173;2;1;C5.0Tree;tf_idf;smart;simple;0.99;>0;0.892414798;0.835616538;55;13.88
o17;p22;w169;2;1;nnet;tf_idf;smart;simple;0.99;>0;0.922472614;0.865027652;55;13.09
o17;p22;w171;2;1;JRip;tf_idf;smart;simple;0.99;>0;0.87596429;0.820797648;55;13.49
o17;p23;w180;2;1;knn;tf_idf;smart;simple;0.98;none;0.783901874;0.735700176;617;12.66
o17;p23;w178;2;1;J48;tf_idf;smart;simple;0.98;none;0.873057372;0.818893943;617;12.96
o17;p23;w182;2;1;lda;tf_idf;smart;simple;0.98;none;0.770343262;0.721895453;617;13.44
o17;p23;w184;2;1;ranger;tf_idf;smart;simple;0.98;none;0.936012258;0.87850948;617;12.63
o17;p23;w183;2;1;svmLinear2;tf_idf;smart;simple;0.98;none;0.901180944;0.847876082;617;11.46
o17;p23;w181;2;1;C5.0Tree;tf_idf;smart;simple;0.98;none;0.883690097;0.820944917;617;19.03
o17;p23;w177;2;1;nnet;tf_idf;smart;simple;0.98;none;0.917653754;0.862543589;617;11.91
o17;p23;w179;2;1;JRip;tf_idf;smart;simple;0.98;none;0.874033817;0.816575681;617;15.18
o17;p24;w188;2;1;knn;tf_idf;smart;simple;0.98;>0;0.898247458;0.849267929;53;9.42
o17;p24;w186;2;1;J48;tf_idf;smart;simple;0.98;>0;0.90114324;0.850904925;53;9.92
o17;p24;w190;2;1;lda;tf_idf;smart;simple;0.98;>0;0.941829982;0.887997621;53;10.53
o17;p24;w192;2;1;ranger;tf_idf;smart;simple;0.98;>0;0.930190763;0.875055725;53;11.52
o17;p24;w191;2;1;svmLinear2;tf_idf;smart;simple;0.98;>0;0.926363577;0.87527759;53;9.67
o17;p24;w189;2;1;C5.0Tree;tf_idf;smart;simple;0.98;>0;0.895325545;0.84423157;53;10.49
o17;p24;w185;2;1;nnet;tf_idf;smart;simple;0.98;>0;0.927313746;0.876107512;53;9.7
o17;p24;w187;2;1;JRip;tf_idf;smart;simple;0.98;>0;0.880794257;0.831357772;53;10.08
o17;p25;w196;2;1;knn;freq;none;none;0.99;none;0.704455181;0.655484478;1456;17.85
o17;p25;w194;2;1;J48;freq;none;none;0.99;none;0.860415199;0.793659744;1456;25.29
o17;p25;w198;2;1;lda;freq;none;none;0.99;none;0.835239903;0.773135479;1456;21.99
o17;p25;w200;2;1;ranger;freq;none;none;0.99;none;0.929229225;0.868678322;1456;14.81
o17;p25;w199;2;1;svmLinear2;freq;none;none;0.99;none;0.896286938;0.832418916;1456;19.24
o17;p25;w197;2;1;C5.0Tree;freq;none;none;0.99;none;0.862353183;0.806420364;1456;14.62
o17;p25;w193;2;1;nnet;freq;none;none;0.99;none;0.835218212;0.767640625;1456;29.22
o17;p25;w195;2;1;JRip;freq;none;none;0.99;none;0.88851641;0.815518982;1456;30.85
o17;p26;w204;2;1;knn;freq;none;none;0.99;>0;0.764525567;0.719209974;182;11.52
o17;p26;w202;2;1;J48;freq;none;none;0.99;>0;0.860452786;0.807164964;182;12.9
o17;p26;w206;2;1;lda;freq;none;none;0.99;>0;0.930201987;0.873021622;182;12.65
o17;p26;w208;2;1;ranger;freq;none;none;0.99;>0;0.935032013;0.87467119;182;14.43
o17;p26;w207;2;1;svmLinear2;freq;none;none;0.99;>0;0.906968621;0.852215797;182;12.07
o17;p26;w205;2;1;C5.0Tree;freq;none;none;0.99;>0;0.861399272;0.80803718;182;12.91
o17;p26;w201;2;1;nnet;freq;none;none;0.99;>0;0.910912108;0.855604525;182;12.25
o17;p26;w203;2;1;JRip;freq;none;none;0.99;>0;0.89919786;0.842474534;182;13.55
o17;p27;w212;2;1;knn;freq;none;none;0.98;none;0.712192066;0.672352666;754;10
o17;p27;w210;2;1;J48;freq;none;none;0.98;none;0.853628512;0.803759393;754;11.11
o17;p27;w214;2;1;lda;freq;none;none;0.98;none;0.566766948;0.533219433;754;11.48
o17;p27;w216;2;1;ranger;freq;none;none;0.98;none;0.929229225;0.876664861;754;10.27
o17;p27;w215;2;1;svmLinear2;freq;none;none;0.98;none;0.905030433;0.857831902;754;8.52
o17;p27;w213;2;1;C5.0Tree;freq;none;none;0.98;none;0.853628512;0.809205855;754;8.48
o17;p27;w209;2;1;nnet;freq;none;none;0.98;none;0.871183193;0.813488084;754;15.5
o17;p27;w211;2;1;JRip;freq;none;none;0.98;none;0.871078;0.815993475;754;13.64
