"setup_id","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50"
"21",156.857142857143,157.265306122449,155.469387755102,156.142857142857,156.469387755102,157.102040816327,157.510204081633,156.469387755102,155.918367346939,155.918367346939,154.795918367347,157.244897959184,155.959183673469,156.877551020408,154.673469387755,156.591836734694,156.102040816327,154.571428571429,158.163265306122,154.673469387755,156.632653061224,156.163265306122,155.836734693878,155.285714285714,154.591836734694,154.469387755102,155.918367346939,154.734693877551,157.591836734694,156.367346938776,156.387755102041,157.673469387755,157.469387755102,157.510204081633,154.69387755102,157.020408163265,156,155.34693877551,155.69387755102,155.040816326531,156.571428571429,156.163265306122,155.755102040816,155.408163265306,154.897959183673,156.775510204082,156.673469387755,156.69387755102,157.959183673469,156.897959183673
"22",170.102040816327,171.571428571429,169.938775510204,172.755102040816,169.285714285714,170.673469387755,170.183673469388,170.918367346939,168.510204081633,167.265306122449,166.877551020408,172.469387755102,166.918367346939,168.204081632653,167.081632653061,168.34693877551,170.714285714286,169.040816326531,170.367346938776,167.040816326531,167.816326530612,168.65306122449,167.897959183673,165.489795918367,168.204081632653,169.326530612245,170.510204081633,170.551020408163,171.285714285714,171.673469387755,171.673469387755,172.65306122449,172.775510204082,172.836734693878,166.34693877551,171.387755102041,167,167.857142857143,167.510204081633,167.081632653061,167.938775510204,168.836734693878,167.142857142857,169.591836734694,168.816326530612,165.204081632653,172.510204081633,172.714285714286,172.65306122449,172.795918367347
"23",193.836734693878,191.918367346939,192.714285714286,192.857142857143,194.489795918367,195.061224489796,192.938775510204,193.081632653061,192.163265306122,191.673469387755,192.959183673469,196.714285714286,192.530612244898,193.857142857143,193.204081632653,191.938775510204,195.183673469388,194.34693877551,195.897959183673,196.040816326531,193.877551020408,193.204081632653,193.775510204082,198.040816326531,198.102040816327,198.510204081633,197.979591836735,197.122448979592,198,197.959183673469,195.69387755102,194.510204081633,195.020408163265,195.979591836735,197.755102040816,196.34693877551,198,197.469387755102,197.102040816327,197.897959183673,198.387755102041,198.408163265306,198.489795918367,197.795918367347,198.163265306122,193.428571428571,193.326530612245,194.020408163265,197.632653061224,194.591836734694
"24",136.795918367347,138.183673469388,136.30612244898,136.571428571429,137.30612244898,137.040816326531,137.122448979592,136.755102040816,140.30612244898,140.020408163265,137.448979591837,137.857142857143,138.224489795918,136.755102040816,136.163265306122,137.755102040816,138.122448979592,139.061224489796,135.959183673469,138.612244897959,137.795918367347,138.530612244898,136.795918367347,140.979591836735,139.877551020408,139.795918367347,139.428571428571,140.34693877551,139.489795918367,140.061224489796,138.959183673469,140.30612244898,136.877551020408,139.836734693878,140.918367346939,139.204081632653,140.387755102041,139.591836734694,139.510204081633,140.367346938776,140.755102040816,139.387755102041,140.448979591837,140.714285714286,140.65306122449,141.265306122449,139.408163265306,137.244897959184,137.448979591837,139.244897959184
"25",324.612244897959,324.102040816327,324.30612244898,324.489795918367,324.285714285714,325.65306122449,324.244897959184,324.530612244898,324.530612244898,324.836734693878,324.040816326531,324.326530612245,324.489795918367,325.204081632653,324.326530612245,325.612244897959,324.489795918367,324.061224489796,324.224489795918,324,324.081632653061,324.714285714286,324.591836734694,325.489795918367,326.632653061225,327.530612244898,326.040816326531,325.081632653061,324.612244897959,324.408163265306,325.163265306122,324.673469387755,326.591836734694,323.938775510204,328.061224489796,325,326.428571428571,325.142857142857,326.632653061225,327.877551020408,326.551020408163,326.367346938775,326.244897959184,325.775510204082,325.510204081633,325.142857142857,323.979591836735,324.061224489796,324.163265306122,324.142857142857
"26",271.551020408163,271.612244897959,275.040816326531,271.530612244898,271.571428571429,271.551020408163,272.204081632653,270.795918367347,270.836734693878,271.918367346939,274.428571428571,272.530612244898,275.040816326531,271.979591836735,273.020408163265,270.755102040816,275.428571428571,271.571428571429,276.387755102041,278.510204081633,272.244897959184,270.755102040816,272.265306122449,271.367346938775,276.897959183673,271.387755102041,271.836734693878,273.530612244898,272.510204081633,270.775510204082,272.959183673469,277.408163265306,271.714285714286,272.428571428571,270.755102040816,273.612244897959,271.387755102041,276.244897959184,271.755102040816,271.285714285714,271.632653061225,270.897959183673,276.367346938775,270.795918367347,271.510204081633,276.34693877551,271.65306122449,277.142857142857,272.959183673469,277.30612244898
"27",227.877551020408,227.877551020408,225.795918367347,227.816326530612,227.612244897959,227.34693877551,228.387755102041,226.959183673469,228.040816326531,227.510204081633,226.30612244898,227.408163265306,226.959183673469,227.591836734694,226.632653061224,227.938775510204,226.489795918367,226.081632653061,229.551020408163,225.65306122449,227.30612244898,226.938775510204,227.204081632653,228.183673469388,226.775510204082,226.30612244898,227.755102040816,225.714285714286,226.469387755102,225.448979591837,226.081632653061,226.551020408163,227.612244897959,227.938775510204,226.183673469388,227.714285714286,227.489795918367,226.204081632653,227.142857142857,225.775510204082,227.367346938776,226.102040816327,227.69387755102,226.571428571429,227.326530612245,227.755102040816,226.489795918367,226.816326530612,228.387755102041,226.857142857143
"28",170.285714285714,167.897959183673,170.673469387755,170.918367346939,170.122448979592,168.30612244898,169.265306122449,170.489795918367,170.020408163265,170.612244897959,169.959183673469,168.163265306122,170.326530612245,170.959183673469,170.367346938776,169.34693877551,170.102040816327,168.836734693878,167.816326530612,169.877551020408,170,169.959183673469,170.448979591837,168.387755102041,168.897959183673,169.020408163265,166.142857142857,168.857142857143,168.020408163265,165.857142857143,170.020408163265,168.408163265306,169.040816326531,167.877551020408,165.877551020408,166.632653061224,168.918367346939,167.734693877551,170.040816326531,168.040816326531,167.673469387755,168.040816326531,168.795918367347,167.795918367347,169.938775510204,170.489795918367,167.285714285714,168.326530612245,168.65306122449,167.469387755102
"29",137.081632653061,136.918367346939,134.918367346939,138.408163265306,136.469387755102,137.510204081633,139.285714285714,138.081632653061,139.163265306122,138.938775510204,137.040816326531,140,137.102040816327,136.265306122449,136.224489795918,140.102040816327,139.204081632653,137.448979591837,138.040816326531,137.69387755102,138.142857142857,138.30612244898,137.265306122449,140.285714285714,139.918367346939,139.224489795918,139.612244897959,140.285714285714,138.755102040816,138.34693877551,137.489795918367,137.081632653061,136.530612244898,139.632653061224,140.081632653061,139.183673469388,139.714285714286,139.897959183673,139.285714285714,140.163265306122,140.326530612245,139.69387755102,140.285714285714,139.448979591837,139.387755102041,140.204081632653,136.69387755102,136.836734693878,137.163265306122,136.857142857143
"30",219.857142857143,220.530612244898,217.816326530612,220.081632653061,220.591836734694,219.938775510204,221.326530612245,219.428571428571,220.163265306122,219.938775510204,219.020408163265,219.612244897959,219.816326530612,219.612244897959,218.65306122449,220.734693877551,218.30612244898,219.081632653061,222.102040816327,218.30612244898,220.489795918367,219.755102040816,219.714285714286,218.938775510204,217.489795918367,218.387755102041,218.857142857143,218.142857142857,218.836734693878,218.571428571429,218.448979591837,218.673469387755,219.795918367347,220.34693877551,217.102040816327,219.959183673469,219.326530612245,217.734693877551,219.020408163265,217.69387755102,218.897959183673,218.959183673469,218.979591836735,218.897959183673,219.877551020408,220.979591836735,220.714285714286,219.673469387755,220.30612244898,219.510204081633
"31",340.34693877551,339.69387755102,340.224489795918,341.163265306122,339.387755102041,341.510204081633,341,340.959183673469,341.142857142857,340.69387755102,339.224489795918,340.959183673469,339.244897959184,339.510204081633,339.755102040816,341.775510204082,341.204081632653,339.551020408163,341.408163265306,340.673469387755,340.408163265306,340.775510204082,339.469387755102,339.30612244898,339.714285714286,339.734693877551,339.571428571429,339.897959183673,339.734693877551,340.204081632653,339.285714285714,339.30612244898,340.632653061225,339.244897959184,339.428571428571,339.551020408163,339.632653061225,339.65306122449,339.69387755102,339.510204081633,339.489795918367,339.795918367347,339.65306122449,339.959183673469,341.387755102041,339.489795918367,340.897959183673,340.244897959184,340.081632653061,340.816326530612
"32",307.877551020408,306.795918367347,307.591836734694,307.469387755102,307.408163265306,306.632653061225,307.34693877551,305.673469387755,306.163265306122,305.836734693878,307.081632653061,307.244897959184,305.65306122449,306.387755102041,307.040816326531,305.510204081633,307.734693877551,306.489795918367,306.632653061225,306.836734693878,307.69387755102,307.551020408163,306.183673469388,310.591836734694,307,306.469387755102,306.530612244898,307.489795918367,307.040816326531,305.918367346939,307.408163265306,305.448979591837,307.938775510204,307.204081632653,307.714285714286,308.34693877551,306.285714285714,307.102040816327,306.734693877551,306.326530612245,306.510204081633,306.551020408163,306.795918367347,306.551020408163,307.469387755102,306.734693877551,306.816326530612,306.326530612245,307.775510204082,306.081632653061
"33",333.448979591837,333.102040816327,333.020408163265,333,332.734693877551,333.285714285714,332.530612244898,333.632653061225,333.591836734694,333.163265306122,333.061224489796,333.326530612245,332.65306122449,332.938775510204,333.551020408163,334.163265306122,333.061224489796,333.102040816327,333.979591836735,332.816326530612,332.469387755102,332.877551020408,333.34693877551,333.673469387755,334.265306122449,334.142857142857,334.020408163265,332.857142857143,333.265306122449,332.408163265306,332.571428571429,332.918367346939,333.612244897959,332.836734693878,334.938775510204,332.877551020408,333.632653061225,333.020408163265,334.285714285714,335.040816326531,333.877551020408,333.755102040816,334.122448979592,333.081632653061,334.69387755102,333.897959183673,332.65306122449,332.591836734694,332.489795918367,332.612244897959
"34",190.428571428571,192.612244897959,195.163265306122,191.897959183673,191.530612244898,191.632653061224,191.265306122449,191.816326530612,189.938775510204,190.122448979592,196.408163265306,190.959183673469,196.571428571429,191.448979591837,195,190.69387755102,196.061224489796,190.755102040816,191.775510204082,197.285714285714,191.510204081633,190.510204081633,190.183673469388,195.591836734694,196.918367346939,196.897959183673,195.183673469388,193.061224489796,193.755102040816,193.428571428571,192.755102040816,196.755102040816,189.918367346939,193.020408163265,197.122448979592,196.65306122449,194.204081632653,197.34693877551,195.183673469388,196.795918367347,195.224489795918,195.69387755102,197.040816326531,194.204081632653,194.448979591837,191.265306122449,192.387755102041,196.510204081633,195.142857142857,196.918367346939
"35",164.714285714286,163.918367346939,162.775510204082,163.061224489796,164.244897959184,163.551020408163,163.244897959184,163.30612244898,164.061224489796,163.204081632653,162.081632653061,163.428571428571,162.367346938776,163.224489795918,162.938775510204,164.795918367347,160.959183673469,164.69387755102,164.387755102041,161.755102040816,162.69387755102,163.448979591837,163.836734693878,162.102040816327,160.755102040816,161.224489795918,162.183673469388,161.857142857143,161.591836734694,161.877551020408,161.877551020408,163.408163265306,162.918367346939,163.040816326531,159.612244897959,162.877551020408,161.755102040816,160.551020408163,161.938775510204,160.69387755102,162.34693877551,162.183673469388,160.510204081633,161.897959183673,160.959183673469,164.69387755102,163.408163265306,163.30612244898,162.265306122449,162.469387755102
"36",122.34693877551,122.612244897959,120.612244897959,120.510204081633,121.387755102041,122.551020408163,121.571428571429,121.612244897959,121.69387755102,121.387755102041,120.857142857143,122.510204081633,119.734693877551,122.163265306122,121.020408163265,122.102040816327,120.265306122449,120.387755102041,120.102040816327,120.408163265306,120.775510204082,121.795918367347,121.34693877551,122.34693877551,121.142857142857,121.367346938776,122.489795918367,121.224489795918,122.040816326531,122.081632653061,121.428571428571,122.510204081633,122.877551020408,121.857142857143,121.755102040816,121.612244897959,121.65306122449,120.755102040816,121.448979591837,121.69387755102,122,121.877551020408,121.775510204082,122.102040816327,120.65306122449,122.34693877551,122.34693877551,121.102040816327,122.857142857143,120.897959183673
"37",80.8163265306122,79.4489795918367,80.6326530612245,81.0204081632653,80.734693877551,80.0612244897959,80.9183673469388,80.7142857142857,80.1428571428571,80.5102040816327,79.6122448979592,79.8775510204082,80.1836734693878,81.1020408163265,80.734693877551,79.7142857142857,80.5918367346939,79.8979591836735,80.1020408163265,80.2448979591837,80.7142857142857,80.6938775510204,81.0408163265306,79.7959183673469,79,79.9591836734694,78.3673469387755,80.9387755102041,79.469387755102,79.3265306122449,80.5918367346939,78.8979591836735,80.4489795918367,79.3265306122449,79.0816326530612,78.7755102040816,80.6530612244898,78.7959183673469,80.9795918367347,79.9183673469388,79.6734693877551,80.1632653061225,80.3265306122449,79.8163265306122,81.0408163265306,80.8367346938775,80.6938775510204,79.6938775510204,79.5102040816327,77.4081632653061
"38",31,31.0204081632653,29.4897959183673,30.9795918367347,30.9591836734694,31.1020408163265,31.0612244897959,30.9387755102041,31.1428571428571,31.1836734693878,30.3673469387755,30.9795918367347,30.6734693877551,30.2857142857143,30.2857142857143,31.1224489795918,30.5510204081633,29.9387755102041,31.0612244897959,30.6530612244898,30.8367346938776,31.0612244897959,30.734693877551,31.1428571428571,30.734693877551,30.9387755102041,30.6938775510204,30.8571428571429,30.6938775510204,30.7755102040816,30.8367346938776,31.0612244897959,30.8367346938776,30.8163265306122,31.0816326530612,30.5918367346939,31.3469387755102,30.2040816326531,31.265306122449,30.8571428571429,31.0408163265306,31.0408163265306,31.1428571428571,31.0612244897959,31.1224489795918,31.1428571428571,30.734693877551,29.6938775510204,30.2040816326531,29.6530612244898
