"","stand.time","L1","L2","L3","L4","L5","L6","L7","L8","L9","L10","L11","L12","L13","L14","L15","L16","L17","L18","L19","L20","L21","L22","L23","L24","L25","L26","L27","L28","L29","L30","L31","L32","L33","L34","L35","L36","L37","L38","L39","L40","L41","L42","L43","L44","L45","L46","L47","L48","L49","L50"
"11",10,43.1720626,44.4736842,55.1620604,46.9189163,48.5110024,44.9640891,42.9291611,37.307965,47.2529933,47.2832907,58.8764315,39.532779,42.937399,47.5663252,58.7973132,43.6873432,43.1522714,40.7037315,39.433383,52.3209524,45.593684,48.1574948,42.00246,42.9720962,47.4987984,31.6844115,38.3576981,42.3128208,40.06661,38.8086555,39.494453,1.6503032,3.8808411,1.8217417,35.5102662,50.9255551,41.1398509,47.9062745,39.9291804,36.0303681,40.9845228,43.3913999,32.2968651,43.4106274,41.2037037,35.3178338,1.85717089999999,61.0270852,2.4823587,5.06665789999999
"12",12.5892541179417,43.1720626,44.4736842,55.1620604,46.9189163,48.5110024,4.329201,42.9291611,37.307965,47.2529933,47.2832907,58.8764315,39.532779,42.937399,47.5663252,58.7973132,43.6873432,43.1522714,40.7037315,4.8833456,52.3209524,45.593684,48.1574948,4.49668219999999,42.9720962,47.4987984,31.6844115,38.3576981,42.3128208,2.735221,2.7369745,1.89953980000001,1.6503032,3.8808411,1.8217417,35.5102662,4.5918636,41.1398509,47.9062745,39.9291804,36.0303681,40.9845228,43.3913999,32.2968651,43.4106274,41.2037037,35.3178338,1.85717089999999,2.7185355,2.2987571,5.06665789999999
"13",15.8489319246111,43.1720626,44.4736842,55.1620604,46.9189163,48.5110024,4.329201,42.9291611,37.307965,47.2529933,4.0121747,58.8764315,39.532779,42.937399,3.76225059999999,58.7973132,43.6873432,43.1522714,4.80176919999999,4.8833456,52.3209524,2.49657089999999,48.1574948,4.49668219999999,42.9720962,47.4987984,31.6844115,2.3275669,1.24082099999999,2.735221,2.7369745,1.89953980000001,1.6503032,3.8808411,1.8217417,35.5102662,4.5918636,41.1398509,47.9062745,39.9291804,36.0303681,40.9845228,43.3913999,32.2968651,43.4106274,41.2037037,35.3178338,1.85717089999999,2.7185355,2.2987571,5.06665789999999
"14",19.9526231496888,2.59708940000001,2.10526320000001,55.1620604,46.9189163,1.9179737,4.329201,4.0238562,2.70451820000001,3.91674120000001,4.0121747,58.8764315,4.7873117,42.937399,3.76225059999999,58.7973132,3.3266581,43.1522714,4.80176919999999,4.8833456,7.5438538,2.49657089999999,2.8772605,4.49668219999999,42.9720962,47.4987984,2.2155799,2.3275669,1.24082099999999,2.735221,2.7369745,1.89953980000001,1.6503032,3.8808411,1.8217417,35.5102662,4.5918636,41.1398509,47.9062745,39.9291804,36.0303681,40.9845228,43.3913999,32.2968651,3.3626092,4.2283951,35.3178338,1.85717089999999,2.7185355,2.2987571,5.06665789999999
"15",25.1188643150958,2.59708940000001,2.10526320000001,55.1620604,46.9189163,1.9179737,4.329201,4.0238562,2.70451820000001,3.91674120000001,4.0121747,58.8764315,4.7873117,3.0495091,3.76225059999999,4.05250389999999,3.3266581,9.1999548,4.80176919999999,4.8833456,7.5438538,2.49657089999999,2.8772605,4.49668219999999,42.9720962,4.8800665,2.2155799,2.3275669,1.24082099999999,2.735221,2.7369745,1.0128205,1.6503032,3.8808411,1.8217417,35.5102662,4.5918636,41.1398509,5.3478731,39.9291804,36.0303681,40.9845228,43.3913999,3.4259638,3.3626092,4.2283951,0.498806200000002,1.85717089999999,2.1136968,1.2462542,5.06665789999999
"16",31.6227766016838,2.59708940000001,2.10526320000001,55.1620604,4.21797429999999,1.9179737,4.329201,4.0238562,2.70451820000001,3.91674120000001,4.0121747,4.24932109999999,4.7873117,3.0495091,3.76225059999999,4.05250389999999,3.3266581,9.1999548,4.80176919999999,4.8833456,7.5438538,2.49657089999999,2.8772605,4.49668219999999,42.9720962,4.8800665,2.2155799,2.3275669,1.24082099999999,2.735221,2.7369745,1.0128205,0.869842499999995,3.8808411,0.748321799999996,35.5102662,4.5918636,41.1398509,5.3478731,3.42725199999999,1.5987752,1.917731,3.1526243,3.4259638,3.3626092,4.2283951,0.498806200000002,1.7135021,2.1136968,1.2462542,5.06159869999999
"17",39.8107170553497,2.59708940000001,2.10526320000001,6.4004089,4.21797429999999,1.6156558,4.329201,4.0238562,2.70451820000001,3.91674120000001,3.0973306,4.24932109999999,4.7873117,3.0495091,3.11054399999999,4.05250389999999,3.3266581,9.1999548,4.80176919999999,4.8833456,7.5438538,2.4462779,2.8772605,3.11652269999999,42.9720962,4.8800665,2.2155799,2.08253549999999,1.24082099999999,2.735221,2.3620149,1.0128205,0.869842499999995,3.461552,0.213216699999996,2.31085929999999,3.495785,2.3255066,5.3478731,3.42725199999999,1.5987752,1.917731,3.1526243,3.4259638,3.3626092,3.2098765,0.498806200000002,0.285714299999995,2.1136968,1.2462542,5.06159869999999
"18",50.1187233627273,2.4823143,1.6842106,6.4004089,4.21797429999999,1.6156558,4.1276895,2.9076616,2.4585153,2.7974061,3.0973306,4.24932109999999,3.6187885,3.0495091,3.11054399999999,4.05250389999999,2.8206657,9.1999548,4.80176919999999,4.8833456,7.5438538,1.7324078,2.4229187,3.11652269999999,42.9720962,4.8800665,2.2155799,2.08253549999999,1.19649469999999,2.735221,2.3620149,1.0128205,0.869842499999995,3.461552,0.213216699999996,2.31085929999999,3.0867078,2.3255066,5.1214686,3.42725199999999,1.5987752,1.917731,3.1526243,3.4259638,3.24136039999999,3.2098765,0.498806200000002,0.285714299999995,0.604029099999992,0.535750000000002,0.898398599999994
"19",63.0957344480193,2.4823143,1.6842106,6.4004089,3.73026,1.6156558,4.1276895,2.9076616,2.4585153,2.7974061,3.0973306,4.24932109999999,3.1168083,1.35114350000001,3.11054399999999,4.05250389999999,2.8206657,7.9214847,2.8588207,4.3172907,7.5438538,1.7324078,2.4229187,3.11652269999999,42.9720962,3.8635913,2.2155799,2.0823355,1.19649469999999,2.63999029999999,0.697886400000003,1.0128205,0.7748168,3.461552,0.213216699999996,2.31085929999999,3.0867078,2.3255066,5.1214686,3.42725199999999,1.5987752,1.1862711,2.6435268,3.2007792,2.6353364,3.2098765,0.498806200000002,0.285714299999995,0.604029099999992,0.535750000000002,0.898398599999994
"20",79.4328234724282,2.4823143,1.6842106,6.4004089,3.73026,1.6156558,2.5672178,2.9076616,1.9052359,2.7466966,2.0826165,2.12499749999999,3.1168083,1.35114350000001,2.6586362,4.05250389999999,2.8206657,7.9214847,2.8588207,4.3172907,7.5438538,1.0699738,2.4229187,3.11652269999999,42.9720962,3.8635913,2.2155799,1.79718919999999,0.576398099999997,2.44759059999999,0.697886400000003,1.0128205,0.7748168,3.461552,0.213216699999996,2.31085929999999,3.0867078,1.67034880000001,3.4517636,3.42725199999999,1.5987752,1.1862711,2.6435268,3.2007792,2.6353364,3.2098765,0.498806200000002,0.285714299999995,0.604029099999992,0.535750000000002,0.898398599999994
"21",100,1.5796311,1.4210527,5.447781,3.2438314,1.5650493,2.5672178,2.9076616,1.9052359,1.88215110000001,2.0826165,2.12499749999999,2.8392791,1.35114350000001,2.6586362,4.05250389999999,1.466257,7.9214847,2.8588207,4.3172907,4.7790911,1.0699738,1.0091846,3.11652269999999,1.0861844,3.8635913,1.8211625,1.79718919999999,0.576398099999997,2.44759059999999,0.697886400000003,0.949529299999996,0.7748168,3.461552,0.213216699999996,2.31085929999999,3.0867078,1.67034880000001,3.4517636,3.42725199999999,1.5987752,1.1862711,2.6435268,3.2007792,1.39342579999999,3.08641980000001,0.353997799999994,0.285714299999995,0.604029099999992,0.535750000000002,0.898393999999991
"22",125.892541179417,1.5796311,1.4210527,5.447781,3.2438314,1.5650493,1.9126858,1.4531439,1.9052359,1.88215110000001,2.0826165,2.12499749999999,2.8392791,0.694861899999999,2.6586362,4.05250389999999,1.466257,5.5689747,2.8588207,4.3172907,4.7790911,1.0699738,1.0091846,3.11652269999999,1.0861844,3.8635913,1.8211625,1.79718919999999,0.576398099999997,1.152555,0.590590300000005,0.949529299999996,0.291071799999998,3.461552,0.213216699999996,2.31085929999999,3.0867078,1.67034880000001,2.15002590000001,3.3766105,1.50122570000001,1.1862711,2.6435268,3.2007792,1.39342579999999,3.08641980000001,0.353997799999994,0,0.402820999999998,0.535750000000002,0.898393999999991
"23",158.489319246111,1.5796311,1.4210527,5.447781,1.9467664,1.5650493,1.9126858,1.4531439,1.9052359,1.88215110000001,2.0826165,2.12499749999999,2.8392791,0.694861899999999,2.2070289,4.05250389999999,1.466257,5.5689747,0.305915400000001,0.257307200000001,4.7790911,0.5097884,1.0091846,1.48115689999999,1.0861844,3.8635913,1.8211625,1.47119259999999,0.576398099999997,1.152555,0.590590300000005,0.760619699999998,0.291071799999998,3.461552,0.213216699999996,1.37793279999999,3.0867078,1.67034880000001,2.15002590000001,2.3635874,1.50122570000001,1.1862711,2.6435268,3.2007792,1.09057889999999,3.08641980000001,0.176973000000002,0,0.402820999999998,0.535750000000002,0.898393999999991
"24",199.526231496888,1.2407759,0.473684200000002,3.580809,1.94653259999999,1.1114195,1.9126858,1.1738764,1.4752605,1.88215110000001,2.0314939,2.12499749999999,0.668275699999998,0.694861899999999,2.2070289,3.9515173,1.466257,4.9500265,0.305915400000001,0.257307200000001,4.7790911,0.5097884,0.857669399999994,1.48115689999999,0.997692699999997,3.8635913,1.8211625,1.47119259999999,0.576398099999997,1.152555,0.590590300000005,0.759495300000002,0.291071799999998,3.461552,0.213216699999996,1.37793279999999,3.0867078,1.67034880000001,2.15002590000001,2.3635874,1.50122570000001,1.1862711,2.6435268,3.2007792,1.09057889999999,1.0493827,0.176973000000002,0,0.402820999999998,0.535750000000002,0.568126799999991
"25",251.188643150958,1.2407759,0.473684200000002,3.580809,1.94653259999999,1.1114195,1.9126858,1.1738764,1.4752605,1.32227660000001,1.9304871,2.12499749999999,0.668275699999998,0.694861899999999,2.2070289,3.9515173,1.466257,4.9500265,0.305915400000001,0.257307200000001,0.4096031,0.5097884,0.857669399999994,1.48115689999999,0.997692699999997,3.8635913,1.8211625,1.47119259999999,0.576398099999997,1.152555,0.590590300000005,0.505369300000003,0.291071799999998,1.4688302,0.213216699999996,1.37793279999999,2.2634728,1.67034880000001,2.093689,2.3635874,1.50122570000001,1.1862711,2.6435268,3.2007792,1.09057889999999,1.0493827,0.176973000000002,0,0.402820999999998,0.535750000000002,0.450964599999992
"26",316.227766016838,1.2407759,0.473684200000002,3.5805189,0.594887499999996,1.1114195,1.7116814,1.1735007,1.4752605,1.32227660000001,1.9304871,0.828633999999995,0.668275699999998,0.694861899999999,2.2070289,2.2294105,1.4099507,1.6509835,0.305915400000001,0.257307200000001,0.4096031,0.5097884,0.857669399999994,1.48115689999999,0.997692699999997,3.8635913,1.8211625,1.47119259999999,0.576398099999997,0.960707999999999,0.268471100000001,0,0.291071799999998,1.4688302,0.213216699999996,1.37793279999999,2.19535599999999,1.67034880000001,2.093689,2.3635874,1.50122570000001,1.1862711,2.584734,3.2007792,1.09057889999999,1.0493827,0.176973000000002,0,0.100806499999995,0.535750000000002,0.450964599999992
"27",398.107170553497,1.2407759,0.473684200000002,1.2570999,0.594887499999996,1.1114195,1.3077456,1.1735007,1.4752605,1.170355,1.9304871,0.828633999999995,0.668275699999998,0.694861899999999,2.2070289,2.2294105,1.4099507,1.6509835,0.305915400000001,0,0.4096031,0.5097884,0.857669399999994,1.48115689999999,0.997692699999997,3.8635913,1.8211625,1.47119259999999,0.310440599999995,0.289014499999996,0.268471100000001,0,0.289572400000004,1.4688302,0,1.37793279999999,0.275289699999992,1.67034880000001,2.00855910000001,2.3635874,1.5011801,1.1862711,2.584734,3.2007792,1.09057889999999,1.0493827,0.176973000000002,0,0.100806499999995,0.535750000000002,0.450964599999992
"28",501.187233627272,1.1286734,0.473684200000002,1.2570999,0.594887499999996,0.757679599999994,0,1.0622692,1.4752605,1.170355,1.5236709,0.828633999999995,0.668275699999998,0.694861899999999,1.5046185,2.2294105,1.2973381,1.6509835,0.305915400000001,0,0.4096031,0.102352500000003,0.857669399999994,1.48115689999999,0.426435700000005,3.8635913,1.8211625,0,0.221395899999999,0.287539899999989,0.268471100000001,0,0.289572400000004,1.4688302,0,1.37793279999999,0.275289699999992,1.572074,2.00855910000001,2.3635874,1.5011801,1.1862711,2.584734,3.2007792,0.726759099999996,1.0493827,0.112633299999998,0,0.100806499999995,0.535750000000002,0.450964599999992
"29",630.957344480194,1.07172980000001,0,1.2570999,0.540658100000002,0.757679599999994,0,0.726447399999997,1.4752605,1.119128,1.5236709,0.828633999999995,0.278644399999994,0.694861899999999,1.5046185,0.911478199999993,1.2973381,1.1550484,0,0,0.4096031,0.102352500000003,0.857669399999994,0.0503943999999978,0.426435700000005,3.8635913,1.426745,0,0.177540300000001,0.287539899999989,0,0,0.289572400000004,1.4688302,0,1.37793279999999,0.275289699999992,1.572074,2.00855910000001,2.3635874,1.5011801,1.1862711,2.584734,3.1330491,0.575243999999997,0.123456799999999,0.112633299999998,0,0.100806499999995,0,0
"30",794.328234724282,1.07172980000001,0,1.2570999,0.162688299999991,0.757576999999998,0,0.726447399999997,1.29083400000001,1.119128,1.5236709,0.828633999999995,0.278644399999994,0.385862100000001,1.5046185,0.911478199999993,1.1284191,1.1550484,0,0,0,0.102352500000003,0.857669399999994,0.0503943999999978,0.426435700000005,3.8431503,1.426745,0,0.177383399999997,0.287539899999989,0,0,0.289572400000004,1.4688302,0,1.37793279999999,0.275289699999992,1.572074,0.226692700000009,2.3635874,1.5011801,1.1862711,0.0782625000000037,3.1330491,0.30299359999999,0.123456799999999,0.112633299999998,0,0,0,0
"31",1000,0.45121600000001,0,1.2570999,0.162688299999991,0.454545900000003,0,0.671144300000004,0.860707299999997,1.119128,1.47296139999999,0.79255909999999,0.0553069999999933,0.385862100000001,1.5046185,0.709413799999992,0.9029391,0.412473899999999,0,0,0,0,0.857669399999994,0.0503943999999978,0.426435700000005,0.284635600000005,0,0,0,0.287539899999989,0,0,0.289572400000004,0.840336100000005,0,1.263081,0.275289699999992,1.49014980000001,0.226692700000009,2.3635874,1.5011801,0.0395101000000064,0,0,0.30299359999999,0.123456799999999,0.112633299999998,0,0,0,0
"32",1258.92541179417,0.45121600000001,0,0.457201100000004,0.162688299999991,0.454545900000003,0,0.670393599999997,0.860707299999997,1.119128,1.47296139999999,0.79255909999999,0.0553069999999933,0.385862100000001,1.5046185,0.709413799999992,0.790326500000005,0.412473899999999,0,0,0,0,0.605246000000004,0.0503943999999978,0.354021199999999,0.284635600000005,0,0,0,0,0,0,0.289572400000004,0.840336100000005,0,1.263081,0.275289699999992,0.0490301000000026,0.226692700000009,0.0675333999999972,0.643267300000006,0.0395101000000064,0,0,0,0.123456799999999,0.0482624999999959,0,0,0,0
"33",1584.89319246111,0.45121600000001,0,0.457201100000004,0.053995699999998,0.454545900000003,0,0.670393599999997,0.860707299999997,1.119128,1.47296139999999,0.79255909999999,0.0553069999999933,0,1.5046185,0.709413799999992,0.790326500000005,0,0,0,0,0,0.605246000000004,0.0503943999999978,0.354021199999999,0.284635600000005,0,0,0,0,0,0,0,0.735294099999995,0,1.263081,0.275289699999992,0.0490301000000026,0.226692700000009,0.0675333999999972,0.643267300000006,0.0395101000000064,0,0,0,0,0,0,0,0,0
"34",1995.26231496888,0.45121600000001,0,0.457201100000004,0.053995699999998,0.454545900000003,0,0.670393599999997,0.860707299999997,1.119128,1.47296139999999,0.504270999999989,0.0553069999999933,0,1.5046185,0.472790599999995,0.339366500000005,0,0,0,0,0,0.605246000000004,0.0503943999999978,0.354021199999999,0.284635600000005,0,0,0,0,0,0,0,0,0,0.961579599999995,0.275289699999992,0.0490301000000026,0,0.0675333999999972,0.214493400000004,0.0395101000000064,0,0,0,0,0,0,0,0,0
"35",2511.88643150958,0.45121600000001,0,0.380865600000002,0.053995699999998,0.454545900000003,0,0.670393599999997,0.4301267,1.119128,0.812803699999998,0.504270999999989,0,0,1.5046185,0.472790599999995,0.339366500000005,0,0,0,0,0,0.605246000000004,0.0503943999999978,0.354021199999999,0.284635600000005,0,0,0,0,0,0,0,0,0,0.487911899999993,0,0.0490301000000026,0,0.0675333999999972,0.214493400000004,0.0395101000000064,0,0,0,0,0,0,0,0,0
"36",3162.27766016838,0.45121600000001,0,0.380865600000002,0,0.454545900000003,0,0.670393599999997,0.4301267,0,0.660468599999997,0.504270999999989,0,0,1.5046185,0.472790599999995,0.339366500000005,0,0,0,0,0,0.605246000000004,0.0503943999999978,0.0885201999999974,0,0,0,0,0,0,0,0,0,0,0.487911899999993,0,0.0490301000000026,0,0.0675333999999972,0,0.0395101000000064,0,0,0,0,0,0,0,0,0
"37",3981.07170553497,0.45121600000001,0,0.152381099999999,0,0.454545900000003,0,0.670393599999997,0.4301267,0,0.660468599999997,0.504270999999989,0,0,1.5046185,0.472790599999995,0.339366500000005,0,0,0,0,0,0.605246000000004,0.0503943999999978,0.0241390000000008,0,0,0,0,0,0,0,0,0,0,0.487911899999993,0,0.0490301000000026,0,0,0,0.0395101000000064,0,0,0,0,0,0,0,0,0
"38",5011.87233627273,0.113377000000003,0,0,0,0.454342600000002,0,0.223963900000002,0.4301267,0,0,0.504270999999989,0,0,0.501908200000001,0.472790599999995,0.113631699999994,0,0,0,0,0,0.605246000000004,0,0.0241390000000008,0,0,0,0,0,0,0,0,0,0,0.487911899999993,0,0.0490301000000026,0,0,0,0.0395101000000064,0,0,0,0,0,0,0,0,0
"39",6309.57344480194,0,0,0,0,0,0,0,0,0,0,0.504270999999989,0,0,0,0.472790599999995,0,0,0,0,0,0,0,0,0.0241390000000008,0,0,0,0,0,0,0,0,0,0,0.487911899999993,0,0.0490301000000026,0,0,0,0.0395101000000064,0,0,0,0,0,0,0,0,0
"40",7943.28234724282,0,0,0,0,0,0,0,0,0,0,0.504270999999989,0,0,0,0.472790599999995,0,0,0,0,0,0,0,0,2.60000000418259e-06,0,0,0,0,0,0,0,0,0,0,0.487911899999993,0,0.0490301000000026,0,0,0,0.0395101000000064,0,0,0,0,0,0,0,0,0
"41",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.487911899999993,0,0.0490301000000026,0,0,0,0,0,0,0,0,0,0,0,0,0
"42",12589.2541179417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243889999999991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"43",15848.9319246111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44",19952.6231496888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"45",25118.8643150958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46",31622.7766016838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"47",39810.7170553498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48",50118.7233627273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49",63095.7344480194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50",79432.8234724282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51",1e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"52",125892.541179417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53",158489.319246111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54",199526.231496888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55",251188.643150958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
