"no_of_test","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51"
"241",7162.83162760001,8453.98453899999,17616.1361596,10433.3043319999,7299.14299070006,6083.41083350002,6758.50758439999,6570.00569940009,7600.04599969994,6251.80251739991,14433.0043285998,7976.12976049993,12145.4514532999,7221.94221869992,13465.6046547,6257.32257259993,11761.5376142001,6340.90340839996,5018.55018499991,9452.84452749999,6268.25268190005,7866.99866919997,6255.59255530004,91665.2566433999,20663.20663,11500.0649995,7191.89191820012,6377.61377549991,5423.62423569992,4918.82918779998,4423.53423490006,2861.70861680006,2550.13550110012,2852.29852270001,33330.5133018,4429.26429220004,25543.7354348,12912.7791265,24797.6579741001,20465.5846538,18324.0332385,16431.9543179,17163.3816321,9339.71339619991,9211.00210909995,10467.1646705999,2330.88330860007,3502.40502370002,1557.03557019995,2944.53944509995
"242",7198.00197930001,8486.65486569999,17707.7070753,10489.9048979999,7335.00334930006,6109.27109210002,6788.967889,6604.2560419001,7632.32632249994,6300.51300449991,14474.5047435998,8012.21012129993,12189.8518972999,7249.43249359992,13510.7151058,6301.89301829993,11829.0482893001,6358.50358439996,5044.04043989991,9517.01516919999,6291.54291480005,7896.99896919997,6275.70275640005,92860.2185928999,20755.9375573,11760.0875997,7213.32213250012,6404.66404599991,5449.80449749992,4938.24938199998,4440.37440330006,2871.76871740006,2559.55559530012,2870.32870300001,33460.4546012,4448.90448860004,25709.8970964,12966.2996617,25239.7223947001,20538.7453854,18359.4535927,16627.3262716,17431.2943112,9387.0438694999,9248.97248879995,10525.3052519999,2336.63336610007,3517.33517300002,1561.88561869995,2960.06960039995
"243",7220.12220050001,8509.51509429998,17806.5480637,10540.7154060999,7373.73373660006,6128.27128210002,6809.52809459999,6637.4263736001,7677.17677099993,6343.59343529991,14530.7553060998,8045.56045479993,12214.3021417999,7270.74270669992,13560.0255989001,6328.89328829993,11870.0486993001,6373.02372959996,5080.18080129991,9536.66536569999,6307.01306950005,7921.65921579997,6292.97292910005,94269.2626831999,21124.9912478,11782.0378192,7246.94246870012,6440.87440809991,5470.52470469992,4964.74964699998,4458.54458500006,2882.85882830006,2573.31573290012,2880.87880850001,34020.9502061,4469.91469870004,26073.2907303,13015.0501492,25293.0329278001,20976.8497664,18585.5158533,16661.6466148,17464.7446457,9422.0142191999,9272.79272699995,10560.9756086999,2349.16349140008,3536.65536620002,1566.59566579995,2969.58969559995
"244",7256.00255930001,8570.59570509998,17875.17875,10594.6159450999,7401.56401490006,6145.31145250002,6847.268472,6659.9465988001,7701.48701409993,6377.74377679991,14560.8656071998,8079.12079039993,12281.6528152999,7291.04290969992,13625.4062527001,6355.53355469993,11910.1591004001,6404.34404279997,5106.87106819991,9637.47637379999,6325.51325450005,7942.17942099997,6318.48318420004,94492.3649141999,21156.0915588,12000.3800026,7276.94276870012,6466.68466619991,5487.80487749993,4985.09985049998,4483.30483260006,2901.48901460006,2582.92582900012,2889.02889000001,34133.5213318,4496.36496320004,26118.26118,13090.3909026,25332.9033265001,21015.9701576,18678.6767849,16844.4984433,17508.875087,9464.6746457999,9326.61326519995,10615.9161580999,2364.15364130008,3547.48547450002,1576.18576169995,2978.78978759995
"245",7281.5228145,8596.56596479998,17946.479463,10645.1764506999,7429.44429370006,6172.38172320001,6878.8787881,6684.4668440001,7729.28729209993,6428.98428919992,14644.8164466998,8104.52104439993,12360.1836005999,7312.13312059992,13673.4067327001,6383.61383549993,11965.8396572001,6427.87427809997,5147.00146949991,9705.08704989999,6340.41340350005,7966.93966859997,6362.14362080005,95004.8200386999,21199.8619965,12264.9826486,7310.45310380012,6492.89492829991,5511.47511419993,5016.55016499998,4498.12498080006,2911.07911050006,2591.65591630012,2900.46900440001,34254.7525441,4518.86518820003,26194.8219456,13117.4911736,25777.5877733001,21333.7033349,18720.0171983,17057.8905772,17742.4474227,9511.8551175999,9350.89350799995,10652.2265211999,2372.75372730008,3557.76557730002,1582.71582699995,2996.23996209995
"246",7298.4829841,8629.78629699998,18018.8201864,10684.7868467999,7451.88451810006,6199.29199230001,6908.5490848,6707.9970793001,7745.64745569993,6454.10454039992,14705.4770532998,8161.15161069993,12414.5541442999,7360.09360019992,13702.8570272001,6403.92403859993,11991.7999168001,6470.81470749997,5183.03182979991,9743.98743889999,6379.24379180005,8017.27017189997,6379.97379910005,96270.9526998999,21568.3856817,12376.4537633,7344.21344140012,6512.78512719991,5541.59541539993,5037.05036999998,4514.84514800006,2922.76922740006,2599.47599450012,2913.18913160001,34796.3979605,4539.61539570003,26561.5856132,13202.9120278,25837.3083705001,21796.2279601,18974.4597427,17229.0922892,17974.3397416,9563.4956339999,9404.07403979995,10730.9573084999,2382.07382050008,3567.03567000002,1588.28588269995,3011.00010969995
"247",7328.373283,8663.02662939998,18106.0710589,10724.1972408999,7471.46471390007,6213.07213010001,6943.96943899999,6724.0672400001,7764.98764909993,6478.93478869991,14786.7978664998,8195.58195499993,12461.8546172999,7381.56381489992,13778.7977866001,6421.77421709993,12064.4906437001,6519.17519109997,5195.19195139991,9772.49772399999,6411.74411680005,8070.18070099997,6408.22408160005,97583.8358285999,21959.3995918,12488.3948827,7388.46388390012,6538.18538119991,5577.44577389993,5056.88056829998,4543.15543110006,2936.74936720006,2616.43616410012,2922.87922850001,34842.0584171,4552.26552220003,26786.8978663,13240.4724034,26304.0130375001,21835.21835,19142.8614267,17262.8826271,18060.1705999,9587.3858728999,9430.82430729995,11012.2801216999,2389.77389750008,3587.82587790002,1594.33594319995,3022.03021999995
"248",7375.91375840001,8687.22687139998,18207.0320685,10753.3975328999,7524.40524330007,6253.87253810001,6965.32965259999,6747.0374697001,7821.33821259993,6515.46515399991,14847.5684741998,8227.14227059993,12563.4356330999,7422.70422629992,13849.3684923001,6461.41461349993,12143.5814346001,6551.05550989997,5215.65215599991,9858.57858479999,6434.57434510006,8092.76092679997,6430.82430760005,98652.6865169999,22214.0421382,12526.9452682,7444.01443940012,6558.07558009991,5600.45600399993,5093.52093469998,4560.15560110006,2946.66946640006,2625.57625550012,2932.28932260001,35214.752144,4563.50563460004,26913.3891312,13328.5932846,26565.8356557001,22117.8111759,19300.5530036,17355.3235515,18204.2720409,9630.7663066999,9483.83483739995,11072.4507233999,2394.99394970008,3600.17600140002,1598.23598219995,3030.24030209995
"249",7402.66402590001,8724.70724619998,18277.3227714,10806.6280651999,7565.65565580007,6281.35281290001,6992.05991989999,6794.3179425001,7867.58867509993,6536.30536239991,14918.9491879998,8246.04245959993,12628.3462821999,7451.02450949992,13900.8190068001,6484.22484159993,12192.7719265001,6577.02576959997,5253.89253839991,9911.12911029999,6452.82452760006,8122.99122909997,6452.62452560005,99822.3782137999,22247.1624694,12548.6554853,7502.41502340012,6583.86583799991,5622.17622119993,5108.52108469998,4589.50589460006,2957.66957640006,2635.73635710011,2940.52940500001,35611.1461079,4584.60584560003,27289.3828911,13414.334142,27039.3803911001,22573.9157369,19338.6433845,17515.9651579,18240.6524047,9658.6565855999,9522.82522729994,11094.1209400999,2400.70400680007,3615.67615640002,1606.31606299995,3041.71041679995
"250",7438.71438640001,8775.41775329998,18388.6138843,10878.7387862999,7593.72593650007,6309.26309200001,7016.6801661,6829.2182915001,7896.66896589993,6550.76550699991,14973.8397368998,8280.52280439993,12676.7367660999,7478.04477969993,13983.8998376001,6497.78497719993,12218.9321881001,6621.88621819997,5272.94272889991,9969.55969459999,6475.10475040006,8169.94169859997,6481.83481770005,100637.7163671,22508.6850846,12657.2565713,7530.77530700012,6616.47616409991,5663.65663599993,5122.15122099998,4606.22606180006,2968.08968060006,2644.32644300011,2951.42951400001,36175.861755,4601.53601490003,27522.7952252,13482.234821,27159.1615889001,22874.2987407,19405.1740498,17680.9468077,18393.8239364,9702.8970279999,9598.79598699994,11124.3512423999,2410.36410340007,3624.69624660002,1611.18611169995,3052.93052899995
"251",7463.63463560001,8820.15820069998,18525.7452556,10918.2491813999,7622.23622160007,6329.73329670001,7062.5406247,6852.8485278001,7921.06920989993,6576.45576389991,15024.6302447998,8316.40316319993,12711.8971176999,7527.12527049992,14033.3403320001,6529.89529829993,12296.3329621001,6642.72642659997,5291.83291779992,10064.9206482,6503.41503350005,8205.08204999997,6502.63502570005,100951.0095,22577.5457732,12685.1968507,7548.57548500012,6650.69650629991,5705.18705129993,5158.82158769998,4621.94621900006,2976.55976530007,2657.27657250012,2968.9896896,36505.2950493,4616.87616830003,27582.9958272,13508.1750804,27277.6427737001,22920.2292,19449.494493,17715.3371516,18480.5948041,9747.0174691999,9656.28656189994,11179.3817926999,2418.52418500007,3643.28643250002,1615.02615009995,3065.23065199995
"252",7495.71495640001,8845.52845439998,18613.6561347,10958.4595834999,7650.69650620007,6377.15377090001,7079.8907982,6886.2388617001,7945.56945489993,6591.55591489991,15073.8207366998,8341.04340959993,12798.6479851999,7554.69554619992,14091.1709103001,6553.46553399993,12316.9231680001,6658.34658279997,5305.50305449992,10098.2209812,6537.94537880006,8230.98230899997,6548.63548570005,102466.6846566,22616.126159,12727.4372731,7604.42604350012,6694.73694669991,5721.17721119993,5194.79194739998,4646.25646210006,2994.86994840007,2664.90664880011,2978.1797815,37109.0410867,4630.99630950003,27766.4176614,13638.6563852,27511.5251125001,22987.0998687,19613.1261293,17779.0577888,18556.4555627,9807.5880748999,9735.66735569994,11226.8022668999,2428.64428620007,3657.48657450002,1618.51618499995,3077.93077899995
"253",7520.90520830001,8879.95879869999,18706.4270624,11003.7400362999,7676.94676870007,6420.34420280001,7105.571055,6907.35907290011,7986.69986619993,6633.34633279991,15190.9519079998,8396.03395949993,12878.0687793999,7584.07583999992,14166.3216618001,6573.03572969993,12381.7938167001,6706.87706809997,5322.25322199992,10116.8511675,6572.16572100006,8275.96275879997,6590.83590770005,104294.7229368,22709.1970897,12786.9178679,7621.23621160012,6719.53719469991,5738.50738449993,5214.77214719998,4675.57675530006,3003.90003870007,2673.16673140011,2995.9499592,37171.2017083,4643.60643560004,27867.9186764,13686.5768644,27556.4655619001,23081.7708154,19655.4365524,17829.3882921,18619.9061972,9881.2388113999,9759.89759799994,11274.3927427999,2438.34438320007,3671.98671950002,1624.71624699995,3088.56088529995
"254",7546.29546220001,8923.60923519999,18787.0678688,11051.2605114999,7706.08706010007,6465.76465700001,7142.1014203,6932.33932270011,8041.09041009993,6670.57670509991,15254.5625440998,8448.78448699993,12928.0292789999,7628.99628919992,14223.2022306001,6594.31594249993,12429.5342941001,6729.54729479997,5348.39348339991,10147.6714757,6586.13586070005,8307.03306949997,6620.61620550005,104572.9357189,22750.2475002,12812.4781235,7641.12641050012,6764.54764479991,5779.10779049993,5230.92230869998,4687.68687640006,3019.73019700007,2689.30689280011,3005.2900526,37547.8654749,4663.19663150004,28090.4109013,13828.6082847,27655.0865481001,23123.5512332,19726.9372674,17870.7887061,18661.2366105,9903.8590375999,9799.14799049994,11303.0030288999,2453.67453650007,3685.84685810002,1629.95629939995,3106.16106129995
"255",7584.83584760001,8969.45969369999,18868.9286874,11112.0311191999,7754.81754740007,6484.94484880001,7166.95166880001,6970.82970760011,8082.52082439994,6693.16693099991,15362.0736191998,8465.52465439993,12973.1397300999,7651.02650949992,14348.2134807001,6611.87611809993,12465.6246550001,6753.02752959997,5370.29370239991,10176.0417594,6608.12608060005,8352.18352099997,6664.57664510005,105078.7207767,23006.3800615,13044.7804465,7662.90662830012,6804.78804719991,5793.80793749993,5254.70254649998,4705.98705940006,3029.17029140007,2696.70696680011,3017.5401751,37681.4168104,4681.29681250004,28238.5423826,13902.5190238,27891.9789170001,23192.2119198,19775.4677527,17927.3292715,18712.0771189,9929.3092920999,9829.28829189994,11360.0335991999,2458.86458840007,3700.27700240002,1639.44639429995,3117.85117819995
"256",7618.42618350001,9021.77021679999,19019.8101962,11144.4114429999,7775.43775360007,6499.73499670001,7188.971889,7007.04006970011,8103.22103139993,6751.03750969991,15459.3745921998,8501.63501549993,13007.5400740999,7687.37687299992,14382.3838224001,6647.70647639993,12497.2649714001,6780.60780539997,5389.21389159991,10207.3620726,6657.26657200006,8375.98375899997,6677.47677410005,105164.5316348,23094.130939,13068.7406861,7696.46696390012,6821.73821669991,5812.78812729993,5272.46272409998,4735.96735920006,3038.66038630007,2704.45704430011,3035.2903526,37821.1282075,4702.91702870004,28310.4631018,13946.9294679,28038.7703849001,23238.8023857,20014.2601406,17966.7496657,18859.0085882,10008.1100800999,9859.14859049994,11523.5852346999,2468.96468940007,3713.96713930002,1645.56645549995,3128.89128859995
"257",7657.99657920001,9046.67046579999,19167.0516686,11208.8220870999,7821.96821890007,6533.7953373,7222.9822291,7031.23031160012,8140.78140699993,6770.36770299991,15510.6951053998,8529.33529249993,13062.3806224999,7734.51734439992,14495.6249548001,6680.20680139993,12546.7754665001,6794.41794349997,5405.44405389991,10263.902638,6675.22675160005,8422.40422319997,6701.92701860005,106274.1227306,23143.1014287,13088.2808815,7724.27724200012,6846.26846199991,5829.19829139992,5292.45292399998,4749.39749350006,3055.40055370007,2715.58715560011,3053.0805305,37896.1889581,4728.18728140004,28389.6138933,13977.3197718,28099.4909921001,23285.7928556,20084.6708447,18171.2417106,19086.3808619,10052.1005199999,9937.77937679994,11573.1957307999,2477.19477170007,3728.17728140002,1651.65651639995,3136.55136519994
"258",7706.24706170001,9076.17076079999,19264.4426425,11250.0924997999,7858.70858630007,6562.6956263,7242.0924202,7064.98064910012,8179.30179219993,6788.54788479991,15566.8856672998,8549.68549599993,13146.1014596999,7756.52756449992,14579.7457960001,6727.28727219993,12657.0965697001,6816.94816879996,5417.11417059991,10304.8930479,6709.91709850005,8457.96457879997,6722.27722210005,107082.2308116,23573.5057327,13132.7513262,7745.06744990012,6869.42869359991,5851.08851029993,5307.28307229997,4763.52763480006,3068.80068770007,2726.71726690011,3065.830658,37959.7195934,4765.37765330004,28747.1574687,14049.9904985,28150.8215054001,23767.4076717,20175.2117501,18258.8525867,19167.2216703,10092.7509264999,9958.55958459994,11615.3261520999,2487.59487570007,3737.15737120003,1658.25658239995,3147.80147769994
"259",7727.71727640001,9129.91129819999,19323.6832349,11294.2829416999,7900.75900680007,6584.5958453,7268.0926802,7103.14103070012,8203.40203319993,6821.45821389991,15669.4066924998,8605.47605389993,13190.6919055999,7771.51771439992,14700.1570001001,6757.39757329993,12778.2077808001,6846.01845949996,5442.49442439991,10348.6634856,6724.74724680005,8496.00495919997,6755.39755330005,107415.0941402,23619.7961956,13188.231881,7788.53788460012,6914.03913969991,5878.13878079992,5338.86338809998,4779.73779690006,3076.85076820007,2742.69742670012,3074.1707414,38579.4357905,4803.93803890004,28910.5591027,14186.5918645,28627.7662748001,23836.5283629,20218.7721857,18295.9429576,19212.3521216,10169.7816967999,10008.0200791999,11643.3164319999,2495.63495610007,3758.11758080003,1668.62668609995,3155.94155909994
"260",7744.9474487,9174.81174719998,19397.7839759,11357.6535753999,7922.65922580007,6603.666036,7297.4029733,7119.78119710012,8236.15236069993,6846.4684639999,15738.5373837998,8649.10649019993,13307.9430780999,7819.34819269992,14738.9673882001,6786.06785999993,12894.5889446001,6876.20876139996,5462.68462629991,10433.4843338,6750.95750890005,8518.28518199998,6777.29777230005,107647.4064633,23700.2670003,13219.9521982,7819.41819340012,6932.87932809991,5912.61912559992,5355.21355159998,4807.51807470006,3089.10089070007,2752.77752750012,3083.6808365,38709.9070952,4841.50841460004,29022.3802209,14273.3227318,28765.8076552001,23931.5093127,20251.7625156,18358.3635818,19273.3827319,10201.7720166999,10043.4404333999,11681.4968137999,2512.46512440007,3770.12770090003,1672.05672039995,3174.25174219994
"261",7782.5578248,9203.12203029999,19485.0648487,11414.8241470999,7970.46970390007,6631.3463128,7335.9133584,7149.91149840012,8252.31252229993,6864.2886421999,15833.4783331998,8690.50690419993,13387.8238768999,7854.02853949992,14809.2680912001,6813.42813359993,12958.6895856001,6905.90905839997,5483.15483099991,10466.8846678,6778.44778380005,8555.56555479997,6800.73800670005,109243.2024211,23785.6178538,13236.432363,7845.91845840013,6954.43954369991,5934.29934239993,5374.91374859997,4822.94822900006,3105.22105190007,2768.35768330012,3095.2109518,39001.6000121,4858.14858100004,29104.3310404,14324.3132417,28863.6586337001,23973.1797294,20305.6930549,18386.683865,19356.4435625,10251.0725096999,10085.7308562999,11824.7682464999,2520.53520510007,3780.37780340003,1678.70678689995,3182.87182839994
"262",7821.1882111,9275.67275579999,19583.7658357,11448.5044838999,8007.81007730007,6644.1464408,7376.573765,7182.42182350012,8290.68290599993,6895.1889511999,15979.5297936998,8734.96734879993,13473.1947305999,7877.27877199992,14871.0687092001,6840.91840849993,13018.5501842001,6926.18926119997,5518.34518289991,10515.0251492,6818.37818310005,8594.66594579998,6826.79826730005,110801.7980069,23836.0583582,13352.8435271,7867.80867730013,6978.91978849991,5958.67958619993,5394.64394589997,4839.29839250006,3126.93126900007,2778.83778810012,3116.1511612,39115.4111502,4873.70873660004,29225.9622567,14389.3538921,28978.1097782001,24010.5501031,20434.5743437,18443.8544367,19394.893947,10293.5829347999,10141.0114090999,11868.8886876999,2530.57530550007,3788.96788930003,1683.94683929995,3193.77193739994
"263",7844.1884411,9309.79309699999,19681.9368174,11512.2851216999,8031.18031100007,6662.59662530001,7418.8241875,7219.45219380013,8332.88332799993,6927.4692739999,16032.7503258998,8761.93761849993,13560.4556031999,7905.69905619992,15020.4702032001,6860.48860419992,13062.7106258001,6954.52954459997,5551.91551859991,10595.0659496,6860.12860060005,8633.80633719997,6876.79876730005,111068.5206741,23864.7286449,13393.9139378,7882.19882120013,7018.42018349991,5973.05972999993,5407.20407149997,4857.58857540006,3138.61138580007,2787.19787170012,3123.4512342,39187.6018721,4893.81893770004,29300.1829989,14459.2145907,29027.3702708001,24065.2306499,20500.8350063,18623.1362295,19512.0551186,10337.9933788999,10179.0417893999,11894.2389411999,2542.99542970007,3802.07802040003,1689.89689879995,3202.55202519994
"264",7877.3487727,9335.68335589999,19769.5776938,11574.6357451999,8052.60052520007,6687.8768781,7436.9943692,7254.01253940013,8366.02365939993,6946.5794650999,16085.7008553998,8796.62796539994,13597.5959745999,7950.29950219991,15073.3307318001,6899.40899339992,13115.0611493001,6980.99980929997,5566.41566359991,10633.6163351,6874.87874810005,8692.37692289997,6900.51900450005,111317.8031669,24032.7003246,13488.3248819,7912.52912450013,7049.46049389991,5990.78990729993,5417.85417799997,4875.77875730006,3151.38151350007,2802.71802690012,3135.8713584,39256.3525596,4908.19908150004,29405.194049,14498.7949865,29125.4712518001,24195.1619492,20674.8267462,18679.1267894,19574.395742,10395.1939508999,10195.9119580999,11957.2495712999,2553.92553900008,3843.21843180003,1695.21695199995,3240.11240079994
"265",7904.3990432,9377.69377599999,19856.5685637,11631.2563113999,8096.35096270007,6707.3070724,7469.7046963,7308.80308730013,8417.24417159993,6973.0697299999,16216.6421647998,8820.39820309994,13687.1468700999,8007.05006969991,15146.3614621001,6928.41928349992,13184.6518452001,7007.50007429997,5585.58585529991,10692.306922,6912.67912610005,8716.21716129997,6931.39931330005,111585.1458403,24103.0210278,13511.7851165,7964.94964870013,7076.09076019991,6012.17012109993,5437.79437739997,4908.75908710006,3159.90159870007,2823.11823090012,3154.2615423,39330.493301,4917.80917760004,29630.1562986,14523.9052376,29313.6331334001,24262.5826234,20712.7871258,18715.2371505,19659.396592,10441.3444123999,10233.5723346999,12197.4419731999,2564.13564110008,3853.47853440003,1701.85701839995,3247.74247709994
"266",7961.6496157,9407.98407889999,20100.9410074,11727.5372741999,8132.75132670007,6723.96723900001,7508.9150884,7342.61342540013,8439.44439359992,6986.6398656999,16322.3632219998,8886.58886499993,13770.8977075999,8052.88052799992,15266.8226667001,6941.23941169992,13214.8121468001,7028.55028479997,5624.24624189991,10737.7573765,6943.60943540005,8743.15743069997,6960.79960730005,112742.3174119,24264.742645,13539.2653913,7982.39982320013,7090.24090169991,6035.05034989993,5473.90473849997,4933.97933930006,3167.22167190007,2830.50830480012,3165.631656,39464.1146372,4934.85934810004,29817.998177,14571.1157097,29412.4941220001,24576.8257658,20761.407612,18830.6683048,19814.9081471,10468.3946828999,10266.8926678999,12286.5928646999,2575.86575840008,3875.81875780002,1706.15706139995,3259.41259379994
"267",7979.579795,9444.68444589998,20185.1718497,11759.9375981999,8198.02197940007,6770.667706,7542.5954252,7376.32376250013,8489.98489899993,7034.57034499989,16415.9341576998,8916.05915969993,13841.1784103999,8097.26097179992,15359.8435969001,6984.54984479992,13371.4237129001,7073.39073319996,5647.56647509991,10769.1976909,6981.18981120005,8794.69794609997,6986.41986350005,112994.7599363,24532.7553251,13654.3165418,8043.75043670013,7110.40110329991,6046.67046609993,5511.96511909997,4951.71951670006,3180.71180680007,2843.05843030012,3177.9717794,39724.9272453,4988.77988730004,30053.7005340001,14691.246911,29514.8151452001,24626.3562611,20817.3281712,19022.5202233,19904.8790468,10508.4150830999,10342.4434233999,12485.5848545999,2582.36582340008,3894.25894220003,1713.17713159994,3266.63266599994
"268",8017.2701719,9481.00480909998,20293.2729307,11815.9881586999,8224.69224610007,6808.7580869,7574.8257475,7401.62401550013,8506.29506209993,7060.84060769989,16523.4352326998,8948.33948249994,13935.3393519999,8127.34127259992,15446.7944664001,7026.80026729992,13425.9242579001,7093.43093359996,5669.71669659991,10793.5879348,7015.51015440005,8837.72837639997,7004.34004270005,114684.6268348,24577.4057716,13690.9169078,8121.37121290013,7136.10136029991,6089.12089059993,5563.54563489997,4983.89983850006,3191.82191790007,2854.81854790012,3189.1418911,39852.5785218,5021.63021580004,30235.8123551001,14786.4278628,29764.5076421001,24682.0368179,20987.1798697,19075.290751,20055.7705557,10526.8552674999,10366.3836627999,12573.9857385999,2594.56594540008,3911.10911070003,1719.54719529995,3277.97277939994
"269",8059.1905911,9544.58544489998,20456.0245582,11868.3086818999,8260.98260900007,6841.1484108,7608.0960802,7418.72418650013,8562.88562799993,7091.64091569989,16600.1860001998,9061.97061879993,13973.1397299999,8167.37167289992,15521.2252107001,7046.42046349992,13476.4247629001,7132.31132239997,5690.69690639991,10823.608235,7038.35038280005,8878.36878279997,7029.27029200005,115100.5709942,24609.1260888,13722.7872265,8145.06144980013,7181.75181679991,6153.55153489993,5580.79580739997,5006.39006340007,3210.87210840007,2883.91883890012,3208.4520842,40179.2517885,5036.73036680004,30420.0041970001,14931.9193177,29873.2887299001,24858.5285828,21053.9805377,19135.4813529,20088.9208872,10607.2360712999,10403.7340362999,12656.0165588999,2609.76609740008,3929.32929290002,1727.28727269995,3289.31289279994
"270",8102.4110233,9582.44582349998,20555.6355543,11914.2691414999,8303.95303870007,6869.26869200001,7663.07663,7457.67457600013,8592.40592319993,7136.22136149989,16646.2464607998,9096.00095909993,14011.7901164999,8208.55208469992,15567.2656711001,7073.05072979992,13526.1052597001,7160.14160069997,5708.99708939991,10857.6485754,7056.87056800005,8918.67918589997,7067.36067290005,116362.7736161,24660.9066066,13754.7775464,8171.36171280013,7213.85213779991,6196.83196769992,5600.41600359997,5029.56029510007,3222.16222130007,2894.14894120011,3242.732427,40589.2758887,5064.13064080004,30555.7655546001,15005.6900554,30021.2302093001,24897.8089756,21121.1912098,19208.1520796,20161.2816108,10688.4068829999,10484.7848467999,12686.9668683999,2619.80619780008,3944.19944160002,1734.31734299995,3300.93300899994
"271",8140.5514047,9626.36626269998,20664.006638,11968.4796835999,8343.99343910007,6900.10900040001,7700.5170044,7495.97495900013,8634.33634249993,7177.86177789989,16755.9075573998,9130.56130469994,14099.8809973999,8229.15229069991,15611.7361158001,7111.03110959992,13629.2862915001,7180.22180149996,5729.38729329991,10889.7588965,7097.98097910005,8975.57975489997,7131.22131150005,118041.7704059,24732.9873274,13789.9278979,8201.22201140013,7248.18248109991,6215.44215379992,5623.15623099997,5039.70039650007,3233.73233700007,2911.44911420011,3254.9125488,40921.3792097,5080.80080750004,30697.2669696001,15034.250341,30066.6306633001,24966.6596641,21201.1320092,19267.1626697,20239.6723947,10713.1371302999,10516.5651645999,12711.4771134999,2630.68630660008,3957.86957830002,1741.55741539995,3318.97318939994
"272",8172.681726,9670.39670299998,20747.7674756,12026.8502672999,8367.77367690007,6944.26944200001,7719.5171944,7529.59529520013,8681.99681909993,7231.77231699989,16861.4586128998,9169.57169479994,14172.5017235999,8258.44258359991,15668.7366858001,7145.94145869992,13683.5668343001,7201.89201819996,5773.19773139991,10923.5292342,7144.17144100005,9007.43007339997,7157.87157800005,118484.8048362,24810.0380979,13832.6683253,8229.34229260013,7285.15285079991,6236.83236769992,5645.70645649997,5090.35090300007,3246.07246040007,2923.75923730011,3267.7826775,41199.6419923,5097.88097830004,30838.6383833001,15110.3011015,30218.3821808001,25026.7102646,21272.9727276,19333.0433285,20305.9830578,10806.4480633999,10553.3155320999,12767.9076777999,2640.78640760008,3967.07967040002,1748.03748019995,3332.81332779994
"273",8203.46203380001,9715.47715379998,20885.7888558,12077.2807715999,8423.92423840007,6965.47965410001,7742.3574228,7578.44578370013,8732.13732049993,7250.71250639989,16918.0391786998,9204.57204479994,14241.2124106999,8309.85309769991,15776.6877653001,7189.72189649992,13730.0072987001,7247.03246959996,5792.49792439991,10986.5198641,7186.55186480005,9051.73051639997,7205.01204940005,118890.0988891,24879.2987905,13875.4587532,8261.15261070013,7317.74317669991,6261.74261679992,5665.79665739997,5108.74108690007,3259.62259590007,2935.19935170011,3279.232792,41341.8234141,5115.03114980004,30942.2894198001,15159.3815923,30453.5645326001,25095.1909494,21370.1436993,19390.5639037,20386.5738637,10851.5585144999,10600.0659995999,12951.9395180999,2656.90656880008,3982.12982090002,1758.07758059995,3344.47344439994
"274",8255.13255050001,9759.26759169998,20975.309751,12134.9613483999,8452.54452460007,6986.20986140001,7781.2478117,7615.90615830013,8776.28776199993,7300.66300589989,17005.6700549998,9264.94264849994,14278.0127786999,8340.01339929991,15866.3586620001,7231.34231269992,13776.7777664001,7267.95267879996,5828.01827959991,11020.7802067,7215.28215210004,9092.79092699997,7229.99229920005,119385.7338454,24951.8595161,13908.13908,8289.05288970013,7350.09350019991,6299.18299119992,5685.69685639997,5125.36125310007,3293.60293570007,2941.72941700011,3291.1129108,41480.7648035,5155.00154950004,30987.6498734001,15236.6023645,30555.3255502001,25166.2916604,21436.5543634,19446.1044591,20449.0244882,10900.2790016999,10699.6069949999,13003.9600382999,2667.03667010008,3998.22998190002,1765.26765249995,3359.11359079994
"275",8283.3028322,9803.21803119998,21060.9906078,12211.3721124999,8524.22524140007,7017.11017040001,7848.1984812,7643.69643620013,8830.68830599993,7346.44346369989,17097.6709749998,9303.30303209994,14364.6936454999,8400.73400649991,15924.0792392001,7273.17273099992,13862.2186208001,7327.12327049996,5848.5884852999,11090.0308992,7250.79250720005,9136.64136549997,7255.72255650005,121064.8406363,25021.1702092,13932.3593222,8334.90334820013,7418.10418029991,6323.65323589992,5707.55707499997,5143.62143570007,3312.05312020006,2952.19952170011,3303.7030367,41757.6075719,5174.46174410004,31152.5815227001,15286.1928604,30657.0265672001,25248.952487,21496.1749596,19540.9654077,20538.3153811,10941.7094159999,10738.8373872999,13052.9705283999,2682.35682330008,4019.51019470003,1774.82774809995,3374.16374129994
