"L1","L2","L3","L4","L5","L6","L7","L8","L9","L10","L11","L12","L13","L14","L15","L16","L17","L18","L19","L20","L21","L22","L23","L24","L25","L26","L27","L28","L29","L30","L31","L32","L33","L34","L35","L36","L37","L38","L39","L40","L41","L42","L43","L44","L45","L46","L47","L48","L49","L50"
0.011286734,0.002631579,0.012570999,0.00594887499999996,0.00757679599999994,0.015095614,0.011735007,0.014752605,0.01170355,0.019304871,0.00828633999999995,0.00668275699999998,0.00385862100000001,0.022070289,0.00911478199999993,0.014099507,0.016509835,0.00305915400000001,0.00257307200000001,0.004096031,0.005097884,0.00857669399999994,0.0148115689999999,0.000885201999999974,0.00996282300000007,0.01426745,0.0147119259999999,0.00310440599999995,0.00960707999999999,0.00590590300000005,0.00505369300000003,0.00291071799999998,0.03461552,0.00213216699999996,0.00961579599999995,0.022634728,0.000490301000000026,0.0200855910000001,0.00202668499999992,0.00643267300000006,0.000395101000000064,0.000782625000000037,0.000676487999999975,0.010600925,0.010493827,0.00112633299999998,0,0.00402820999999998,0.00535750000000002,0.00568126799999991
0.011286734,0.002631579,0.012570999,0.00594887499999996,0.00757679599999994,0.015095614,0.010622692,0.014752605,0.01170355,0.015236709,0.0079255909999999,0.00668275699999998,0.00385862100000001,0.015046185,0.00911478199999993,0.012973381,0.011550484,0.00305915400000001,0.00257307200000001,0.004096031,0.005097884,0.00857669399999994,0.0148115689999999,0.000885201999999974,0.00284635600000005,0.01426745,0,0.00310440599999995,0.00960707999999999,0.00268471100000001,0.00505369300000003,0.00291071799999998,0.03461552,0.00213216699999996,0.00961579599999995,0.022634728,0.000490301000000026,0.00226692700000009,0.000675333999999972,0.00643267300000006,0.000395101000000064,0,0,0.00726759099999996,0.010493827,0.00112633299999998,0,0.00402820999999998,0.00535750000000002,0.00568126799999991
0.011286734,0.002631579,0.012570999,0.00540658100000002,0.00757679599999994,0.013077456,0.010622692,0.014752605,0.01170355,0.015236709,0.0079255909999999,0.00668275699999998,0.00385862100000001,0.015046185,0.00911478199999993,0.012973381,0.011550484,0.00305915400000001,0,0.004096031,0.005097884,0.00857669399999994,0.0148115689999999,0.000885201999999974,0.00284635600000005,0.01426745,0,0.00221395899999999,0.00960707999999999,0.00268471100000001,0,0.00291071799999998,0.020968848,0.00213216699999996,0.00961579599999995,0.022634728,0.000490301000000026,0.00226692700000009,0.000675333999999972,0.00643267300000006,0.000395101000000064,0,0,0.00726759099999996,0.00123456799999999,0.00112633299999998,0,0.00402820999999998,0.00535750000000002,0.00568126799999991
0.0107172980000001,0,0.012570999,0.00540658100000002,0.00757679599999994,0.013077456,0.010622692,0.014752605,0.01170355,0.015236709,0.0079255909999999,0.00668275699999998,0.00385862100000001,0.015046185,0.00709413799999992,0.012973381,0.011550484,0.00305915400000001,0,0,0.00102352500000003,0.00857669399999994,0.000503943999999978,0.000885201999999974,0.00284635600000005,0.01426745,0,0.00221395899999999,0.00960707999999999,0.00268471100000001,0,0.00291071799999998,0.020968848,0.00213216699999996,0.00487911899999993,0.0219535599999999,0.000490301000000026,0.00226692700000009,0.000675333999999972,0.00643267300000006,0.000395101000000064,0,0,0.00575243999999997,0.00123456799999999,0.00112633299999998,0,0.00402820999999998,0.00535750000000002,0.00568126799999991
0.0107172980000001,0,0.00457201100000004,0.00540658100000002,0.00757679599999994,0.013077456,0.00726447399999997,0.014752605,0.01170355,0.015236709,0.0079255909999999,0.00278644399999994,0.00385862100000001,0.015046185,0.00709413799999992,0.012973381,0.011550484,0,0,0,0.00102352500000003,0.00857669399999994,0.000503943999999978,0.000241390000000008,0.00284635600000005,0.01426745,0,0.00221395899999999,0.00289014499999996,0.00268471100000001,0,0.00291071799999998,0.020968848,0.00213216699999996,0.00487911899999993,0.0219535599999999,0.000490301000000026,0.00226692700000009,0.000675333999999972,0.00643267300000006,0.000395101000000064,0,0,0.00575243999999997,0.00123456799999999,0.00112633299999998,0,0.00402820999999998,0.00535750000000002,0.00450964599999992
0.0107172980000001,0,0.00457201100000004,0.00540658100000002,0.00757679599999994,0.013077456,0.00726447399999997,0.014752605,0.01119128,0.015236709,0.0079255909999999,0.00278644399999994,0.00385862100000001,0.015046185,0.00709413799999992,0.012973381,0.011550484,0,0,0,0.00102352500000003,0.00857669399999994,0.000503943999999978,0.000241390000000008,0.00284635600000005,0.01426745,0,0.00221395899999999,0.00289014499999996,0.00268471100000001,0,0.00291071799999998,0.020968848,0.00213216699999996,0.00487911899999993,0.0219535599999999,0.000490301000000026,0.00226692700000009,0.000675333999999972,0.00643267300000006,0.000395101000000064,0,0,0.00575243999999997,0.00123456799999999,0.00112633299999998,0,0.00402820999999998,0.00535750000000002,0.00450964599999992
0.0107172980000001,0,0.00457201100000004,0.00162688299999991,0.00757679599999994,0,0.00726447399999997,0.014752605,0.01119128,0.015236709,0.0079255909999999,0.00278644399999994,0.00385862100000001,0.015046185,0.00709413799999992,0.012973381,0.00412473899999999,0,0,0,0.00102352500000003,0.00857669399999994,0.000503943999999978,0.000241390000000008,0.00284635600000005,0,0,0.00221395899999999,0.00289014499999996,0.00268471100000001,0,0.00291071799999998,0.014688302,0.00213216699999996,0.00487911899999993,0.0219535599999999,0.000490301000000026,0.00226692700000009,0.000675333999999972,0.00643267300000006,0.000395101000000064,0,0,0.0030299359999999,0.00123456799999999,0.00112633299999998,0,0.00402820999999998,0.00535750000000002,0.00450964599999992
0.0107172980000001,0,0.00457201100000004,0.00162688299999991,0.00757679599999994,0,0.00726447399999997,0.014752605,0.01119128,0.015236709,0.0079255909999999,0.00278644399999994,0.00385862100000001,0.015046185,0.00709413799999992,0.012973381,0.00412473899999999,0,0,0,0.00102352500000003,0.00857669399999994,0.000503943999999978,0.000241390000000008,0.00284635600000005,0,0,0.00221395899999999,0.00287539899999989,0.00268471100000001,0,0.00291071799999998,0.014688302,0.00213216699999996,0.00487911899999993,0.00275289699999992,0.000490301000000026,0.00226692700000009,0.000675333999999972,0.00643267300000006,0.000395101000000064,0,0,0.0030299359999999,0.00123456799999999,0.000643292999999989,0,0.00402820999999998,0.00535750000000002,0.00450964599999992
0.0107172980000001,0,0.00457201100000004,0.00162688299999991,0.00757679599999994,0,0.00726447399999997,0.0129083400000001,0.01119128,0.015236709,0.0079255909999999,0.00278644399999994,0.00385862100000001,0.015046185,0.00709413799999992,0.012973381,0.00412473899999999,0,0,0,0.00102352500000003,0.00857669399999994,0.000503943999999978,0.000241390000000008,0.00284635600000005,0,0,0.00221395899999999,0.00287539899999989,0.00268471100000001,0,0.00291071799999998,0.014688302,0.00213216699999996,0.00487911899999993,0.00275289699999992,0.000490301000000026,0.00226692700000009,0.000675333999999972,0.00643267300000006,0.000395101000000064,0,0,0.0030299359999999,0.00123456799999999,0.000643292999999989,0,0.00402011299999994,0.00535750000000002,0.00450964599999992
0.0107172980000001,0,0.00457201100000004,0.00162688299999991,0.00757576999999998,0,0.00726447399999997,0.0129083400000001,0.01119128,0.015236709,0.0079255909999999,0.00278644399999994,0.00385862100000001,0.015046185,0.00709413799999992,0.011284191,0.00412473899999999,0,0,0,0.00102352500000003,0.00857669399999994,0.000503943999999978,0.000241390000000008,0.00284635600000005,0,0,0.00221395899999999,0.00287539899999989,0.00268471100000001,0,0.00291071799999998,0.014688302,0.00213216699999996,0.00487911899999993,0.00275289699999992,0.000490301000000026,0.00226692700000009,0.000675333999999972,0.00214493400000004,0.000395101000000064,0,0,0.0030299359999999,0.00123456799999999,0.000643292999999989,0,0.00402011299999994,0.00535750000000002,0.00450964599999992
0.0107172980000001,0,0.00457201100000004,0.00162688299999991,0.00757576999999998,0,0.00726447399999997,0.0129083400000001,0.01119128,0.015236709,0.0079255909999999,0.00278644399999994,0.00385862100000001,0.015046185,0.00709413799999992,0.011284191,0.00412473899999999,0,0,0,0.00102352500000003,0.00857669399999994,0.000503943999999978,0.000241390000000008,0.00284635600000005,0,0,0.00177540300000001,0.00287539899999989,0.00268471100000001,0,0.00291071799999998,0.014688302,0.00213216699999996,0.00487911899999993,0.00275289699999992,0.000490301000000026,0.00226692700000009,0.000675333999999972,0.00214493400000004,0.000395101000000064,0,0,0.0030299359999999,0.00123456799999999,0.000643292999999989,0,0.00100806499999995,0.00535750000000002,0.00450964599999992
0.0107172980000001,0,0.00457201100000004,0.00162688299999991,0.00757576999999998,0,0.00726447399999997,0.0129083400000001,0.01119128,0.015236709,0.0079255909999999,0.00278644399999994,0.00385862100000001,0.015046185,0.00709413799999992,0.011284191,0.00412473899999999,0,0,0,0.00102352500000003,0.00857669399999994,0.000503943999999978,0.000241390000000008,0.00284635600000005,0,0,0.00177540300000001,0.00287539899999989,0.00268471100000001,0,0.00291071799999998,0.014688302,0.00213216699999996,0.00487911899999993,0.00275289699999992,0.000490301000000026,0.00226692700000009,0.000675333999999972,0.00214493400000004,0.000395101000000064,0,0,0.0030299359999999,0.00123456799999999,0.000482624999999959,0,0.00100806499999995,0.00535750000000002,0.00450964599999992
0.0107172980000001,0,0.00457201100000004,0.00162688299999991,0.00757576999999998,0,0.00726447399999997,0.0129083400000001,0.01119128,0.015236709,0.0079255909999999,0.00278644399999994,0.00385862100000001,0.015046185,0.00709413799999992,0.011284191,0.00412473899999999,0,0,0,0.00102352500000003,0.00857669399999994,0.000503943999999978,0.000241390000000008,0.00284635600000005,0,0,0.00177540300000001,0.00287539899999989,0.00268471100000001,0,0.00291071799999998,0.014688302,0.00213216699999996,0.00487911899999993,0.00275289699999992,0.000490301000000026,0.00226692700000009,0.000675333999999972,0.00214493400000004,0.000395101000000064,0,0,0.0030299359999999,0.00123456799999999,0.000482624999999959,0,0.00100806499999995,0.00535750000000002,0.00450964599999992
0.0107172980000001,0,0.00457201100000004,0.00162688299999991,0.00454545900000003,0,0.00726447399999997,0.0129083400000001,0.01119128,0.015236709,0.0079255909999999,0.00278644399999994,0,0.015046185,0.00709413799999992,0.011284191,0.00412473899999999,0,0,0,0.00102352500000003,0.00857669399999994,0.000503943999999978,0.000241390000000008,0.00284635600000005,0,0,0.00177540300000001,0.00287539899999989,0,0,0.00291071799999998,0.014688302,0.00213216699999996,0.00487911899999993,0.00275289699999992,0.000490301000000026,0.00226692700000009,0.000675333999999972,0.00214493400000004,0.000395101000000064,0,0,0.0030299359999999,0.00123456799999999,0.000482624999999959,0,0.00100806499999995,0.00535750000000002,0.00450964599999992
0.0107172980000001,0,0.00457201100000004,0.00162688299999991,0.00454545900000003,0,0.00726447399999997,0.0129083400000001,0.01119128,0.015236709,0.00504270999999989,0.00278644399999994,0,0.015046185,0.00709413799999992,0.011284191,0.00412473899999999,0,0,0,0.00102352500000003,0.00857669399999994,0.000503943999999978,0.000241390000000008,0.00284635600000005,0,0,0.00177383399999997,0.00287539899999989,0,0,0.00289572400000004,0.014688302,0.00213216699999996,0.00487911899999993,0.00275289699999992,0.000490301000000026,0.00226692700000009,0.000675333999999972,0.00214493400000004,0.000395101000000064,0,0,0.0030299359999999,0.00123456799999999,0,0,0.00100806499999995,0.00535750000000002,0.00450964599999992
0.0107172980000001,0,0.00457201100000004,0.00162688299999991,0.00454545900000003,0,0.00726447399999997,0.00922434900000002,0.01119128,0.0147296139999999,0.00504270999999989,0.00278644399999994,0,0.015046185,0.00709413799999992,0.009029391,0.00412473899999999,0,0,0,0.00102352500000003,0.00857669399999994,0.000503943999999978,0.000241390000000008,0.00284635600000005,0,0,0.00177383399999997,0.00287539899999989,0,0,0.00289572400000004,0.014688302,0.00213216699999996,0.00487911899999993,0.00275289699999992,0.000490301000000026,0.00226692700000009,0.000675333999999972,0.00214493400000004,0.000395101000000064,0,0,0.0030299359999999,0.00123456799999999,0,0,0.00100806499999995,0.00535750000000002,0.00450964599999992
0.0045121600000001,0,0.00457201100000004,0.00162688299999991,0.00454545900000003,0,0.00726447399999997,0.00922434900000002,0.01119128,0.0147296139999999,0.00504270999999989,0.00278644399999994,0,0.015046185,0.00472790599999995,0.009029391,0.00412473899999999,0,0,0,0.00102352500000003,0.00857669399999994,0.000503943999999978,0.000241390000000008,0.00284635600000005,0,0,0.00177383399999997,0.00287539899999989,0,0,0.00289572400000004,0.014688302,0.00213216699999996,0.00487911899999993,0.00275289699999992,0.000490301000000026,0.00226692700000009,0.000675333999999972,0.00214493400000004,0.000395101000000064,0,0,0.0030299359999999,0.00123456799999999,0,0,0.00100806499999995,0.00535750000000002,0.00450964599999992
