"","setup_id","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50"
"1","1",233.071428571429,234.112244897959,234.602040816327,233.357142857143,233.091836734694,233.591836734694,233.051020408163,233.112244897959,233.132653061224,232.989795918367,239.540816326531,233.80612244898,237.581632653061,233.030612244898,238.663265306122,233.010204081633,237.826530612245,233.510204081633,234.275510204082,240.132653061224,233.214285714286,233.010204081633,232.989795918367,239.561224489796,240.132653061224,238.479591836735,237.948979591837,234.520408163265,235.295918367347,236.15306122449,234.336734693878,234.765306122449,233.173469387755,235.84693877551,239.336734693878,239.377551020408,235.928571428571,240.5,236.724489795918,239.622448979592,239.173469387755,239.010204081633,237.724489795918,238.438775510204,237.295918367347,234.663265306122,234.265306122449,239.071428571429,235.071428571429,239.377551020408
"2","2",156.591836734694,156.520408163265,154.673469387755,155.040816326531,156.489795918367,155.714285714286,155.469387755102,155.408163265306,156.224489795918,154.428571428571,154.204081632653,156.510204081633,154.204081632653,155.734693877551,154.69387755102,156.673469387755,153.061224489796,157.163265306122,156.602040816327,153.612244897959,154.326530612245,155.040816326531,155.65306122449,156.224489795918,153.571428571429,154.285714285714,155.285714285714,152.510204081633,153.510204081633,154.887755102041,153.69387755102,155.714285714286,155.530612244898,155.408163265306,154.408163265306,155.163265306122,154.448979591837,153.081632653061,154.183673469388,154.489795918367,155.204081632653,155.183673469388,154.204081632653,155.30612244898,154,155.326530612245,153.132653061224,155.244897959184,155.010204081633,152.948979591837
"3","3",40.6224489795918,40.734693877551,38.765306122449,39.4591836734694,40.8469387755102,40.8775510204082,40.6836734693878,40.8265306122449,40.8877551020408,41.0510204081633,39.9489795918367,40.8265306122449,40.3979591836735,40.030612244898,39.4591836734694,40.8877551020408,39.8469387755102,39.3061224489796,40.9081632653061,40.6020408163265,40.765306122449,40.6836734693878,40.1122448979592,40.3775510204082,40.3775510204082,40.8265306122449,40.8265306122449,40.6224489795918,40.4183673469388,40.4591836734694,40.1530612244898,41.0510204081633,40.4183673469388,40.4591836734694,40.6020408163265,39.9081632653061,41.1122448979592,39.6836734693878,40.9285714285714,40.8061224489796,40.6020408163265,40.7244897959184,40.6020408163265,40.7244897959184,40.765306122449,41.0510204081633,40.4591836734694,39.7040816326531,39.969387755102,39.3367346938776
"4","4",191.836734693878,192.071428571429,189.163265306122,190.928571428571,191.30612244898,191.561224489796,191.489795918367,191.581632653061,191.102040816327,191.326530612245,190.571428571429,192.612244897959,191.632653061224,191.612244897959,190.081632653061,191.520408163265,191.102040816327,189.040816326531,193.122448979592,189.826530612245,192.418367346939,190.897959183673,191,190.34693877551,189.428571428571,189.244897959184,190.785714285714,189.612244897959,192.244897959184,191.877551020408,192,192.714285714286,192.530612244898,193.122448979592,188.510204081633,192.061224489796,189.938775510204,189.714285714286,190.836734693878,190.285714285714,190.102040816327,190.326530612245,190.040816326531,190.959183673469,189.102040816327,192.183673469388,191.489795918367,191.969387755102,193.336734693878,192.428571428571
"5","5",81.4795918367347,81.5816326530612,81.6020408163265,81.234693877551,81.1326530612245,81.6428571428571,81.5204081632653,80.8877551020408,81.7448979591837,81.5408163265306,80.2244897959184,81.4183673469388,80.8469387755102,81.6632653061225,77.2551020408163,81.6020408163265,81.765306122449,81.4183673469388,81.1122448979592,76.5612244897959,81.1326530612245,81.6428571428571,81.5816326530612,75.1122448979592,77.5816326530612,79.5,81.2551020408163,81.4387755102041,81.2755102040816,81.5612244897959,81.7244897959184,80.6428571428571,80.0714285714286,79.4795918367347,79.234693877551,81.6428571428571,76.5,78.4795918367347,76.5612244897959,78.6836734693878,77.6836734693878,78.9897959183673,77.7244897959184,80.4795918367347,79.4183673469388,75.4183673469388,81.4591836734694,81.3571428571429,81.3979591836735,81.234693877551
"6","6",239.112244897959,239.091836734694,239.479591836735,239.785714285714,239.663265306122,240.112244897959,239.091836734694,239.15306122449,239.112244897959,239.214285714286,239.010204081633,241.112244897959,239.132653061224,239.704081632653,239.071428571429,239.132653061224,240.030612244898,240.091836734694,242.091836734694,240.622448979592,241.551020408163,239.377551020408,239.357142857143,245.724489795918,244.826530612245,245.520408163265,244.581632653061,243.295918367347,243.84693877551,245.030612244898,243.19387755102,240.765306122449,239.377551020408,242.234693877551,245.540816326531,240.581632653061,245.418367346939,243.602040816327,244.438775510204,245.663265306122,245.091836734694,245.438775510204,245.255102040816,243.887755102041,244.010204081633,242.173469387755,242.928571428571,240.397959183673,246.316326530612,242.255102040816
"7","7",363.897959183673,363.428571428571,363.581632653061,363.744897959184,363.479591836735,363.479591836735,363.5,363.918367346939,364.081632653061,364.377551020408,363.479591836735,363.622448979592,363.704081632653,363.581632653061,363.622448979592,364.591836734694,363.520408163265,363.5,363.561224489796,363.479591836735,363.479591836735,363.5,363.479591836735,363.520408163265,363.887755102041,365.19387755102,363.642857142857,363.704081632653,363.540816326531,363.438775510204,364.030612244898,363.663265306122,363.928571428571,363.571428571429,364.816326530612,364.255102040816,364.418367346939,363.602040816327,364.030612244898,364.84693877551,364.030612244898,363.908163265306,364.234693877551,363.867346938775,363.622448979592,363.622448979592,363.479591836735,363.622448979592,363.867346938775,363.540816326531
"8","8",255.918367346939,256.918367346939,258.530612244898,257.530612244898,256.469387755102,262.469387755102,257,255.755102040816,255.775510204082,256.448979591837,260.836734693878,256.591836734694,261.489795918367,256.714285714286,257.408163265306,262.877551020408,258.959183673469,259.142857142857,256.285714285714,260.020408163265,257.040816326531,255.785714285714,256.102040816327,259.183673469388,258.632653061225,256.326530612245,257.571428571429,259.448979591837,257.448979591837,256.183673469388,262.326530612245,257.612244897959,255.897959183673,256.622448979592,258,259.387755102041,262.571428571429,257.102040816327,256.224489795918,255.979591836735,258.020408163265,263.183673469388,255.938775510204,256.857142857143,256.255102040816,257.571428571429,257.081632653061,262.244897959184,258.091836734694,262.163265306122
"9","9",205.132653061224,205.69387755102,204.826530612245,206.234693877551,205.010204081633,205.295918367347,204.336734693878,204.765306122449,204.826530612245,204.989795918367,204.540816326531,205.051020408163,204.683673469388,205.255102040816,204.214285714286,206.214285714286,202.969387755102,207.336734693878,207.357142857143,202.908163265306,204.622448979592,204.295918367347,205.744897959184,206.602040816327,203.438775510204,204.091836734694,205.316326530612,203.071428571429,204.479591836735,203.15306122449,203.683673469388,203.948979591837,204.775510204082,203.887755102041,204.785714285714,203.071428571429,204.602040816327,203.214285714286,205.173469387755,205.091836734694,203.928571428571,203.928571428571,203.357142857143,204.80612244898,204.80612244898,206.816326530612,204.591836734694,205.459183673469,206.163265306122,204.948979591837
"10","10",153.775510204082,151.30612244898,154.061224489796,153.795918367347,153.816326530612,151.612244897959,152.65306122449,154.142857142857,152.367346938776,154.102040816327,152.591836734694,151.795918367347,153.571428571429,154.632653061224,153.673469387755,153.918367346939,153.510204081633,155.061224489796,151.734693877551,153.020408163265,154.010204081633,152.683673469388,153.469387755102,152.69387755102,152.081632653061,153.224489795918,151.69387755102,153.061224489796,152.816326530612,150.173469387755,154.224489795918,151.755102040816,151.795918367347,150.734693877551,149.897959183673,150.734693877551,151.387755102041,150.69387755102,154.367346938776,151.795918367347,151.224489795918,151.469387755102,150.795918367347,151.132653061224,154.948979591837,152.367346938776,153.714285714286,150,152.255102040816,150.65306122449
