"n1";"n10";"n11";"n12";"n13";"n14";"n15";"n16";"n17";"n18";"n19";"n2";"n20";"n21";"n22";"n23";"n3";"n4";"n5";"n6";"n7";"n8";"n9";"o1";"o10";"o11";"o12";"o13";"o14";"o15";"o16";"o17";"o18";"o19";"o2";"o20";"o21";"o22";"o3";"o4";"o5";"o6";"o7";"o8";"o9";"r1";"r2";"r3";"r4";"r5"
"w199";0.866545356366705;0.826017788547763;0.72733865753716;0.833812942084367;0.837543113193995;0.777941856964683;0.870159670329766;0.858578846529555;0.856576378270614;0.857319183411702;0.774101753226719;0.815096832355675;0.7721675979611;0.783085716130422;0.72504842708031;0.8887260611001;0.680681232323972;0.727924856579481;0.702821263207595;0.615571634701709;0.817384601427285;0.835569884575954;0.742077120066778;0.726453988693423;0.576330419894687;0.603670707267669;0.736181226894181;0.806638809358767;0.756889163412407;0.776328608168009;0.776625155303566;0.83241891597314;0.840192276901092;0.771774151118232;0.705157944583362;0.724622148915212;0.728727839412019;0.642945903386823;0.708251137322567;0.639090160021644;0.721562079930707;0.733501286979436;0.701775556656087;0.768008642137099;0.748059769850823;0.884452195150603;0.884146865575837;0.846281082276623;0.807785730306974;0.779119768804826
"w2";0.783006585558855;0.773846115123797;0.709379461864577;0.790844882243212;0.807905690545718;0.777887740917082;0.8103936008457;0.820531181297394;0.818791896678418;0.816649238794267;0.746306299472376;0.783356736034977;0.752158494358186;0.778980995230494;0.688038685823326;0.82996589221719;0.643610451865092;0.733043839218361;0.732215678998619;0.666813593833227;0.811920183433964;0.816886362514625;0.727173680229527;0.765383401753679;0.639368881492142;0.654092349791774;0.733295437487366;0.800270744308572;0.765135131668881;0.788803394345094;0.806671005440249;0.78813486934739;0.75753482779349;0.735062669497745;0.761952528186916;0.658006327318317;0.744914581986841;0.660088552710802;0.716449976985667;0.679975353757542;0.742100424102825;0.773339294865231;0.711089517587122;0.769103272236005;0.750273884059483;0.864081817515568;0.905931316783658;0.854665008021666;0.791232911417814;0.784229645169083
"w20";0.793950773732168;0.770566093032765;0.692020252903996;0.788099075808154;0.763197201994431;0.721434643063102;0.791474976029107;0.762177948413526;0.777665410724726;0.798116861319168;0.740237976195764;0.707940942616389;0.710174735976722;0.743776986152725;0.675328061516936;0.826732952748663;0.619853886538525;0.699822904877618;0.658194660449379;0.56839036594156;0.76341725097075;0.790392198061974;0.69459307370771;0.675699686372442;0.460203616031279;0.545160014456416;0.654879893200269;0.701908649034341;0.691821420601841;0.691661812840738;0.726650182091874;0.725951775519506;0.688832741212658;0.653188808390049;0.644517394133573;0.556894243208236;0.593110584982283;0.529165796750162;0.567892123110868;0.565432822166759;0.600266414375792;0.605007317046132;0.618046048185309;0.652663346437188;0.640875486394146;0.833072131701097;0.898259271465268;0.847325144940315;0.781767783269868;0.778074601785825
"w200";0.87968273751356;0.870148982660099;0.804511398114083;0.880458559172991;0.884421781373878;0.856820427291942;0.881496753829746;0.888168500385791;0.867699811324888;0.866577730600978;0.82800957547975;0.859481663722869;0.814859285267077;0.864300154958985;0.80239613707651;0.882476129902163;0.740318090449265;0.812846035038851;0.814665738735255;0.753815155973719;0.863705826788248;0.878176965981416;0.814513102610649;0.803965560117017;0.693719824678475;0.702858365528669;0.807154773425383;0.848698238060675;0.831344634712352;0.832402577082824;0.848046566209011;0.868678322048993;0.849473657074188;0.818844948238204;0.780728512633413;0.760963780575763;0.788399664032605;0.738444261552179;0.777799395714485;0.723441786708793;0.789367900337245;0.812319587244827;0.760674472602696;0.840754418113722;0.813274747499269;0.884343519476667;0.943507922495537;0.920990546763853;0.850357921758315;0.854957659772241
"w201";0.866499766611699;0.834791780034435;0.680880967255613;0.853986936452558;0.890500061771271;0.86630421878763;0.880107922206099;0.883590769655095;0.861140160948648;0.840678947402148;0.582379492478144;0.818922545381426;0.6148363728149;0.83816664562698;0.558420849658487;0.881081879568915;0.584923838528079;0.714080567494759;0.810293880846409;0.585948718092267;0.833102758076325;0.863504159259365;0.787755335049482;0.795059998378876;0.610906489480678;0.747782197746201;0.822397065936949;0.855186258211555;0.835449727701398;0.817557897403857;0.841715721833725;0.855604524747864;0.881329428057971;0.787267446086642;0.790578994151726;0.662792643754945;0.81378144168337;0.63006971739459;0.808276806080006;0.693740274847968;0.811996425740872;0.844539854426157;0.788997470353395;0.848700497224109;0.821762386846279;0.853696782410636;0.930532705549777;0.689783761671561;0.860542757812621;0.645431902466429
"w202";0.826811687187704;0.810335273137943;0.717575503504719;0.813725098050075;0.825757993970629;0.815271434944088;0.84375831101532;0.84340170697397;0.835879311889311;0.823931188694744;0.76143193163719;0.813728983118334;0.771362998444264;0.801677790368872;0.700223119556096;0.830372162058242;0.693250779021356;0.676458943951033;0.761466804821258;0.693211652584224;0.833975547427972;0.832627201003808;0.707524326289758;0.788397640514466;0.681555676567198;0.704460740922073;0.79029858874517;0.834567338750506;0.803904386448665;0.811587158766947;0.828629829115657;0.807164963617002;0.806140131987558;0.774522533699593;0.787387189850626;0.733916793292444;0.78864580991103;0.70221803672465;0.76342641904293;0.733990290344081;0.777112559155593;0.809861298626056;0.758031282385181;0.820522313857214;0.789118159563685;0.863573842258438;0.91145632490914;0.878967811434611;0.790458250974961;0.815120300797318
"w203";0.819230590140413;0.812380325193035;0.641423700915221;0.774573490258574;0.821645321557786;0.806031657610142;0.822250884271247;0.804967651008033;0.821258538719043;0.813374537269174;0.727812078823082;0.830066997765782;0.72653575268664;0.781935325650194;0.64375532042468;0.841252083401331;0.611022945817585;0.678351810639578;0.752998675843382;0.647950160957834;0.797426812797302;0.795895329275716;0.709088911617468;0.786362605439554;0.674682733679014;0.674686258212895;0.813839045981238;0.807069797839558;0.787192173799874;0.812174495285502;0.781069484778692;0.842474534418511;0.800196979299522;0.786320084885663;0.796196115904113;0.73714596459015;0.762723277639949;0.69520409851014;0.705916011619413;0.723627977814349;0.781212133601494;0.795037994861014;0.740945141911368;0.816011747463281;0.743460423058331;0.855452077938787;0.913866212904135;0.86257817372847;0.832583211346397;0.800631869675438
"w204";0.755239664016034;0.730695235016376;0.73071635279717;0.725483483970524;0.845156630441207;0.782401843346491;0.794161699844039;0.803333083679127;0.778719689085599;0.754500254529624;0.6270191273892;0.730736318334096;0.676256333731618;0.806475698940689;0.566308046903127;0.796588108321156;0.569964164819699;0.695445907575977;0.772959916666242;0.676026979171441;0.693745793352572;0.721171892937348;0.670553644879993;0.652952698235772;0.562675174031167;0.652760647999684;0.73343419581991;0.785382226593704;0.661880688972682;0.673520627454336;0.715385755108516;0.719209973966311;0.806320975615142;0.706266910479196;0.659607421096178;0.557444175749357;0.702754786863578;0.597237609318022;0.659295010729731;0.681520620481826;0.710499442231155;0.770906274009345;0.667668429577963;0.760139298030763;0.712965362867489;0.822805443087481;0.924911267737503;0.858825907287796;0.820948956059478;0.787914934855529
"w205";0.829599240207829;0.807377994221841;0.718557311896765;0.813221529443524;0.818234437272649;0.815211624633896;0.846246465327595;0.847003894750872;0.834540341390054;0.82628730069401;0.75937539661855;0.808961526891145;0.7749677516491;0.801173300868921;0.710868234852143;0.83060545024443;0.690378239993172;0.672824734488477;0.758377537583056;0.686777891249823;0.824039236516004;0.82434034419493;0.712361531553888;0.805744270317201;0.698330049084923;0.713304703957842;0.795683885724872;0.832191482276455;0.811384268804584;0.816786065858724;0.842852728914112;0.808037180039137;0.820926536460467;0.775623646880142;0.806434220195972;0.738825070995857;0.790230370110829;0.71117946050942;0.783101837087083;0.745850717307527;0.786584416037829;0.808823782307943;0.767155730891393;0.820048345220961;0.797006641853726;0.868481455788383;0.911914857845208;0.879360668774007;0.794464160725953;0.813570954920422
"w206";0.819288205542694;0.79766925996068;0.7284824791521;0.794613435433838;0.809238659471639;0.839558993940256;0.816985728175172;0.808280786864433;0.717412855945656;0.784927635825811;0.731836104952088;0.831712459459796;0.740991933154883;0.80403534235897;0.728510643012585;0.795177705943461;0.712107785346427;0.674077744628415;0.762677099174229;0.700332945000862;0.787137772553454;0.781869017952501;0.721787399535725;0.824616970132677;0.72977502540302;0.756517980134152;0.827563941316911;0.86169946009907;0.846870268159929;0.843244099103802;0.86309036149057;0.87302162156938;0.862734872031123;0.828692533535288;0.810507445682313;0.807084731691381;0.833035866769765;0.756186475705196;0.814420277177521;0.781699101020502;0.830639146081362;0.838645595316241;0.799378559280957;0.849229517128197;0.830758142624132;0.889947556558066;0.86201529642296;0.791565604924502;0.82063014659166;0.708088213778343
"w207";0.875310208390981;0.85933986896784;0.746286670311242;0.840591161656393;0.877837469085334;0.855145660274118;0.877528346901864;0.8750888691303;0.858941299855667;0.854838873634446;0.804217807848013;0.8433496689476;0.801388552676145;0.870296472218546;0.791458262278488;0.894071099088724;0.7203591236352;0.717943018351107;0.810098249652934;0.718277608141078;0.829569782035138;0.865808151071066;0.795489523878914;0.776942049422131;0.694570319033726;0.735373896129995;0.821644846144347;0.822733890017082;0.832649916277939;0.816892563131298;0.852935970628074;0.852215796611873;0.851917565210995;0.806216862150135;0.791141025194478;0.745344717149682;0.801265397996697;0.707695338279302;0.798813907024514;0.76046047645428;0.802458235546197;0.827664517285488;0.777459815959252;0.838246802345241;0.817402140233478;0.880385508538032;0.922747798462218;0.889361895509644;0.826967399744088;0.818011918738674
"w208";0.876325601107174;0.864894760682228;0.779427424510957;0.863694236308618;0.879875933065155;0.861269851213015;0.885758616108644;0.888664269771676;0.861900305680494;0.864786455707392;0.82505927868465;0.848246343375505;0.823393383798386;0.869270888894266;0.795204215595174;0.873738977303508;0.73613866043699;0.701798606194594;0.802792225389103;0.741846945518272;0.862355106583667;0.878328968521425;0.786039843710365;0.807124947181086;0.704470123358364;0.726609653447681;0.815436426083313;0.861451955215617;0.837642400542018;0.842894685666224;0.860455715608776;0.87467119000804;0.861427652967306;0.814476161184736;0.791716061788292;0.781545737303076;0.799122560652507;0.744386654430906;0.787415568024897;0.738308878583878;0.797780604197614;0.825512912112072;0.774612420414989;0.852853401434713;0.824194991771106;0.884966317168982;0.935818138638417;0.915455224954224;0.858032089009218;0.857296812832236
"w209";0.86590240677188;0.804973154053998;0.575090511918215;0.830427257727784;0.825727723436257;0.814037415839728;0.845786741012338;0.867882738630046;0.864699473918605;0.873849147735871;0.548499186285934;0.769051217749043;0.628217767536984;0.805648175018109;0.520520390881815;0.890268356052696;0.502950035540555;0.782223187846259;0.724782876950423;0.464217475899064;0.843724560360346;0.840188353405542;0.758177699873544;0.745291944233619;0.498893681930982;0.667020743758586;0.75878038126934;0.82507854863719;0.751243977439906;0.795153411622691;0.810568559556391;0.813488084259778;0.817369265674949;0.722501318261708;0.691377543466916;0.570241102125577;0.718174915222262;0.457902838704551;0.691192105198613;0.700993918024627;0.757752141820019;0.645014007400782;0.688628829813198;0.706203445390984;0.770786010338287;0.898517719750501;0.898875348015763;0.653292022084728;0.827190648805654;0.612816883339121
"w21";0.796793834197946;0.785159676725098;0.71425903726049;0.7984408131749;0.812079402407119;0.789220091047537;0.818020466336594;0.824871215241443;0.832281092659598;0.822874195928611;0.759250528483692;0.790526370269937;0.763282363603542;0.769986837926178;0.700295646642237;0.836488636266594;0.65015306317804;0.749924937251998;0.717260433546424;0.67027353214607;0.813999731120815;0.811886611967257;0.717958284241046;0.790873346174347;0.658560723052629;0.686717721234244;0.782218323803927;0.810981744782943;0.776852330893371;0.794670612787908;0.81462025937212;0.789446487992312;0.772352031007597;0.744794401673025;0.791181937882087;0.665246265060257;0.766052075159783;0.661909965912932;0.750521349109513;0.720147912205839;0.767779955365181;0.784295369827205;0.738171153353942;0.798444828134419;0.779438322180705;0.862634589752283;0.905548948483303;0.865307326859703;0.793808130917858;0.789584403518904
"w210";0.81817425755194;0.800082925601247;0.708163197594325;0.811036520674085;0.825806516298549;0.800520823011781;0.837372570981449;0.844510830021336;0.84556216909887;0.834567540111822;0.757533568768686;0.794725271584814;0.772325760635781;0.780243038988967;0.697511948211621;0.851829233784767;0.667848498768465;0.757363848213262;0.738997941401706;0.671356667889735;0.841140971835287;0.823135076310555;0.734146090776367;0.785871341379481;0.626878752395366;0.668363302305096;0.759132550476428;0.806029606921518;0.798183280371558;0.811401841429892;0.827273843665466;0.803759392555568;0.776194823454426;0.735604093070957;0.770905264966105;0.680600097590456;0.757893116034687;0.656702440240169;0.73022852028058;0.690360950065514;0.75290737109904;0.7919246289021;0.727141052284042;0.785512677741801;0.775860427244102;0.873300182041683;0.911442624892717;0.882179013681784;0.776229825618467;0.782982495814475
"w211";0.794751302256644;0.806312926756693;0.574783526726454;0.756663917778222;0.776728586574924;0.782251271525695;0.788046265119344;0.779380706949724;0.833850686077072;0.816802781222826;0.704681534589327;0.812371553858394;0.733379316326796;0.713952362293951;0.621296726052037;0.840881686648753;0.588104057270966;0.720137192309095;0.728085001030866;0.622226302523876;0.809479351729642;0.799466693164046;0.683249793309855;0.784621017954799;0.643051955324944;0.653833112189342;0.796896358651457;0.77694352359583;0.782456298076952;0.806570271032507;0.767252643100997;0.815993475132808;0.753936067561043;0.781460442693853;0.785039434287989;0.720761901029816;0.740984203039984;0.659464559231129;0.668396215768041;0.700375466355292;0.763746778327706;0.770413981560908;0.723620371172094;0.793061756568591;0.722061329344771;0.870937593240828;0.911453555492547;0.868359358892702;0.798598668110386;0.787622201769356
"w212";0.77812438249484;0.722618190184612;0.641574620585381;0.753471334064473;0.713952247658403;0.669710970607546;0.732524607735887;0.75384643145468;0.806927874079847;0.777303556078159;0.623075283998954;0.667874406020063;0.683605741478754;0.695712651619397;0.575244724671074;0.824185732818612;0.532926282653098;0.683145449672939;0.627744697730817;0.547338443753906;0.719314535403953;0.719673316304642;0.665343600138135;0.614779796913355;0.411865912151621;0.521725937732002;0.610860806443713;0.623788748428386;0.587549668074755;0.641662695049646;0.642699566070366;0.672352665911842;0.651449161838749;0.627146348393621;0.591011497249307;0.487748458538614;0.587230214872121;0.452215092605497;0.56418633622132;0.517140987328671;0.55705571437635;0.571578145648403;0.590916779977907;0.608824977881806;0.584077731406507;0.834316997191273;0.919023284145915;0.846651425245396;0.823002502275148;0.802898278795864
"w213";0.828224744048803;0.812805495072725;0.717055762538189;0.821673800985148;0.830553540637466;0.814190838628158;0.841671490839481;0.85228816453715;0.847538828063737;0.838139856531385;0.768251134883547;0.803155755274456;0.781767492723762;0.794591619043018;0.706833341065355;0.860838472237298;0.678575435515317;0.749389706027808;0.74115038049262;0.678186961771522;0.837663471247149;0.839912075025377;0.740358661919195;0.81104842716956;0.670726923613312;0.703228907653001;0.801278710660537;0.817112525273192;0.795930943096089;0.817919199808519;0.831200946409938;0.809205854545047;0.784940992868839;0.744465042697834;0.802721587877102;0.685734035658142;0.785691452089172;0.667603876582294;0.760883440477488;0.743351495191008;0.785633659034298;0.805803907811207;0.762580566874223;0.8170383988915;0.796558832289466;0.879546031731427;0.919155494888895;0.889991567437257;0.781871923509202;0.78931036853176
"w214";0.744544016726801;0.675009785475826;0.542380651402318;0.553643422192997;0.717697563711223;0.722655285017476;0.726372296480983;0.64089733875234;0.765496832045357;0.798346090006679;0.710916352376814;0.560720326550344;0.721107878085688;0.699706261502204;0.673865844709234;0.792079229527611;0.570659958935211;0.699508999470235;0.684711117666846;0.65048404773569;0.782994755968513;0.715268940544833;0.693125860152103;0.820482631228415;0.652139240020845;0.665725856397957;0.720145706536457;0.77197451737633;0.724415228334459;0.708871919975711;0.710348665373368;0.533219432668872;0.553280920131381;0.618164237037397;0.783895873907619;0.577538515171347;0.78761530409691;0.661654827768153;0.760569240157799;0.725580118512018;0.773181112973569;0.782681760705301;0.737048436721028;0.787587207361179;0.7564414216656;0.906692715775259;0.604608110104673;0.452729629873238;0.671255783610621;0.509533449683582
"w215";0.864757715266872;0.835024019698989;0.72264326405401;0.836933958455219;0.854253176075739;0.774244060965844;0.86931445162975;0.866792153427186;0.871860028607449;0.875402430248986;0.767502511172298;0.817583602144811;0.788021771593283;0.800987131706785;0.716822716146992;0.89940084004823;0.662279513235435;0.724004693913874;0.717754146778424;0.622953668379019;0.838726711968731;0.846831714689295;0.752124402817326;0.754784930052253;0.556683430273174;0.605962896263152;0.717627188161877;0.791458392638028;0.748681415875347;0.762496169772986;0.790832860569927;0.857831902308206;0.819450712557231;0.764886344688683;0.721844976664202;0.7032456600157;0.722062130178944;0.609196773892153;0.697787746546984;0.647899748783628;0.702929077637902;0.729229309617612;0.668088275969629;0.769560969771277;0.728740330507308;0.896847664065908;0.899352676013043;0.870352467516082;0.8115909372822;0.810656596750119
"w216";0.885707590836224;0.874858386853348;0.801814825541933;0.884967824398666;0.890999257721993;0.852748368229249;0.889129059761546;0.895844006352985;0.879004203295723;0.876652303223591;0.830343804717425;0.860151351104868;0.825493392141234;0.869172244143115;0.800949967421569;0.891262011798543;0.731025607806597;0.819614644019445;0.810939549801905;0.756428084418535;0.872669623382743;0.886837256333266;0.810268143389001;0.802080572303564;0.666684520923072;0.691212505823857;0.806600979683638;0.852290590630665;0.833717795952699;0.838236912587052;0.854176848710389;0.876664860810523;0.842560867296697;0.818112198199097;0.778453333259332;0.767241017733694;0.785635041708426;0.719715667094446;0.765168303441071;0.719146911897513;0.785303467399882;0.802097623557137;0.754435798005037;0.831967840222935;0.806813059793092;0.892666990742218;0.954221877460419;0.933412067595477;0.853840577398471;0.864234303288499
"w217";0.872470133192667;0.840687302348389;0.565918501953216;0.856982611276331;0.878403503214452;0.861991045090969;0.874466206849439;0.881943096424834;0.864647110141882;0.880636955604291;0.580960846042667;0.83851966208153;0.616042392344098;0.872507877615355;0.563037479334373;0.880328762806143;0.625063236559056;0.79220301580462;0.80586920048971;0.61177412287157;0.842197353262557;0.87243855686097;0.809297916314809;0.818901322536113;0.568482268562701;0.74368918949696;0.817766094683963;0.854459239660122;0.822683656515826;0.841041658813624;0.856177320663734;0.867454583947912;0.850507652215699;0.800268938642269;0.781560032554583;0.579127243157606;0.821659132180449;0.553748566031419;0.795502411094236;0.775366816643873;0.821257111234996;0.841078036870956;0.766719976045638;0.856662520898802;0.832431658202445;0.900039022756853;0.938273672402331;0.673173560702615;0.870991504849521;0.657107743155918
"w218";0.835510314995908;0.81301900244456;0.727637500835936;0.820644964764219;0.844036004327404;0.820446176094548;0.845352194588336;0.858133805468644;0.84584391774351;0.833328575081017;0.771913558111279;0.827383900712505;0.774417848726797;0.815359696490966;0.710661934931587;0.854023150957421;0.680942762471801;0.766138174508287;0.771147722589594;0.699965165816004;0.843928277289269;0.839502888186365;0.742171323245461;0.799119221636662;0.676392467046833;0.710225304256396;0.798124507884991;0.841190070425684;0.812170649585316;0.821474092096028;0.840000016788956;0.81244274300377;0.819061948637086;0.789540796907665;0.80191866739454;0.731683293872316;0.791686299367706;0.685780242382836;0.779930434576418;0.740317156908402;0.79161040177864;0.818760654425009;0.747264292074023;0.823037889004575;0.81102204390619;0.877129006277034;0.924531453244791;0.889659494261991;0.799440789330656;0.824204843291568
"w219";0.817386724275012;0.836340805083024;0.600524843554263;0.785120528705241;0.819502152955389;0.812522726949279;0.81823605913254;0.796338605388501;0.830570402488998;0.820053343257374;0.715669234073572;0.835545273226867;0.740407032533506;0.789631519211112;0.648823314795597;0.847031033490453;0.636662486205058;0.756955516871674;0.758435359996333;0.650537029740717;0.807393798546825;0.805217857285405;0.70506395776368;0.798238359274847;0.670865931248729;0.674987151475197;0.818991500133152;0.817435055683988;0.796950999739087;0.815988943765803;0.80696178089159;0.834006166810112;0.786326045414909;0.805911909527576;0.805981257921575;0.732167222042869;0.774416085831596;0.684439999734435;0.712108383224025;0.731101751068966;0.787948327767966;0.806832263151538;0.749583525554714;0.82137203191934;0.756923369666038;0.867931505182582;0.917277256994818;0.873617116110913;0.842088075928632;0.814105086020766
"w22";0.78448451306279;0.770070436199428;0.661076245238107;0.523540634929424;0.83308970243363;0.768971895873704;0.796795793244483;0.7780124754642;0.851950976869609;0.868115121244412;0.798951650780626;0.603029874369151;0.815333209419175;0.798473342164563;0.771856540232496;0.860876622073425;0.602587146448937;0.753487434181374;0.71318277829759;0.691441313926075;0.842521910070777;0.826742001408546;0.755540329167443;0.824519587903887;0.664747557188715;0.677632769616917;0.729440309225731;0.789112387985733;0.757480644606147;0.733575889452394;0.730045041365432;0.53567832087933;0.536709513450718;0.635658560016699;0.792062929764727;0.580011989563518;0.79370616414143;0.676344058091796;0.763931153203893;0.726734092836195;0.781478266125454;0.78781429831043;0.744833397635187;0.801295717891681;0.771084299073411;0.907537650350299;0.829024142250545;0.493521630401661;0.778156429994405;0.56819846776785
"w220";0.768689772217098;0.711300837077015;0.60085321120436;0.740145960810654;0.748258543220652;0.778498015933411;0.737852091947806;0.74752855703888;0.786125946355113;0.762076429234995;0.620322909031821;0.726852269801721;0.681885393706389;0.822555498519243;0.568756754700906;0.815591316188173;0.558840819331583;0.767581519916811;0.773493604402524;0.676139837052766;0.719123529556345;0.726909488000699;0.661631692004583;0.66238904837286;0.539036765057269;0.654735420155788;0.725197089443606;0.791035737660546;0.676004537826179;0.68269715633893;0.72872172137032;0.733485161467866;0.797806325205825;0.714647394079028;0.686234390186267;0.545802849538391;0.701160574666339;0.582919435866721;0.658015971150004;0.687518613901985;0.723971306756169;0.773960744892583;0.665618422679885;0.7605140611071;0.71764733051866;0.84959225366356;0.938206140597093;0.876138424942812;0.831391324004421;0.800181222590551
"w221";0.84489891739881;0.822630499652335;0.729848520872343;0.821839954193321;0.835977616692139;0.822778857667258;0.849323061549648;0.859157378803363;0.84531991960913;0.839806812695138;0.773629371665161;0.831996874064358;0.779496832966265;0.815536429447653;0.721305182225165;0.856516281061496;0.684593371411561;0.764597968797013;0.766035395501472;0.69583309527119;0.832475380405817;0.842905044806513;0.742076247360132;0.81579129285561;0.683318793628831;0.713131844861201;0.804520807231019;0.83606525648535;0.820426300787861;0.818521177086248;0.852168025279515;0.8123678308238;0.824320135540982;0.794532798991594;0.814865378243827;0.732758529711465;0.801282449583963;0.695716885425292;0.784254297888991;0.752011542842585;0.795486206259762;0.815846327369103;0.767791829121714;0.829939268099674;0.811117335703413;0.877996704645351;0.925204354338176;0.890890040401276;0.803767064501134;0.822685055680477
"w222";0.827262135927367;0.799872112023412;0.705570525840786;0.797689191625758;0.826066471274918;0.806318275673226;0.825735642123603;0.793011880748309;0.792522759113359;0.820897731031592;0.737791264933291;0.843551759701013;0.756798258296918;0.820097420474173;0.716689044417532;0.816088801911434;0.701185968323909;0.732856915385432;0.756918709428454;0.688935999450426;0.81690919819556;0.814328348317196;0.762105013346071;0.828430251798867;0.703036126811435;0.750312108098748;0.821149760784847;0.860583392669855;0.844244562714859;0.832885779919098;0.872870210170804;0.875225817949872;0.842475066924557;0.824458425359158;0.806812548233307;0.778922348168699;0.829695240689097;0.731113939699293;0.800886837164854;0.784966317192746;0.826200763005076;0.83955167498005;0.784684810703068;0.846906703196484;0.821554180634045;0.901410558175708;0.895084205393901;0.870893514172883;0.828682499440117;0.74460847565101
"w223";0.883945240518485;0.855497796186606;0.73477837971374;0.850737265420401;0.886589856581074;0.863297505985912;0.881552096379188;0.871694415790477;0.868039326130713;0.863174721510263;0.801295904673743;0.860030677457514;0.803029812138828;0.87194731594087;0.776805420961432;0.902428168304539;0.716435758443334;0.800786551491257;0.795641440143603;0.716857528576233;0.851637316219791;0.879975332244563;0.832408961280103;0.784922821468622;0.686326997967573;0.730580787824005;0.820274756045356;0.844733712062053;0.832221499044473;0.814639289155584;0.863593881595117;0.851086417028976;0.843783527468362;0.817319638070541;0.798918924599219;0.722911042095951;0.811805702758438;0.70202944504974;0.781607755397815;0.764106970318464;0.81069836959679;0.830640080450185;0.772146107933885;0.850293396255291;0.818226541128376;0.88975825801528;0.930332567154772;0.901649109584891;0.837355092435509;0.833171630375965
"w224";0.888036124546954;0.875523079468798;0.788458112325692;0.876746420002294;0.89234704370995;0.859336086407943;0.893281730974491;0.894316170171255;0.873675461918706;0.874709581417986;0.830262205761117;0.851822294600187;0.824506254568664;0.87465567424993;0.797366447273704;0.887778155453687;0.722760252509675;0.802488132866733;0.796859331090891;0.737930794359257;0.871550910775607;0.893343666366419;0.814815051820328;0.812325855396044;0.68585644561682;0.719748223050246;0.81354154835921;0.867104476566926;0.83989569108175;0.849579700810091;0.866163947264766;0.876421333635331;0.842667904526781;0.821367775499375;0.795294472763324;0.77552050690291;0.800230647364471;0.734015550578658;0.780876333054024;0.739710442327443;0.796720411548551;0.82506773923936;0.769327944707916;0.847083288256225;0.82330233675892;0.892664557843613;0.946455331024427;0.927077636905219;0.867339024682632;0.866728637038522
"w225";0.815266180338682;0.842821450924673;0.570094419213111;0.783789142444113;0.856561899772378;0.816584823002443;0.833184565101227;0.835170837623593;0.84204224734247;0.862855154380312;0.547766552935153;0.76884358262451;0.612328049520548;0.807730684684466;0.528837843284798;0.869087502659047;0.512979842504732;0.74524659528411;0.739086704418392;0.519052635387097;0.855117021116713;0.838584559556839;0.789075759717296;0.773108395734628;0.460206666490129;0.621037585180022;0.747639909292752;0.805057716405181;0.779601793864363;0.725402359960446;0.805345371999938;0.852355235512671;0.799215649475033;0.747581422501908;0.75189681537904;0.535903840523581;0.720240173978718;0.51147107435111;0.738694831072256;0.586385933922401;0.769829317053107;0.636805601083699;0.728869499330031;0.79914433761632;0.77507802249402;0.877981985542229;0.916167664022094;0.631229944529854;0.814328960886032;0.609533387391522
"w226";0.810242499427466;0.798874325305593;0.711844305669661;0.801007702078526;0.815035535775928;0.795041048276338;0.820329967635466;0.840504750822306;0.834854121621948;0.82269988290063;0.760961986475757;0.784107095651511;0.756625313669721;0.79261834246849;0.706075284320706;0.836710508606299;0.655137601034624;0.752919889846911;0.739254080227866;0.668865718127206;0.810301037252678;0.829805225961198;0.730448098662904;0.782407911708966;0.64986916924737;0.666964589343668;0.753149698199492;0.813764750672874;0.782901235803015;0.808254977524048;0.806096276945727;0.803595448743458;0.772310564348035;0.731867152992496;0.765936803090678;0.701009694669186;0.763075768803391;0.676665147745946;0.741946396290221;0.691450670934111;0.754826129246452;0.787327371535443;0.718716359948962;0.789515829629344;0.761274195158533;0.861601039114584;0.904215110677417;0.859450766838449;0.766841421035748;0.757347357788567
"w227";0.787718544385929;0.786316710993082;0.602788160897453;0.751887548789553;0.775668173715072;0.788815835404389;0.805634683557492;0.773464737032454;0.814777709423695;0.797689050079772;0.7199540773601;0.798357906542058;0.716919437907822;0.714051607603586;0.624586483963221;0.831538992303496;0.581981639929148;0.719003996285449;0.73233848673482;0.609762562647823;0.789057508682921;0.792974745389985;0.694852020706758;0.771252728210776;0.640787228067468;0.627966634066125;0.774082170467404;0.7769924081261;0.75709809412219;0.805275400462294;0.777442331185845;0.818778610314012;0.798999783860348;0.779781130676007;0.771932984550834;0.71231856545257;0.738121114662737;0.661857218530798;0.686367763568821;0.703622640076102;0.767679236592375;0.776323039169832;0.731517310629298;0.793963038773833;0.726607250910605;0.858732381696133;0.910588714497084;0.864361411233882;0.790257820635528;0.764038339202815
"w228";0.79024840838487;0.737412843532147;0.65242280171107;0.754120285323815;0.734444959295032;0.690042455340655;0.759984009868688;0.76891826470245;0.789228849259663;0.765558151512771;0.656722937936316;0.694894263145353;0.688677219752629;0.704303546194262;0.615179575203745;0.812242517930161;0.569889133080532;0.669607871737243;0.633325776507739;0.559853729598556;0.715081469266178;0.74317428748251;0.679192865183142;0.633617768859226;0.42515171269961;0.516619533195959;0.611789628424462;0.654101720731326;0.597011130350041;0.670961443604113;0.661792812861549;0.671778218551348;0.664134289098018;0.638721313469675;0.594794900184246;0.501628954146246;0.603393909974849;0.485946713078761;0.591005872872304;0.542593022433053;0.592936357267721;0.586804038573199;0.607364018235927;0.628815735280999;0.596350848260541;0.821987717396657;0.915216589481928;0.873800248238942;0.820467512347893;0.794039797370532
