"data";"workflow";"accuracy"
"n7";"w244";0.799786982
"n7";"w243";0.878764703
"n7";"w247";0.902185253
"n7";"w242";0.889465481
"n7";"w245";0.887427782
"n7";"w241";0.941928177
"n7";"w248";0.954149175
"n7";"w246";0.832906605
"n7";"w252";0.801829877
"n7";"w251";0.8767322
"n7";"w255";0.907275864
"n7";"w250";0.88335654
"n7";"w253";0.881315724
"n7";"w249";0.9205287
"n7";"w256";0.946508583
"n7";"w254";0.860928343
"n7";"w260";0.753432188
"n7";"w259";0.857365227
"n7";"w263";0.884360323
"n7";"w258";0.89352737
"n7";"w261";0.882827632
"n7";"w257";0.930214265
"n7";"w264";0.947019826
"n7";"w262";0.677537512
"n7";"w268";0.803348019
"n7";"w267";0.86550771
"n7";"w271";0.908807515
"n7";"w266";0.897607964
"n7";"w269";0.88232678
"n7";"w265";0.923576416
"n7";"w272";0.946510661
"n7";"w270";0.853280477
"n7";"w276";0.791636186
"n7";"w275";0.858884409
"n7";"w279";0.894035496
"n7";"w274";0.900654641
"n7";"w277";0.881295981
"n7";"w273";0.937854857
"n7";"w280";0.943455671
"n7";"w278";0.844118625
"n7";"w284";0.819645455
"n7";"w283";0.864491458
"n7";"w287";0.916965585
"n7";"w282";0.897606925
"n7";"w285";0.881817615
"n7";"w281";0.918998088
"n7";"w288";0.941413816
"n7";"w286";0.872643294
"n7";"w292";0.7906137
"n7";"w291";0.874697618
"n7";"w295";0.890983624
"n7";"w290";0.89455713
"n7";"w293";0.890479654
"n7";"w289";0.956691882
"n7";"w296";0.958224573
"n7";"w294";0.707592793
"n7";"w300";0.816600856
"n7";"w299";0.87010786
"n7";"w303";0.917466437
"n7";"w298";0.88844819
"n7";"w301";0.884882996
"n7";"w297";0.936324245
"n7";"w304";0.950583981
"n7";"w302";0.867034166
"n7";"w308";0.801818446
"n7";"w307";0.871630159
"n7";"w311";0.891997797
"n7";"w306";0.888442994
"n7";"w309";0.88284218
"n7";"w305";0.939377156
"n7";"w312";0.954150214
"n7";"w310";0.835460742
"n7";"w28";0.889457168
"n7";"w27";0.874178062
"n7";"w31";0.915433933
"n7";"w26";0.890463028
"n7";"w29";0.889954903
"n7";"w25";0.915943098
"n7";"w32";0.938357787
"n7";"w30";0.930716156
"n7";"w316";0.817618147
"n7";"w315";0.869086413
"n7";"w319";0.923580573
"n7";"w314";0.88946652
"n7";"w317";0.884373831
"n7";"w313";0.92001434
"n7";"w320";0.94854836
"n7";"w318";0.873153498
"n7";"w324";0.800322125
"n7";"w323";0.859916248
"n7";"w327";0.897086329
"n7";"w322";0.891494867
"n7";"w325";0.880291159
"n7";"w321";0.941414855
"n7";"w328";0.953138119
"n7";"w326";0.725424997
"n7";"w332";0.868566856
"n7";"w331";0.861953947
"n7";"w335";0.93174176
"n7";"w330";0.89252151
"n7";"w333";0.888444033
"n7";"w329";0.929192818
"n7";"w336";0.948043352
"n7";"w334";0.860921069
"n7";"w340";0.812024606
"n7";"w339";0.868568935
"n7";"w343";0.898111933
"n7";"w338";0.891492789
"n7";"w341";0.880798246
"n7";"w337";0.917980797
"n7";"w344";0.942949624
"n7";"w342";0.862449603
"n7";"w348";0.871615612
"n7";"w347";0.872136207
"n7";"w351";0.926138867
"n7";"w346";0.89252151
"n7";"w349";0.888444033
"n7";"w345";0.925622428
"n7";"w352";0.938364022
"n7";"w350";0.859894426
"n7";"w356";0.823737479
"n7";"w355";0.872659919
"n7";"w359";0.90117004
"n7";"w354";0.889971528
"n7";"w357";0.870106821
"n7";"w353";0.947527952
"n7";"w360";0.957718525
"n7";"w358";0.739674342
"n7";"w364";0.851236543
"n7";"w363";0.872655763
"n7";"w367";0.933256785
"n7";"w362";0.896601064
"n7";"w365";0.883362775
"n7";"w361";0.94447608
"n7";"w368";0.950076894
"n7";"w366";0.859896504
"n7";"w372";0.825275365
"n7";"w371";0.869599734
"n7";"w375";0.888950081
"n7";"w370";0.878256578
"n7";"w373";0.873670976
"n7";"w369";0.927156158
"n7";"w376";0.949058564
"n7";"w374";0.852265265
"n7";"w380";0.85888337
"n7";"w379";0.863486637
"n7";"w383";0.929190739
"n7";"w378";0.899146889
"n7";"w381";0.883362775
"n7";"w377";0.924106364
"n7";"w384";0.945492331
"n7";"w382";0.861431273
"n7";"w36";0.810509581
"n7";"w35";0.855330645
"n7";"w39";0.92256536
"n7";"w34";0.875710753
"n7";"w37";0.874688266
"n7";"w33";0.941423168
"n7";"w40";0.951092107
"n7";"w38";0.770253336
"n7";"w44";0.902694418
"n7";"w43";0.853798994
"n7";"w47";0.934270959
"n7";"w42";0.871631198
"n7";"w45";0.881311567
"n7";"w41";0.949569808
"n7";"w48";0.945488175
"n7";"w46";0.940396525
"n7";"w52";0.83748805
"n7";"w51";0.872639137
"n7";"w55";0.92256536
"n7";"w50";0.870103703
"n7";"w53";0.867550605
"n7";"w49";0.928674301
"n7";"w56";0.947016709
"n7";"w54";0.899131302
"n7";"w60";0.882318467
"n7";"w59";0.861441664
"n7";"w63";0.925108068
"n7";"w58";0.878260734
"n7";"w61";0.878256578
"n7";"w57";0.937852779
"n7";"w64";0.942939233
"n7";"w62";0.935805728
"n7";"w68";0.806423792
"n7";"w67";0.871106447
"n7";"w71";0.923582651
"n7";"w66";0.890978428
"n7";"w69";0.880780581
"n7";"w65";0.950590216
"n7";"w72";0.947526913
"n7";"w70";0.753945509
"n8";"w8";0.964167889
"n8";"w1";0.979303112
"n8";"w7";0.974258716
"n8";"w3";0.858154122
"n8";"w5";0.901566064
"n8";"w4";0.845512586
"n8";"w6";0.748634531
"n8";"w2";0.911155914
"n8";"w80";0.969214321
"n8";"w73";0.975767758
"n8";"w79";0.964667848
"n8";"w75";0.882897524
"n8";"w77";0.901061013
"n8";"w76";0.905097344
"n8";"w78";0.951542644
"n8";"w74";0.904091316
"n8";"w88";0.967696114
"n8";"w81";0.969709189
"n8";"w87";0.956081989
"n8";"w83";0.865731916
"n8";"w85";0.896012545
"n8";"w84";0.858151067
"n8";"w86";0.915701369
"n8";"w82";0.902070096
"n8";"w96";0.967696114
"n8";"w89";0.965168825
"n8";"w95";0.955065779
"n8";"w91";0.876331867
"n8";"w93";0.902070096
"n8";"w92";0.911149804
"n8";"w94";0.953054741
"n8";"w90";0.901565046
"n8";"w104";0.975270854
"n8";"w97";0.971729391
"n8";"w103";0.971738555
"n8";"w99";0.891478291
"n8";"w101";0.919736681
"n8";"w100";0.835946155
"n8";"w102";0.720831297
"n8";"w98";0.915696277
"n8";"w112";0.968205238
"n8";"w105";0.972744583
"n8";"w111";0.955073925
"n8";"w107";0.909137748
"n8";"w109";0.921252851
"n8";"w108";0.927808325
"n8";"w110";0.967192082
"n8";"w106";0.923273053
"n8";"w120";0.971234523
"n8";"w113";0.889921391
"n8";"w119";0.961641618
"n8";"w115";0.888951002
"n8";"w117";0.919231631
"n8";"w116";0.858652045
"n8";"w118";0.92175892
"n8";"w114";0.917212447
"n8";"w128";0.970729472
"n8";"w121";0.971729391
"n8";"w127";0.952550709
"n8";"w123";0.895502403
"n8";"w125";0.921759938
"n8";"w124";0.910151922
"n8";"w126";0.957598159
"n8";"w122";0.923777085
"n8";"w136";0.971737537
"n8";"w129";0.976777859
"n8";"w135";0.967697133
"n8";"w131";0.874300464
"n8";"w133";0.897524642
"n8";"w132";0.808175505
"n8";"w134";0.744074821
"n8";"w130";0.905098363
"n8";"w144";0.968203201
"n8";"w137";0.972737455
"n8";"w143";0.964162797
"n8";"w139";0.897022646
"n8";"w141";0.904094371
"n8";"w140";0.916701287
"n8";"w142";0.949017392
"n8";"w138";0.910143776
"n8";"w152";0.96820422
"n8";"w145";0.965674894
"n8";"w151";0.948011364
"n8";"w147";0.888942856
"n8";"w149";0.901566064
"n8";"w148";0.863701531
"n8";"w150";0.939930556
"n8";"w146";0.909137748
"n8";"w16";0.964674976
"n8";"w9";0.969709189
"n8";"w15";0.961132494
"n8";"w11";0.854111681
"n8";"w13";0.909642799
"n8";"w12";0.920741691
"n8";"w14";0.9480134
"n8";"w10";0.909145894
"n8";"w160";0.967699169
"n8";"w153";0.960631517
"n8";"w159";0.953552664
"n8";"w155";0.890966113
"n8";"w157";0.899043866
"n8";"w156";0.911656891
"n8";"w158";0.954057714
"n8";"w154";0.907618524
"n8";"w168";0.975774886
"n8";"w161";0.972240551
"n8";"w167";0.969718353
"n8";"w163";0.903588302
"n8";"w165";0.914184181
"n8";"w164";0.828871375
"n8";"w166";0.656756069
"n8";"w162";0.913678112
"n8";"w176";0.9671931
"n8";"w169";0.971223322
"n8";"w175";0.964670903
"n8";"w171";0.903077142
"n8";"w173";0.92175892
"n8";"w172";0.927308366
"n8";"w174";0.966178926
"n8";"w170";0.922766984
"n8";"w184";0.972745601
"n8";"w177";0.962645609
"n8";"w183";0.953563864
"n8";"w179";0.888438824
"n8";"w181";0.910143776
"n8";"w180";0.862687357
"n8";"w182";0.933876059
"n8";"w178";0.915693223
"n8";"w192";0.968206256
"n8";"w185";0.970726417
"n8";"w191";0.954574984
"n8";"w187";0.892477191
"n8";"w189";0.919233667
"n8";"w188";0.910650863
"n8";"w190";0.954565819
"n8";"w186";0.920243768
"n8";"w200";0.965175953
"n8";"w193";0.953052704
"n8";"w199";0.92024275
"n8";"w195";0.884414712
"n8";"w197";0.897024682
"n8";"w196";0.816260386
"n8";"w198";0.65169029
"n8";"w194";0.89500448
"n8";"w208";0.965176971
"n8";"w201";0.950027493
"n8";"w207";0.945981997
"n8";"w203";0.878333741
"n8";"w205";0.901569119
"n8";"w204";0.798581582
"n8";"w206";0.855635997
"n8";"w202";0.912170088
"n8";"w216";0.966187072
"n8";"w209";0.920750855
"n8";"w215";0.91670536
"n8";"w211";0.878853047
"n8";"w213";0.906108464
"n8";"w212";0.795558407
"n8";"w214";0.779393736
"n8";"w210";0.897529733
"n8";"w224";0.965678967
"n8";"w217";0.936911453
"n8";"w223";0.945477965
"n8";"w219";0.873800505
"n8";"w221";0.906614532
"n8";"w220";0.790511975
"n8";"w222";0.8742913
"n8";"w218";0.903583211
"n8";"w232";0.971232486
"n8";"w225";0.934906525
"n8";"w231";0.912676157
"n8";"w227";0.888449006
"n8";"w229";0.914191308
"n8";"w228";0.835436013
"n8";"w230";0.612315697
"n8";"w226";0.921760956
"n8";"w24";0.965175953
"n8";"w17";0.969717335
"n8";"w23";0.961635508
"n8";"w19";0.840490591
"n8";"w21";0.894500448
"n8";"w20";0.87379745
"n8";"w22";0.900054985
"n8";"w18";0.90914284
"n8";"w240";0.967192082
"n8";"w233";0.944992261
"n8";"w239";0.951542644
"n8";"w235";0.898024601
"n8";"w237";0.920748819
"n8";"w236";0.883899479
"n8";"w238";0.876817571
"n8";"w234";0.929330604
"n8";"w248";0.970727436
"n8";"w241";0.9399163
"n8";"w247";0.920751874
"n8";"w243";0.886418622
"n8";"w245";0.916205401
"n8";"w244";0.821800668
"n8";"w246";0.778410109
"n8";"w242";0.917713425
"n8";"w256";0.967195137
"n8";"w249";0.94496986
"n8";"w255";0.945483056
"n8";"w251";0.886932836
"n8";"w253";0.919232649
"n8";"w252";0.805651271
"n8";"w254";0.87177623
"n8";"w250";0.916708415
"n8";"w264";0.970727436
"n8";"w257";0.962641536
"n8";"w263";0.925286127
"n8";"w259";0.886925709
"n8";"w261";0.904094371
"n8";"w260";0.852089443
"n8";"w262";0.655725603
"n8";"w258";0.907124674
"n8";"w272";0.969212284
"n8";"w265";0.964662757
"n8";"w271";0.946994135
"n8";"w267";0.891968068
"n8";"w269";0.918735745
"n8";"w268";0.886425749
"n8";"w270";0.854622841
"n8";"w266";0.916208456
"n8";"w280";0.968202183
"n8";"w273";0.953051686
"n8";"w279";0.927810362
"n8";"w275";0.880376344
"n8";"w277";0.905609523
"n8";"w276";0.854611641
"n8";"w278";0.804634042
"n8";"w274";0.904595349
"n8";"w288";0.968202183
"n8";"w281";0.952544599
"n8";"w287";0.945981997
"n8";"w283";0.885920699
"n8";"w285";0.907119583
"n8";"w284";0.882383309
"n8";"w286";0.871771139
"n8";"w282";0.917217538
"n8";"w296";0.972744583
"n8";"w289";0.965164752
"n8";"w295";0.916713506
"n8";"w291";0.889956012
"n8";"w293";0.920250896
"n8";"w292";0.868747964
"n8";"w294";0.609290486
"n8";"w290";0.920754928
"n8";"w304";0.969212284
"n8";"w297";0.963652656
"n8";"w303";0.952554782
"n8";"w299";0.892987333
"n8";"w301";0.918731672
"n8";"w300";0.910151922
"n8";"w302";0.880862048
"n8";"w298";0.920747801
"n8";"w312";0.973250652
"n8";"w305";0.956078935
"n8";"w311";0.925297328
"n8";"w307";0.893996416
"n8";"w309";0.923272035
"n8";"w308";0.86370255
"n8";"w310";0.798593801
"n8";"w306";0.919233667
"n8";"w32";0.967194119
"n8";"w25";0.965668785
"n8";"w31";0.947498167
"n8";"w27";0.840490591
"n8";"w29";0.906107445
"n8";"w28";0.92831643
"n8";"w30";0.957595104
"n8";"w26";0.908135793
"n8";"w320";0.9717355
"n8";"w313";0.936407421
"n8";"w319";0.950530507
"n8";"w315";0.910150904
"n8";"w317";0.924786168
"n8";"w316";0.890460044
"n8";"w318";0.877331786
"n8";"w314";0.925289182
"n8";"w328";0.968706215
"n8";"w321";0.957590013
"n8";"w327";0.929833618
"n8";"w323";0.900553926
"n8";"w325";0.90257311
"n8";"w324";0.859163205
"n8";"w326";0.577476377
"n8";"w322";0.911153877
"n8";"w336";0.971733464
"n8";"w329";0.964669884
"n8";"w335";0.950026474
"n8";"w331";0.896509449
"n8";"w333";0.915201409
"n8";"w332";0.916204383
"n8";"w334";0.857642962
"n8";"w330";0.916715543
"n8";"w344";0.966686013
"n8";"w337";0.96011832
"n8";"w343";0.929323477
"n8";"w339";0.911153877
"n8";"w341";0.910148868
"n8";"w340";0.873293418
"n8";"w342";0.843510712
"n8";"w338";0.912670047
"n8";"w352";0.967699169
"n8";"w345";0.959107201
"n8";"w351";0.948505213
"n8";"w347";0.903078161
"n8";"w349";0.912675138
"n8";"w348";0.908632698
"n8";"w350";0.862682266
"n8";"w346";0.918228658
"n8";"w360";0.973248615
"n8";"w353";0.970720308
"n8";"w359";0.920754928
"n8";"w355";0.904088262
"n8";"w357";0.907116528
"n8";"w356";0.877335859
"n8";"w358";0.559329179
"n8";"w354";0.914691268
"n8";"w368";0.965172898
"n8";"w361";0.963149642
"n8";"w367";0.958607242
"n8";"w363";0.918235785
"n8";"w365";0.921253869
"n8";"w364";0.915704423
"n8";"w366";0.880354961
"n8";"w362";0.922264989
"n8";"w376";0.971734482
"n8";"w369";0.966683977
"n8";"w375";0.920244787
"n8";"w371";0.902565982
"n8";"w373";0.911153877
"n8";"w372";0.880372271
"n8";"w374";0.825849218
"n8";"w370";0.92276393
"n8";"w384";0.967697133
"n8";"w377";0.964158724
"n8";"w383";0.947497149
"n8";"w379";0.908126629
"n8";"w381";0.919736681
"n8";"w380";0.909140803
"n8";"w382";0.875315657
"n8";"w378";0.92226397
"n8";"w40";0.972243605
"n8";"w33";0.929303112
"n8";"w39";0.974765803
"n8";"w35";0.864715705
"n8";"w37";0.91570035
"n8";"w36";0.866724707
"n8";"w38";0.734963547
"n8";"w34";0.911660964
"n8";"w48";0.968205238
"n8";"w41";0.968699088
"n8";"w47";0.957601214
"n8";"w43";0.892483301
"n8";"w45";0.924280099
"n8";"w44";0.923260834
"n8";"w46";0.962652737
"n8";"w42";0.919735663
"n8";"w56";0.972242587
"n8";"w49";0.972742546
"n8";"w55";0.961133513
"n8";"w51";0.870772239
"n8";"w53";0.908629643
"n8";"w52";0.875818671
"n8";"w54";0.896011527
"n8";"w50";0.908630661
"n8";"w64";0.969215339
"n8";"w57";0.970718271
"n8";"w63";0.949521424
"n8";"w59";0.870789549
"n8";"w61";0.921754847
"n8";"w60";0.917715461
"n8";"w62";0.957096163
"n8";"w58";0.919736681
"n8";"w72";0.96820422
"n8";"w65";0.981827346
"n8";"w71";0.969208211
"n8";"w67";0.87127118
"n8";"w69";0.896517595
"n8";"w68";0.807670455
"n8";"w70";0.742067856
"n8";"w66";0.904090298
"n9";"w7";0.906996786
"n9";"w4";0.746561078
"n9";"w2";0.806843412
"n9";"w6";0.60964484
"n9";"w3";0.729153625
"n9";"w8";0.891666667
"n9";"w1";0.922835024
"n9";"w5";0.799690121
"n9";"w79";0.868672009
"n9";"w76";0.828309545
"n9";"w74";0.779761905
"n9";"w78";0.87837945
"n9";"w75";0.778738367
"n9";"w80";0.86049831
"n9";"w73";0.881446935
"n9";"w77";0.787430616
"n9";"w87";0.862039356
"n9";"w84";0.755749969
"n9";"w82";0.783853971
"n9";"w86";0.837508869
"n9";"w83";0.742957306
"n9";"w88";0.884006302
"n9";"w81";0.877873419
"n9";"w85";0.787932474
"n9";"w95";0.867140353
"n9";"w92";0.816048996
"n9";"w90";0.786917282
"n9";"w94";0.877868202
"n9";"w91";0.76800843
"n9";"w96";0.87174158
"n9";"w89";0.869182213
"n9";"w93";0.784361045
"n9";"w103";0.901891616
"n9";"w100";0.766476775
"n9";"w98";0.821661241
"n9";"w102";0.715889362
"n9";"w99";0.769544259
"n9";"w104";0.915174659
"n9";"w97";0.892681858
"n9";"w101";0.817568132
"n9";"w111";0.890641042
"n9";"w108";0.840579483
"n9";"w106";0.804796336
"n9";"w110";0.895753516
"n9";"w107";0.78742227
"n9";"w112";0.878893827
"n9";"w105";0.896768707
"n9";"w109";0.812462961
"n9";"w119";0.872765118
"n9";"w116";0.764429698
"n9";"w114";0.825750177
"n9";"w118";0.852321481
"n9";"w115";0.760850966
"n9";"w120";0.897800593
"n9";"w113";0.899846626
"n9";"w117";0.818080422
"n9";"w127";0.885024623
"n9";"w124";0.812981512
"n9";"w122";0.823209591
"n9";"w126";0.891669797
"n9";"w123";0.777211928
"n9";"w128";0.887072743
"n9";"w121";0.873269062
"n9";"w125";0.820654397
"n9";"w135";0.879911106
"n9";"w132";0.759334961
"n9";"w130";0.807371353
"n9";"w134";0.7348003
"n9";"w131";0.759825341
"n9";"w136";0.895240182
"n9";"w129";0.900851383
"n9";"w133";0.796109303
"n9";"w143";0.865092233
"n9";"w140";0.832391177
"n9";"w138";0.784360002
"n9";"w142";0.880932557
"n9";"w139";0.792028713
"n9";"w144";0.868158675
"n9";"w137";0.822252828
"n9";"w141";0.787430616
"n9";"w151";0.839551772
"n9";"w148";0.773126122
"n9";"w146";0.81401131
"n9";"w150";0.851813363
"n9";"w147";0.77260131
"n9";"w152";0.878378407
"n9";"w145";0.854371687
"n9";"w149";0.789474563
"n9";"w15";0.872755728
"n9";"w12";0.831884103
"n9";"w10";0.78998581
"n9";"w14";0.882462126
"n9";"w11";0.752663704
"n9";"w16";0.86713618
"n9";"w9";0.884003172
"n9";"w13";0.783337507
"n9";"w159";0.871734277
"n9";"w156";0.817570218
"n9";"w154";0.793554109
"n9";"w158";0.872759902
"n9";"w155";0.770049247
"n9";"w160";0.866630149
"n9";"w153";0.871221986
"n9";"w157";0.789471433
"n9";"w167";0.898307667
"n9";"w164";0.772612787
"n9";"w162";0.823708318
"n9";"w166";0.776189433
"n9";"w163";0.782829389
"n9";"w168";0.920284003
"n9";"w161";0.91363883
"n9";"w165";0.807874254
"n9";"w175";0.881957139
"n9";"w172";0.844660073
"n9";"w170";0.803779058
"n9";"w174";0.888601269
"n9";"w171";0.796113476
"n9";"w176";0.883492968
"n9";"w169";0.874300947
"n9";"w173";0.810419014
"n9";"w183";0.866632236
"n9";"w180";0.779755645
"n9";"w178";0.823708318
"n9";"w182";0.855385835
"n9";"w179";0.78794082
"n9";"w184";0.900354743
"n9";"w177";0.874295731
"n9";"w181";0.807363007
"n9";"w191";0.877355912
"n9";"w188";0.817579609
"n9";"w186";0.824228955
"n9";"w190";0.894732065
"n9";"w187";0.77260131
"n9";"w192";0.886047118
"n9";"w185";0.886051292
"n9";"w189";0.824739159
"n9";"w199";0.816044823
"n9";"w196";0.741957765
"n9";"w194";0.795099328
"n9";"w198";0.570269396
"n9";"w195";0.748073954
"n9";"w200";0.89831497
"n9";"w193";0.886047118
"n9";"w197";0.792535787
"n9";"w207";0.859977672
"n9";"w204";0.722538709
"n9";"w202";0.763927841
"n9";"w206";0.77873941
"n9";"w203";0.767500313
"n9";"w208";0.853342932
"n9";"w201";0.849769417
"n9";"w205";0.769034055
"n9";"w215";0.812457744
"n9";"w212";0.729694086
"n9";"w210";0.795610576
"n9";"w214";0.744000668
"n9";"w211";0.747554359
"n9";"w216";0.884007345
"n9";"w209";0.824730813
"n9";"w213";0.795603272
"n9";"w223";0.888091065
"n9";"w220";0.702087768
"n9";"w218";0.790498101
"n9";"w222";0.810420058
"n9";"w219";0.754197446
"n9";"w224";0.875318225
"n9";"w217";0.860494136
"n9";"w221";0.789980593
"n9";"w231";0.832904511
"n9";"w228";0.758309336
"n9";"w226";0.808371938
"n9";"w230";0.559538417
"n9";"w227";0.773114645
"n9";"w232";0.906488669
"n9";"w225";0.875823213
"n9";"w229";0.804798422
"n9";"w23";0.863564751
"n9";"w20";0.761885981
"n9";"w18";0.803275114
"n9";"w22";0.811444639
"n9";"w19";0.735305288
"n9";"w24";0.877361129
"n9";"w17";0.863557448
"n9";"w21";0.786402905
"n9";"w239";0.876330287
"n9";"w236";0.735314678
"n9";"w234";0.81194441
"n9";"w238";0.804294479
"n9";"w235";0.798677017
"n9";"w240";0.873782396
"n9";"w233";0.877881766
"n9";"w237";0.802248445
"n9";"w247";0.822688953
"n9";"w244";0.74962439
"n9";"w242";0.809395476
"n9";"w246";0.733279079
"n9";"w243";0.763392596
"n9";"w248";0.903425358
"n9";"w241";0.792526397
"n9";"w245";0.804287175
"n9";"w255";0.874823672
"n9";"w252";0.73683903
"n9";"w250";0.815019198
"n9";"w254";0.820132716
"n9";"w251";0.770558407
"n9";"w256";0.880947164
"n9";"w249";0.867660991
"n9";"w253";0.801737198
"n9";"w263";0.814510037
"n9";"w260";0.756781854
"n9";"w258";0.798672843
"n9";"w262";0.520193231
"n9";"w259";0.744507742
"n9";"w264";0.907514294
"n9";"w257";0.857415175
"n9";"w261";0.780791703
"n9";"w271";0.854866241
"n9";"w268";0.815022328
"n9";"w266";0.773125078
"n9";"w270";0.767000543
"n9";"w267";0.787946037
"n9";"w272";0.859986019
"n9";"w265";0.865605567
"n9";"w269";0.762910563
"n9";"w279";0.80735153
"n9";"w276";0.763932015
"n9";"w274";0.795098285
"n9";"w278";0.760351196
"n9";"w275";0.745529193
"n9";"w280";0.890649389
"n9";"w273";0.863559534
"n9";"w277";0.780283586
"n9";"w287";0.883488794
"n9";"w284";0.811957973
"n9";"w282";0.794070573
"n9";"w286";0.805307583
"n9";"w283";0.753700805
"n9";"w288";0.877870289
"n9";"w281";0.813457285
"n9";"w285";0.782830433
"n9";"w295";0.825244147
"n9";"w292";0.775177372
"n9";"w290";0.80735466
"n9";"w294";0.614214766
"n9";"w291";0.756770377
"n9";"w296";0.92233108
"n9";"w289";0.907509077
"n9";"w293";0.795100371
"n9";"w303";0.871224072
"n9";"w300";0.825247277
"n9";"w298";0.806831935
"n9";"w302";0.797140144
"n9";"w299";0.793560369
"n9";"w304";0.880934644
"n9";"w297";0.879909019
"n9";"w301";0.799177831
"n9";"w311";0.823704144
"n9";"w308";0.779268394
"n9";"w306";0.810421101
"n9";"w310";0.736843204
"n9";"w307";0.765967614
"n9";"w312";0.908023455
"n9";"w305";0.874303034
"n9";"w309";0.795611619
"n9";"w31";0.888088978
"n9";"w28";0.823209591
"n9";"w26";0.79662681
"n9";"w30";0.874811151
"n9";"w27";0.745005425
"n9";"w32";0.866628062
"n9";"w25";0.874799674
"n9";"w29";0.786407078
"n9";"w319";0.880950294
"n9";"w316";0.809411126
"n9";"w314";0.825758524
"n9";"w318";0.815017111
"n9";"w315";0.772609657
"n9";"w320";0.885539001
"n9";"w313";0.878900088
"n9";"w317";0.811441509
"n9";"w327";0.829321606
"n9";"w324";0.777734652
"n9";"w322";0.802250532
"n9";"w326";0.661229707
"n9";"w323";0.771594466
"n9";"w328";0.905984725
"n9";"w321";0.899325988
"n9";"w325";0.79613017
"n9";"w335";0.856910187
"n9";"w332";0.823192897
"n9";"w330";0.788453111
"n9";"w334";0.761881808
"n9";"w331";0.781813155
"n9";"w336";0.864075998
"n9";"w329";0.841063603
"n9";"w333";0.783339594
"n9";"w343";0.829850591
"n9";"w340";0.766996369
"n9";"w338";0.801742415
"n9";"w342";0.770576145
"n9";"w339";0.760839489
"n9";"w344";0.884005259
"n9";"w337";0.837499478
"n9";"w341";0.796644547
"n9";"w351";0.876335504
"n9";"w348";0.819616251
"n9";"w346";0.783860231
"n9";"w350";0.80121969
"n9";"w347";0.769026752
"n9";"w352";0.869189516
"n9";"w345";0.874808021
"n9";"w349";0.777210884
"n9";"w359";0.833416802
"n9";"w356";0.786410208
"n9";"w354";0.821665415
"n9";"w358";0.682662451
"n9";"w355";0.790488711
"n9";"w360";0.916201327
"n9";"w353";0.883500271
"n9";"w357";0.807881558
"n9";"w367";0.86764847
"n9";"w364";0.822685823
"n9";"w362";0.816541463
"n9";"w366";0.805829264
"n9";"w363";0.795095155
"n9";"w368";0.884001085
"n9";"w361";0.887072743
"n9";"w365";0.803769667
"n9";"w375";0.834442427
"n9";"w372";0.786915196
"n9";"w370";0.818086683
"n9";"w374";0.768535328
"n9";"w371";0.779245441
"n9";"w376";0.902917241
"n9";"w369";0.879411335
"n9";"w373";0.805836568
"n9";"w383";0.881464672
"n9";"w380";0.82269104
"n9";"w378";0.821158341
"n9";"w382";0.81195067
"n9";"w379";0.789474563
"n9";"w384";0.891669797
"n9";"w377";0.86969659
"n9";"w381";0.810943825
"n9";"w39";0.906494929
"n9";"w36";0.764433872
"n9";"w34";0.82728079
"n9";"w38";0.616767873
"n9";"w35";0.766980719
"n9";"w40";0.897286215
"n9";"w33";0.884503986
"n9";"w37";0.821656024
"n9";"w47";0.884512333
"n9";"w44";0.839040524
"n9";"w42";0.803265723
"n9";"w46";0.88502358
"n9";"w43";0.780777096
"n9";"w48";0.878378407
"n9";"w41";0.881954009
"n9";"w45";0.805836568
"n9";"w55";0.871230333
"n9";"w52";0.773630066
"n9";"w50";0.826258295
"n9";"w54";0.831882017
"n9";"w51";0.754208923
"n9";"w56";0.900352656
"n9";"w49";0.889631067
"n9";"w53";0.821656024
"n9";"w63";0.875323442
"n9";"w60";0.828318935
"n9";"w58";0.815525228
"n9";"w62";0.888093151
"n9";"w59";0.765450106
"n9";"w64";0.87634385
"n9";"w57";0.881955052
"n9";"w61";0.814503777
"n9";"w71";0.892689162
"n9";"w68";0.747580443
"n9";"w66";0.784366262
"n9";"w70";0.561053378
"n9";"w67";0.743982931
"n9";"w72";0.902399733
"n9";"w65";0.913640916
"n9";"w69";0.787935604
"o1";"w1";0.885508664
"o1";"w7";0.873923529
"o1";"w8";0.93523224
"o1";"w4";0.827017546
"o1";"w6";0.925738069
"o1";"w5";0.913428323
"o1";"w2";0.901922797
"o1";"w3";0.914554759
"o1";"w73";0.91029061
"o1";"w79";0.922680353
"o1";"w80";0.934025185
"o1";"w76";0.831763907
"o1";"w78";0.935875534
"o1";"w77";0.914554656
"o1";"w74";0.906911558
"o1";"w75";0.918738679
"o1";"w81";0.90280831
"o1";"w87";0.911658126
"o1";"w88";0.93169177
"o1";"w84";0.822109844
"o1";"w86";0.92123258
"o1";"w85";0.918175434
"o1";"w82";0.900072319
"o1";"w83";0.918095049
"o1";"w89";0.921715257
"o1";"w95";0.927025303
"o1";"w96";0.929680597
"o1";"w92";0.825971444
"o1";"w94";0.92791053
"o1";"w93";0.92066975
"o1";"w90";0.910370866
"o1";"w91";0.917209821
"o1";"w97";0.897819212
"o1";"w103";0.873762602
"o1";"w104";0.937726349
"o1";"w100";0.850028701
"o1";"w102";0.930726597
"o1";"w101";0.919060274
