"data";"workflow";"accuracy";"time"
"n23";"w24";0.961668399;20.8299999999999
"n23";"w18";0.914340528;19.9399999999999
"n23";"w23";0.969564021;15.5399999999999
"n23";"w19";0.917693429;25.5999999999999
"n23";"w22";0.92614447;18.5999999999999
"n23";"w233";0.96053463;34.2100000000004
"n23";"w237";0.912648791;31.1600000000004
"n23";"w236";0.87482675;44.4400000000004
"n23";"w240";0.95884544;35.0700000000004
"n23";"w234";0.917718907;32.6600000000004
"n23";"w239";0.965041682;28.9200000000004
"n23";"w235";0.924462924;39.1600000000004
"n23";"w238";0.872036912;31.0900000000004
"n23";"w241";0.968427704;34.959999999998
"n23";"w245";0.925020892;22.099999999998
"n23";"w244";0.909790163;42.519999999998
"n23";"w248";0.965054421;26.099999999998
"n23";"w242";0.922766092;26.999999999998
"n23";"w247";0.961668399;19.569999999998
"n23";"w243";0.923339346;33.929999999998
"n23";"w246";0.837096429;25.679999999998
"n23";"w249";0.961663304;30.1500000000009
"n23";"w253";0.925025988;24.7300000000009
"n23";"w252";0.897382394;39.0700000000009
"n23";"w256";0.962794525;28.0900000000009
"n23";"w250";0.923334251;26.4600000000009
"n23";"w255";0.958842893;22.3700000000009
"n23";"w251";0.927843851;31.6000000000009
"n23";"w254";0.871494232;25.5100000000009
"n23";"w257";0.967319412;51.3600000000006
"n23";"w261";0.922783926;26.5800000000006
"n23";"w260";0.872584689;64.5500000000006
"n23";"w264";0.969556378;33.0300000000006
"n23";"w258";0.921660348;43.2100000000006
"n23";"w263";0.963918104;24.7800000000006
"n23";"w259";0.932353451;56.6700000000006
"n23";"w262";0.709133341;54.9700000000006
"n23";"w265";0.963915556;26.0799999999996
"n23";"w269";0.914895948;26.3399999999996
"n23";"w268";0.888928804;37.4199999999996
"n23";"w272";0.971811178;30.3299999999996
"n23";"w266";0.916019526;27.5099999999996
"n23";"w271";0.963915556;23.9099999999996
"n23";"w267";0.918274326;32.1099999999996
"n23";"w270";0.886707126;25.9199999999996
"n23";"w273";0.966741062;23.3699999999997
"n23";"w277";0.927293527;15.2599999999997
"n23";"w276";0.884421752;32.0799999999997
"n23";"w280";0.965049325;20.6199999999997
"n23";"w274";0.922786474;17.5599999999997
"n23";"w279";0.957153703;12.8199999999997
"n23";"w275";0.931805674;23.6099999999997
"n23";"w278";0.87768283;16.8399999999997
"n23";"w281";0.953772777;18.3899999999994
"n23";"w285";0.9216578;17.2399999999994
"n23";"w284";0.886684196;28.8699999999994
"n23";"w288";0.965046778;21.6599999999994
"n23";"w282";0.923354633;18.0599999999994
"n23";"w287";0.963349945;15.0899999999994
"n23";"w283";0.928414557;21.8899999999994
"n23";"w286";0.892908463;16.6399999999994
"n23";"w289";0.972942399;50.0899999999977
"n23";"w293";0.933484672;32.0099999999977
"n23";"w292";0.874839489;67.1599999999977
"n23";"w296";0.972947495;36.7699999999977
"n23";"w290";0.931795483;46.7199999999977
"n23";"w295";0.958287473;29.0099999999977
"n23";"w291";0.927273144;56.8899999999977
"n23";"w294";0.670223391;61.3299999999977
"n23";"w297";0.95997921;30.2300000000006
"n23";"w301";0.921655253;30.8000000000006
"n23";"w300";0.903570992;41.8700000000006
"n23";"w304";0.975194652;34.4400000000006
"n23";"w298";0.9216578;32.1900000000006
"n23";"w303";0.966718132;28.4100000000006
"n23";"w299";0.922225959;35.8700000000006
"n23";"w302";0.887254902;30.4500000000006
"n23";"w305";0.967319412;30.6999999999997
"n23";"w309";0.935736925;22.2399999999997
"n23";"w308";0.890060026;40.0399999999997
"n23";"w312";0.96899841;26.7199999999997
"n23";"w306";0.928417105;25.3899999999997
"n23";"w311";0.957161347;19.5699999999997
"n23";"w307";0.932353451;32.3599999999997
"n23";"w310";0.870913334;24.7899999999997
"n23";"w25";0.978015063;20.3700000000001
"n23";"w29";0.908699706;33.8300000000001
"n23";"w28";0.929548327;34.5900000000001
"n23";"w32";0.958847988;23.8900000000001
"n23";"w26";0.910949411;21.6400000000001
"n23";"w31";0.975187008;18.6900000000001
"n23";"w27";0.908686968;27.3500000000001
"n23";"w30";0.944740838;20.3300000000001
"n23";"w313";0.97010925;25.4000000000009
"n23";"w317";0.930108842;29.0000000000009
"n23";"w316";0.901321287;36.3800000000009
"n23";"w320";0.971816273;28.2300000000009
"n23";"w314";0.923917696;25.4900000000009
"n23";"w319";0.958840345;22.1000000000009
"n23";"w315";0.935171314;28.5800000000009
"n23";"w318";0.881629367;24.4400000000009
"n23";"w321";0.971818821;44.5699999999982
"n23";"w325";0.932363642;26.1999999999983
"n23";"w324";0.891201439;57.0099999999983
"n23";"w328";0.972376789;34.1399999999983
"n23";"w322";0.931229872;36.5199999999982
"n23";"w327";0.957153703;23.5399999999983
"n23";"w323";0.935739473;49.0299999999983
"n23";"w326";0.587374139;43.6299999999982
"n23";"w329";0.972914374;22.5699999999991
"n23";"w333";0.929535588;24.5399999999991
"n23";"w332";0.912623313;31.9499999999991
"n23";"w336";0.973497819;28.1199999999991
"n23";"w330";0.929535588;24.3299999999991
"n23";"w335";0.963918104;22.0999999999991
"n23";"w331";0.928412009;28.0799999999991
"n23";"w334";0.892903367;22.3299999999991
"n23";"w337";0.963905365;17.4900000000035
"n23";"w341";0.930108842;21.5800000000035
"n23";"w340";0.900788798;28.4500000000035
"n23";"w344";0.967864641;20.5100000000035
"n23";"w338";0.929540683;16.4300000000035
"n23";"w343";0.954340936;13.5600000000035
"n23";"w339";0.932355999;21.5800000000035
"n23";"w342";0.900806632;15.7700000000035
"n23";"w345";0.959971567;15.7799999999968
"n23";"w349";0.934615894;16.8499999999968
"n23";"w348";0.910931576;23.5699999999968
"n23";"w352";0.967864641;21.1599999999968
"n23";"w346";0.932921609;17.0899999999968
"n23";"w351";0.958277282;15.0699999999968
"n23";"w347";0.934610799;20.3599999999968
"n23";"w350";0.904732787;15.8899999999968
"n23";"w353";0.956595736;49.0199999999994
"n23";"w357";0.931240064;32.2899999999994
"n23";"w356";0.892327565;63.2099999999994
"n23";"w360";0.977449452;40.5799999999994
"n23";"w354";0.930677001;43.3099999999994
"n23";"w359";0.960547369;30.1099999999994
"n23";"w355";0.93629744;55.8799999999994
"n23";"w358";0.637007766;49.3899999999994
"n23";"w361";0.970119441;28.9999999999977
"n23";"w365";0.928419653;30.2799999999977
"n23";"w364";0.915978762;38.9199999999977
"n23";"w368";0.978575578;34.1799999999977
"n23";"w362";0.926733011;30.9499999999977
"n23";"w367";0.966725776;28.1399999999977
"n23";"w363";0.935747116;34.1899999999977
"n23";"w366";0.896847356;29.4899999999977
"n23";"w369";0.968993315;27.8100000000032
"n23";"w373";0.932368738;22.5100000000032
"n23";"w372";0.896834617;37.1600000000032
"n23";"w376";0.973505462;27.7500000000032
"n23";"w370";0.932368738;24.0300000000032
"n23";"w375";0.953775325;20.3100000000032
"n23";"w371";0.934615894;30.6000000000032
"n23";"w374";0.885010293;22.5100000000032
"n23";"w377";0.951525621;23.59
"n23";"w381";0.93348722;23.8
"n23";"w380";0.923318964;32.5
"n23";"w384";0.972379336;27.43
"n23";"w378";0.932368738;24
"n23";"w383";0.956027577;21.82
"n23";"w379";0.941951001;27.61
"n23";"w382";0.901369695;22.66
"n23";"w33";0.980830378;42.4099999999999
"n23";"w37";0.918271779;67.6699999999999
"n23";"w36";0.888949187;71.5099999999999
"n23";"w40";0.970121989;35.5499999999999
"n23";"w34";0.918269231;52.5799999999999
"n23";"w39";0.979146284;37.8999999999999
"n23";"w35";0.907002874;66.0499999999999
"n23";"w38";0.810087237;57.7799999999999
"n23";"w41";0.980832926;34.3300000000001
"n23";"w45";0.923354633;46.2600000000001
"n23";"w44";0.943637642;47.0800000000001
"n23";"w48";0.961097693;36.8900000000001
"n23";"w42";0.925033631;34.9500000000001
"n23";"w47";0.983085178;31.3000000000001
"n23";"w43";0.909797807;41.0600000000001
"n23";"w46";0.944182871;32.8600000000001
"n23";"w49";0.97912845;23.9499999999996
"n23";"w53";0.917708716;41.8299999999996
"n23";"w52";0.90192002;42.7599999999996
"n23";"w56";0.967304125;27.2499999999996
"n23";"w50";0.917706168;27.3599999999996
"n23";"w55";0.971806082;22.3699999999996
"n23";"w51";0.911520117;34.7899999999996
"n23";"w54";0.929525396;26.6299999999996
"n23";"w57";0.982517019;26.8299999999996
"n23";"w61";0.918837389;41.2899999999996
"n23";"w60";0.925606885;42.2499999999996
"n23";"w64";0.966738515;31.0299999999996
"n23";"w58";0.921660348;28.8099999999996
"n23";"w63";0.975760263;25.5499999999996
"n23";"w59";0.920524031;35.8299999999996
"n23";"w62";0.950939627;27.6399999999996
"n23";"w65";0.981964147;35.4899999999994
"n23";"w69";0.921092189;60.8999999999994
"n23";"w68";0.83201867;65.2999999999995
"n23";"w72";0.966741062;33.3599999999995
"n23";"w66";0.920529126;45.9899999999994
"n23";"w71";0.975202295;32.3199999999994
"n23";"w67";0.923897314;60.3599999999994
"n23";"w70";0.785822021;51.6599999999994
"n3";"w4";0.66746478;208.21
"n3";"w7";0.802393829;172.9
"n3";"w3";0.65883202;229.84
"n3";"w6";0.559495139;160.39
"n3";"w2";0.73020991;155.95
"n3";"w8";0.812296878;88.49
"n3";"w1";0.712457707;126.01
"n3";"w5";0.729800089;139.44
"n3";"w76";0.726488178;40.5700000000003
"n3";"w79";0.775172878;44.6100000000003
"n3";"w75";0.687702446;47.8700000000003
"n3";"w78";0.785896927;38.5800000000003
"n3";"w74";0.764022685;40.0500000000003
"n3";"w80";0.81931826;48.9000000000003
"n3";"w73";0.759086481;39.0800000000003
"n3";"w77";0.752474217;44.4900000000003
"n3";"w84";0.674901402;93.1900000000003
"n3";"w87";0.749589847;75.7000000000003
"n3";"w83";0.656782909;117.5
"n3";"w86";0.683571589;40.1100000000002
"n3";"w82";0.723198072;50.5000000000002
"n3";"w88";0.809822985;64.8100000000003
"n3";"w81";0.657574669;51.5400000000002
"n3";"w85";0.73020449;69.6800000000002
"n3";"w92";0.677810304;20.2200000000005
"n3";"w95";0.755774581;25.4400000000005
"n3";"w91";0.675333018;25.9600000000005
"n3";"w94";0.750826796;20.6600000000005
"n3";"w90";0.748772931;21.6700000000005
"n3";"w96";0.794141631;29.8000000000005
"n3";"w89";0.69844624;21.0300000000005
"n3";"w93";0.751235918;24.2100000000005
"n3";"w100";0.677364425;175.649999999999
"n3";"w103";0.792902664;145.969999999999
"n3";"w99";0.660882455;210.269999999999
"n3";"w102";0.379533018;120.929999999999
"n3";"w98";0.73557771;111.779999999999
"n3";"w104";0.829211092;93.5999999999991
"n3";"w97";0.667937182;106.709999999999
"n3";"w101";0.735156986;124.419999999999
"n3";"w108";0.712864098;46.4400000000006
"n3";"w111";0.792075531;50.6100000000006
"n3";"w107";0.691418029;54.2800000000006
"n3";"w110";0.787129782;44.0400000000006
"n3";"w106";0.771046093;46.0300000000006
"n3";"w112";0.82302569;54.5800000000006
"n3";"w105";0.744211127;44.8300000000006
"n3";"w109";0.77517286;50.6700000000006
"n3";"w116";0.695533267;101.44
"n3";"w119";0.746284066;81.0900000000001
"n3";"w115";0.658829322;122.62
"n3";"w118";0.693891269;51.0300000000001
"n3";"w114";0.717420453;60.1100000000001
"n3";"w120";0.814768736;72.1500000000001
"n3";"w113";0.667084207;58.0000000000001
"n3";"w117";0.725257373;79.0900000000001
"n3";"w124";0.68151637;30.3399999999995
"n3";"w127";0.761548793;35.5999999999995
"n3";"w123";0.688947548;36.7999999999995
"n3";"w126";0.763611497;31.0499999999995
"n3";"w122";0.755368839;32.0099999999995
"n3";"w128";0.799103025;39.8999999999995
"n3";"w121";0.706686187;30.8399999999995
"n3";"w125";0.761565808;34.4699999999995
"n3";"w132";0.658411312;170.949999999999
"n3";"w135";0.788371497;141.119999999999
"n3";"w131";0.678617646;235.239999999999
"n3";"w134";0.419994073;115.519999999999
"n3";"w130";0.742172258;106.749999999999
"n3";"w136";0.828808086;93.4699999999989
"n3";"w129";0.6921648;97.2599999999989
"n3";"w133";0.745469187;117.839999999999
"n3";"w140";0.726488205;38.4999999999988
"n3";"w143";0.777230831;42.5799999999988
"n3";"w139";0.680683767;47.2599999999988
"n3";"w142";0.782592508;35.8899999999988
"n3";"w138";0.766081987;38.1799999999988
"n3";"w144";0.813539959;46.8699999999988
"n3";"w137";0.755355903;36.9699999999988
"n3";"w141";0.764427049;42.8199999999988
"n3";"w148";0.69141191;79.0499999999988
"n3";"w151";0.745463055;61.8999999999988
"n3";"w147";0.686889617;93.3299999999988
"n3";"w150";0.728970251;32.0099999999988
"n3";"w146";0.727746914;42.4999999999988
"n3";"w152";0.809411812;61.0899999999988
"n3";"w145";0.639029372;45.9399999999988
"n3";"w149";0.731457069;59.8599999999988
"n3";"w12";0.718653975;41.8299999999999
"n3";"w15";0.778463686;46.5799999999999
"n3";"w11";0.689365546;49.5399999999999
"n3";"w14";0.781354873;39.0999999999999
"n3";"w10";0.753708456;40.9999999999999
"n3";"w16";0.815598576;50.9799999999999
"n3";"w9";0.742601135;39.9599999999999
"n3";"w13";0.755358617;45.6199999999999
"n3";"w156";0.684825562;21.3300000000011
"n3";"w159";0.767747142;26.2400000000011
"n3";"w155";0.697595955;26.1600000000011
"n3";"w158";0.746286794;21.9300000000011
"n3";"w154";0.746284762;22.9500000000011
"n3";"w160";0.789195896;30.4500000000011
"n3";"w153";0.702563493;22.2200000000011
"n3";"w157";0.742575275;25.1600000000011
"n3";"w164";0.685617295;161.250000000003
"n3";"w167";0.795794533;132.520000000003
"n3";"w163";0.65019178;214.350000000003
"n3";"w166";0.536703275;106.380000000003
"n3";"w162";0.743816977;101.200000000003
"n3";"w168";0.836228396;95.1100000000029
"n3";"w161";0.658430948;93.9200000000029
"n3";"w165";0.748349502;116.750000000003
"n3";"w172";0.721945474;46.7700000000004
"n3";"w175";0.785476896;50.7100000000004
"n3";"w171";0.690182457;54.5000000000004
"n3";"w174";0.789187047;44.1600000000004
"n3";"w170";0.780122011;46.1800000000004
"n3";"w176";0.822611787;55.0500000000004
"n3";"w169";0.765257595;44.9600000000004
"n3";"w173";0.773106767;50.6000000000004
"n3";"w180";0.706272286;91.9599999999977
"n3";"w183";0.741338999;73.2499999999977
"n3";"w179";0.670390667;106.989999999998
"n3";"w182";0.715343427;46.4099999999977
"n3";"w178";0.72442411;54.2899999999977
"n3";"w184";0.820130418;72.2999999999977
"n3";"w177";0.595737624;56.6199999999977
"n3";"w181";0.731857363;72.3699999999977
"n3";"w188";0.686474359;31.9599999999994
"n3";"w191";0.764019962;37.1299999999994
"n3";"w187";0.679870963;37.8899999999994
"n3";"w190";0.761549463;32.7499999999994
"n3";"w186";0.757025123;33.5299999999994
"n3";"w192";0.799926746;41.6899999999994
"n3";"w185";0.70834248;32.5399999999994
"n3";"w189";0.764036285;35.9199999999994
"n3";"w196";0.624974289;205.45
"n3";"w199";0.769374148;134.2
"n3";"w195";0.684819408;252.05
"n3";"w198";0.466207646;147
"n3";"w194";0.7326797;139.33
"n3";"w200";0.827153143;84.47
"n3";"w193";0.607260853;153.35
"n3";"w197";0.732269879;61.89
"n3";"w204";0.625011759;39.9599999999987
"n3";"w207";0.791669095;43.6299999999987
"n3";"w203";0.673693038;49.6799999999987
"n3";"w206";0.78011179;38.4099999999987
"n3";"w202";0.760314576;40.1899999999987
"n3";"w208";0.810650118;47.3099999999987
"n3";"w201";0.641185911;39.3899999999987
"n3";"w205";0.757003352;39.8499999999987
"n3";"w212";0.598171312;101.470000000003
"n3";"w215";0.736385099;69.5900000000032
"n3";"w211";0.663779126;126.700000000003
"n3";"w214";0.629133094;49.5000000000032
"n3";"w210";0.738033214;54.4400000000032
"n3";"w216";0.810236895;61.2600000000032
"n3";"w209";0.559757984;72.2800000000032
"n3";"w213";0.741336274;34.4100000000032
"n3";"w220";0.601920294;19.5000000000013
"n3";"w223";0.775582698;23.8800000000013
"n3";"w219";0.689770607;24.6500000000013
"n3";"w222";0.755773204;20.0600000000013
"n3";"w218";0.734724717;20.9200000000013
"n3";"w224";0.784652487;26.7500000000013
"n3";"w217";0.674098092;20.5100000000013
"n3";"w221";0.73844168;20.6700000000013
"n3";"w228";0.649323113;184.850000000001
"n3";"w231";0.767319593;121.110000000001
"n3";"w227";0.667092381;235.000000000001
"n3";"w230";0.417463726;122.140000000001
"n3";"w226";0.738460768;120.170000000001
"n3";"w232";0.828386014;85.9300000000013
"n3";"w225";0.58048248;140.460000000001
"n3";"w229";0.733512987;65.4500000000013
"n3";"w20";0.695949188;102.69
"n3";"w23";0.760319343;84.59
"n3";"w19";0.635739893;116.74
"n3";"w22";0.664180069;49.0499999999999
"n3";"w18";0.718229184;59.2699999999999
"n3";"w24";0.801567389;63.8499999999999
"n3";"w17";0.689778112;54.4699999999999
"n3";"w21";0.724835986;77.44
"n3";"w236";0.69925431;44.3600000000017
"n3";"w239";0.799083964;48.4300000000017
"n3";"w235";0.70008345;52.8800000000017
"n3";"w238";0.777637911;43.5200000000017
"n3";"w234";0.781357605;45.1400000000017
"n3";"w240";0.816840964;51.7300000000017
"n3";"w233";0.689674576;44.5100000000017
"n3";"w237";0.77723082;45.0600000000017
"n3";"w244";0.634054981;108.23
"n3";"w247";0.733085449;77.3999999999997
"n3";"w243";0.672444527;126.85
"n3";"w246";0.640265596;56.5899999999997
"n3";"w242";0.747120739;64.5399999999997
"n3";"w248";0.813949091;65.8099999999997
"n3";"w241";0.643562537;79.3799999999997
"n3";"w245";0.747534639;44.8199999999997
"n3";"w252";0.681503426;30.1799999999988
"n3";"w255";0.775169471;34.0899999999988
"n3";"w251";0.712872926;34.8999999999988
"n3";"w254";0.753720706;30.7499999999988
"n3";"w250";0.739692246;31.5999999999988
"n3";"w256";0.796619615;36.9199999999988
"n3";"w249";0.684019519;31.3699999999988
"n3";"w253";0.741342413;31.2199999999988
"n3";"w260";0.698824739;195.19
"n3";"w263";0.766489764;127.16
"n3";"w259";0.675755754;262.35
"n3";"w262";0.454230321;132.45
"n3";"w258";0.743822421;128.46
"n3";"w264";0.837468061;90.0899999999996
"n3";"w257";0.649752706;156.61
"n3";"w261";0.747945792;60.6899999999996
"n3";"w268";0.7252567;39.9700000000001
"n3";"w271";0.792083003;43.9600000000001
"n3";"w267";0.69223223;49.1900000000001
"n3";"w270";0.781352141;38.7700000000001
"n3";"w266";0.769800313;40.4300000000001
"n3";"w272";0.808590135;47.5300000000001
"n3";"w265";0.717365968;40.0400000000001
"n3";"w269";0.77433283;40.1600000000001
"n3";"w276";0.678621085;93.0100000000007
"n3";"w279";0.723181729;64.8700000000007
"n3";"w275";0.676159444;118.680000000001
"n3";"w278";0.66501537;43.8700000000007
"n3";"w274";0.745049157;49.5100000000007
"n3";"w280";0.81765448;59.2200000000007
"n3";"w273";0.601511842;69.9700000000007
"n3";"w277";0.745864711;33.0100000000007
"n3";"w284";0.693902152;19.9800000000017
"n3";"w287";0.774756936;24.1600000000017
"n3";"w283";0.721534272;25.0400000000017
"n3";"w286";0.752062369;20.4300000000017
"n3";"w282";0.754541017;21.3000000000017
"n3";"w288";0.793326079;26.3900000000017
"n3";"w281";0.689766518;21.1800000000017
"n3";"w285";0.752483073;21.1400000000017
"n3";"w292";0.701292506;178.61
"n3";"w295";0.754530121;116.38
"n3";"w291";0.676160805;235.42
"n3";"w294";0.374574331;115.63
"n3";"w290";0.735159077;113.02
"n3";"w296";0.838701605;90.5700000000004
"n3";"w289";0.59452647;129.14
"n3";"w293";0.733510273;64.3700000000004
"n3";"w300";0.701330633;44.7
"n3";"w303";0.803628048;48.82
"n3";"w299";0.718656711;52.05
"n3";"w302";0.778052493;44.2
"n3";"w298";0.785069131;45.77
"n3";"w304";0.809002678;51.83
"n3";"w297";0.6889496;44.92
"n3";"w301";0.773918918;45.43
"n3";"w308";0.697996256;100.750000000003
"n3";"w311";0.727311904;72.6900000000031
"n3";"w307";0.687702439;123.910000000003
"n3";"w310";0.666250282;50.4300000000031
"n3";"w306";0.732662698;59.1400000000031
"n3";"w312";0.826316509;66.8900000000031
"n3";"w305";0.635720805;74.9900000000031
"n3";"w309";0.733900321;43.5700000000031
"n3";"w28";0.681935726;20.0399999999998
"n3";"w31";0.760316615;26.7599999999998
"n3";"w27";0.666251657;26.4199999999998
"n3";"w30";0.738034585;20.6699999999998
"n3";"w26";0.741341727;21.6399999999998
"n3";"w32";0.789182965;30.0299999999998
"n3";"w25";0.699677063;20.5899999999998
"n3";"w29";0.744632535;24.5999999999998
"n3";"w316";0.686468218;30.2700000000015
"n3";"w319";0.767742369;33.8500000000015
"n3";"w315";0.705458065;34.9300000000015
"n3";"w318";0.758255939;30.8700000000015
"n3";"w314";0.747529862;31.4000000000015
"n3";"w320";0.787136597;36.5600000000015
"n3";"w313";0.6963808;31.4800000000015
"n3";"w317";0.753715946;32.1800000000015
"n3";"w324";0.702532857;170.460000000004
"n3";"w327";0.761940234;111.060000000004
"n3";"w323";0.706281106;234.000000000004
"n3";"w326";0.384082552;109.210000000004
"n3";"w322";0.747946492;106.680000000004
"n3";"w328";0.842000575;100.030000000004
"n3";"w321";0.650978739;121.520000000004
"n3";"w325";0.75124206;58.0300000000044
"n3";"w332";0.705453325;37.9300000000032
"n3";"w335";0.79868299;41.7900000000032
"n3";"w331";0.696774273;46.9700000000032
"n3";"w334";0.780112469;36.7700000000032
"n3";"w330";0.768975908;38.4600000000032
"n3";"w336";0.809834571;44.7500000000032
"n3";"w329";0.702559446;38.0200000000032
"n3";"w333";0.767737598;38.2400000000032
"n3";"w340";0.702956273;78.7699999999985
"n3";"w343";0.729375985;55.6799999999985
"n3";"w339";0.686063157;105.489999999999
"n3";"w342";0.694324912;32.9199999999985
"n3";"w338";0.733097703;41.7899999999985
"n3";"w344";0.823850779;57.6899999999985
"n3";"w337";0.644787213;59.5199999999985
"n3";"w341";0.735581124;43.9399999999985
"n3";"w348";0.693071619;20.5900000000003
"n3";"w351";0.773928444;24.3800000000003
"n3";"w347";0.707506514;25.9000000000003
"n3";"w350";0.753714571;20.8500000000003
"n3";"w346";0.752896978;21.8500000000003
"n3";"w352";0.789609803;26.9300000000003
"n3";"w345";0.693079093;21.7000000000003
"n3";"w349";0.75082746;21.7600000000003
"n3";"w356";0.71862743;160.699999999999
"n3";"w359";0.768550415;110.319999999999
"n3";"w355";0.69103002;221.559999999999
"n3";"w358";0.47648373;103.029999999999
"n3";"w354";0.752892923;103.179999999999
"n3";"w360";0.842826344;99.3299999999988
"n3";"w353";0.636964557;125.049999999999
"n3";"w357";0.754128503;63.4099999999988
"n3";"w364";0.704630275;44.1600000000006
"n3";"w367";0.79702466;48.1700000000006
"n3";"w363";0.700502801;53.9900000000006
"n3";"w366";0.781352828;43.8300000000006
"n3";"w362";0.776401662;45.3300000000006
"n3";"w368";0.814774858;51.4800000000006
"n3";"w361";0.736797668;45.0600000000006
"n3";"w365";0.781768108;44.9400000000006
"n3";"w372";0.710794588;91.8200000000009
"n3";"w375";0.707498336;67.5100000000009
"n3";"w371";0.674891858;107.500000000001
"n3";"w374";0.696783808;45.4600000000009
"n3";"w370";0.740926487;54.0500000000009
"n3";"w376";0.83127586;69.3800000000009
"n3";"w369";0.629973853;67.5900000000009
"n3";"w373";0.732681777;42.7000000000009
"n3";"w380";0.684813293;31.6400000000029
"n3";"w383";0.768567445;35.4600000000029
"n3";"w379";0.706287936;36.6100000000029
"n3";"w382";0.758663711;32.1400000000029
"n3";"w378";0.742166814;32.8900000000029
"n3";"w384";0.789198621;38.0600000000029
"n3";"w377";0.679455692;32.6900000000029
"n3";"w381";0.747117991;32.6600000000029
"n3";"w36";0.700056273;186.03
"n3";"w39";0.801978576;153.03
"n3";"w35";0.656772726;207.83
"n3";"w38";0.432379187;124.6
"n3";"w34";0.74299734;127.22
"n3";"w40";0.825911442;91.3400000000001
"n3";"w33";0.693550157;109.19
"n3";"w37";0.741759035;131.19
"n3";"w44";0.712044454;47.7399999999999
"n3";"w47";0.78917615;52.2799999999999
"n3";"w43";0.678218738;55.6799999999999
"n3";"w46";0.780943691;45.1399999999999
"n3";"w42";0.77103996;46.9799999999999
"n3";"w48";0.822604979;56.6699999999999
"n3";"w41";0.757432902;45.7399999999999
"n3";"w45";0.769382985;51.5599999999999
"n3";"w52";0.714501349;108.54
"n3";"w55";0.757846129;87.9899999999999
"n3";"w51";0.640669977;116.43
"n3";"w54";0.685639062;52.3499999999999
"n3";"w50";0.72071258;64.0999999999999
"n3";"w56";0.803628736;72.5999999999999
"n3";"w49";0.590841626;60.9399999999999
"n3";"w53";0.721127852;85.4399999999999
"n3";"w60";0.682757408;30.1599999999995
"n3";"w63";0.764021304;36.0899999999995
"n3";"w59";0.677800765;36.0899999999995
"n3";"w62";0.752891521;30.6599999999995
"n3";"w58";0.747523731;31.8099999999995
"n3";"w64";0.80198061;40.2599999999995
"n3";"w57";0.713280732;30.8599999999995
"n3";"w61";0.743393552;34.6399999999995
"n3";"w68";0.654262074;196.839999999999
"n3";"w71";0.796615524;161.429999999999
"n3";"w67";0.662535363;263.679999999999
"n3";"w70";0.557420874;131.559999999999
"n3";"w66";0.733508212;128.889999999999
"n3";"w72";0.822611787;93.2299999999993
"n3";"w65";0.712043131;94.9299999999993
"n3";"w69";0.74258684;130.129999999999
"n4";"w4";0.759441939;79.79
"n4";"w8";0.89834714;47.85
"n4";"w1";0.883541789;49.17
"n4";"w7";0.864656871;51.52
"n4";"w3";0.76913898;62.51
"n4";"w6";0.503076856;54.99
"n4";"w2";0.808471714;50.28
"n4";"w5";0.820203333;68.02
"n4";"w76";0.777316857;19.7799999999997
"n4";"w80";0.798238435;24.8799999999997
"n4";"w73";0.828904952;20.1999999999997
"n4";"w79";0.825824972;21.3899999999997
"n4";"w75";0.719101287;21.7399999999997
"n4";"w78";0.818671673;20.6099999999997
"n4";"w74";0.755347794;20.8799999999997
"n4";"w77";0.751280722;21.8099999999997
"n4";"w84";0.767630228;37.6000000000006
"n4";"w88";0.894776738;31.8700000000006
"n4";"w81";0.836062416;20.7400000000006
"n4";"w87";0.804911724;22.5500000000006
"n4";"w83";0.802856322;27.3800000000006
"n4";"w86";0.818183333;17.6000000000006
"n4";"w82";0.815109601;21.0500000000006
"n4";"w85";0.820718745;33.6200000000006
"n4";"w92";0.82480456;12.3700000000007
"n4";"w96";0.863626046;18.6400000000007
"n4";"w89";0.853392767;12.8300000000007
"n4";"w95";0.855448169;14.8700000000007
"n4";"w91";0.803876734;14.5200000000007
"n4";"w94";0.862083974;13.2000000000007
"n4";"w90";0.82429956;13.3600000000007
"n4";"w93";0.821747487;15.5600000000007
"n4";"w100";0.781903506;75.8499999999995
"n4";"w104";0.902441285;53.9099999999995
"n4";"w97";0.878946809;48.7299999999995
"n4";"w103";0.867213108;52.1999999999995
"n4";"w99";0.781934744;61.7999999999995
"n4";"w102";0.72825168;50.3399999999995
"n4";"w98";0.826872457;48.4899999999995
"n4";"w101";0.838604076;65.9599999999995
"n4";"w108";0.776774372;26.4999999999999
"n4";"w112";0.818657096;31.3799999999999
"n4";"w105";0.820716663;26.9399999999999
"n4";"w111";0.821232075;28.3099999999999
"n4";"w107";0.742595763;28.3399999999999
"n4";"w110";0.821737075;27.1399999999999
"n4";"w106";0.776801444;27.3299999999999
"n4";"w109";0.777821857;28.6399999999999
"n4";"w116";0.789584713;47.3699999999993
"n4";"w120";0.8993738;39.7299999999993
"n4";"w113";0.84222654;30.5399999999993
"n4";"w119";0.833022003;31.5299999999993
"n4";"w115";0.798261342;34.7699999999993
"n4";"w118";0.81664959;26.7999999999993
"n4";"w114";0.823295807;29.6899999999993
"n4";"w117";0.836559086;42.9399999999993
"n4";"w124";0.811015456;21.3200000000003
"n4";"w128";0.87436016;28.2500000000003
"n4";"w121";0.868227273;21.8800000000003
"n4";"w127";0.867724355;24.8400000000003
"n4";"w123";0.809498374;23.5200000000003
"n4";"w126";0.881513459;21.9700000000003
