"data";"workflow";"accuracy";"time"
"n10";"w19";0.87;47.6000000000001
"n10";"w24";0.954210526;34.5900000000001
"n10";"w17";0.95;32.2200000000001
"n10";"w21";0.867894737;55.0000000000001
"n10";"w239";0.935789474;36.840000000002
"n10";"w236";0.813684211;42.230000000002
"n10";"w234";0.893684211;38.060000000002
"n10";"w238";0.872105263;36.310000000002
"n10";"w235";0.908421053;41.550000000002
"n10";"w240";0.951052632;42.770000000002
"n10";"w233";0.937368421;39.440000000002
"n10";"w237";0.9;37.950000000002
"n10";"w247";0.923157895;34.4300000000015
"n10";"w244";0.835263158;65.5800000000015
"n10";"w242";0.891578947;44.7300000000015
"n10";"w246";0.69;46.1300000000015
"n10";"w243";0.896842105;61.4200000000015
"n10";"w248";0.96;39.0200000000015
"n10";"w241";0.869473684;52.6500000000015
"n10";"w245";0.897894737;32.2800000000015
"n10";"w255";0.929473684;25.0900000000006
"n10";"w252";0.804736842;27.9400000000006
"n10";"w250";0.895789474;25.6600000000006
"n10";"w254";0.861052632;24.9300000000006
"n10";"w251";0.896315789;27.5200000000006
"n10";"w256";0.948421053;30.2800000000006
"n10";"w249";0.925263158;25.5700000000006
"n10";"w253";0.896842105;25.6400000000006
"n10";"w263";0.910526316;48.5999999999981
"n10";"w260";0.834736842;109.749999999998
"n10";"w258";0.882105263;84.9399999999981
"n10";"w262";0.681052632;87.6799999999981
"n10";"w259";0.898421053;115.779999999998
"n10";"w264";0.962105263;53.2699999999981
"n10";"w257";0.952631579;85.5099999999981
"n10";"w261";0.885263158;43.6399999999981
"n10";"w271";0.938421053;31.94
"n10";"w268";0.887368421;37.37
"n10";"w266";0.885789474;33.45
"n10";"w270";0.874210526;31.54
"n10";"w267";0.917368421;37.48
"n10";"w272";0.947894737;43.7
"n10";"w265";0.927368421;34.76
"n10";"w269";0.883157895;32.79
"n10";"w279";0.905263158;24.8999999999997
"n10";"w276";0.831052632;51.5199999999997
"n10";"w274";0.881578947;33.2199999999997
"n10";"w278";0.770526316;31.6199999999997
"n10";"w275";0.894736842;48.4099999999997
"n10";"w280";0.955263158;33.3699999999997
"n10";"w273";0.939473684;34.8999999999997
"n10";"w277";0.881578947;24.6499999999997
"n10";"w287";0.924736842;18.7700000000006
"n10";"w284";0.869473684;24.3100000000006
"n10";"w282";0.893684211;20.1400000000006
"n10";"w286";0.855263158;18.2500000000006
"n10";"w283";0.917368421;22.9700000000006
"n10";"w288";0.948421053;25.8600000000006
"n10";"w281";0.933684211;21.9900000000006
"n10";"w285";0.890526316;19.5700000000006
"n10";"w295";0.918421053;53.7399999999993
"n10";"w292";0.853684211;106.909999999999
"n10";"w290";0.885263158;78.7799999999993
"n10";"w294";0.661052632;89.2599999999993
"n10";"w291";0.904210526;105.989999999999
"n10";"w296";0.965789474;56.1999999999993
"n10";"w289";0.964210526;81.7399999999993
"n10";"w293";0.884210526;46.8499999999993
"n10";"w303";0.937894737;37.1299999999991
"n10";"w300";0.901578947;42.2299999999991
"n10";"w298";0.903684211;38.1599999999991
"n10";"w302";0.869473684;36.3299999999991
"n10";"w299";0.905263158;43.1599999999991
"n10";"w304";0.951578947;43.4099999999991
"n10";"w297";0.955789474;39.4599999999991
"n10";"w301";0.897894737;38.0699999999991
"n10";"w311";0.915789474;33.2400000000015
"n10";"w308";0.856842105;61.9600000000015
"n10";"w306";0.881052632;41.6100000000015
"n10";"w310";0.756315789;44.0900000000015
"n10";"w307";0.894736842;56.2300000000015
"n10";"w312";0.961052632;40.1300000000015
"n10";"w305";0.956315789;46.6000000000015
"n10";"w309";0.884210526;32.3900000000015
"n10";"w31";0.943684211;19.7700000000001
"n10";"w28";0.91;27.5400000000001
"n10";"w26";0.874210526;23.1800000000001
"n10";"w30";0.947894737;19.8700000000001
"n10";"w27";0.892631579;25.5800000000001
"n10";"w32";0.952105263;28.3300000000001
