1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50
18.35;19.36;33.92;25.8;17.32;13.8;16.89;16.75;18.1;15.37;27.05;18.23;23.49;15.96;23.8;16.9;21.93;15.04;12.62;19.44;14.1;18.51;13.85;99.69;31.84;22.42;18.56;18.01;15.64;14.6;13.31;9.84;8.53;9.24;49.58;12.34;43.2;27.21;40.03;35.41;34.91;33.5;31.99;23;23.06;32.84;9.43;12.37;6.11;10.46
17.82;19.33;45.64;25.68;17.63;14.04;16.6;15.97;18.17;15.5;34.49;18.82;30.04;16.27;31.32;15.92;26.24;16.32;13.15;30.71;14.84;18.48;16.39;1093.93;79;32.77;23.04;21.28;18.14;17.48;13.28;9.22;8.06;8.86;151.31;13.94;96.08;55.42;88.8;73.22;67.6;45.39;69.12;30.22;31.96;38.93;8.47;11.41;5.47;9.94
37.21;42.14;83.32;51.97;36.09;30.14;34.23;30.29;44.41;37.58;78.07;38.34;66.6;37.41;70.37;32.66;50.98;24.19;21.45;42.41;33.96;46.15;28.14;380.25;99.1;44.57;34.85;32.71;27;24.53;21.87;14.75;13.88;13.73;172.69;22.19;126.78;68.17;118.57;92.39;93.19;69.61;79.47;49.89;45.05;68.48;12.03;17.09;8.14;14.68
25.38;28.25;57.64;31.87;23.98;17.89;22.88;20.49;25.37;21.75;51.19;22.28;41.45;23.17;44.47;21.72;30.45;20.37;16.31;34.71;19.84;25.02;21.29;283.96;67.84;37.21;28.27;25.77;21.78;20.28;17.2;11.7;10.67;10.47;124.86;17.72;92.37;50.18;87.33;67.79;65.38;50.59;59.81;37.78;36.42;56.79;9.41;12.78;6.59;11.78
45.01;63.53;137.04;67.73;57.86;48.01;43.45;43.62;41.52;36.77;102.64;67.14;72.4;45.65;102.6;36.17;93.92;45.57;33.08;63.65;44.16;44.26;36.73;367.47;114.14;81.48;55.91;43.99;42.63;38.17;32.65;18.07;16.85;22.57;190.95;34.66;146.23;69.69;150.38;127.36;108.63;123.55;123.8;56.12;72.11;42.71;12.48;30.49;10;23.62
61.41;74.87;162.4;97.9;65.93;47.37;55.96;56.44;51.07;43.02;129.98;66.98;90.47;57.66;119.28;45.14;101.2;45.07;35.03;58.7;42.97;60.21;51.31;524.81;160.04;86.03;54.96;49.1;43.18;36.76;33.47;21.79;20.52;20.99;251.5;33.5;197.04;95.08;193.5;130.75;136.81;112.84;126.52;83.76;76.3;69.85;16.59;22.56;10.5;18.35
88.25;94.49;321.4;130.69;97.99;62.71;88.98;76.58;79.97;65.88;203.54;98.23;190.57;83.37;238.56;55.88;214.35;56.77;50.45;120.56;60.1;79.5;67.74;798.55;223.94;115.7;62.4;77.96;65.29;55.37;53.83;26.68;25.49;26.2;262.71;45.78;424.73;184.3;289.3;201.06;194.81;206.61;199.39;108.86;89.32;104.25;17.98;29.02;11.69;22.59
74.65;99.91;244.62;121.11;96.88;79.96;76.64;64.75;82.07;68.45;193.14;90.14;159.38;87.87;215.17;63.05;161.25;69.32;54.58;122.11;68.05;96.18;71.42;3342.27;420.22;178.23;101.32;86.82;71.05;56.7;41.62;18.02;15.21;15.71;928.2;35.3;698.37;213.97;623.94;462.83;454.19;463.45;348.58;182.23;169.01;300.52;10.2;18.2;5.62;13.55
73.44;90.02;161.27;106.67;81.54;66.28;72.22;73.31;71.18;59.94;131.92;84.41;106.79;74.33;131.65;59.93;116.75;62.65;50.49;79.28;60.08;80.7;65.77;427.18;162.07;99.64;71.4;65.16;60.17;52.63;46.23;29.57;27.75;28;223.12;43.33;196.79;111.71;197.01;152.06;155.38;147.86;140.28;98.04;93.95;84.76;21.89;30.74;13.78;24.85
61.93;87.07;172.84;97.19;73.25;53.95;63.03;64.25;60.51;43.82;103;77.68;88.13;62.86;107.29;53.65;106.38;45.05;31.8;46.7;43.33;65.36;51.03;174.08;69.81;52.45;48.71;51.37;40.79;36.39;37.32;21.61;18.72;19.21;100.44;32.57;91.02;63.89;84.86;76.77;76.18;77.55;71.26;55.32;53.69;39.6;15.31;22.09;9.16;16.97
45.99;59.63;166.77;74.61;55.42;50.36;47.06;41.51;44.59;37.61;115.55;63.88;96.64;52.71;132.66;36.37;132.52;48.1;36.83;90.42;37.19;52.49;46.78;1279.23;267.6;112.09;58.69;47.63;44.07;38.03;31.94;18.98;16.77;18.32;411.53;40.17;233.59;134.27;278.7;317.52;159.81;161.05;146.52;79.36;79.92;54.52;12.27;22.42;6.98;17.08
47.99;58.55;111.82;59.37;50.7;50.7;45.73;39.08;45.81;42.94;97.84;53.99;84.33;54.76;111.78;38.65;95.11;56.04;44.78;87.86;45.45;50.06;54.92;436.48;178.3;101.36;60.1;45.92;43.6;37.13;30.64;16.23;16.21;16.35;264.72;31.94;198.29;110.12;212.53;175.36;152.23;144.78;136.34;82.9;82.34;72.73;9.33;15.68;7.16;13.51
32.9;39.03;66.86;46.51;33.17;30.62;30.66;29.96;32.4;32.77;64.71;35.19;53.91;32.25;56.59;28.97;44.96;28.31;21.12;34.65;29.8;33.54;26.4;212.38;50;32.37;27.03;27.8;21.95;20.11;18.9;13.09;11.98;12.59;79.57;17.28;68.9;40.94;66.77;50.18;51.71;52.88;50.39;35.03;32.92;43.96;11.27;16.68;7.31;12.55
21.47;32.22;79.08;29.45;25.58;20.12;21.17;22.49;17.01;16.36;46.86;33.17;36.78;24.39;38.71;18.15;54.47;28.69;16.81;32.35;18.15;20.25;15.1;154.25;58.73;34.67;31.64;24.14;22.4;19.33;16.08;9.4;6.93;11.07;92.8;17.27;54.74;38.17;83.95;63.33;63.54;86.21;62.01;41.77;39.22;19.52;6.8;16.98;5.81;14.77
36.66;39.17;73.39;49.73;36.66;29.26;33.39;34.05;35.25;34.57;70.72;36.08;57.14;36.39;62.65;33.18;46.18;28.78;21.71;37.14;32.68;36.14;27.46;309;60;33.9;29.15;29.27;22.84;20.58;20.48;13.29;12.24;12.73;142.17;17.99;98.85;51.39;92.54;53.09;57.84;58.01;61.52;40.46;34.56;57.17;12.4;16.62;7.73;13.72
41.92;43.92;108.1;56.05;43.75;30.84;38.89;38.95;41.93;44.58;105.72;39.01;85.37;45.83;93.02;35.46;54.5;29.7;23.32;48.14;37.8;40.64;30.88;443.03;77.05;36.6;31.81;36.97;24.91;21.86;25.22;13.49;12.55;12.87;142.18;19.46;135.76;77.22;108.78;60.05;67.21;72.67;78.39;50.17;38.03;89.15;12.42;18.44;7.74;15.05
43.25;43.95;93.64;60.01;41.91;33.89;37.75;36.85;47.66;49.95;105.55;34.56;88.09;47.29;81.26;41.62;46.77;27.83;20.57;34.04;42.38;43.85;25.73;1678.98;51.78;31.87;26.3;34.33;21.39;19.62;18.39;12.77;11.69;12.34;332.1;16.67;184.19;76.05;151.75;55.68;55.92;60.19;89.97;48.72;36.75;198.99;10.88;16.1;7.03;11.62
43.55;46.36;81.01;58.41;43.44;35.48;40.3;40.05;44.3;45.32;83.22;40.36;71.09;44.25;69.26;40.9;50.6;29.93;23.9;42.84;40.9;43.95;30.84;308.78;63.57;36.15;34.55;35.89;25.46;22.48;24.55;13.88;12.84;13.12;126.8;19.46;103.68;59.39;91.94;59.12;65.11;67.91;69.75;47.94;39.11;78.07;14.18;20.88;8.17;16.75
33.85;37.58;64.42;48.41;33.98;28.15;32;31.35;33.72;31.19;56.16;35.73;47.37;33.33;49.91;30.67;44.16;28.7;21.19;34.73;29.97;34.85;26.65;155.49;48.99;32.04;27.37;26.71;22.21;20.31;19.4;13.59;12.13;13.26;78.86;17.64;67.04;40.03;61.52;49.9;51.41;52.11;48.58;35.28;32.37;42.55;12.59;16.54;8;13.56
32.9;37.53;74.01;47.75;34.08;28.87;31.37;30.84;33.23;31.15;65.39;36;55.6;33.27;58.38;29.5;50.71;29.69;22.37;48.39;30.08;34.51;28.3;1172.39;89.88;39.06;33.7;28.64;23.71;21.03;19.5;13.05;11.98;12.63;290.92;18.15;154.65;71.91;141.36;74.24;78.78;72.09;99.72;42.06;39.14;51.95;11.26;15.64;7.2;12.8
40.22;45.89;85.9;53.52;39.63;34.89;37.91;35.03;40.36;39.64;83.38;40.42;68.76;41.73;76.88;36.06;55.05;32.98;26.37;51.87;37.7;41.08;33.82;369.83;90.51;43.44;39.44;35.37;27.6;24.23;24.02;14.86;13.79;14.09;186.13;21.54;136.43;74.56;128.24;77.97;83.65;83.42;85.28;54.76;45.01;71.87;12.15;16.97;8.12;14.75
28.5;37.82;76.99;46.97;31.05;29.56;28.31;27.45;27.8;19.92;56.15;36.49;43.64;29.14;55.84;22.53;56.62;26.75;19.6;33.31;25.48;32.65;23.08;181.59;54.57;38.55;35.64;27.48;21.96;20.4;17.43;11.91;8.35;13.33;75.16;19.32;74.04;46.26;85.68;65.56;55.51;59.3;58.71;39.5;37.38;32.59;8.24;16.91;5.32;14.11
33.92;39.68;83.83;49.84;33.38;24.63;28.92;30.17;28.75;24.05;57.9;36.14;47.05;30.49;60.94;25.36;54.29;28.6;23.7;41.14;25.94;33.24;29.07;256.3;77.33;45.12;32.2;28.6;25.12;21.09;19.36;12.96;11.92;12.82;124.16;19.19;103.65;51.03;94.46;69.74;71.26;63.52;62.77;44.79;42.65;41.59;10.62;14.48;6.94;11.8
43.81;49.94;163.88;73.16;52.57;31.97;43.73;39.8;41.94;33.64;90.96;52.83;86.49;47.51;116.58;31.32;106.99;35.39;31.65;68.04;32.1;38.73;38.24;419.38;124.27;62.78;39.02;40.82;33.95;29.66;31.5;15.18;13.76;15;134.42;26.04;250.15;94.1;153.84;108.3;100.04;108.95;105.29;62.45;53.2;63.95;11.36;17.74;7.66;15.04
30.78;37.86;91.09;49.78;28.79;21.21;25.32;27.79;24.25;19.67;58.77;35.63;41.06;30.16;57.72;19.94;59.27;21.67;20.39;34.26;19.89;30.81;26.65;264.26;72.56;42.79;29.86;26.19;22.82;20.09;17.87;11.29;10.47;11.45;137.17;17.15;104.69;49.59;101.7;68.48;66.41;57.52;62.45;41.08;39.23;34.92;10.13;13.31;7.19;11.72
44.16;58.09;141.41;70.64;53.47;39.5;44.2;38.89;48.42;38.63;100.93;53.72;82.68;49.4;109.01;37.37;91.96;43.22;35.33;77.33;39.3;56.24;42.92;1756.72;221.32;99.74;62.01;52.79;42.95;34.61;26.34;12.66;10.52;11.34;485.76;22.61;381.1;124.3;347.01;265.1;247.79;255.05;194.65;102.55;95.57;87;7.96;12.88;4.17;10.34
44.09;55.27;102.88;67.8;47.69;37.2;42.36;44.4;42.97;34.58;73.4;52.59;62.23;43.85;75.54;36.12;72.37;39.53;33.06;53.59;35.59;49.54;39.86;273.54;93.13;59.53;45.13;40.49;36.64;31.87;28.83;19.03;17.16;18.46;137.96;26.82;126.68;68.52;117.95;96.34;93.8;92.52;85.65;60.61;58.04;58.43;15.1;20.89;9.6;17.63
28.75;37.94;74.55;54.74;29.74;23.35;27.12;28.37;27.24;21.44;42.19;38.84;35.66;26.77;39.9;23.71;46.41;26.08;19.6;31.23;22.49;31.39;23.72;111.77;40.94;29.72;24.03;23.23;21.26;18.39;18.55;13.44;11.39;12.83;60.01;16.99;56.37;33.99;53.47;46.85;43.66;45.15;40.57;31.38;29.81;31.76;10.55;15.31;6.44;12.72
27.21;34.5;95.26;44.56;28.69;26.15;26.03;24.71;26.25;21.72;60.42;37.62;49.25;28.71;67;21.98;73.25;29.83;24.37;59.12;23.68;30.72;27.22;1543.66;392.18;258.19;36.58;27.8;25.55;22.2;18.71;11.46;9.84;11.36;531.15;21.94;393.87;91.55;438.13;409.42;292.41;242.31;302.5;47.09;68.62;38.71;8.07;13.37;5.16;11.01
35.41;44.26;89.95;49.71;38.26;36.62;35;30.53;35.02;31.88;71.6;40.91;61.24;40.52;84.38;28.84;72.3;39.13;32.31;64.58;32.99;37.45;38.03;325.15;127.18;72.07;44.41;34.23;31.51;26.62;21.96;12.63;12.28;12.44;183.82;22.85;145.74;81.94;151.2;129.34;111.93;105.6;99.21;61.02;60.79;60.87;7.93;12.58;6.4;12
24.08;26.77;50.73;34.6;23.2;19.21;23.05;22.86;26.05;20.13;39.02;25.24;32.24;22.78;35.01;22.77;32.54;22.97;17.27;29.6;21.21;25.88;21.42;127.58;39.01;24.65;20.56;19.96;16.86;15.23;14.08;9.7;8.63;9.64;59.2;13.5;49.95;30.56;47.74;40.89;40.5;39.06;36.91;26.7;24.97;35;8.35;12.26;5.66;9.89
26.27;27.33;59.15;37.87;25.17;19.7;25.73;27.03;29.08;22.88;48.12;25.67;39;24.05;38.63;25.79;33.53;23.55;17.59;30.81;22.8;29.03;23.04;228.45;46.52;25.72;21.67;21.38;17.63;15.64;14.94;9.92;8.88;10.07;80.12;14.55;60.61;34.37;57.16;43.63;46.05;40.88;41.14;28.91;26.18;41.27;9.32;12.89;6.09;10.93
29.56;30.86;90.47;45.19;30.11;20.67;31.55;31.85;36.03;28.85;65.64;27.54;57.15;27.72;53.52;28.6;37.89;24.91;18.65;37.47;25.98;32.48;25.67;284.7;56.2;27.03;23.28;25.89;19.27;16.46;17.73;10.08;9.14;10.38;86.6;16.39;96.19;47.56;73.45;52.59;53.03;48.96;51.64;34.01;28.43;58.95;9.57;14.38;6.18;12.14
24.69;30;82.17;48.89;24.68;18.69;32.52;31.44;42.72;27.65;63.38;24.7;54.47;22.3;43.72;34.82;31.96;22.48;16.85;28.68;22.86;38.84;20.75;952.5;39.83;24.22;20.05;19.16;16.38;14.82;13.55;9.42;8.41;9.25;84.08;12.59;80.96;31.5;57.02;48.94;43.69;40.04;44.08;26.47;24.49;54.23;8.08;11.56;5.42;9
31.69;32.59;68.7;47.16;30.24;21.93;33.61;34.34;39.65;29.75;54.77;28.52;47.1;28.83;44.45;33.99;35.92;25.91;18.88;34.77;28.51;37.07;26.9;209.73;51.09;27.02;25.31;26.17;19.59;17.13;17.65;10.49;9.39;10.97;82.98;17.29;69.94;40.97;64.18;50.78;53.68;47.19;48.65;33.99;28.81;57.66;11.1;16.31;6.54;13.55
40.56;47.6;146.31;72.93;46.35;28.86;47.6;37.13;33.23;31.03;98.32;53.85;81.52;48.05;101.48;25.6;116.74;28.05;26.16;62.7;28.69;44.02;30.67;512.86;113.7;60.95;35.72;38.11;34.44;32.95;30.88;13.75;12.22;15.48;141.89;26.67;181.03;91.68;128.34;114.51;87.42;104.22;119.41;57.45;49.83;62.28;11.16;18.33;7.6;15.96
24.36;26.41;49.29;36.16;24.11;19.45;24.81;24.95;26.27;21.12;38.68;25.56;32.57;23.17;33.99;23.94;32.75;23.04;17.27;29.15;21.71;27.19;21.41;113.62;38.03;24.82;20.72;20.33;17;15.83;14.88;10.53;9.1;10.13;55.93;13.44;49.36;29.84;46.46;39.96;39.71;38.95;35.92;26.39;24.63;34.46;9.3;12.64;6.42;10.36
24.36;26.5;60.39;35.7;23.82;20.04;23.94;23.57;26.93;21.33;44.09;26.04;37.51;23.31;41.29;23.05;37.13;25.1;18.22;39.79;22.14;26.97;24.01;1017.07;93.09;29.95;25.62;22.79;18.3;16.01;14.56;9.67;8.61;9.86;182.79;15.89;105.74;64;100.22;77.16;75.47;52.29;72.94;32.6;29.82;41.06;8.43;12.1;5.57;10.08
30.72;33.67;71.64;41.77;28.9;23.9;30.25;27.88;40.03;32.6;64.67;29.76;51.33;29.79;54.14;29.91;41.69;29.02;23.16;43.01;27.79;33.7;29.68;359.81;90.12;34.84;32.59;30.05;22.5;19.4;19;11.52;10.46;11.64;147.66;19.85;133.48;53.58;92.24;72.36;76.54;60.41;67.52;40.92;34.37;66.92;9.52;13.84;6.75;12.25
74.8;94.82;230.92;142.94;90.25;71.62;82.18;74.31;71.19;50.68;150.32;125.24;118.67;78.47;147.38;60.24;153.35;62.54;52.75;85.6;52.87;91.16;72.59;572.79;160.01;93.84;72.34;71.56;61;54.4;50.75;29.22;32.39;29.68;254.56;54.58;230.65;117.9;220.86;179.96;158.96;155.05;177.45;102.91;100.86;63.71;19.75;52.58;19.57;40
70.46;93.95;214.46;131.98;74.78;53.77;63.2;64.06;59.36;42.7;142.04;89.16;98.43;69.38;142.56;48.25;139.33;49.74;42.75;69.91;46.52;77.72;59.37;596.09;188.08;107.41;61.58;54.1;50.26;43.79;40.19;25.29;24.57;24.29;332.29;39.11;228.43;114.5;260.09;159.36;150.33;136.13;157.01;91.71;83.69;50.15;21.26;28.92;12.76;23.27
104.83;116.67;432.3;181.71;119.22;73;103.09;90.58;88.68;71.25;259.27;130.91;179.14;110.12;278.38;62.65;252.05;66.31;58.33;159.97;68.35;107.28;91.06;1182.54;269.05;129.16;76.57;69.98;70;70.37;66.49;30.85;29.14;30.97;310.92;58.08;422.68;214.69;323.85;276.56;226.25;248.61;292.78;146.37;117.49;97.87;22.66;38.69;14.62;30.58
84.66;114.95;298.55;140.98;109.83;90.32;84.04;70.01;94.59;73.47;238.42;107.94;184.28;100.17;258.37;69.07;205.45;78.15;63.94;150.81;73.35;115.12;83.46;4572.94;525.31;218.93;121.88;103.17;80.42;62.66;45.49;17.85;14.5;15.15;1227.72;38.19;922.67;268.25;828.73;606.06;590.94;620.67;448.75;219.63;200.42;379.55;9.44;19.21;4.62;13.66
36.3;44;87.14;50.1;38.11;29.8;32.52;32.72;32.01;26.4;68.14;39.48;51.2;36.99;70.25;27.24;61.89;29.2;25.33;40.82;27.33;36.66;33.2;255.39;95.32;55.27;37.37;32.67;29.54;25.6;24.02;14.62;14.7;14.11;129.94;22.75;112.88;61.68;140.27;82.68;80.98;74.11;80.41;51.09;49.25;38.2;10.99;15.36;7.58;12.95
77.78;84.17;211.92;103.92;91.27;64.86;77.93;67.68;74.87;48.59;134.62;89.32;117.55;74.77;130.19;56.27;147;59.98;39.5;55.72;48.77;90.98;60.8;186.11;84.8;67.28;64.52;57.31;47.92;49.99;40.77;21.99;19.01;19.82;112.13;41.16;105.71;70.96;99.92;90.42;85.21;91;86.92;63.04;59.97;29.54;15.75;25.18;9.21;18.09
33.97;52.75;161.33;63.15;46.14;44.72;37.19;35.2;34.56;26.98;106.89;58.93;79.33;44.5;126.44;24.58;134.2;44.33;38.91;102.61;30.05;47.51;44.73;1475.64;282.86;122.16;65.79;50.36;45.13;40.98;32.86;19.24;16.64;18.9;363.43;43.81;257.49;161.17;250.22;252.45;189.6;199;171.22;88.68;87;41.65;8.57;16.24;5.33;12.81
79.78;100.7;232.99;141.84;80.36;56.75;67.88;70.7;65.29;46.49;154.96;96.1;110.01;74.29;154.77;50.5;155.95;50.28;42.36;71.68;47.18;78.93;63.98;710.58;198.3;106.46;68.26;62.57;55.5;45.81;41.57;26.7;25.75;25.95;330.62;41.83;258.36;124.98;276.65;161;158.01;137.77;179.02;97.77;89.57;53.12;21.85;31.29;13.28;24.41
41.23;55.89;156.02;72.84;52.23;43;42.41;35.74;46.62;37.95;106.33;55.8;82.76;50.41;113.94;35.06;102.69;40.39;36.88;83.16;37.77;55.3;40.4;2208.16;248.82;107.24;65.7;54.83;43.08;34.66;24.77;10.2;8.26;9.09;586.27;20.28;458.38;137.46;407.93;316.31;291.73;298.99;228.23;111.65;107.47;177.22;6.15;11.31;3.23;8.72
40.6;49.84;97.47;49.76;45.03;43.53;40.62;32.95;37.74;35.85;89.75;47.46;73.68;47.4;103.33;31.85;84.47;48.75;41.29;80.78;38.11;43.75;50.26;426.84;175.1;102.32;57.96;43.52;40.92;35.07;29.32;14.81;15.53;14.64;254.12;31.21;188.99;106.96;208.73;171.81;149.41;139.96;132.97;80.35;78.83;63.83;7.68;14.05;6.21;12.81
29.49;36.2;61.21;45.37;27.81;26.28;27.14;25.6;51.14;38.9;61.95;32.84;58.48;26.54;46.46;32.37;39.39;19.51;15.95;24.64;29.67;45.59;20.72;236.69;43.18;26.38;22.82;23.65;19.37;17.89;16.73;12.25;11.1;11.62;67.68;15.76;58.92;35.9;53.81;42.09;44.95;42.17;42.59;29.15;30.08;36.26;11.24;17.69;7.26;12.64
31.42;34.38;66.46;47.57;29.97;23.45;28.98;28.43;41.74;31.87;59.57;33.05;49.94;30.33;51.41;27.98;40.19;19.71;16.26;25.77;27.18;38.46;21.5;275.73;61.86;29.44;23.71;24.77;20.16;19.25;17.84;12.9;11.71;12.01;131.19;16.76;79.41;44.09;87.77;51.26;55.09;44.64;52.78;33.01;30.15;52.23;12.05;16.37;7.59;13.32
38.14;36.7;99.61;52.32;40.04;28.12;37.06;33.62;56.59;45.56;93.57;35.55;83.75;40.03;73.03;34.91;49.68;20.28;18.3;38.55;34.32;51.54;23.72;495.63;87.92;35.15;25.37;32.35;24.47;22.74;22.49;13.55;12.31;12.18;104.64;19.87;141.5;64.94;102.32;71.1;71.84;59.01;72.36;45.86;37.35;88.4;12.2;18.22;7.59;14.66
39.32;38.51;81.19;55.61;33.59;28.12;35.13;32.6;65.97;50.9;94.68;31.85;84.6;40.41;65.99;40.3;39.96;19.16;15.11;22.87;42.89;59.05;19.82;1727.03;65.32;25.39;21.25;32.65;21.87;20.38;15.78;11.52;10.54;11.2;280.72;14.81;163.28;66.37;130.82;73.52;73.28;43.33;74.01;41.39;41.17;262.83;10.72;15.97;6.98;11.29
29.62;33.68;60.56;46.44;29.45;23.52;28.39;27.41;35.64;27.79;51.34;33.32;43.76;28.36;43.42;26.97;39.85;19.53;16.03;25.51;25.5;35.95;21.37;185.84;46.31;27.34;23.59;24.19;19.8;19.04;17.76;12.91;11.72;11.95;76.55;16.37;63.6;37.7;58.51;44.83;46.78;43.03;44.17;30.73;28.55;39.18;11.81;16.08;7.36;12.96
28.77;32.2;57.37;45.21;28.38;22.84;27.63;26.24;41.35;32.41;44.82;32.83;39.58;26.97;39.63;26.45;38.41;19.72;16.05;23.7;25.23;36.83;20.86;129.36;37.72;25.14;22.15;22.38;18.72;18.14;16.65;12.65;11.53;12.15;59.46;15.47;51.77;32.34;45.88;40.49;41.32;40.09;38.59;27.33;25.62;31.24;11.94;16.41;7.67;13.03
27.49;33.08;66.84;45.71;28.57;23.6;27.17;25.6;34.51;25.98;56.23;33;49.25;27.31;49.77;24.99;43.63;20.49;16.89;33.1;25.05;34.55;22.6;972.81;110.17;39.31;26.94;24.74;20.78;19.42;16.74;12.07;10.98;11.74;215.11;16.83;126.63;62.17;112.21;93.52;86.8;57.75;82.56;34.42;36.2;42.7;11.11;15.01;7.2;12.22
34.05;39.95;76.07;49.97;33.52;28.56;32.72;29.11;42.48;34.98;70.04;36.67;59.56;36.14;62.45;31.02;47.31;21.69;20.07;37.64;31.99;43.45;26.74;341.76;91.77;41.57;32.08;31.24;25.02;23.35;20.98;14.43;14.05;13.49;156.89;20.68;117.55;62.37;111.34;85.31;86.38;66.32;72.16;45.96;42.03;60.45;11.96;16.47;8.16;13.96
34.99;48.15;110.49;64.56;40.31;30.58;36;36.57;32.8;25.1;65.47;54.06;53.12;34.38;59.5;26.99;72.28;31.06;25.11;40.47;24.41;38.96;28.95;239.61;79.21;47.1;42.51;38.39;30.31;26.61;23.62;15.5;12.67;14.68;133.57;24.2;109.91;63.21;92.94;86.99;92.5;84.12;69.05;47.85;50.05;24.15;8.1;23.46;7.75;20.25
42.89;55;108.5;68.92;45.62;36.61;41.19;42.53;40.62;32.8;75.3;54.46;58.97;45.26;75.08;34.29;77.44;35.98;33.4;52.18;33.12;48.24;38.18;283.22;91.56;61.36;45.83;42.27;36.25;33.23;28.89;18.17;16.09;18.04;142.73;26.01;135.22;68.67;126.34;99.69;96.15;93.01;88.79;61.03;58.67;52.74;15.64;21.71;9.86;18.58
28.17;36.32;89.52;49.32;28.62;20.73;24.63;27.71;23.04;18.66;56.58;35;36.8;29.29;57;19.21;54.44;20.92;20.98;33.77;18.88;31.85;24.93;242.65;72.08;42.74;28.12;24.67;22.45;19.9;17.98;11.11;10.23;11.17;138.94;17.08;103.65;49.08;101.76;68.85;66.8;58.27;66.31;41.43;39.63;35.22;10.1;13.56;6.64;11.66
43.96;50.72;156.63;68.78;51.39;29.01;47.92;40.49;35.21;32.9;114.22;51.35;85.69;53.86;111.99;25.81;126.7;29.09;28.63;68.03;29.3;44.12;36.52;568.82;117.85;58.43;34.92;36.06;33.29;30.75;33.98;13.64;12.26;14.85;132.45;26.15;240.28;104.87;148.4;113.16;106.29;110.88;138.66;61.61;59.42;49;11.35;18.08;7.7;16.62
40.99;55.51;160.04;73.44;51.82;42.8;42.19;35.52;46.24;37.8;105.5;55.13;82.47;49.98;113.01;34.96;101.47;40.23;36.66;82.96;37.55;55.14;40.16;2188.18;248.35;106.76;65.18;54.66;42.74;34.41;24.52;10;8.02;8.91;586.98;20.01;457.5;136.19;405.55;316.4;291.23;298.49;227.85;111.28;107.17;177.46;6.08;11.17;3.25;8.59
20.12;24.56;49.36;29.28;20.79;16.36;18.18;19.2;18.36;15.03;36.37;22.95;26.67;21.07;36.58;15.34;34.41;17;15.58;24.72;15.17;20.79;17.79;136.57;43.54;28.71;20.74;18.59;16.44;15.18;13.66;8.48;8.01;8.61;70.34;12.18;63.96;33.1;65.81;44.87;45.22;40.42;42.02;29.42;27.19;24.26;7.21;9.53;4.97;8.44
24.4;33.31;80.8;56.61;25.08;18.12;24.75;25.77;21.01;15.7;33.26;40.96;25.41;22.27;29.78;18.28;49.5;17.88;16.3;20.32;15.49;31.01;17;75.77;27.1;21.34;20;18.42;15.58;15.37;15.03;11.48;9.64;12.22;41.63;13.92;38.87;26.13;35.98;33.84;32.09;32.91;34.89;21.16;20.78;17.84;9.65;13.7;6;11.34
17.93;25.89;86.99;32.4;21.42;21.9;19;17.1;16.31;13.34;53.22;29.47;37.14;23.25;61.8;12.64;69.59;23.48;21.9;56.54;14.75;23.84;21.9;1558.58;430.4;232.3;33.56;24.48;21.68;19.99;15.43;8.52;7.39;9.51;619.71;20.11;357.54;86.73;476.94;481.61;238.79;204.49;227.37;42.51;49.46;24.51;5.19;8.59;3.43;7.63
27.48;35.2;70.46;33.18;27.76;25.84;25.04;21.1;23.98;21.63;56.87;33.85;44.62;30.65;63.53;19.51;61.26;32.67;29.8;59.78;24.68;30.81;32.59;352.03;143.21;78.46;45.23;31.56;27.75;24.13;19.7;10.27;10.22;10.23;187.95;20.35;145.37;78.96;147.81;130.25;123.16;124.08;111.37;67.22;65.34;43.31;5.18;8.92;4.49;8.33
20.37;24.34;38.13;26.03;16.71;11.58;16.49;17.34;25.92;15.2;38.08;17.21;42.09;13.86;25.6;22.97;20.51;12.11;9.93;15.94;13.36;17.32;11.63;106.11;23.38;14.75;13.13;13.2;10.9;10.57;9.48;7.05;6.09;7.03;36.14;9.13;33.16;19.58;28.42;25.21;25.22;23.07;23.92;15.83;16.3;24.92;6.78;9.45;4.48;7.94
21.75;21.05;43.52;27.26;18.69;11.77;18.15;20.12;21.75;17.67;39.52;17.41;33.64;15.06;28.95;20.08;20.92;12.22;10.06;16.26;15.11;18.96;12.47;191.73;26.94;16.22;13.72;13.71;11.72;11.29;10.34;7.58;6.51;7.22;51.32;9.72;39.09;21.93;36.15;26.69;28.05;23.33;27.49;17.17;16.86;29.17;7.67;9.67;4.83;8.55
25.81;24.88;69.94;34.56;28.34;12.84;25.97;25.56;30.11;24.99;73.74;18.87;63.08;20.42;42.52;23.48;24.65;12.91;11.2;24.13;19.93;26.3;14.8;284.8;37.82;19.01;14.64;19.03;13.65;13.71;13.63;8.13;7.09;7.58;53.61;11.3;67.66;35.2;55.36;35.56;36.68;30.49;42.16;22.55;21.52;50.2;7.83;10.95;4.82;9.77
