"data";"pstrat";"user.x";"no.terms";"user.y";"workflow";"algorithm";"accuracy"
"o12";"p4";10.5300000000002;134;2.61;"w30";"lda";0.878682997
"o12";"p4";10.5300000000002;134;1.82;"w28";"knn";0.778171957
"o12";"p4";10.5300000000002;134;11.94;"w32";"ranger";0.879082794
"o12";"p4";10.5300000000002;134;3.84;"w26";"J48";0.847216011
"o12";"p4";10.5300000000002;134;2.47;"w25";"nnet";0.880715467
"o12";"p4";10.5300000000002;134;7.53;"w31";"svmLinear2";0.880313645
"o12";"p4";10.5300000000002;134;5.39;"w27";"JRip";0.870509038
"o12";"p4";10.5300000000002;134;7.54;"w29";"C5.0Tree";0.861526095
"o12";"p40";14.4300000000003;119;2.54;"w318";"lda";0.884810446
"o12";"p40";14.4300000000003;119;1.67;"w316";"knn";0.786769091
"o12";"p40";14.4300000000003;119;9.91;"w320";"ranger";0.887255416
"o12";"p40";14.4300000000003;119;3.35;"w314";"J48";0.864383575
"o12";"p40";14.4300000000003;119;2.8;"w313";"nnet";0.878263812
"o12";"p40";14.4300000000003;119;6.1;"w319";"svmLinear2";0.888482914
"o12";"p40";14.4300000000003;119;3.98;"w315";"JRip";0.859887454
"o12";"p40";14.4300000000003;119;3.18;"w317";"C5.0Tree";0.865595718
"o12";"p41";10.9700000000012;1247;44.66;"w326";"lda";0.729180993
"o12";"p41";10.9700000000012;1247;100.19;"w324";"knn";0.734472762
"o12";"p41";10.9700000000012;1247;55.17;"w328";"ranger";0.893374863
"o12";"p41";10.9700000000012;1247;46.11;"w322";"J48";0.83537694
"o12";"p41";10.9700000000012;1247;68.03;"w321";"nnet";0.84114526
"o12";"p41";10.9700000000012;1247;50.38;"w327";"svmLinear2";0.820674379
"o12";"p41";10.9700000000012;1247;64.29;"w323";"JRip";0.885628108
"o12";"p41";10.9700000000012;1247;28.97;"w325";"C5.0Tree";0.867233712
"o12";"p42";23.5299999999988;181;2.9;"w334";"lda";0.896658201
"o12";"p42";23.5299999999988;181;2.11;"w332";"knn";0.818214036
"o12";"p42";23.5299999999988;181;13.01;"w336";"ranger";0.88765991
"o12";"p42";23.5299999999988;181;4.38;"w330";"J48";0.859473609
"o12";"p42";23.5299999999988;181;3.45;"w329";"nnet";0.887254083
"o12";"p42";23.5299999999988;181;7.72;"w335";"svmLinear2";0.888887414
"o12";"p42";23.5299999999988;181;6.47;"w331";"JRip";0.880317648
"o12";"p42";23.5299999999988;181;4.21;"w333";"C5.0Tree";0.862339086
"o12";"p43";10.8400000000038;632;11.42;"w342";"lda";0.799026683
"o12";"p43";10.8400000000038;632;49.7;"w340";"knn";0.73815791
"o12";"p43";10.8400000000038;632;30.75;"w344";"ranger";0.883574267
"o12";"p43";10.8400000000038;632;18.61;"w338";"J48";0.831299306
"o12";"p43";10.8400000000038;632;28.36;"w337";"nnet";0.835789416
"o12";"p43";10.8400000000038;632;25.43;"w343";"svmLinear2";0.778609148
"o12";"p43";10.8400000000038;632;23.56;"w339";"JRip";0.878680314
"o12";"p43";10.8400000000038;632;22.59;"w341";"C5.0Tree";0.867642877
"o12";"p44";16.1900000000023;106;2.4;"w350";"lda";0.879087476
"o12";"p44";16.1900000000023;106;1.61;"w348";"knn";0.803101633
"o12";"p44";16.1900000000023;106;9.54;"w352";"ranger";0.879490626
"o12";"p44";16.1900000000023;106;3.21;"w346";"J48";0.859478278
"o12";"p44";16.1900000000023;106;2.64;"w345";"nnet";0.883980769
"o12";"p44";16.1900000000023;106;5.51;"w351";"svmLinear2";0.883584951
"o12";"p44";16.1900000000023;106;3.83;"w347";"JRip";0.878275835
"o12";"p44";16.1900000000023;106;2.92;"w349";"C5.0Tree";0.861114262
"o12";"p45";13.1599999999962;1103;37.81;"w358";"lda";0.768776506
"o12";"p45";13.1599999999962;1103;87.62;"w356";"knn";0.764701579
"o12";"p45";13.1599999999962;1103;52.92;"w360";"ranger";0.895415346
"o12";"p45";13.1599999999962;1103;39.26;"w354";"J48";0.8451702
"o12";"p45";13.1599999999962;1103;52.24;"w353";"nnet";0.83658642
"o12";"p45";13.1599999999962;1103;42.39;"w359";"svmLinear2";0.817405057
"o12";"p45";13.1599999999962;1103;47.42;"w355";"JRip";0.859072432
"o12";"p45";13.1599999999962;1103;23.81;"w357";"C5.0Tree";0.861103585
"o12";"p46";24.3900000000067;179;2.69;"w366";"lda";0.900327344
"o12";"p46";24.3900000000067;179;2.11;"w364";"knn";0.805970454
"o12";"p46";24.3900000000067;179;12.74;"w368";"ranger";0.89501553
"o12";"p46";24.3900000000067;179;4.31;"w362";"J48";0.863971078
"o12";"p46";24.3900000000067;179;3.92;"w361";"nnet";0.881145302
"o12";"p46";24.3900000000067;179;7.81;"w367";"svmLinear2";0.888480246
"o12";"p46";24.3900000000067;179;6.44;"w363";"JRip";0.875819502
"o12";"p46";24.3900000000067;179;4.24;"w365";"C5.0Tree";0.866003548
"o12";"p47";13.1500000000015;620;11.4;"w374";"lda";0.816991218
"o12";"p47";13.1500000000015;620;48.69;"w372";"knn";0.761450948
"o12";"p47";13.1500000000015;620;30.03;"w376";"ranger";0.890108887
"o12";"p47";13.1500000000015;620;18.66;"w370";"J48";0.841914896
"o12";"p47";13.1500000000015;620;26.66;"w369";"nnet";0.825570945
"o12";"p47";13.1500000000015;620;22.66;"w375";"svmLinear2";0.799428492
"o12";"p47";13.1500000000015;620;25.88;"w371";"JRip";0.871738531
"o12";"p47";13.1500000000015;620;12.83;"w373";"C5.0Tree";0.860286591
"o12";"p48";18.2300000000032;115;2.3;"w382";"lda";0.887261426
"o12";"p48";18.2300000000032;115;1.66;"w380";"knn";0.792488046
"o12";"p48";18.2300000000032;115;9.98;"w384";"ranger";0.886435086
"o12";"p48";18.2300000000032;115;3.22;"w378";"J48";0.865603064
"o12";"p48";18.2300000000032;115;2.64;"w377";"nnet";0.879086143
"o12";"p48";18.2300000000032;115;6.75;"w383";"svmLinear2";0.892578565
"o12";"p48";18.2300000000032;115;4.43;"w379";"JRip";0.870508363
"o12";"p48";18.2300000000032;115;3.17;"w381";"C5.0Tree";0.866412045
"o12";"p5";6.01999999999998;1272;45.24;"w38";"lda";0.744679176
"o12";"p5";6.01999999999998;1272;103.18;"w36";"knn";0.749160671
"o12";"p5";6.01999999999998;1272;50.64;"w40";"ranger";0.89460036
"o12";"p5";6.01999999999998;1272;53.85;"w34";"J48";0.843542885
"o12";"p5";6.01999999999998;1272;49.42;"w33";"nnet";0.861114924
"o12";"p5";6.01999999999998;1272;57.05;"w39";"svmLinear2";0.824344839
"o12";"p5";6.01999999999998;1272;59.14;"w35";"JRip";0.862330401
"o12";"p5";6.01999999999998;1272;67.15;"w37";"C5.0Tree";0.86846655
"o12";"p6";19.25;213;3.52;"w46";"lda";0.898692682
"o12";"p6";19.25;213;2.53;"w44";"knn";0.822319035
"o12";"p6";19.25;213;15.08;"w48";"ranger";0.890519389
"o12";"p6";19.25;213;5.49;"w42";"J48";0.858244785
"o12";"p6";19.25;213;3.16;"w41";"nnet";0.869686692
"o12";"p6";19.25;213;10.22;"w47";"svmLinear2";0.879091479
"o12";"p6";19.25;213;6.89;"w43";"JRip";0.861932606
"o12";"p6";19.25;213;11.28;"w45";"C5.0Tree";0.865597724
"o12";"p7";6;754;15.89;"w54";"lda";0.804341823
"o12";"p7";6;754;59.43;"w52";"knn";0.743452357
"o12";"p7";6;754;35.52;"w56";"ranger";0.885613419
"o12";"p7";6;754;24.88;"w50";"J48";0.838642257
"o12";"p7";6;754;26.56;"w49";"nnet";0.83211095
"o12";"p7";6;754;29.88;"w55";"svmLinear2";0.803516146
"o12";"p7";6;754;29.83;"w51";"JRip";0.863975092
"o12";"p7";6;754;39.85;"w53";"C5.0Tree";0.86846655
"o12";"p8";12.5;136;1.86;"w62";"lda";0.880312306
"o12";"p8";12.5;136;1.89;"w60";"knn";0.79248538
"o12";"p8";12.5;136;11.89;"w64";"ranger";0.87826514
"o12";"p8";12.5;136;3.71;"w58";"J48";0.851716174
"o12";"p8";12.5;136;2.45;"w57";"nnet";0.878692329
"o12";"p8";12.5;136;7.59;"w63";"svmLinear2";0.881537128
"o12";"p8";12.5;136;4.95;"w59";"JRip";0.873365181
"o12";"p8";12.5;136;7.96;"w61";"C5.0Tree";0.86151675
"o12";"p9";6.22000000000025;1367;51.98;"w70";"lda";0.716916035
"o12";"p9";6.22000000000025;1367;111.82;"w68";"knn";0.764694244
"o12";"p9";6.22000000000025;1367;55.38;"w72";"ranger";0.8933782
"o12";"p9";6.22000000000025;1367;57;"w66";"J48";0.827210346
"o12";"p9";6.22000000000025;1367;56.14;"w65";"nnet";0.846407021
"o12";"p9";6.22000000000025;1367;59.91;"w71";"svmLinear2";0.815363906
"o12";"p9";6.22000000000025;1367;72.17;"w67";"JRip";0.88317579
"o12";"p9";6.22000000000025;1367;72.56;"w69";"C5.0Tree";0.857849618
"o13";"p1";3.28;1436;40.94;"w8";"ranger";0.935755194
"o13";"p1";3.28;1436;100.91;"w4";"knn";0.814796335
"o13";"p1";3.28;1436;51.09;"w7";"svmLinear2";0.901190924
"o13";"p1";3.28;1436;59.29;"w2";"J48";0.887454497
"o13";"p1";3.28;1436;78.63;"w3";"JRip";0.849348836
"o13";"p1";3.28;1436;55.19;"w6";"lda";0.731054258
"o13";"p1";3.28;1436;51.15;"w1";"nnet";0.917592418
"o13";"p1";3.28;1436;73.07;"w5";"C5.0Tree";0.884794922
"o13";"p10";19.3599999999997;314;14.94;"w80";"ranger";0.935312716
"o13";"p10";19.3599999999997;314;16.76;"w76";"knn";0.863548139
"o13";"p10";19.3599999999997;314;6.83;"w79";"svmLinear2";0.890562041
"o13";"p10";19.3599999999997;314;7.7;"w74";"J48";0.913161363
"o13";"p10";19.3599999999997;314;12.5;"w75";"JRip";0.846701814
"o13";"p10";19.3599999999997;314;5.02;"w78";"lda";0.938857246
"o13";"p10";19.3599999999997;314;5.59;"w73";"nnet";0.897209408
"o13";"p10";19.3599999999997;314;15.44;"w77";"C5.0Tree";0.896760654
"o13";"p11";5.72999999999956;709;25.44;"w88";"ranger";0.93442776
"o13";"p11";5.72999999999956;709;47.36;"w84";"knn";0.785556706
"o13";"p11";5.72999999999956;709;19.76;"w87";"svmLinear2";0.875053348
"o13";"p11";5.72999999999956;709;19.97;"w82";"J48";0.879043495
"o13";"p11";5.72999999999956;709;38.27;"w83";"JRip";0.854217661
"o13";"p11";5.72999999999956;709;14.16;"w86";"lda";0.858219576
"o13";"p11";5.72999999999956;709;22.99;"w81";"nnet";0.872388282
"o13";"p11";5.72999999999956;709;34.58;"w85";"C5.0Tree";0.894544342
"o13";"p12";11.4599999999991;191;10.89;"w96";"ranger";0.932210663
"o13";"p12";11.4599999999991;191;2.16;"w92";"knn";0.839618245
"o13";"p12";11.4599999999991;191;5.97;"w95";"svmLinear2";0.903408021
"o13";"p12";11.4599999999991;191;4.52;"w90";"J48";0.896318176
"o13";"p12";11.4599999999991;191;8.43;"w91";"JRip";0.863534802
"o13";"p12";11.4599999999991;191;2.91;"w94";"lda";0.929550304
"o13";"p12";11.4599999999991;191;2.87;"w89";"nnet";0.904744085
"o13";"p12";11.4599999999991;191;9.5;"w93";"C5.0Tree";0.896759869
"o13";"p13";7.81999999999971;1197;35.25;"w104";"ranger";0.937969937
"o13";"p13";7.81999999999971;1197;81.68;"w100";"knn";0.807711981
"o13";"p13";7.81999999999971;1197;39.94;"w103";"svmLinear2";0.89321377
"o13";"p13";7.81999999999971;1197;41.16;"w98";"J48";0.901190924
"o13";"p13";7.81999999999971;1197;68.19;"w99";"JRip";0.867076194
"o13";"p13";7.81999999999971;1197;38.61;"w102";"lda";0.789984623
"o13";"p13";7.81999999999971;1197;36.78;"w97";"nnet";0.910936421
"o13";"p13";7.81999999999971;1197;57.34;"w101";"C5.0Tree";0.90606838
"o13";"p14";19.1499999999996;295;13.36;"w112";"ranger";0.93752589
"o13";"p14";19.1499999999996;295;12.95;"w108";"knn";0.849362957
"o13";"p14";19.1499999999996;295;6.58;"w111";"svmLinear2";0.896762223
"o13";"p14";19.1499999999996;295;7.01;"w106";"J48";0.908728739
"o13";"p14";19.1499999999996;295;13.44;"w107";"JRip";0.879479696
"o13";"p14";19.1499999999996;295;4.44;"w110";"lda";0.938854108
"o13";"p14";19.1499999999996;295;5.62;"w105";"nnet";0.89632053
"o13";"p14";19.1499999999996;295;13.98;"w109";"C5.0Tree";0.907397383
"o13";"p15";7.80000000000109;687;24.31;"w120";"ranger";0.932652357
"o13";"p15";7.80000000000109;687;45.92;"w116";"knn";0.80238891
"o13";"p15";7.80000000000109;687;18.89;"w119";"svmLinear2";0.868408335
"o13";"p15";7.80000000000109;687;19.25;"w114";"J48";0.898976182
"o13";"p15";7.80000000000109;687;34.54;"w115";"JRip";0.862638863
"o13";"p15";7.80000000000109;687;12.64;"w118";"lda";0.864419758
"o13";"p15";7.80000000000109;687;20.11;"w113";"nnet";0.887900113
"o13";"p15";7.80000000000109;687;32.44;"w117";"C5.0Tree";0.908725601
"o13";"p16";13.9699999999993;195;10.31;"w128";"ranger";0.93220831
"o13";"p16";13.9699999999993;195;2.25;"w124";"knn";0.831204889
"o13";"p16";13.9699999999993;195;5.94;"w127";"svmLinear2";0.90562904
"o13";"p16";13.9699999999993;195;4.37;"w122";"J48";0.909171217
"o13";"p16";13.9699999999993;195;8.11;"w123";"JRip";0.883049332
"o13";"p16";13.9699999999993;195;3.2;"w126";"lda";0.923344631
"o13";"p16";13.9699999999993;195;3.27;"w121";"nnet";0.894105002
"o13";"p16";13.9699999999993;195;9.58;"w125";"C5.0Tree";0.90961291
"o13";"p17";10.1499999999996;1239;38.03;"w136";"ranger";0.937970721
"o13";"p17";10.1499999999996;1239;84.05;"w132";"knn";0.811705266
"o13";"p17";10.1499999999996;1239;41.72;"w135";"svmLinear2";0.905179502
"o13";"p17";10.1499999999996;1239;44.33;"w130";"J48";0.891886337
"o13";"p17";10.1499999999996;1239;69.02;"w131";"JRip";0.84846388
"o13";"p17";10.1499999999996;1239;41.89;"w134";"lda";0.804148622
"o13";"p17";10.1499999999996;1239;37.83;"w129";"nnet";0.913154302
"o13";"p17";10.1499999999996;1239;61.96;"w133";"C5.0Tree";0.896317392
"o13";"p18";22.2299999999996;315;14.73;"w144";"ranger";0.93797229
"o13";"p18";22.2299999999996;315;16.58;"w140";"knn";0.864875573
"o13";"p18";22.2299999999996;315;6.79;"w143";"svmLinear2";0.894988389
"o13";"p18";22.2299999999996;315;7.88;"w138";"J48";0.9042969
"o13";"p18";22.2299999999996;315;12.5;"w139";"JRip";0.877723906
"o13";"p18";22.2299999999996;315;4.92;"w142";"lda";0.939300508
"o13";"p18";22.2299999999996;315;6.06;"w137";"nnet";0.902076665
"o13";"p18";22.2299999999996;315;15.03;"w141";"C5.0Tree";0.899861137
"o13";"p19";10.1600000000017;621;22.8;"w152";"ranger";0.934870238
"o13";"p19";10.1600000000017;621;41.5;"w148";"knn";0.797523222
"o13";"p19";10.1600000000017;621;17.04;"w151";"svmLinear2";0.869293291
"o13";"p19";10.1600000000017;621;17.4;"w146";"J48";0.884356367
"o13";"p19";10.1600000000017;621;31.28;"w147";"JRip";0.860429611
"o13";"p19";10.1600000000017;621;12.34;"w150";"lda";0.871513525
"o13";"p19";10.1600000000017;621;15.7;"w145";"nnet";0.875052564
"o13";"p19";10.1600000000017;621;29.34;"w149";"C5.0Tree";0.890113287
"o13";"p2";18.23;318;14.48;"w16";"ranger";0.937528243
"o13";"p2";18.23;318;17.23;"w12";"knn";0.853354673
"o13";"p2";18.23;318;6.76;"w15";"svmLinear2";0.892780707
"o13";"p2";18.23;318;7.98;"w10";"J48";0.90695412
"o13";"p2";18.23;318;14.31;"w11";"JRip";0.851568286
"o13";"p2";18.23;318;5;"w14";"lda";0.935311147
"o13";"p2";18.23;318;5.59;"w9";"nnet";0.900314599
"o13";"p2";18.23;318;15.36;"w13";"C5.0Tree";0.898532919
"o13";"p20";14.9500000000007;189;10.82;"w160";"ranger";0.932653141
"o13";"p20";14.9500000000007;189;2.17;"w156";"knn";0.842719513
"o13";"p20";14.9500000000007;189;6.33;"w159";"svmLinear2";0.90340959
"o13";"p20";14.9500000000007;189;4.45;"w154";"J48";0.902969466
"o13";"p20";14.9500000000007;189;8.21;"w155";"JRip";0.883016381
"o13";"p20";14.9500000000007;189;3.06;"w158";"lda";0.929993567
"o13";"p20";14.9500000000007;189;3.03;"w153";"nnet";0.910497866
"o13";"p20";14.9500000000007;189;9.5;"w157";"C5.0Tree";0.899421798
"o13";"p21";12.1599999999999;1104;33.76;"w168";"ranger";0.937527459
"o13";"p21";12.1599999999999;1104;74.66;"w164";"knn";0.81435621
"o13";"p21";12.1599999999999;1104;35.47;"w167";"svmLinear2";0.887900898
"o13";"p21";12.1599999999999;1104;36.94;"w162";"J48";0.891000596
"o13";"p21";12.1599999999999;1104;65.8;"w163";"JRip";0.872393774
"o13";"p21";12.1599999999999;1104;39.21;"w166";"lda";0.822324735
"o13";"p21";12.1599999999999;1104;31.83;"w161";"nnet";0.905623549
"o13";"p21";12.1599999999999;1104;53;"w165";"C5.0Tree";0.897203916
"o13";"p22";22.2200000000012;291;13.15;"w176";"ranger";0.941958514
"o13";"p22";22.2200000000012;291;12.11;"w172";"knn";0.85069196
"o13";"p22";22.2200000000012;291;6.42;"w175";"svmLinear2";0.896318961
"o13";"p22";22.2200000000012;291;7.05;"w170";"J48";0.901638894
"o13";"p22";22.2200000000012;291;14.75;"w171";"JRip";0.885243677
"o13";"p22";22.2200000000012;291;4.49;"w174";"lda";0.937968368
"o13";"p22";22.2200000000012;291;5.58;"w169";"nnet";0.902526988
"o13";"p22";22.2200000000012;291;13.67;"w173";"C5.0Tree";0.90163811
"o13";"p23";12.119999999999;609;22.11;"w184";"ranger";0.930881661
"o13";"p23";12.119999999999;609;40.67;"w180";"knn";0.802396755
"o13";"p23";12.119999999999;609;15.68;"w183";"svmLinear2";0.863533233
"o13";"p23";12.119999999999;609;16.48;"w178";"J48";0.894546696
"o13";"p23";12.119999999999;609;28.7;"w179";"JRip";0.863104092
"o13";"p23";12.119999999999;609;11.11;"w182";"lda";0.882584102
"o13";"p23";12.119999999999;609;15.36;"w177";"nnet";0.882581749
"o13";"p23";12.119999999999;609;28.37;"w181";"C5.0Tree";0.898532919
"o13";"p24";16.9599999999991;190;13.09;"w192";"ranger";0.935753625
"o13";"p24";16.9599999999991;190;2.2;"w188";"knn";0.833418063
"o13";"p24";16.9599999999991;190;5.83;"w191";"svmLinear2";0.90562198
"o13";"p24";16.9599999999991;190;4.42;"w186";"J48";0.899421013
"o13";"p24";16.9599999999991;190;8.93;"w187";"JRip";0.901189355
"o13";"p24";16.9599999999991;190;3.37;"w190";"lda";0.923344631
"o13";"p24";16.9599999999991;190;3;"w185";"nnet";0.906513212
"o13";"p24";16.9599999999991;190;9.21;"w189";"C5.0Tree";0.902079018
"o13";"p25";3.34000000000015;1436;40.18;"w200";"ranger";0.932653926
"o13";"p25";3.34000000000015;1436;99.83;"w196";"knn";0.715107795
"o13";"p25";3.34000000000015;1436;47.02;"w199";"svmLinear2";0.889674732
"o13";"p25";3.34000000000015;1436;50.76;"w194";"J48";0.875936735
"o13";"p25";3.34000000000015;1436;66.64;"w195";"JRip";0.848469372
"o13";"p25";3.34000000000015;1436;53.97;"w198";"lda";0.688078202
"o13";"p25";3.34000000000015;1436;68.22;"w193";"nnet";0.909164941
"o13";"p25";3.34000000000015;1436;29.33;"w197";"C5.0Tree";0.890559687
"o13";"p26";18.1599999999999;303;13.08;"w208";"ranger";0.938855677
"o13";"p26";18.1599999999999;303;14.49;"w204";"knn";0.856896065
"o13";"p26";18.1599999999999;303;6.58;"w207";"svmLinear2";0.891444643
"o13";"p26";18.1599999999999;303;6.61;"w202";"J48";0.904293761
"o13";"p26";18.1599999999999;303;14.19;"w203";"JRip";0.880355238
"o13";"p26";18.1599999999999;303;4.22;"w206";"lda";0.931327277
"o13";"p26";18.1599999999999;303;5.49;"w201";"nnet";0.925564081
"o13";"p26";18.1599999999999;303;6.03;"w205";"C5.0Tree";0.901185433
"o13";"p27";3.27999999999884;772;28.28;"w216";"ranger";0.929107827
"o13";"p27";3.27999999999884;772;51.38;"w212";"knn";0.689412697
"o13";"p27";3.27999999999884;772;21.2;"w215";"svmLinear2";0.857330697
"o13";"p27";3.27999999999884;772;21.39;"w210";"J48";0.873283437
"o13";"p27";3.27999999999884;772;32.78;"w211";"JRip";0.849796805
"o13";"p27";3.27999999999884;772;15.14;"w214";"lda";0.83030032
"o13";"p27";3.27999999999884;772;35.11;"w209";"nnet";0.903859129
"o13";"p27";3.27999999999884;772;15.31;"w213";"C5.0Tree";0.879050555
"o13";"p28";9.71999999999753;186;9.44;"w224";"ranger";0.933536528
"o13";"p28";9.71999999999753;186;2.08;"w220";"knn";0.84138188
"o13";"p28";9.71999999999753;186;5.25;"w223";"svmLinear2";0.903858344
"o13";"p28";9.71999999999753;186;3.99;"w218";"J48";0.898090441
"o13";"p28";9.71999999999753;186;9.31;"w219";"JRip";0.879911975
"o13";"p28";9.71999999999753;186;3.04;"w222";"lda";0.917147587
"o13";"p28";9.71999999999753;186;3.48;"w217";"nnet";0.911393021
"o13";"p28";9.71999999999753;186;6.14;"w221";"C5.0Tree";0.895875698
"o13";"p29";5.54000000000087;1267;42.41;"w232";"ranger";0.935753625
"o13";"p29";5.54000000000087;1267;86.49;"w228";"knn";0.732391891
"o13";"p29";5.54000000000087;1267;39.47;"w231";"svmLinear2";0.881251177
"o13";"p29";5.54000000000087;1267;41.25;"w226";"J48";0.895885897
"o13";"p29";5.54000000000087;1267;71.69;"w227";"JRip";0.866186531
"o13";"p29";5.54000000000087;1267;42.64;"w230";"lda";0.737701626
"o13";"p29";5.54000000000087;1267;48.92;"w225";"nnet";0.889670024
"o13";"p29";5.54000000000087;1267;24.57;"w229";"C5.0Tree";0.893225538
"o13";"p3";3.47000000000003;772;26.89;"w24";"ranger";0.931324923
"o13";"p3";3.47000000000003;772;51.36;"w20";"knn";0.775811209
"o13";"p3";3.47000000000003;772;22.47;"w23";"svmLinear2";0.861757045
"o13";"p3";3.47000000000003;772;22.72;"w18";"J48";0.879929235
"o13";"p3";3.47000000000003;772;34.64;"w19";"JRip";0.83739801
"o13";"p3";3.47000000000003;772;15.11;"w22";"lda";0.848916557
"o13";"p3";3.47000000000003;772;20.67;"w17";"nnet";0.886565619
"o13";"p3";3.47000000000003;772;38.8;"w21";"C5.0Tree";0.890557334
"o13";"p30";17.8600000000006;282;11.54;"w240";"ranger";0.938410845
"o13";"p30";17.8600000000006;282;10.13;"w236";"knn";0.8551238
"o13";"p30";17.8600000000006;282;6.17;"w239";"svmLinear2";0.90649909
"o13";"p30";17.8600000000006;282;6.04;"w234";"J48";0.906069165
"o13";"p30";17.8600000000006;282;13.59;"w235";"JRip";0.890121132
"o13";"p30";17.8600000000006;282;3.68;"w238";"lda";0.930438398
"o13";"p30";17.8600000000006;282;5.52;"w233";"nnet";0.910941913
"o13";"p30";17.8600000000006;282;5.81;"w237";"C5.0Tree";0.904300038
"o13";"p31";5.5;748;23.03;"w248";"ranger";0.932652357
"o13";"p31";5.5;748;49.89;"w244";"knn";0.737706333
"o13";"p31";5.5;748;20.29;"w247";"svmLinear2";0.852020178
"o13";"p31";5.5;748;20.09;"w242";"J48";0.891896535
"o13";"p31";5.5;748;34.59;"w243";"JRip";0.869285445
"o13";"p31";5.5;748;14.23;"w246";"lda";0.838272767
"o13";"p31";5.5;748;34.95;"w241";"nnet";0.867957227
"o13";"p31";5.5;748;14.37;"w245";"C5.0Tree";0.886575817
"o13";"p32";12.2799999999988;186;8.75;"w256";"ranger";0.935307224
"o13";"p32";12.2799999999988;186;2.01;"w252";"knn";0.846256982
"o13";"p32";12.2799999999988;186;5.03;"w255";"svmLinear2";0.906958828
"o13";"p32";12.2799999999988;186;4.13;"w250";"J48";0.907845352
"o13";"p32";12.2799999999988;186;9.24;"w251";"JRip";0.892779922
"o13";"p32";12.2799999999988;186;3.16;"w254";"lda";0.919363899
"o13";"p32";12.2799999999988;186;3.49;"w249";"nnet";0.912714963
"o13";"p32";12.2799999999988;186;4.04;"w253";"C5.0Tree";0.907401305
"o13";"p33";5.81999999999971;1363;39.39;"w264";"ranger";0.936198456
"o13";"p33";5.81999999999971;1363;94.34;"w260";"knn";0.782013745
"o13";"p33";5.81999999999971;1363;44.96;"w263";"svmLinear2";0.890118779
"o13";"p33";5.81999999999971;1363;47.27;"w258";"J48";0.876374506
"o13";"p33";5.81999999999971;1363;73.02;"w259";"JRip";0.850696667
"o13";"p33";5.81999999999971;1363;51.16;"w262";"lda";0.724404538
"o13";"p33";5.81999999999971;1363;62.19;"w257";"nnet";0.89986506
"o13";"p33";5.81999999999971;1363;28.08;"w261";"C5.0Tree";0.888341806
"o13";"p34";20.5600000000013;300;13.14;"w272";"ranger";0.939742202
"o13";"p34";20.5600000000013;300;13.72;"w268";"knn";0.871515094
"o13";"p34";20.5600000000013;300;6.45;"w271";"svmLinear2";0.894102649
"o13";"p34";20.5600000000013;300;6.64;"w266";"J48";0.903405667
"o13";"p34";20.5600000000013;300;13.66;"w267";"JRip";0.879911191
"o13";"p34";20.5600000000013;300;4.8;"w270";"lda";0.933098757
"o13";"p34";20.5600000000013;300;6.28;"w265";"nnet";0.908273709
"o13";"p34";20.5600000000013;300;6.03;"w269";"C5.0Tree";0.898084165
"o13";"p35";5.7400000000016;709;24.08;"w280";"ranger";0.932653141
"o13";"p35";5.7400000000016;709;47.14;"w276";"knn";0.783347455
"o13";"p35";5.7400000000016;709;19.06;"w279";"svmLinear2";0.86441662
"o13";"p35";5.7400000000016;709;18.79;"w274";"J48";0.878597879
"o13";"p35";5.7400000000016;709;31.92;"w275";"JRip";0.869743614
"o13";"p35";5.7400000000016;709;13.28;"w278";"lda";0.837834212
"o13";"p35";5.7400000000016;709;29.69;"w273";"nnet";0.899876828
"o13";"p35";5.7400000000016;709;14.39;"w277";"C5.0Tree";0.885686155
"o13";"p36";12.0299999999988;184;9.43;"w288";"ranger";0.933538882
"o13";"p36";12.0299999999988;184;2.03;"w284";"knn";0.855560786
"o13";"p36";12.0299999999988;184;5.14;"w287";"svmLinear2";0.902086864
"o13";"p36";12.0299999999988;184;3.92;"w282";"J48";0.898976966
"o13";"p36";12.0299999999988;184;7.41;"w283";"JRip";0.871487636
"o13";"p36";12.0299999999988;184;3.22;"w286";"lda";0.91847502
"o13";"p36";12.0299999999988;184;3.35;"w281";"nnet";0.917593987
"o13";"p36";12.0299999999988;184;4.09;"w285";"C5.0Tree";0.894545911
"o13";"p37";8.41999999999825;1197;34.14;"w296";"ranger";0.939744555
"o13";"p37";8.41999999999825;1197;81.14;"w292";"knn";0.79353543
"o13";"p37";8.41999999999825;1197;36.19;"w295";"svmLinear2";0.877264169
"o13";"p37";8.41999999999825;1197;37.55;"w290";"J48";0.895000157
"o13";"p37";8.41999999999825;1197;67.12;"w291";"JRip";0.881702285
"o13";"p37";8.41999999999825;1197;41.13;"w294";"lda";0.746553537
"o13";"p37";8.41999999999825;1197;51.85;"w289";"nnet";0.906947844
"o13";"p37";8.41999999999825;1197;23.04;"w293";"C5.0Tree";0.898985596
"o13";"p38";19.4499999999971;279;11.64;"w304";"ranger";0.940183111
"o13";"p38";19.4499999999971;279;9.53;"w300";"knn";0.862649062
"o13";"p38";19.4499999999971;279;5.89;"w303";"svmLinear2";0.904285131
"o13";"p38";19.4499999999971;279;6.1;"w298";"J48";0.908284692
"o13";"p38";19.4499999999971;279;13.31;"w299";"JRip";0.8976613
"o13";"p38";19.4499999999971;279;4.12;"w302";"lda";0.931769755
"o13";"p38";19.4499999999971;279;5.67;"w297";"nnet";0.920690548
