"workflow";"1";"2";"3";"4";"5";"6";"7";"8";"9";"10";"11";"12";"13";"14";"15";"16";"17";"18";"19";"20";"21";"22";"23";"24";"25";"26";"27";"28";"29";"30";"31";"32";"33";"34";"35";"36";"37";"38";"39";"40";"41";"42";"43";"44";"45";"46";"47";"48";"49";"50"
21;47.5400000000007;61.0799999999995;111.289999999998;72.1100000000007;52.9400000000012;40.8000000000002;45.8600000000017;47.2800000000004;46.2500000000004;37.23;81.3200000000001;56.6299999999987;67.35;47.9600000000012;83.08;39.6399999999997;79.0900000000001;42.9399999999993;36.1399999999994;58.4299999999996;38.8299999999991;52.9100000000007;43.66;278.21;93.0699999999983;59.4800000000007;44.2499999999987;40.2400000000011;35.8500000000005;31.4499999999996;28.3099999999994;18.63;16.9599999999988;18.0299999999988;139.71;26.4499999999993;126.489999999999;67.8999999999988;119.78;94.67;93.1599999999993;92.4400000000006;85.83;60.5700000000009;57.4899999999996;54.9399999999992;14.9900000000002;20.7900000000007;9.58999999999985;17.4500000000004
22;29.5800000000007;41.1299999999995;85.4299999999985;60.2200000000007;33.2900000000012;23.9000000000002;30.2700000000017;30.3000000000004;28.2400000000004;21.61;42.7200000000001;41.2499999999987;36.32;28.4700000000012;43.48;25.2299999999997;51.0300000000001;26.7999999999993;19.8099999999993;30.4299999999996;22.5399999999991;34.5700000000007;24.66;96.9299999999997;35.5599999999983;25.9500000000007;21.7499999999987;20.4400000000011;18.2900000000005;16.5699999999996;16.5099999999994;12.65;11.0799999999988;12.8899999999988;52.0900000000004;16.1499999999993;50.4899999999994;28.9299999999988;47.1199999999996;40.5;39.1899999999993;39.3000000000006;36.31;26.9000000000009;25.7099999999996;22.9999999999992;10.2200000000002;14.5500000000007;6.51999999999985;11.8600000000004
23;27.4800000000007;35.2999999999995;104.539999999998;47.8300000000007;31.1300000000012;28.3200000000002;27.2200000000017;26.0700000000004;27.0000000000004;21.48;65.4800000000001;38.6399999999987;54.33;31.4800000000012;75.68;22.4499999999997;81.0900000000001;31.5299999999993;25.0199999999993;62.8399999999996;23.4799999999991;32.7900000000007;28.61;1631.3;424.229999999998;275.680000000001;34.8799999999987;26.6900000000011;24.3300000000005;21.0199999999996;17.4999999999994;10.33;8.90999999999876;10.4499999999988;558.19;21.8499999999993;419.329999999999;85.4699999999988;457.56;437.06;306.579999999999;209.200000000001;295.77;44.1900000000009;54.3799999999996;31.0799999999992;6.92000000000015;12.7000000000007;4.43999999999985;10.2700000000004
24;43;41.06;93.28;59.11;39.62;29.5400000000002;37.8400000000001;33.4000000000001;70.92;54.3299999999999;106.97;31.9499999999999;93.5500000000001;42.8500000000001;75.7;42.17;41.8299999999999;19.19;15.34;24.0099999999999;45.29;62.9700000000002;20.02;1954.39;80.21;26.02;22.4600000000001;35.46;22.95;21.3200000000001;16.1;11.47;10.3999999999999;11.0800000000001;318.75;16.02;181.84;75.9799999999999;147.44;83.83;108.24;45.93;87.39;48.0099999999999;43.79;289.57;10.7799999999999;16.6099999999999;6.83999999999987;12.32
25;33.9800000000007;42.4999999999995;85.3899999999985;45.0400000000007;37.0200000000012;34.0400000000002;33.1100000000017;28.5500000000004;33.5300000000004;28.89;70.5500000000001;40.7999999999987;59.74;38.4400000000012;78.86;28.3199999999997;72.1500000000001;39.7299999999993;32.6899999999994;67.1399999999996;31.1199999999991;37.3000000000007;37.84;320.8;123.849999999998;70.0300000000007;42.3599999999987;32.1100000000011;29.4100000000005;24.5399999999996;20.2499999999994;11.1;10.8699999999988;10.9099999999988;182.17;21.5299999999993;143.589999999999;80.3099999999988;149.95;127.98;109.049999999999;101.560000000001;97.91;57.8500000000009;57.6999999999996;49.5999999999992;6.37000000000015;10.4800000000007;5.12999999999985;9.58000000000044
26;22.5599999999994;26.3300000000004;50.3599999999993;34.1200000000004;22.0799999999988;17.8599999999994;22.2199999999994;22.1599999999986;28.7200000000011;19.7400000000009;38.0099999999991;24.2599999999995;32.1899999999996;20.9900000000002;32.7800000000006;24.5499999999998;30.8399999999995;21.8800000000003;15.6;26.4099999999993;20.6699999999986;24.8100000000001;19.4000000000004;112.580000000001;30.5599999999995;19.4399999999993;16.8499999999996;17.2399999999993;13.6900000000017;12.3599999999989;11.8400000000009;8.2;7.43000000000138;8.28999999999891;46.8300000000007;11.4100000000005;41.4400000000001;25.1000000000001;39.3700000000009;32.9800000000011;32.5399999999994;31.86;29.5300000000004;21.1799999999994;19.8500000000007;28.5199999999996;7.24999999999971;10.2;4.91000000000007;8.52000000000051
27;25.5299999999994;26.2900000000004;58.6699999999993;37.6500000000004;23.8299999999988;18.2999999999994;25.9299999999994;26.7799999999986;29.7100000000011;23.9100000000009;50.5899999999991;24.7699999999995;40.0999999999996;22.7400000000002;37.4700000000006;26.8699999999998;32.0099999999995;22.5700000000003;15.95;28.0299999999993;22.7799999999986;28.6200000000001;21.1300000000004;224.240000000001;38.6399999999995;20.5999999999993;18.0299999999996;18.3399999999993;14.4200000000017;12.7299999999989;12.6500000000009;8.48;7.64000000000138;8.72999999999891;71.3400000000007;12.4900000000005;52.9900000000001;29.2100000000001;49.6400000000009;35.8600000000011;38.4099999999994;32.8;34.4000000000004;23.3899999999994;21.1000000000007;34.7299999999996;8.25999999999971;10.81;5.34000000000007;9.47000000000051
28;28.4399999999994;29.9900000000004;86.6399999999993;45.2700000000004;29.2799999999988;19.1499999999994;32.8799999999994;31.7399999999986;37.8000000000011;30.0100000000009;64.3799999999991;26.4199999999995;58.1499999999996;26.6200000000002;49.2800000000006;31.8199999999998;36.7999999999995;23.5200000000003;16.81;34.3299999999993;26.3199999999986;32.3800000000001;23.3900000000004;242.270000000001;48.7999999999995;21.7699999999993;19.3099999999996;22.0799999999993;15.9200000000017;13.6599999999989;15.2800000000009;8.67;7.84000000000138;8.81999999999891;75.6400000000007;14.8700000000005;82.7600000000001;44.5300000000001;66.3500000000009;42.7100000000011;45.7399999999994;40.45;46.7300000000004;28.5899999999994;23.9500000000007;58.2299999999996;8.45999999999971;12.19;5.37000000000007;10.8800000000005
29;27.3899999999994;29.4100000000004;82.6699999999993;49.1700000000004;23.8899999999988;17.2799999999994;34.3699999999994;32.2799999999986;46.6700000000011;34.9300000000009;69.2499999999991;23.6999999999995;63.2599999999996;20.9000000000002;44.9200000000006;38.1799999999998;30.3399999999995;21.3200000000003;15.15;25.8599999999993;27.4999999999986;40.9400000000001;18.6200000000004;1009.05;32.0799999999995;18.9999999999993;16.2899999999996;16.2199999999993;13.2000000000017;11.9099999999989;11.1700000000009;7.97;7.16000000000138;7.96999999999891;73.6400000000007;10.5600000000005;74.2200000000001;26.6600000000001;51.5600000000009;40.5500000000011;36.5899999999994;31.8;37.3300000000004;20.8899999999994;19.3800000000007;76.3999999999996;6.93999999999971;9.76;4.62000000000007;7.52000000000051
30;32.0099999999994;31.9000000000004;68.7499999999993;47.4500000000004;29.2299999999988;20.9699999999994;34.1199999999994;34.7699999999986;42.1100000000011;32.0400000000009;55.8999999999991;27.5999999999995;50.0299999999996;27.7900000000002;43.3300000000006;37.2999999999998;34.4699999999995;25.2600000000003;17.27;32.4099999999993;29.7399999999986;37.4400000000001;25.3500000000004;196.430000000001;43.3599999999995;21.8799999999993;21.8399999999996;23.5499999999993;16.4400000000017;14.1899999999989;15.5900000000009;9.12;8.15000000000138;9.65999999999891;72.1400000000007;15.3500000000005;60.5600000000001;35.6700000000001;56.0200000000009;42.6900000000011;45.4499999999994;39.13;41.9900000000004;30.6299999999994;23.6600000000007;53.4299999999996;10.1199999999997;14.47;5.87000000000007;12.4400000000005
31;23.5099999999994;25.5700000000004;48.5799999999993;35.8100000000004;22.5499999999988;17.7699999999994;24.3299999999994;24.0999999999986;27.6900000000011;21.4800000000009;37.1799999999991;24.5399999999995;32.2099999999996;21.4300000000002;31.9700000000006;24.9299999999998;31.0499999999995;21.9700000000003;16.09;26.3199999999993;21.0399999999986;26.7800000000001;19.8200000000004;94.8900000000007;29.6999999999995;19.6299999999993;17.0099999999996;17.1699999999993;14.1700000000017;12.7299999999989;12.3700000000009;8.97;7.84000000000138;8.64999999999891;45.2700000000007;11.5500000000005;39.8800000000001;24.0600000000001;37.6200000000009;31.6100000000011;31.8899999999994;31.08;29.3800000000004;21.1099999999994;19.7800000000007;26.6199999999996;7.58999999999971;10.82;5.49000000000007;9.20000000000051
32;23.1699999999994;25.4900000000004;59.4599999999993;35.2100000000004;22.7499999999988;18.7599999999994;23.8299999999994;23.2499999999986;27.4700000000011;21.2200000000009;43.8199999999991;25.0099999999995;38.8399999999996;21.8700000000002;39.5500000000006;23.5199999999998;35.5999999999995;24.8400000000003;16.53;37.7499999999993;21.3499999999986;26.3700000000001;22.9700000000004;1042.39;86.7299999999995;24.5899999999993;21.6299999999996;19.9099999999993;15.2300000000017;13.0799999999989;12.2100000000009;8.22;7.40000000000138;8.58999999999891;168.310000000001;13.1100000000005;97.6900000000001;57.0900000000001;91.6800000000009;69.4900000000011;65.6699999999994;44.59;67.8800000000004;28.1599999999994;24.8300000000007;33.5999999999996;7.28999999999971;9.97;4.80000000000007;8.74000000000051
33;29.1699999999994;32.2200000000004;69.6799999999993;41.1800000000004;27.7399999999988;22.4499999999994;29.7599999999994;27.4099999999986;34.4300000000011;27.7900000000009;57.8899999999991;28.5199999999995;49.8999999999996;27.7900000000002;50.5600000000006;29.7699999999998;39.8999999999995;28.2500000000003;19.75;40.9799999999993;27.2899999999986;33.0500000000001;27.3000000000004;268.600000000001;69.2299999999995;29.0699999999993;26.6699999999996;24.2799999999993;18.6600000000017;16.2099999999989;16.1800000000009;9.89;8.73000000000138;10.2799999999989;124.250000000001;16.9500000000005;90.3000000000001;48.9000000000001;85.7500000000009;64.1100000000011;63.2699999999994;49.69;56.0000000000004;34.8199999999994;28.6500000000007;51.3099999999996;8.18999999999971;11.56;5.79000000000007;10.6700000000005
34;37.06;61.5299999999996;158.9;105.65;44.0700000000003;40.3599999999987;42.2500000000015;38.2799999999988;32.5100000000007;34.6799999999994;93.1800000000011;55.4100000000007;76.3700000000004;40.4299999999999;92.8599999999992;35.1699999999994;97.2599999999989;43.8900000000006;32.5499999999994;55.1299999999991;36.8800000000008;42.8599999999995;30.6500000000001;468.439999999999;119.96;81.2800000000006;58.6099999999994;47.9799999999996;44.6300000000002;42.0600000000008;35.4499999999998;19.94;15.4999999999988;25.0400000000003;152.25;41.6800000000001;150.88;88.7200000000005;186.030000000001;171.75;148.870000000001;151.6;102.96;73.6200000000003;70.8899999999999;42.9800000000007;13.7200000000005;33.7800000000011;11.2400000000003;28.1600000000002
35;43.32;43.84;80.14;57.68;39.18;31.1300000000002;37.7400000000001;35.8800000000001;63.9;48.7099999999999;83.62;38.5299999999999;73.1500000000001;39.9600000000001;63.21;41.26;45.6199999999999;21.24;18.86;33.2399999999999;41.29;57.0300000000002;25.58;323.57;65.47;33.71;31.1500000000001;33.59;26.18;25.0300000000001;22.56;15.94;13.5499999999999;13.1300000000001;112.57;21.55;91.79;53.5199999999999;84.24;59.62;68.75;55.2;63.63;42.6599999999999;37.97;80.46;14.5799999999999;22.2599999999999;8.33999999999987;17.79
36;58.2;73.7999999999996;180.37;106.92;59.8700000000003;43.6199999999987;51.5400000000015;52.0499999999988;46.3900000000007;36.2499999999994;114.650000000001;69.4200000000007;80.7700000000004;55.4399999999999;118.959999999999;39.1099999999994;106.749999999999;40.3900000000006;33.0199999999994;53.0199999999991;38.0300000000008;59.4999999999995;49.6200000000001;627.899999999999;175.91;93.3400000000006;60.3099999999994;54.4799999999996;47.8900000000001;40.8700000000008;37.4599999999999;23.99;22.6199999999988;23.5200000000003;282.85;36.7400000000001;219.62;104.55;235.050000000001;142.44;144.060000000001;123.18;145.61;85.1200000000003;81.4499999999999;69.1100000000007;19.0100000000005;26.7400000000011;11.7000000000003;21.1000000000002
37;84.12;95.3999999999996;370.05;153.1;109.1;60.9699999999987;98.8800000000015;78.5199999999988;69.2700000000007;56.6099999999994;222.680000000001;107.960000000001;187.02;90.6399999999999;266.349999999999;49.1399999999994;235.239999999999;52.7900000000006;49.9299999999994;119.129999999999;53.5000000000008;82.5899999999995;71.0500000000001;986.389999999999;259.47;128.280000000001;73.1499999999994;79.1699999999996;68.3400000000001;60.1000000000008;60.8399999999998;31.7;27.9199999999988;30.1600000000003;300.38;58.9400000000001;455.23;184.08;242.530000000001;234.68;207.150000000001;220.34;254.34;139.55;101.15;106.520000000001;20.2900000000005;34.3600000000011;13.0400000000003;27.2300000000002
