"data";"workflow";"time"
"n8";"w299";38.9099999999991
"n8";"w301";34.5999999999991
"n8";"w300";39.7599999999991
"n8";"w302";33.2899999999991
"n8";"w298";34.3899999999991
"n8";"w312";35.5199999999975
"n8";"w305";42.1599999999975
"n8";"w311";30.2299999999975
"n8";"w307";46.9399999999975
"n8";"w309";28.0799999999975
"n8";"w308";60.6899999999975
"n8";"w310";32.7299999999975
"n8";"w306";33.5899999999975
"n8";"w32";25.1600000000001
"n8";"w25";16.3800000000001
"n8";"w31";18.5500000000001
"n8";"w27";25.5800000000001
"n8";"w29";29.6900000000001
"n8";"w28";32.9700000000001
"n8";"w30";18.3500000000001
"n8";"w26";20.6000000000001
"n8";"w320";31.5700000000023
"n8";"w313";25.5000000000023
"n8";"w319";25.9600000000023
"n8";"w315";33.0600000000023
"n8";"w317";30.7300000000023
"n8";"w316";37.6200000000023
"n8";"w318";25.8200000000023
"n8";"w314";27.3900000000023
"n8";"w328";47.53
"n8";"w321";62.44
"n8";"w327";41.06
"n8";"w323";90.75
"n8";"w325";35.03
"n8";"w324";96.17
"n8";"w326";71.55
"n8";"w322";58.32
"n8";"w336";43.1199999999997
"n8";"w329";39.7099999999997
"n8";"w335";32.9199999999997
"n8";"w331";48.8399999999997
"n8";"w333";35.0999999999997
"n8";"w332";55.8399999999997
"n8";"w334";34.6699999999997
"n8";"w330";36.9399999999997
"n8";"w344";28.2399999999956
"n8";"w337";25.1199999999956
"n8";"w343";20.5199999999956
"n8";"w339";35.9399999999956
"n8";"w341";20.1599999999956
"n8";"w340";44.2899999999956
"n8";"w342";21.7199999999956
"n8";"w338";22.9999999999956
"n8";"w352";25.2600000000023
"n8";"w345";17.7400000000023
"n8";"w351";18.1300000000023
"n8";"w347";24.7000000000023
"n8";"w349";19.1400000000023
"n8";"w348";23.8000000000023
"n8";"w350";18.3000000000023
"n8";"w346";19.0900000000023
"n8";"w360";50.6699999999977
"n8";"w353";59.0599999999977
"n8";"w359";44.9799999999977
"n8";"w355";84.0399999999977
"n8";"w357";40.1299999999977
"n8";"w356";95.7399999999977
"n8";"w358";70.4499999999977
"n8";"w354";58.5699999999977
"n8";"w368";38.8099999999965
"n8";"w361";33.9499999999965
"n8";"w367";33.7199999999965
"n8";"w363";38.0999999999965
"n8";"w365";34.7299999999965
"n8";"w364";39.1399999999965
"n8";"w366";33.9799999999965
"n8";"w362";34.7099999999965
"n8";"w376";38.2999999999983
"n8";"w369";40.3399999999983
"n8";"w375";29.9999999999983
"n8";"w371";43.9599999999983
"n8";"w373";29.0999999999983
"n8";"w372";56.6399999999983
"n8";"w374";31.1399999999983
"n8";"w370";32.5299999999983
"n8";"w384";32.1700000000009
"n8";"w377";25.6800000000009
"n8";"w383";26.7600000000009
"n8";"w379";32.9500000000009
"n8";"w381";27.4200000000009
"n8";"w380";35.5600000000009
"n8";"w382";26.7200000000009
"n8";"w378";27.4100000000009
"n8";"w40";47.3799999999997
"n8";"w33";46.5299999999997
"n8";"w39";59.1999999999997
"n8";"w35";87.8699999999997
"n8";"w37";102.74
"n8";"w36";108.79
"n8";"w38";84.0699999999997
"n8";"w34";73.3199999999997
"n8";"w48";42.3400000000001
"n8";"w41";33.6300000000001
"n8";"w47";34.2900000000001
"n8";"w43";42.0400000000001
"n8";"w45";44.3800000000001
"n8";"w44";45.1500000000001
"n8";"w46";34.6600000000001
"n8";"w42";36.1600000000001
"n8";"w56";36.6199999999997
"n8";"w49";27.9199999999997
"n8";"w55";34.2899999999997
"n8";"w51";50.8799999999997
"n8";"w53";56.8999999999997
"n8";"w52";65.1299999999997
"n8";"w54";39.0999999999997
"n8";"w50";37.2799999999997
"n8";"w64";33.7499999999997
"n8";"w57";24.8299999999997
"n8";"w63";27.0799999999997
"n8";"w59";35.1399999999997
"n8";"w61";39.5799999999997
"n8";"w60";43.0299999999997
"n8";"w62";27.4499999999997
"n8";"w58";29.1499999999997
"n8";"w72";46.7300000000006
"n8";"w65";40.2800000000006
"n8";"w71";56.0300000000006
"n8";"w67";93.3500000000005
"n8";"w69";85.2700000000006
"n8";"w68";109.170000000001
"n8";"w70";82.5400000000005
"n8";"w66";70.6500000000005
"n9";"w7";54.19
"n9";"w4";84.42
"n9";"w2";63.98
"n9";"w6";64.7
"n9";"w3";75.59
"n9";"w8";49.69
"n9";"w1";39.83
"n9";"w5";76.06
"n9";"w79";22.9299999999995
"n9";"w76";20.3499999999995
"n9";"w74";22.1599999999995
"n9";"w78";21.4099999999995
"n9";"w75";25.8599999999995
"n9";"w80";29.1599999999995
"n9";"w73";20.9699999999995
"n9";"w77";25.5499999999995
"n9";"w87";21.3100000000002
"n9";"w84";37.2900000000002
"n9";"w82";23.4400000000002
"n9";"w86";17.2700000000002
"n9";"w83";33.5000000000002
"n9";"w88";31.2500000000002
"n9";"w81";19.6200000000002
"n9";"w85";35.0400000000002
"n9";"w95";15.57
"n9";"w92";11.63
"n9";"w90";13.72
"n9";"w94";12.31
"n9";"w91";16.7
"n9";"w96";20.23
"n9";"w89";12.28
"n9";"w93";17.32
"n9";"w103";51.289999999999
"n9";"w100";77.979999999999
"n9";"w98";55.319999999999
"n9";"w102";53.229999999999
"n9";"w99";66.349999999999
"n9";"w104";53.329999999999
"n9";"w97";38.239999999999
"n9";"w101";70.579999999999
"n9";"w111";27.4299999999999
"n9";"w108";24.9799999999999
"n9";"w106";26.8499999999999
"n9";"w110";25.6599999999999
"n9";"w107";29.3999999999999
"n9";"w112";33.2099999999999
"n9";"w105";25.7699999999999
"n9";"w109";30.1199999999999
"n9";"w119";28.61
"n9";"w116";46.61
"n9";"w114";30.75
"n9";"w118";24.66
"n9";"w115";36.41
"n9";"w120";37.84
"n9";"w113";26.67
"n9";"w117";43.66
"n9";"w127";22.9700000000004
"n9";"w124";18.6200000000004
"n9";"w122";21.1300000000004
"n9";"w126";19.8200000000004
"n9";"w123";23.3900000000004
"n9";"w128";27.3000000000004
"n9";"w121";19.4000000000004
"n9";"w125";25.3500000000004
"n9";"w135";42.6000000000001
"n9";"w132";68.6200000000001
"n9";"w130";49.6200000000001
"n9";"w134";46.8100000000001
"n9";"w131";71.0500000000001
"n9";"w136";54.1700000000001
"n9";"w129";30.6500000000001
"n9";"w133";63.8100000000001
"n9";"w143";22.6000000000006
"n9";"w140";20.1700000000006
"n9";"w138";22.0700000000006
"n9";"w142";21.1900000000006
"n9";"w139";25.1700000000006
"n9";"w144";29.1000000000006
"n9";"w137";20.7800000000006
"n9";"w141";25.3100000000006
"n9";"w151";19.119999999999
"n9";"w148";32.349999999999
"n9";"w146";22.119999999999
"n9";"w150";15.779999999999
"n9";"w147";26.889999999999
"n9";"w152";30.149999999999
"n9";"w145";15.289999999999
"n9";"w149";29.779999999999
"n9";"w15";22.76
"n9";"w12";20.02
"n9";"w10";22.01
"n9";"w14";20.95
"n9";"w11";24.53
"n9";"w16";28.14
"n9";"w9";20.67
"n9";"w13";25.58
"n9";"w159";16.3900000000013
"n9";"w156";13.0800000000013
"n9";"w154";14.9400000000013
"n9";"w158";13.8500000000013
"n9";"w155";17.8300000000013
"n9";"w160";21.2900000000013
"n9";"w153";13.7200000000013
"n9";"w157";17.9500000000013
"n9";"w167";46.7799999999981
"n9";"w164";71.4199999999981
"n9";"w162";51.3099999999981
"n9";"w166";51.0299999999981
"n9";"w163";67.7399999999981
"n9";"w168";54.9199999999981
"n9";"w161";36.7299999999981
"n9";"w165";65.7699999999981
"n9";"w175";28.2999999999971
"n9";"w172";25.7299999999971
"n9";"w170";27.4599999999971
"n9";"w174";26.6499999999971
"n9";"w171";30.8799999999971
"n9";"w176";33.8199999999971
"n9";"w169";26.3999999999971
"n9";"w173";30.8399999999971
"n9";"w183";27.2199999999981
"n9";"w180";42.9199999999981
"n9";"w178";29.0699999999981
"n9";"w182";23.7199999999981
"n9";"w179";38.2399999999981
"n9";"w184";38.0299999999981
"n9";"w177";23.0799999999981
"n9";"w181";39.8599999999981
"n9";"w191";24.0100000000009
"n9";"w188";20.7500000000009
"n9";"w186";23.0400000000009
"n9";"w190";21.4100000000009
"n9";"w187";25.6700000000009
"n9";"w192";29.6800000000009
"n9";"w185";21.4200000000009
"n9";"w189";26.9000000000009
"n9";"w199";44.7300000000007
"n9";"w196";83.4600000000007
"n9";"w194";59.3700000000007
"n9";"w198";60.8000000000007
"n9";"w195";91.0600000000007
"n9";"w200";50.2600000000007
"n9";"w193";72.5900000000007
"n9";"w197";33.2000000000007
"n9";"w207";22.5999999999994
"n9";"w204";19.8199999999994
"n9";"w202";21.4999999999994
"n9";"w206";20.8599999999994
"n9";"w203";23.7199999999994
"n9";"w208";26.7399999999994
"n9";"w201";20.7199999999994
"n9";"w205";21.3699999999994
"n9";"w215";21.9000000000003
"n9";"w212";40.1600000000003
"n9";"w210";24.9300000000003
"n9";"w214";17.0000000000003
"n9";"w211";36.5200000000003
"n9";"w216";32.5900000000003
"n9";"w209";28.9500000000003
"n9";"w213";17.7900000000003
"n9";"w223";13.3299999999993
"n9";"w220";10.7399999999993
"n9";"w218";12.4699999999993
"n9";"w222";11.6899999999993
"n9";"w219";14.7999999999993
"n9";"w224";17.5499999999993
"n9";"w217";11.6299999999993
"n9";"w221";12.2099999999993
"n9";"w231";45.9999999999988
"n9";"w228";82.0599999999988
"n9";"w226";57.6599999999988
"n9";"w230";59.8999999999988
"n9";"w227";71.4599999999988
"n9";"w232";51.6699999999988
"n9";"w225";64.8499999999988
"n9";"w229";36.7699999999988
"n9";"w23";22.6000000000001
"n9";"w20";40.4000000000001
"n9";"w18";26.6500000000001
"n9";"w22";17.3800000000001
"n9";"w19";30.6700000000001
"n9";"w24";31.0700000000001
"n9";"w17";15.1000000000001
"n9";"w21";38.1800000000001
"n9";"w239";27.1500000000006
"n9";"w236";24.6400000000006
"n9";"w234";26.3100000000006
"n9";"w238";25.8600000000006
"n9";"w235";28.9900000000006
"n9";"w240";31.1600000000006
"n9";"w233";25.5800000000006
"n9";"w237";26.2900000000006
"n9";"w247";29.210000000001
"n9";"w244";48.910000000001
"n9";"w242";31.680000000001
"n9";"w246";24.480000000001
"n9";"w243";39.100000000001
"n9";"w248";36.260000000001
"n9";"w241";36.750000000001
"n9";"w245";24.790000000001
"n9";"w255";20.1700000000019
"n9";"w252";17.6900000000019
"n9";"w250";19.6000000000019
"n9";"w254";18.8000000000019
"n9";"w251";21.5600000000019
"n9";"w256";24.3700000000019
"n9";"w249";18.6400000000019
"n9";"w253";19.3600000000019
"n9";"w263";41.1299999999988
"n9";"w260";77.9499999999988
"n9";"w258";55.4299999999988
"n9";"w262";57.3299999999988
"n9";"w259";83.1199999999988
"n9";"w264";52.8799999999988
"n9";"w257";63.8599999999988
"n9";"w261";32.2099999999988
"n9";"w271";23.1299999999997
"n9";"w268";20.4899999999997
"n9";"w266";22.1399999999997
"n9";"w270";21.1799999999997
"n9";"w267";25.5099999999997
"n9";"w272";41.2599999999997
"n9";"w265";21.3499999999997
"n9";"w269";21.8199999999997
"n9";"w279";20.8000000000004
"n9";"w276";37.1100000000004
"n9";"w274";22.6000000000004
"n9";"w278";16.6100000000004
"n9";"w275";35.1600000000004
"n9";"w280";30.1200000000004
"n9";"w273";24.3800000000004
"n9";"w277";17.6800000000004
"n9";"w287";13.7300000000001
"n9";"w284";11.5000000000001
"n9";"w282";13.1000000000001
"n9";"w286";12.3400000000001
"n9";"w283";15.0200000000001
"n9";"w288";18.2500000000001
"n9";"w281";12.2000000000001
"n9";"w285";12.9400000000001
"n9";"w295";43.9599999999975
"n9";"w292";77.2599999999975
"n9";"w290";54.0699999999975
"n9";"w294";53.1899999999975
"n9";"w291";66.1699999999975
"n9";"w296";52.9999999999975
"n9";"w289";57.8299999999975
"n9";"w293";35.9899999999975
"n9";"w303";27.4299999999972
"n9";"w300";24.9699999999972
"n9";"w298";26.6299999999972
"n9";"w302";25.7899999999972
"n9";"w299";29.2099999999972
"n9";"w304";32.1199999999972
"n9";"w297";25.8499999999972
"n9";"w301";26.3599999999972
"n9";"w311";28.2500000000012
"n9";"w308";46.3800000000012
"n9";"w306";30.4100000000012
"n9";"w310";24.2900000000012
"n9";"w307";39.7400000000012
"n9";"w312";36.2500000000012
"n9";"w305";34.8200000000012
"n9";"w309";25.0800000000012
"n9";"w31";16.28
"n9";"w28";10.9
"n9";"w26";13.39
"n9";"w30";11.73
"n9";"w27";15.43
"n9";"w32";19.71
"n9";"w25";11.58
"n9";"w29";17.22
"n9";"w319";20.6200000000038
"n9";"w316";18.3200000000038
"n9";"w314";20.0000000000038
"n9";"w318";19.1700000000038
"n9";"w315";22.1700000000038
"n9";"w320";24.8200000000038
"n9";"w313";19.3500000000038
"n9";"w317";21.2800000000038
"n9";"w327";38.0900000000015
"n9";"w324";68.4000000000015
"n9";"w322";48.2100000000015
"n9";"w326";43.9400000000015
"n9";"w323";76.2800000000015
"n9";"w328";55.8800000000015
"n9";"w321";51.6400000000015
"n9";"w325";32.2400000000015
"n9";"w335";22.7300000000015
"n9";"w332";20.1000000000015
"n9";"w330";21.5800000000015
"n9";"w334";20.8200000000015
"n9";"w331";24.9100000000015
"n9";"w336";27.4500000000015
"n9";"w329";20.9700000000015
"n9";"w333";21.4500000000015
"n9";"w343";20.1100000000067
"n9";"w340";32.2700000000067
"n9";"w338";21.3900000000067
"n9";"w342";15.5000000000067
"n9";"w339";28.5500000000067
"n9";"w344";28.7300000000067
"n9";"w337";16.8000000000067
"n9";"w341";22.9800000000067
"n9";"w351";15.220000000002
"n9";"w348";12.900000000002
"n9";"w346";14.540000000002
"n9";"w350";13.480000000002
"n9";"w347";16.540000000002
"n9";"w352";20.230000000002
"n9";"w345";13.840000000002
"n9";"w349";14.260000000002
"n9";"w359";42.2000000000032
"n9";"w356";71.9200000000032
"n9";"w354";50.0000000000032
"n9";"w358";46.5000000000032
"n9";"w355";70.0700000000032
"n9";"w360";57.9500000000032
"n9";"w353";53.0900000000032
"n9";"w357";36.2600000000032
"n9";"w367";28.6000000000006
"n9";"w364";26.0600000000006
"n9";"w362";27.5400000000006
"n9";"w366";26.8700000000006
"n9";"w363";30.2500000000006
"n9";"w368";33.5600000000006
"n9";"w361";27.2200000000006
"n9";"w365";27.4300000000006
"n9";"w375";27.9799999999971
"n9";"w372";42.5599999999971
"n9";"w370";28.4199999999971
"n9";"w374";23.8399999999971
"n9";"w371";39.8499999999971
"n9";"w376";37.6599999999971
"n9";"w369";29.3299999999971
"n9";"w373";24.9999999999971
"n9";"w383";22.9999999999994
"n9";"w380";20.3499999999994
"n9";"w378";22.0299999999994
"n9";"w382";21.1999999999994
"n9";"w379";24.4999999999994
"n9";"w384";27.4599999999994
"n9";"w377";21.5299999999994
"n9";"w381";21.8299999999994
"n9";"w39";52.8599999999999
"n9";"w36";82.0799999999999
"n9";"w34";61.4399999999999
"n9";"w38";58.8699999999999
"n9";"w35";71.1799999999999
"n9";"w40";51.4099999999999
"n9";"w33";41.0299999999999
"n9";"w37";75.4699999999999
"n9";"w47";27.0300000000001
"n9";"w44";24.4500000000001
"n9";"w42";26.1200000000001
"n9";"w46";25.1600000000001
"n9";"w43";27.7400000000001
"n9";"w48";32.8800000000001
"n9";"w41";25.0700000000001
"n9";"w45";29.6500000000001
"n9";"w55";30.5200000000002
"n9";"w52";49.7700000000002
"n9";"w50";33.1200000000002
"n9";"w54";25.6200000000002
"n9";"w51";37.0400000000002
"n9";"w56";37.8500000000002
"n9";"w49";25.7600000000002
"n9";"w53";47.1400000000002
"n9";"w63";22.8999999999999
"n9";"w60";17.9199999999999
"n9";"w58";20.7099999999999
"n9";"w62";19.2399999999999
"n9";"w59";21.7999999999999
"n9";"w64";26.9199999999999
"n9";"w57";18.6999999999999
"n9";"w61";25.2499999999999
"n9";"w71";50.4299999999993
"n9";"w68";79.5999999999993
"n9";"w66";58.8599999999993
"n9";"w70";55.3799999999993
"n9";"w67";82.4799999999993
"n9";"w72";52.9399999999993
"n9";"w65";41.6199999999993
"n9";"w69";71.5999999999993
"o1";"w1";399.42
"o1";"w7";1494.4
"o1";"w8";451.8
"o1";"w4";4632.06
"o1";"w6";195.29
"o1";"w5";514.87
"o1";"w2";710.58
"o1";"w3";1148.14
"o1";"w73";216.6
"o1";"w79";1266.96
"o1";"w80";375.64
"o1";"w76";1835.39
"o1";"w78";144.450000000001
"o1";"w77";313.820000000001
"o1";"w74";309.820000000001
"o1";"w75";530.59
"o1";"w81";158.19
"o1";"w87";2065.34
"o1";"w88";333.65
"o1";"w84";1977.89
"o1";"w86";85.81
"o1";"w85";265.54
"o1";"w82";252.44
"o1";"w83";525.23
"o1";"w89";100.53
"o1";"w95";1158.58
"o1";"w96";266.47
"o1";"w92";1035.3
"o1";"w94";82.1300000000002
"o1";"w93";190.34
"o1";"w90";222.33
"o1";"w91";313.29
"o1";"w97";428.13
"o1";"w103";1196.48
"o1";"w104";449.45
"o1";"w100";3669.97
"o1";"w102";170.43
"o1";"w101";448.58
"o1";"w98";583.34
"o1";"w99";884.81
"o1";"w105";202.65
"o1";"w111";1174.99
"o1";"w112";352.42
"o1";"w108";1689.85
"o1";"w110";141.57
"o1";"w109";301.52
"o1";"w106";306.54
"o1";"w107";405.29
"o1";"w113";192.47
"o1";"w119";1631.3
"o1";"w120";320.8
"o1";"w116";1948.19
"o1";"w118";96.9299999999997
"o1";"w117";278.21
"o1";"w114";256.81
"o1";"w115";424.23
"o1";"w121";112.580000000001
"o1";"w127";1042.39
"o1";"w128";268.600000000001
"o1";"w124";1009.05
"o1";"w126";94.8900000000007
"o1";"w125";196.430000000001
"o1";"w122";224.240000000001
"o1";"w123";242.270000000001
"o1";"w129";468.439999999999
"o1";"w135";1375.11
"o1";"w136";458.069999999999
"o1";"w132";3933.9
"o1";"w134";186.819999999999
"o1";"w133";481.159999999999
"o1";"w130";627.899999999999
"o1";"w131";986.389999999999
"o1";"w137";223.819999999998
"o1";"w143";1250.37
"o1";"w144";393.039999999998
"o1";"w140";1802.16
"o1";"w142";161.009999999998
"o1";"w141";322.369999999998
"o1";"w138";318.779999999998
"o1";"w139";553.749999999998
"o1";"w145";183.740000000001
"o1";"w151";1944.59
"o1";"w152";342.960000000001
"o1";"w148";1741.36
"o1";"w150";100.650000000001
"o1";"w149";267.340000000001
"o1";"w146";239.570000000001
"o1";"w147";478.450000000001
"o1";"w9";235.08
"o1";"w15";1288.85
"o1";"w16";380.25
"o1";"w12";1954.39
"o1";"w14";143.6
"o1";"w13";323.57
"o1";"w10";315.88
"o1";"w11";524.18
"o1";"w153";117.919999999999
"o1";"w159";1093.93
"o1";"w160";283.959999999999
"o1";"w156";957.529999999999
"o1";"w158";99.6899999999994
"o1";"w157";200.449999999999
"o1";"w154";211.269999999999
"o1";"w155";332.859999999999
"o1";"w161";367.470000000001
"o1";"w167";1279.23
"o1";"w168";436.480000000001
"o1";"w164";3342.27
"o1";"w166";174.080000000001
"o1";"w165";427.180000000001
"o1";"w162";524.810000000001
"o1";"w163";798.550000000001
"o1";"w169";212.38
"o1";"w175";1172.39
"o1";"w176";369.83
"o1";"w172";1678.98
"o1";"w174";155.49
"o1";"w173";308.78
"o1";"w170";309
"o1";"w171";443.03
"o1";"w177";181.589999999997
"o1";"w183";1543.66
"o1";"w184";325.149999999997
"o1";"w180";1756.72
"o1";"w182";111.769999999997
"o1";"w181";273.539999999997
"o1";"w178";256.299999999997
"o1";"w179";419.379999999997
"o1";"w185";127.58
"o1";"w191";1017.07
"o1";"w192";359.81
"o1";"w188";952.5
"o1";"w190";113.62
"o1";"w189";209.73
"o1";"w186";228.45
"o1";"w187";284.7
"o1";"w193";572.79
"o1";"w199";1475.64
"o1";"w200";426.84
"o1";"w196";4572.94
"o1";"w198";186.11
"o1";"w197";255.39
"o1";"w194";596.09
"o1";"w195";1182.54
"o1";"w201";236.689999999998
"o1";"w207";972.809999999998
"o1";"w208";341.759999999998
"o1";"w204";1727.03
"o1";"w206";129.359999999998
"o1";"w205";185.839999999998
"o1";"w202";275.729999999998
"o1";"w203";495.629999999998
"o1";"w209";239.610000000001
"o1";"w215";1558.58
"o1";"w216";352.030000000001
"o1";"w212";2188.18
"o1";"w214";75.770000000001
"o1";"w213";136.570000000001
"o1";"w210";242.650000000001
"o1";"w211";568.820000000001
"o1";"w217";106.109999999999
"o1";"w223";782.699999999999
"o1";"w224";227.069999999999
"o1";"w220";922.409999999999
"o1";"w222";69.1799999999994
"o1";"w221";122.269999999999
"o1";"w218";191.729999999999
"o1";"w219";284.799999999999
"o1";"w225";478.899999999998
"o1";"w231";1169.68
"o1";"w232";416.789999999998
"o1";"w228";3889.1
"o1";"w230";161.469999999998
"o1";"w229";226.239999999998
"o1";"w226";454.449999999999
"o1";"w227";833.199999999999
"o1";"w17";154.25
"o1";"w23";2176.61
"o1";"w24";322.48
"o1";"w20";2208.16
"o1";"w22";79.88
"o1";"w21";283.22
"o1";"w18";264.26
"o1";"w19";512.86
"o1";"w233";219.470000000001
"o1";"w239";878.800000000001
"o1";"w240";328.710000000001
"o1";"w236";1628.06
"o1";"w238";129.940000000001
"o1";"w237";178.880000000001
"o1";"w234";244.130000000001
"o1";"w235";429.640000000001
"o1";"w241";278.54
"o1";"w247";1312.87
"o1";"w248";294.32
"o1";"w244";2131.69
"o1";"w246";87.9300000000003
"o1";"w245";136.13
"o1";"w242";223.1
"o1";"w243";468.09
"o1";"w249";126.62
"o1";"w255";741.81
"o1";"w256";232.45
"o1";"w252";931.82
"o1";"w254";82.2600000000001
"o1";"w253";115.92
"o1";"w250";177.49
"o1";"w251";240.17
"o1";"w257";475.379999999999
"o1";"w263";1421.47
"o1";"w264";442.889999999999
"o1";"w260";4320.14
"o1";"w262";205.439999999999
"o1";"w261";255.439999999999
"o1";"w258";576.909999999999
"o1";"w259";1250.13
"o1";"w265";247.71
"o1";"w271";917.13
"o1";"w272";393.58
"o1";"w268";1689.07
"o1";"w270";137.42
"o1";"w269";194.57
"o1";"w266";277.29
"o1";"w267";505.78
"o1";"w273";241.970000000001
"o1";"w279";1515.66
"o1";"w280";308.030000000001
"o1";"w276";1976.75
"o1";"w278";83.5500000000006
"o1";"w277";148.820000000001
"o1";"w274";232.310000000001
"o1";"w275";534.960000000001
"o1";"w281";115.29
"o1";"w287";735.92
"o1";"w288";269.01
"o1";"w284";867.24
"o1";"w286";78.2599999999997
"o1";"w285";113.91
"o1";"w282";219.77
"o1";"w283";310.51
"o1";"w289";492.84
"o1";"w295";1109.58
"o1";"w296";422.78
"o1";"w292";3684.09
"o1";"w294";163.17
"o1";"w293";224.61
"o1";"w290";444.88
"o1";"w291";866.8
"o1";"w297";232.580000000001
"o1";"w303";847.150000000001
"o1";"w304";346.650000000001
"o1";"w300";1593.89
"o1";"w302";137.000000000001
"o1";"w301";183.600000000001
"o1";"w298";246.450000000001
"o1";"w299";413.140000000001
"o1";"w305";252.609999999999
"o1";"w311";1266.12
"o1";"w312";303.409999999999
"o1";"w308";1944.22
"o1";"w310";98.1199999999993
"o1";"w309";138.089999999999
"o1";"w306";210.919999999999
"o1";"w307";478.489999999999
"o1";"w25";92.4199999999999
"o1";"w31";1245.72
"o1";"w32";278.03
"o1";"w28";1123.56
"o1";"w30";73.3499999999999
"o1";"w29";201.81
"o1";"w26";216.26
"o1";"w27";280.58
"o1";"w313";128.719999999997
"o1";"w319";697.149999999997
"o1";"w320";244.659999999997
"o1";"w316";860.849999999997
"o1";"w318";90.6299999999974
"o1";"w317";118.909999999997
"o1";"w314";188.009999999997
"o1";"w315";308.979999999997
"o1";"w321";499.890000000001
"o1";"w327";1262.19
"o1";"w328";516.000000000001
"o1";"w324";3900.3
"o1";"w326";185.880000000001
"o1";"w325";278.890000000001
"o1";"w322";522.110000000001
"o1";"w323";1082.39
"o1";"w329";268.820000000004
"o1";"w335";945.180000000004
"o1";"w336";368.840000000004
"o1";"w332";1679.09
"o1";"w334";149.150000000004
"o1";"w333";215.640000000004
"o1";"w330";290.370000000004
"o1";"w331";512.450000000004
"o1";"w337";226.709999999996
"o1";"w343";1409.03
"o1";"w344";314.799999999996
"o1";"w340";1753.85
"o1";"w342";96.1999999999962
"o1";"w341";209.909999999996
"o1";"w338";225.929999999996
"o1";"w339";497.989999999996
"o1";"w345";128.979999999998
"o1";"w351";725.339999999998
"o1";"w352";300.739999999998
"o1";"w348";815.329999999998
"o1";"w350";97.2299999999983
"o1";"w349";132.259999999998
"o1";"w346";226.579999999998
"o1";"w347";319.029999999998
"o1";"w353";474.529999999998
"o1";"w359";1068.84
"o1";"w360";495.559999999998
"o1";"w356";3327.98
"o1";"w358";169.809999999998
"o1";"w357";230.809999999998
"o1";"w354";415.939999999998
"o1";"w355";853.479999999998
"o1";"w361";250.309999999999
"o1";"w367";856.959999999999
"o1";"w368";349.279999999999
"o1";"w364";1595.78
"o1";"w366";151.409999999999
"o1";"w365";197.579999999999
"o1";"w362";260.279999999999
"o1";"w363";476.479999999999
"o1";"w369";254.979999999996
"o1";"w375";1194.95
"o1";"w376";340.029999999996
"o1";"w372";1755.77
"o1";"w374";114.129999999996
"o1";"w373";154.549999999996
"o1";"w370";216.159999999996
"o1";"w371";390.159999999996
"o1";"w377";152.960000000005
"o1";"w383";669.450000000005
"o1";"w384";259.030000000005
"o1";"w380";808.100000000005
"o1";"w382";110.990000000005
"o1";"w381";136.810000000005
"o1";"w378";195.890000000005
"o1";"w379";302.890000000005
"o1";"w33";462.71
"o1";"w39";1221.43
"o1";"w40";412.97
"o1";"w36";3911.02
"o1";"w38";166.55
"o1";"w37";453.69
"o1";"w34";628.44
"o1";"w35";762.17
"o1";"w41";198.58
"o1";"w47";1235.4
"o1";"w48";361.49
"o1";"w44";1828.02
"o1";"w46";134.31
"o1";"w45";302.75
"o1";"w42";294
"o1";"w43";410.8
"o1";"w49";189.21
"o1";"w55";1701.51
"o1";"w56";320.35
"o1";"w52";2195.07
"o1";"w54";89.7100000000003
"o1";"w53";282.68
"o1";"w50";249.28
"o1";"w51";440.01
"o1";"w57";103.53
"o1";"w63";1142.92
"o1";"w64";259.95
"o1";"w60";1157.16
"o1";"w62";86.42
"o1";"w61";198.32
"o1";"w58";226.13
"o1";"w59";266.72
"o1";"w65";354.75
"o1";"w71";1422.51
"o1";"w72";458.96
"o1";"w68";4331.76
"o1";"w70";186.65
"o1";"w69";491.74
"o1";"w66";645.33
"o1";"w67";1127.35
"o10";"w7";296.72
"o10";"w4";530.3
"o10";"w5";181.04
"o10";"w3";256.88
"o10";"w8";181.22
"o10";"w1";131.91
"o10";"w6";82.98
"o10";"w2";198.3
"o10";"w79";132.700000000001
"o10";"w76";83.5600000000008
"o10";"w77";67.9400000000008
"o10";"w75";83.1100000000008
"o10";"w80";103.640000000001
"o10";"w73";43.8900000000008
"o10";"w78";42.7000000000008
"o10";"w74";69.0900000000008
"o10";"w87";430.45
"o10";"w84";230.79
"o10";"w85";86.3800000000001
"o10";"w83";115.44
"o10";"w88";124.26
"o10";"w81";54.4700000000001
"o10";"w86";31.1000000000001
"o10";"w82";70.3200000000001
"o10";"w95";73.2399999999996
"o10";"w92";26.5099999999996
"o10";"w93";36.1299999999996
"o10";"w91";43.7699999999996
"o10";"w96";62.5999999999996
"o10";"w89";26.1499999999996
"o10";"w94";24.0999999999996
"o10";"w90";31.8399999999996
"o10";"w103";262.619999999999
"o10";"w100";452.039999999999
"o10";"w101";165.639999999999
"o10";"w99";247.639999999999
"o10";"w104";176.369999999999
"o10";"w97";111.599999999999
"o10";"w102";73.1699999999994
"o10";"w98";166.529999999999
"o10";"w111";84.7900000000007
"o10";"w108";44.6500000000007
"o10";"w109";57.0800000000007
"o10";"w107";69.2600000000007
"o10";"w112";82.7900000000007
"o10";"w105";43.0300000000007
"o10";"w110";41.7200000000007
"o10";"w106";53.7400000000007
"o10";"w119";424.229999999998
